Pitchers ,Points,Salary,Team, Opp. ,Score, Stats Summary
 Carlos Carrasco ^0, 27.70,"$11,700",CLE,@ bal, 2-1,  7.1IP 6H R ER 2BB 7K Win 
 Kevin Gausman ^0, 25.00,"$5,800",BAL,v cle, 1-2,  8.0IP 4H 2R 2ER BB 7K Loss 
 Gerrit Cole ^0, 24.15,"$12,600",HOU,v laa, 0-2,  7.0IP 4H 2R 2ER 2BB 8K Loss 
 Masahiro Tanaka ^0, 23.40,"$8,800",NYY,v min, 14-1,  6.2IP 3H R ER 2BB 5K HB Win 
 Tyler Skaggs ^0, 22.75,"$6,700",LAA,@ hou, 2-0,  7.0IP 4H BB 3K Win 
 Jarlin Garcia ^9, 22.50,"$6,000",MIA,@ lad, 1-2,  6.0IP 4H R ER BB 7K 
 Sal Romano ^8, 22.50,N/A,CIN,v atl, 10-4,  6.0IP 4H 2R ER BB 5K Win 
 Chris Stratton ^9, 20.80,"$6,800",SFO,v was, 4-2,  6.2IP 4H 2R 2ER 3BB 5K Win 
 Carson Fulmer ^0, 17.10,"$4,900",CHW,v sea, 10-4,  6.0IP 3H 2R 2ER BB 3K Win 
 Walker Buehler ^9, 17.05,"$6,200",LAD,v mia, 2-1,  5.0IP 4H 3BB 5K 
 Mike Foltynewicz ^9, 16.30,N/A,ATL,@ cin, 4-10,  4.2IP 3H 2R 2ER 4BB 7K 
 Wade LeBlanc , 14.90,"$4,000",SEA,@ chw, 4-10,  4.2IP 6H 2R 2ER 6K 
 Trevor Cahill ^0, 13.65,"$7,000",OAK,@ tex, 9-4,  5.0IP 4H 3R 3ER 2BB 6K 
 Ross Stripling ,  9.90,"$4,000",LAD,v mia, 2-1,  2.0IP BB 3K Hold     
 Robbie Erlin ,  9.50,"$4,600",SDG,@ col, 13-5,  0.2IP 2K Win 
 Gio Gonzalez ^9,  9.05,"$10,800",WAS,@ sfo, 2-4,  5.0IP 4H 3R 3ER 3BB 4K Loss 
 Chad Bettis ^9,  9.05,"$7,500",COL,v sdg, 5-13,  5.0IP 5H 4R 4ER 2BB 5K 
 David Hale ,  8.70,"$4,000",NYY,v min, 14-1,  2.0IP 3H 3K 
 Jordan Lyles ,  8.50,"$4,000",SDG,@ col, 13-5,  2.0IP 2K 
 Cody Allen ,  8.25,"$4,000",CLE,@ bal, 2-1,  1.0IP 3K Save 
 Tayron Guerrero ,  7.65,"$4,000",MIA,@ lad, 1-2,  1.0IP BB 3K 
 Ryan Buchter ,  7.50,"$4,000",OAK,@ tex, 9-4,  0.2IP K Win 
 Carlos Torres ,  6.25,"$4,000",WAS,@ sfo, 2-4,  1.0IP 2K 
 Jake Odorizzi ^0,  5.70,"$6,100",MIN,@ nyy, 1-14,  4.2IP 5H 5R 5ER 3BB 5K Loss 
 Antonio Senzatela ,  5.65,"$6,400",COL,v sdg, 5-13,  2.1IP 5H BB 2K 
 Hunter Strickland ,  5.65,"$4,000",SFO,v was, 4-2,  1.0IP BB 2K Save 
 Adam Liberatore ,  5.50,"$4,000",LAD,v mia, 2-1,  0.2IP Win 
 Keynan Middleton ,  5.05,"$4,000",LAA,@ hou, 2-0,  1.0IP H BB 2K Save 
 Raisel Iglesias ,  5.00,N/A,CIN,v atl, 10-4,  1.1IP K Save 
