Pitchers ,Points,Salary,Team, Opp. ,Score, Stats Summary
 Kenta Maeda ^9, 39.40,"$9,800",LAD,v col, 3-0,  6.2IP 2H 4BB 12K Win 
 Tyson Ross ^9, 31.40,"$8,200",SDG,@ was, 3-1,  6.2IP 5H R ER BB 9K Win 
 Justin Verlander ^0, 31.10,"$12,800",HOU,v sfo, 4-1,  6.0IP 3H R ER BB 9K Win 
 Dylan Covey ^0, 29.55,"$5,200",CHW,v bal, 11-1,  7.0IP 6H R ER BB 8K Win 
 Marco Gonzales ^0, 29.35,"$6,100",SEA,@ oak, 1-0,  7.0IP 2H 2BB 6K Win 
 Jake Arrieta ^9, 28.20,"$6,900",PHI,v atl, 4-0,  6.2IP 7H BB 7K Win 
Jacob deGrom^8, 26.95,"$13,200",NYM,v mia, 1-2,  7.0IP 4H 2BB 8K 2HB 
 David Price ^0, 25.90,"$8,800",BOS,@ tam, 4-1,  6.0IP 3H R ER 3BB 9K 
 Daniel Gossett ^0, 22.75,"$4,300",OAK,v sea, 0-1,  7.0IP 4H R BB 5K Loss 
 Michael Wacha ^9, 22.60,"$9,300",STL,v kan, 2-5(F10),  6.2IP 4H 2R ER 6K 
 Adam Plutko ^9, 21.90,"$6,500",CLE,@ chc, 1-0,  6.0IP 2H 4BB 4K Win 
 Brent Suter ^9, 21.15,"$4,000",MIL,v ari, 9-2,  5.2IP 4H 2R 2ER 2BB 6K Win 
 Michael Fulmer ^0, 20.55,"$6,100",DET,@ min, 4-1,  5.2IP 4H R ER 3BB 5K Win 
 Chad Kuhl ^9, 19.90,"$7,200",PIT,@ cin, 5-4(F12),  6.0IP 5H R ER BB 6K 
 Chris Archer ^0, 19.30,"$6,700",TAM,v bos, 1-4,  6.0IP 4H R ER 3BB 6K 
 Jake Junis ^9, 17.65,"$7,400",KAN,@ stl, 5-2(F10),  5.0IP 5H 2R 2ER BB 7K 
 Jon Lester ^9, 17.55,"$8,500",CHC,v cle, 0-1,  7.0IP 6H R ER BB 4K Loss 
 Dan Straily ^9, 17.30,"$6,300",MIA,@ nym, 2-1,  6.0IP 4H R ER 3BB 5K 
 Erick Fedde ^8, 15.15,"$6,300",WAS,v sdg, 1-3,  5.2IP 5H 3R 3ER BB 6K Loss 
 Alex  Claudio , 13.15,"$4,000",TEX,v nyy, 12-10,  1.2IP H 3K Win 
 Tyler Skaggs ^0, 12.45,"$9,600",LAA,@ tor, 5-4,  5.0IP 6H 3R 3ER 6K 2HB 
 Luiz Gohara ^9, 12.20,"$6,600",ATL,@ phi, 0-4,  4.0IP 4H 2R 2ER 4BB 6K Loss 
 Jose Alvarado , 11.75,"$4,000",TAM,v bos, 1-4,  1.2IP 4K 
 Aaron Sanchez ^0, 11.05,"$5,800",TOR,v laa, 4-5,  5.0IP 2H 5BB 2K 
 Steven Brault , 10.70,"$4,200",PIT,@ cin, 5-4(F12),  2.0IP 2BB 2K HB Win 
 Brandon Woodruff , 10.50,"$4,700",MIL,v ari, 9-2,  2.0IP 3K 
 Dellin Betances ,  9.90,"$4,000",NYY,@ tex, 10-12,  2.0IP H R ER 4K E 
 Kyle Gibson ^0,  9.30,"$7,700",MIN,v det, 1-4,  6.0IP 6H 3R 3ER BB 3K Loss 
 Tanner Rainey ,  9.30,N/A,CIN,v pit, 4-5(F12),  2.0IP 2BB 3K 
 Jim Johnson ,  8.50,"$4,000",LAA,@ tor, 5-4,  2.0IP 2K 
 Kevin McCarthy ,  8.50,"$4,000",KAN,@ stl, 5-2(F10),  2.0IP 2K 
 Kyle Freeland ^9,  8.25,"$10,100",COL,@ lad, 0-3,  6.1IP 6H 3R 3ER 3BB 3K HB Loss 
 Edwin Diaz ,  8.25,"$4,000",SEA,@ oak, 1-0,  1.0IP 3K Save 
 Keone Kela ,  8.25,"$4,000",TEX,v nyy, 12-10,  1.0IP 3K Save 
