Pitchers ,Points,Salary,Team, Opp. ,Score, Stats Summary
 Chris Sale ^0, 42.75,"$13,400",BOS,v sea, 5-0,  7.0IP 4H BB 13K Win 
 Jose Berrios ^0, 40.75,"$11,800",MIN,v tex, 2-0,  7.0IP 3H 2BB 12K Win 
 Luke Weaver ^9, 26.55,"$7,700",STL,@ mil, 8-2,  5.2IP 5H 2R 2ER 2BB 9K Win 
 Gerrit Cole ^0, 26.25,"$14,300",HOU,v kan, 11-3,  5.0IP 2H R ER 3BB 8K Win 
 Clay Buchholz ^9, 24.05,"$7,900",ARI,@ pit, 3-0,  5.0IP 2H 5K Win 
 Dereck Rodriguez ^9, 22.75,"$8,700",SFO,v sdg, 3-2(F11),  7.0IP 4H R ER BB 6K 
 Carlos Rodon ^0, 19.80,"$8,400",CHW,v oak, 10-3,  8.0IP 7H 2R 2ER 3K Win 
 Adam Plutko ^0, 17.90,"$6,200",CLE,v det, 12-2,  6.0IP 6H 2R 2ER 4K Win 
 Bartolo Colon ^0, 16.95,"$5,000",TEX,@ min, 0-2,  7.0IP 7H 2R 2ER BB 5K Loss 
 Trevor Williams ^9, 16.50,"$7,000",PIT,v ari, 0-3,  6.0IP 5H 3R 3ER 6K Loss 
 Brandon McCarthy ^9, 16.25,"$7,200",ATL,v bal, 7-3,  5.0IP 5H 3R 3ER 5K Win 
 Eric Lauer ^9, 15.90,"$7,500",SDG,@ sfo, 2-3(F11),  6.0IP 5H R ER BB 4K 
 Nick Pivetta ^9, 15.25,N/A,PHI,@ was, 6-8,  5.0IP 8H 2R 2ER 2BB 7K 
 Mike Montgomery ^9, 12.70,"$7,500",CHC,@ cin, 6-8,  6.0IP 6H 4R 4ER 2BB 6K 
 Vidal Nuno , 12.60,"$4,000",TAM,v nyy, 7-6(F12),  4.0IP 3H R ER BB 4K BS 
 Tayron Guerrero , 12.50,"$4,000",MIA,@ col, 8-5,  2.0IP 4K 
 Chad Green , 11.90,"$4,000",NYY,@ tam, 6-7(F12),  2.0IP BB 4K 
 Felix Pena ^0, 11.85,"$4,400",LAA,v tor, 6-7(F10),  5.0IP 8H 3R 3ER BB 6K 
 Sam Gaviglio ^0, 11.50,"$7,200",TOR,@ laa, 7-6(F10),  4.2IP 5H 3R 3ER 5K E 
