Pitchers ,Points,Salary,Team, Opp. ,Score, Stats Summary
 Shohei-pitcher  Ohtani ^0, 42.55,"$9,300",LAA,v oak, 6-1,  7.0IP H BB 12K Win 
 Jameson Taillon ^9, 40.85,"$9,500",PIT,v cin, 5-0,  9.0IP H 2BB 7K HB Win     CG 
 Sean Newcomb ^9, 32.50,"$5,400",ATL,@ col, 4-0,  6.0IP 5H 9K Win 
 Charlie Morton ^0, 26.70,"$11,500",HOU,v sdg, 4-1,  6.0IP 4H R 3BB 7K HB Win 
 Jose Quintana ^9, 26.50,"$8,900",CHC,@ mil, 3-0,  6.0IP 3H 2BB 6K Win 
 Michael Fiers ^0, 26.50,"$6,500",DET,@ chw, 1-0,  6.0IP 3H BB 6K HB Win 
 Luke Weaver ^9, 23.85,"$6,800",STL,v ari, 1-4,  6.1IP 3H R ER BB 7K 
 Clayton Kershaw ^9, 22.15,"$12,800",LAD,@ sfo, 2-1(F10),  7.0IP 6H R ER 6K 
 Reynaldo Lopez ^0, 21.55,"$7,400",CHW,v det, 0-1,  7.0IP 2H R 5BB 5K Loss 
 Jason Hammel ^0, 20.50,"$6,000",KAN,@ cle, 1-3,  6.0IP 3H 2BB 5K 
 Tyson Ross ^0, 15.90,"$5,600",SDG,@ hou, 1-4,  6.0IP 6H 4R 4ER 7K Loss 
 Jaime Garcia ^0, 15.80,"$7,300",TOR,@ tex, 7-4,  5.1IP 5H 3R 3ER 2BB 5K Win 
 Mike Clevinger ^0, 15.30,"$10,900",CLE,v kan, 3-1,  7.1IP 10H R ER 2BB 4K 
 Pedro Araujo , 14.65,"$4,000",BAL,@ nyy, 8-7(F12),  2.1IP H 5K 
 Taijuan Walker ^9, 14.50,"$7,900",ARI,@ stl, 4-1,  6.0IP 3H R ER 2BB 3K 
 Seth Lugo , 14.35,N/A,NYM,@ was, 6-5(F12),  3.0IP H 3BB 3K E Win 
 Sammy Solis , 13.90,N/A,WAS,v nym, 5-6(F12),  2.0IP H 5K 
 Tanner Roark ^9, 13.85,N/A,WAS,v nym, 5-6(F12),  5.0IP 5H 5R 5ER 4BB 9K 
 Odrisamer Despaigne , 12.50,"$4,900",MIA,@ phi, 6-3,  2.0IP 2K Win 
 Kyle Freeland ^9, 12.10,"$8,000",COL,v atl, 0-4,  6.0IP 7H 3R 3ER 2BB 5K Loss 
 Eduardo Rodriguez ^0, 12.05,"$8,100",BOS,v tam, 8-7,  3.2IP 5H 3R 3ER 2BB 7K 
 Jake Arrieta ^9, 12.00,"$9,700",PHI,v mia, 3-6,  4.0IP 3H 3R 2ER 2BB 5K 
 Bartolo Colon , 11.90,"$4,700",TEX,v tor, 4-7,  2.0IP H 4K 
 Bruce Rondon , 11.00,N/A,CHW,v det, 0-1,  1.1IP 4K 
 Santiago Casilla , 10.50,"$4,000",OAK,@ laa, 1-6,  2.0IP 3K 
 Adam Cimber , 10.50,"$4,000",SDG,@ hou, 1-4,  2.0IP 3K 
 Richard Bleier , 10.35,"$4,000",BAL,@ nyy, 8-7(F12),  3.0IP 3H BB K Win 
 Cody Allen , 10.25,"$4,000",CLE,v kan, 3-1,  1.0IP 2K Win 
 Ryan Yarbrough , 10.00,"$4,500",TAM,@ bos, 7-8,  4.0IP 2H R ER 3BB 3K 
 Adrian Houser ,  9.90,"$4,000",MIL,v chc, 0-3,  2.0IP H 3K 
 Chase Anderson ^9,  9.30,"$8,500",MIL,v chc, 0-3,  6.0IP 4H 2R 2ER 2BB 2K HB Loss 
 Ty Blach ^9,  9.30,"$5,800",SFO,v lad, 1-2(F10),  6.0IP 4H R ER 3BB K 
 Yoshihisa Hirano ,  8.25,"$4,000",ARI,@ stl, 4-1,  1.0IP K Win 
 Kenley Jansen ,  7.65,"$4,000",LAD,@ sfo, 2-1(F10),  1.0IP H 3K Save 
 Domingo German ,  7.60,"$4,000",NYY,v bal, 7-8(F12),  2.2IP 3H 3R 3ER BB 5K 
 Edubray Ramos ,  7.15,"$4,000",PHI,v mia, 3-6,  1.2IP H 2K 
 Taylor Williams ,  7.05,N/A,MIL,v chc, 0-3,  1.0IP 2H R 3K 
 Amir Garrett ,  6.65,"$5,500",CIN,@ pit, 0-5,  2.1IP H K 
 Carson Smith ,  6.45,"$4,000",BOS,v tam, 8-7,  1.0IP H 2BB K Win 
 Joe Jimenez ,  6.25,"$4,000",DET,@ chw, 1-0,  1.0IP 2K Hold     
 Scott Oberg ,  6.25,"$4,000",COL,v atl, 0-4,  1.0IP 2K 
 Victor Arano ,  6.25,"$4,000",PHI,v mia, 3-6,  1.0IP 2K 
 Justin Wilson ,  6.25,"$4,000",CHC,@ mil, 3-0,  1.0IP 2K Hold     
 Josh Fields ,  6.25,"$4,000",LAD,@ sfo, 2-1(F10),  1.0IP Win 
 Sean Doolittle ,  6.25,N/A,WAS,v nym, 5-6(F12),  1.0IP 2K 
 Cole Hamels ^0,  6.00,"$8,300",TEX,v tor, 4-7,  5.1IP 8H 7R 5ER 2BB 5K Loss 
 Chris Rusin ,  5.90,"$4,000",COL,v atl, 0-4,  2.0IP H R ER 2K 
 Darren O'Day ,  5.80,"$4,000",BAL,@ nyy, 8-7(F12),  1.1IP 2H 2K BS 
 Dellin Betances ,  5.65,"$4,000",NYY,v bal, 7-8(F12),  1.0IP H 2K 
 Tyler Olson ,  5.50,"$4,000",CLE,v kan, 3-1,  0.2IP 2K 
 Adam Warren ,  4.45,"$4,000",NYY,v bal, 7-8(F12),  1.0IP 2H R ER BB 3K Loss 
 Roberto Osuna ,  4.40,"$4,000",TOR,@ tex, 7-4,  1.1IP K HB Save 
 Brad Peacock ,  4.25,"$6,400",HOU,v sdg, 4-1,  1.0IP K Save 
 Aroldis Chapman ,  4.25,"$4,000",NYY,v bal, 7-8(F12),  1.0IP K 
 C.J. Edwards ,  4.25,"$4,000",CHC,@ mil, 3-0,  1.0IP K Hold     
 Joe Smith ,  4.25,"$4,000",HOU,v sdg, 4-1,  1.0IP K Hold     
 Shane Greene ,  4.25,"$4,000",DET,@ chw, 1-0,  1.0IP K Save 
 Arodys Vizcaino ,  4.25,"$4,000",ATL,@ col, 4-0,  1.0IP K 
 Yusmeiro Petit ,  4.25,"$4,000",OAK,@ laa, 1-6,  1.0IP K 
 John Brebbia ,  4.25,N/A,STL,v ari, 1-4,  1.0IP K 
 Matt Grace ,  4.25,N/A,WAS,v nym, 5-6(F12),  1.0IP K 
 Shawn Kelley ,  4.25,N/A,WAS,v nym, 5-6(F12),  1.0IP K 
 Archie Bradley ,  3.65,"$4,000",ARI,@ stl, 4-1,  1.0IP H K Hold     
 Brad Ziegler ,  3.65,"$4,000",MIA,@ phi, 6-3,  1.0IP H K Save 
 Cory Gearrin ,  3.65,"$4,000",SFO,v lad, 1-2(F10),  1.0IP H K 
 Hunter Strickland ,  3.65,"$4,000",SFO,v lad, 1-2(F10),  1.0IP H K 
 Brad Boxberger ,  3.65,"$4,000",ARI,@ stl, 4-1,  1.0IP H K Save 
 Jacob Rhame ,  3.65,N/A,NYM,@ was, 6-5(F12),  1.0IP H K Save 
 Andrew Kittredge ^0,  3.30,"$4,000",TAM,@ bos, 7-8,  2.0IP 2H R ER K 
 Ryan Tepera ,  3.05,"$4,000",TOR,@ tex, 7-4,  1.0IP R ER 2BB 2K Hold     
 Yovani Gallardo ,  3.05,"$4,000",CIN,@ pit, 0-5,  1.0IP H BB K 
 Josh Osich ,  3.05,"$4,000",SFO,v lad, 1-2(F10),  1.0IP 2H K 
 Brad Brach ,  3.05,"$4,000",BAL,@ nyy, 8-7(F12),  1.0IP 2BB K E Save 
 Chris Martin ,  2.90,"$4,000",TEX,v tor, 4-7,  0.2IP H K 
 Tyler Clippard ,  2.90,"$4,000",TOR,@ tex, 7-4,  0.2IP BB K 
 Tyler Lyons ,  2.75,"$4,000",STL,v ari, 1-4,  0.1IP K Hold     
 Jordan Montgomery ^0,  2.55,"$7,000",NYY,v bal, 7-8(F12),  4.1IP 10H 4R 4ER 2BB 4K 
 Shane Carle ,  2.40,"$4,000",ATL,@ col, 4-0,  1.1IP H Hold     
 Craig Kimbrel ,  2.25,"$4,000",BOS,v tam, 8-7,  1.0IP Save 
 Drew Steckenrider ,  2.25,"$4,000",MIA,@ phi, 6-3,  1.0IP Hold     
