Pitchers ,Points,Salary,Team, Opp. ,Score, Stats Summary
 Mike Foltynewicz ^9, 49.45,"$8,400",ATL,v was, 4-0,  9.0IP 2H BB 11K Win     CG 
 Jameson Taillon ^9, 31.60,"$6,800",PIT,@ stl, 4-0,  8.0IP 3H BB 6K Win 
 Clay Buchholz ^9, 31.55,"$7,000",ARI,v mia, 9-1,  7.0IP 6H R ER BB 9K Win 
 Chris Stratton ^9, 28.50,"$5,700",SFO,v phi, 4-0,  6.0IP 4H BB 7K Win 
 Jaime Barria ^0, 26.50,"$9,300",LAA,v tex, 6-0,  6.0IP 4H BB 6K Win 
 Stephen Strasburg ^8, 24.80,"$12,100",WAS,@ atl, 0-4,  6.2IP 7H 4R 3ER 10K Loss 
 Sonny Gray ^0, 24.50,"$5,800",NYY,@ bal, 4-1,  6.0IP 4H R ER 6K HB Win 
 Gerrit Cole ^0, 24.15,"$11,600",HOU,v bos, 7-3,  7.0IP 5H 3R 3ER BB 7K Win 
 Mike Leake ^0, 24.15,"$4,800",SEA,v tam, 4-3(F13),  7.0IP 6H 2R 2ER 8K 
 Tyler Mahle ^8, 21.05,"$7,900",CIN,@ sdg, 7-2,  5.0IP 5H 2BB 5K Win 
 Frankie Montas ^0, 20.60,"$7,100",OAK,@ kan, 16-0,  8.0IP 7H 2K 2HB Win 
 Jose Berrios ^0, 19.90,"$9,100",MIN,v cle, 7-4,  6.0IP 5H 4R 4ER BB 7K Win 
 Jesse Chavez , 16.85,"$4,400",TEX,@ laa, 0-6,  5.0IP 3H BB 4K 
 Blaine Hardy ^0, 15.30,"$6,300",DET,v tor, 5-2,  6.0IP 3H 2R 2ER 4BB 3K Win 
 Chris Sale ^0, 13.30,"$11,000",BOS,@ hou, 3-7,  6.0IP 6H 4R 4ER BB 6K Loss 
 Scott Barlow , 12.95,"$4,800",KAN,v oak, 0-16,  3.0IP 3H R ER 5K 
 Zack Wheeler ^8, 12.10,"$6,000",NYM,v chc, 4-7,  6.0IP 7H 2R 2ER 2BB 4K 
 Michael Lorenzen , 11.20,"$4,000",CIN,@ sdg, 7-2,  4.0IP 2H 2R 2ER BB 4K Save 
 Miles Mikolas ^9, 10.70,"$8,700",STL,v pit, 0-4,  6.0IP 6H 2R ER BB 2K HB Loss 
 Randy Rosario ,  9.75,"$4,000",CHC,@ nym, 7-4,  1.2IP K Win 
 Andrew Cashner ^0,  9.50,"$6,500",BAL,v nyy, 1-4,  6.0IP 9H 3R 3ER BB 4K Loss 
 Roenis Elias ,  9.30,N/A,SEA,v tam, 4-3(F13),  2.0IP 2H K Win 
 Tyler Chatwood ^9,  9.20,"$7,500",CHC,@ nym, 7-4,  5.1IP 4H 2R 2ER 4BB 3K 
 Joe Biagini ,  8.95,"$4,000",TOR,@ det, 2-5,  3.0IP 3H 2K 
