Pitchers ,Points,Salary,Team, Opp. ,Score, Stats Summary
 Zack Greinke ^9, 44.20,"$9,200",ARI,v col, 6-1,  8.0IP 2H R ER BB 13K Win 
 Chris Sale ^0, 33.70,"$13,400",BOS,@ det, 9-1,  6.0IP 2H 9K HB Win 
 Vincent Velasquez ^9, 31.35,N/A,PHI,v sdg(2), 5-0,  7.0IP 2H BB 7K HB Win 
 Chris Archer ^0, 28.10,"$8,100",TAM,v mia, 6-4,  6.0IP 8H 4R 3ER 13K HB 
 Brad Keller ^0, 26.75,"$4,800",KAN,v min, 5-3,  7.0IP 3H 3R 3ER 2BB 8K Win 
 Jake Odorizzi ^0, 25.70,"$6,000",MIN,@ kan, 3-5,  6.0IP 2H 2R ER BB 8K 
 James Happ ^0, 24.85,"$8,600",TOR,v bal, 5-4,  5.0IP 4H R ER 9K 
 Marco Gonzales ^0, 23.25,"$8,000",SEA,v chw, 8-2,  6.1IP 4H 2R 2ER BB 6K Win 
 Max Scherzer ^9, 22.10,"$13,200",WAS,v atl, 6-2,  6.0IP 8H 2R 2ER BB 7K Win 
 Trevor Richards ^0, 22.00,"$6,500",MIA,@ tam, 4-6,  6.2IP 3H R ER BB 6K HB 
 Jose Quintana ^9, 21.75,"$7,400",CHC,v stl, 7-2,  7.0IP 6H 2R 2ER 4BB 6K Win 
 Mike Clevinger ^0, 20.20,"$9,000",CLE,@ tex, 0-5,  6.2IP 4H 2R 2ER 4BB 7K Loss 
 Andrew Heaney ^0, 19.90,"$8,700",LAA,v hou, 14-5,  6.0IP 4H R ER 2BB 4K Win 
 Sean Manaea ^0, 18.60,"$7,400",OAK,v sfo, 6-5(F10),  6.2IP 4H 2R 2ER 5K 
 Nick Pivetta ^8, 17.20,N/A,PHI,v sdg(1), 2-10,  5.1IP 8H 6R 4ER 9K Loss 
 Alex Wood ^9, 16.70,"$8,900",LAD,@ mil, 11-2,  6.0IP 5H 2R 2ER 3BB 4K Win 
 Tyson Ross ^9, 15.85,N/A,SDG,@ phi(1), 10-2,  5.0IP 5H 2R 2ER 3BB 5K HB Win 
 Yovani Gallardo ^0, 15.30,"$4,500",TEX,v cle, 5-0,  6.0IP 3H 4BB K Win 
 Ivan Nova ^9, 14.80,"$5,700",PIT,@ cin, 9-2,  6.2IP 5H 2R 2ER 2BB 2K Win 
