Pitchers ,Points,Salary,Team, Opp. ,Score, Stats Summary
 Miles Mikolas ^9, 43.65,"$9,800",STL,v kan, 6-0,  9.0IP 4H BB 9K HB Win     CG 
 Jose Berrios ^0, 33.00,"$8,500",MIN,v det, 4-2,  8.0IP 3H 2R 2ER 2BB 9K Win 
 Nick Pivetta ^9, 30.75,"$9,100",PHI,v atl, 3-0,  7.0IP 4H BB 7K Win 
 Jason Vargas ^8, 27.45,"$4,600",NYM,v mia, 2-0,  5.0IP 2H BB 7K Win 
 German Marquez ^9, 24.75,"$5,700",COL,@ lad, 2-1,  7.0IP 2H R ER 2BB 5K HB Win 
 Walker Buehler ^9, 24.55,"$9,300",LAD,v col, 1-2,  7.0IP 2H R ER 6K 
 Gio Gonzalez ^9, 22.75,"$11,900",WAS,v sdg, 10-2,  7.0IP 2H 2R 2ER 3BB 5K Win 
 Zack Greinke ^9, 20.50,"$12,100",ARI,@ mil, 2-4,  6.0IP 5H 4R 4ER 9K Loss 
 Hector Santiago ^0, 17.30,"$5,600",CHW,v bal, 2-3,  6.0IP 5H 3R 3ER 2BB 7K Loss 
 Mike Foltynewicz ^9, 16.70,"$9,600",ATL,@ phi, 0-3,  6.0IP 6H R ER 2BB 5K Loss 
 Chase Anderson ^9, 15.30,"$6,300",MIL,v ari, 4-2,  6.0IP 3H 2R 2ER 3BB 3K HB Win 
 Andrew Cashner ^0, 12.65,"$6,100",BAL,@ chw, 3-2,  5.0IP 8H 2R 2ER 3BB 4K Win 
 Elieser Hernandez ^9, 12.25,"$4,700",MIA,@ nym, 0-2,  5.0IP 5H R ER 3K Loss 
 Blaine Hardy ^0, 11.05,"$4,000",DET,@ min, 2-4,  5.0IP 7H 2R 2ER 4K 
 Mychal Givens ,  8.50,"$4,000",BAL,@ chw, 3-2,  2.0IP 2K Hold     
 Masahiro Tanaka ^0,  8.45,"$8,900",NYY,@ tex, 10-5,  5.0IP 3H 4R 4ER 4BB 3K HB Win 
 Jason Adam ,  8.40,"$4,000",KAN,@ stl, 0-6,  1.1IP H R ER 4K 
 Ian Kennedy ^9,  6.75,"$5,500",KAN,@ stl, 0-6,  5.2IP 9H 5R 5ER BB 5K Loss 
 Brad Brach ,  6.45,"$4,000",BAL,@ chw, 3-2,  1.0IP H 2BB 3K Save 
 A.J. Ramos ,  6.40,"$4,000",NYM,v mia, 2-0,  1.1IP BB 2K Hold     
 Fernando Salas ,  6.40,"$4,000",ARI,@ mil, 2-4,  1.1IP H 2K 
 Joakim Soria ,  6.25,"$4,000",CHW,v bal, 2-3,  1.0IP 2K 
 Luis Avilan ,  6.25,"$4,000",CHW,v bal, 2-3,  1.0IP 2K 
 Louis Coleman ,  5.90,"$4,000",DET,@ min, 2-4,  2.0IP BB K 
 Tim Collins ,  5.65,"$4,000",WAS,v sdg, 10-2,  1.0IP H 2K 
 Corey Knebel ,  4.25,"$4,000",MIL,v ari, 4-2,  1.0IP K Save 
 Matt Albers ,  4.25,"$4,000",MIL,v ari, 4-2,  1.0IP K Hold     
 Hector Neris ,  4.25,"$4,000",PHI,v atl, 3-0,  1.0IP K Save 
 Blaine Boyer ,  4.25,"$4,000",KAN,@ stl, 0-6,  1.0IP K 
 Jonathan Holder ,  4.25,"$4,000",NYY,@ tex, 10-5,  1.0IP K 
 Adam Conley ,  3.65,"$4,400",MIA,@ nym, 0-2,  1.0IP H K 
 Bruce Rondon ,  3.65,"$4,000",CHW,v bal, 2-3,  1.0IP BB K 
 Kazuhisa Makita ,  3.65,"$4,000",SDG,@ was, 2-10,  1.0IP H K 
 Wade Davis ,  3.65,"$4,000",COL,@ lad, 2-1,  1.0IP H K Save 
