Pitchers ,Points,Salary,Team, Opp. ,Score, Stats Summary
 Wade LeBlanc ^0, 38.05,"$4,900",SEA,v bos, 1-0,  7.2IP 2H 9K Win 
 Luis Severino ^0, 37.00,"$13,900",NYY,v tam, 4-1,  8.0IP 3H 2BB 9K Win 
 Sean Newcomb ^9, 29.70,"$9,500",ATL,v sdg, 1-0,  6.0IP 2H BB 7K Win 
 Max Scherzer ^0, 25.90,"$14,000",WAS,@ tor, 0-2,  6.0IP 4H 2R 2ER BB 10K HB Loss 
 Marco Estrada ^0, 24.00,"$5,800",TOR,v was, 2-0,  6.2IP 3H 2BB 4K Win 
 Dallas Keuchel ^0, 23.30,"$9,600",HOU,@ kan, 10-2,  6.0IP 6H 2R BB 5K Win 
 Zach Eflin ^8, 22.85,"$7,200",PHI,@ mil, 4-1,  5.0IP 3H R ER BB 6K Win 
 Jordan Lyles ^9, 22.75,"$4,600",SDG,@ atl, 0-1,  7.0IP 5H R ER 6K Loss 
 Mike Minor ^0, 19.55,"$4,400",TEX,v col, 5-2,  7.0IP 5H 2R 2ER 2BB 6K 
 Steven Matz ^9, 18.80,"$5,300",NYM,@ ari, 5-1,  6.2IP 6H R ER BB 3K Win 
 Steven Wright ^0, 17.55,"$7,500",BOS,@ sea, 0-1,  7.0IP 5H R ER 2BB 4K Loss 
 Ivan Nova ^9, 16.70,"$6,000",PIT,v cin, 6-2,  6.0IP 5H R ER 3BB 3K E Win 
 Sean Manaea ^0, 16.50,"$6,800",OAK,v laa, 6-4,  6.0IP 4H 3R 3ER BB 4K Win 
 Junior Guerra ^9, 15.80,"$8,200",MIL,v phi, 1-4,  5.1IP 4H 3R 3ER 3BB 7K Loss 
 Alex Wood ^9, 15.15,"$6,700",LAD,v sfo, 3-1,  5.2IP 4H R ER 2BB 2K Win 
 John Lamb ^0, 14.85,"$4,500",LAA,@ oak, 4-6,  5.0IP 3H 2R 2ER BB 5K 
 Kyle Freeland ^0, 12.35,"$8,500",COL,@ tex, 2-5,  7.0IP 8H 2R 2ER BB 3K 
 Alex Cobb ^0, 12.35,"$5,400",BAL,v mia, 4-5,  7.0IP 7H 5R 5ER 2BB 6K Loss 
 Matt Magill , 12.15,"$4,000",MIN,@ cle, 9-3,  3.0IP K HB Win 
 Patrick Corbin ^9, 11.50,"$12,200",ARI,v nym, 1-5,  6.0IP 8H 5R 5ER 2BB 7K Loss 
 Kyle Hendricks ^9, 10.90,"$6,400",CHC,@ stl, 6-3,  6.0IP 7H 3R 3ER 4BB 3K Win 
 Wander Suero , 10.50,"$4,000",WAS,@ tor, 0-2,  2.0IP 3K 
 Jose LeClerc , 10.25,"$4,000",TEX,v col, 5-2,  1.0IP 2K Win 
 Austin Pruitt , 10.15,"$4,300",TAM,@ nyy, 1-4,  3.0IP H 2K 
 Wei-Yin Chen ^0, 10.10,"$4,800",MIA,@ bal, 5-4,  6.0IP 8H 3R 3ER BB 2K Win 
 Reyes Moronta ,  9.90,"$4,000",SFO,@ lad, 1-3,  2.0IP H 3K 
 Jorge Lopez ,  9.50,"$4,000",MIL,v phi, 1-4,  2.0IP 2H 3BB 4K 
 Lucas Giolito ^0,  9.20,"$4,100",CHW,v det, 5-7,  5.1IP 6H 5R 5ER 2BB 6K 
 Jordan Zimmermann ^0,  8.85,"$6,600",DET,@ chw, 7-5,  5.0IP 4H 4R 4ER 4K 
 Edwin Diaz ,  8.25,"$4,000",SEA,v bos, 1-0,  1.0IP 3K Save 
 Anthony Swarzak ,  8.25,"$4,000",NYM,@ ari, 5-1,  1.0IP 3K 
 Madison Bumgarner ^8,  8.10,"$8,500",SFO,@ lad, 1-3,  6.0IP 5H 3R 3ER 4BB 3K Loss 
 Brad Peacock ,  7.65,"$5,800",HOU,@ kan, 10-2,  1.0IP 3K HB 
 Ryan Pressly ,  7.65,"$4,000",MIN,@ cle, 9-3,  1.0IP H 3K 
 Carlos Martinez ^9,  7.45,"$8,900",STL,v chc, 3-6,  5.0IP 7H 3R 3ER 6BB 5K 
 Buck Farmer ,  6.45,"$4,200",DET,@ chw, 7-5,  1.0IP H 2BB K Win 
 Robert Gsellman ,  6.40,"$4,400",NYM,@ ari, 5-1,  1.1IP 2K HB Hold     
 Chris Devenski ,  6.25,"$4,000",HOU,@ kan, 10-2,  1.0IP 2K 
 Pedro Strop ,  6.25,"$4,000",CHC,@ stl, 6-3,  1.0IP 2K Hold     
 A.J. Minter ,  6.25,"$4,000",ATL,v sdg, 1-0,  1.0IP 2K Hold     
 Shane Greene ,  6.25,"$4,000",DET,@ chw, 7-5,  1.0IP 2K Save 
 Brandon Maurer ,  6.25,N/A,KAN,v hou, 2-10,  1.0IP 2K 
 Steven Brault ,  5.90,"$4,600",PIT,v cin, 6-2,  2.0IP BB K 
 Dylan Floro ,  5.90,"$4,000",CIN,@ pit, 2-6,  2.0IP H K 
 Matt Bowman ,  5.75,"$4,000",STL,v chc, 3-6,  1.2IP K E 
 Daniel Winkler ,  5.65,"$4,500",ATL,v sdg, 1-0,  1.0IP H 2K Hold     
 Brandon Workman ,  5.65,"$4,000",BOS,@ sea, 0-1,  1.0IP H 2K 
 Scott Alexander ,  5.65,"$4,000",LAD,v sfo, 3-1,  1.0IP BB 2K Hold     
 Will Harris ,  5.65,"$4,000",HOU,@ kan, 10-2,  1.0IP 2K HB 
 Brad Brach ,  5.65,"$4,000",BAL,v mia, 4-5,  1.0IP H 2K 
 Danny Duffy ^0,  5.50,"$5,100",KAN,v hou, 2-10,  6.0IP 7H 7R 6ER 3BB 5K Loss 
 Xavier Cedeno ,  5.50,"$4,000",CHW,v det, 5-7,  0.2IP 2K 
 Jacob Barnes ,  5.20,"$4,000",MIL,v phi, 1-4,  1.1IP H 2BB 2K 
 Seranthony Dominguez ,  5.05,"$4,000",PHI,@ mil, 4-1,  1.0IP H 2K HB Hold     
 Arodys Vizcaino ,  5.05,"$4,000",ATL,v sdg, 1-0,  1.0IP H 2K HB Save 
