Pitchers ,Points,Salary,Team, Opp. ,Score, Stats Summary
 Mike Clevinger ^0, 36.15,"$9,700",CLE,@ chw, 5-2,  7.0IP 5H 2R ER BB 11K Win 
 Anibal Sanchez ^9, 29.35,"$5,500",ATL,v sdg, 4-2,  7.0IP 4H 6K Win 
 David Price ^0, 28.15,"$8,600",BOS,@ sea, 2-1,  7.0IP 5H R ER 7K HB Win 
 Domingo German ^0, 27.30,"$6,700",NYY,v tam, 4-3,  6.0IP 5H 3R 3ER 2BB 10K Win 
 Vincent Velasquez ^8, 25.20,"$7,100",PHI,v col, 9-3,  6.2IP H 2R 2ER 2BB 6K Win 
 Justin Verlander ^0, 24.15,"$13,100",HOU,@ oak, 7-3,  7.0IP 5H 3R 3ER 7K HB Win 
 Lance Lynn ^0, 22.80,"$6,900",MIN,@ det, 1-3,  6.2IP 5H 3R 3ER BB 9K HB Loss 
 Michael Fulmer ^0, 22.15,"$5,500",DET,v min, 3-1,  7.0IP 5H R ER BB 4K Win 
 Matt Koch ^9, 21.10,"$6,200",ARI,v nym, 6-3,  6.0IP 3H 2R 2ER BB 5K Win 
 Ty Blach , 19.60,"$5,100",SFO,@ mia, 6-3(F16),  6.2IP 7H 2BB 3K Win 
 Felix Hernandez ^0, 18.35,"$5,800",SEA,v bos, 1-2,  7.0IP 8H 2R 2ER BB 6K Loss 
 Dan Straily ^9, 16.25,"$6,100",MIA,v sfo, 3-6(F16),  5.0IP 3H 3R 3ER BB 7K HB 
 Dereck Rodriguez ^9, 14.80,"$6,500",SFO,@ mia, 6-3(F16),  6.2IP 7H 2R 2ER 4K 
 Blake Snell ^0, 13.85,"$10,900",TAM,@ nyy, 3-4,  5.0IP 5H 4R 4ER 4BB 8K Loss 
 Vidal Nuno , 12.15,"$4,000",TAM,@ nyy, 3-4,  3.0IP H 3K 
 German Marquez ^9, 12.10,"$5,300",COL,@ phi, 3-9,  6.0IP 7H 6R 6ER 2BB 8K Loss 
 Tyson Ross ^9, 11.90,"$8,100",SDG,@ atl, 2-4,  6.0IP 3H 3R 3ER BB 4K 2HB Loss 
 Carlos Rodon ^0, 11.05,"$6,300",CHW,v cle, 2-5,  5.0IP 2H 2R 2ER 3BB 4K 2HB 
 Jason Vargas ^9, 10.45,"$5,100",NYM,@ ari, 3-6,  5.0IP 5H 3R 3ER 2BB 5K HB Loss 
 Carlos Ramirez ,  8.50,N/A,OAK,v hou, 3-7,  2.0IP 2K 
 Cody Allen ,  7.65,"$4,000",CLE,@ chw, 5-2,  1.0IP H 3K Save 
 Elieser Hernandez ,  7.05,"$4,100",MIA,v sfo, 3-6(F16),  5.0IP 4H 3R 3ER 3BB 3K Loss 
 Hector Santiago ,  6.25,"$5,300",CHW,v cle, 2-5,  1.0IP 2K 
 Aroldis Chapman ,  6.25,"$4,000",NYY,v tam, 4-3,  1.0IP 2K Save 
 Yoshihisa Hirano ,  6.25,"$4,000",ARI,v nym, 6-3,  1.0IP 2K Hold     
 Brad Boxberger ,  6.25,"$4,000",ARI,v nym, 6-3,  1.0IP 2K Save 
 Shane Greene ,  5.65,"$4,000",DET,v min, 3-1,  1.0IP H 2K Save 
 Dellin Betances ,  5.65,"$4,000",NYY,v tam, 4-3,  1.0IP BB 2K Hold     
 Hansel Robles ,  5.15,"$4,000",NYM,@ ari, 3-6,  1.2IP R ER BB 2K 
 Tony Watson ,  5.00,"$4,000",SFO,@ mia, 6-3(F16),  1.1IP K Hold     
 Zach Duke ,  4.40,"$4,000",MIN,@ det, 1-3,  1.1IP H K 
 Joe Jimenez ,  4.25,"$4,000",DET,v min, 3-1,  1.0IP K Hold     
 Hector Rondon ,  4.25,"$4,000",HOU,@ oak, 7-3,  1.0IP K 
 Chris Devenski ,  4.25,"$4,000",HOU,@ oak, 7-3,  1.0IP K 
 Adam Morgan ,  4.25,"$4,000",PHI,v col, 9-3,  1.0IP K 
 Nick Rumbelow ,  4.25,N/A,SEA,v bos, 1-2,  1.0IP K 
 Ben  Meyer ,  3.90,"$4,000",MIA,v sfo, 3-6(F16),  2.0IP H 
 Brad Ziegler ,  3.80,"$4,000",MIA,v sfo, 3-6(F16),  1.1IP H BB K 
 Joe Kelly ,  3.65,"$4,000",BOS,@ sea, 2-1,  1.0IP H K Hold     
 Chad Green ,  3.65,"$4,000",NYY,v tam, 4-3,  1.0IP H K Hold     
 Kyle Barraclough ,  3.65,"$4,000",MIA,v sfo, 3-6(F16),  1.0IP BB K 
 Robbie Erlin ,  3.65,"$4,000",SDG,@ atl, 2-4,  1.0IP H K 
 Craig Kimbrel ,  3.05,"$4,000",BOS,@ sea, 2-1,  1.0IP 2BB K Save 
 Drew Steckenrider ,  3.05,"$4,000",MIA,v sfo, 3-6(F16),  1.0IP 2H K 
 Adam Cimber ,  3.05,"$4,000",SDG,@ atl, 2-4,  1.0IP H R BB K E 
 Juan Minaya ,  3.05,N/A,CHW,v cle, 2-5,  1.0IP H R BB K E 
 Oliver Perez ,  2.75,"$4,000",CLE,@ chw, 5-2,  0.1IP K Hold     
 Santiago Casilla ,  2.55,"$4,000",OAK,v hou, 3-7,  1.2IP 2H 
 Adam Conley ,  2.30,"$4,400",MIA,v sfo, 3-6(F16),  0.2IP H BB K 
