Pitchers ,Points,Salary,Team, Opp. ,Score, Stats Summary
 Max Scherzer ^9, 48.05,"$12,600",WAS,v atl, 2-0,  9.0IP 2H 10K Win     CG 
 Corey Kluber ^0, 46.20,N/A,CLE,v det, 2-0,  8.0IP 2H BB 13K Win 
 Zack Godley ^9, 35.35,"$9,800",ARI,@ sfo, 2-1,  7.0IP 4H 9K Win 
 Justin Verlander ^0, 34.75,"$11,700",HOU,@ min, 2-0,  7.0IP 4H BB 9K Win 
 Dylan Bundy ^0, 28.15,"$8,100",BAL,v tor, 1-7,  7.0IP 4H 2R 2ER 2BB 10K Loss 
 James Happ ^0, 28.10,"$8,500",TOR,@ bal, 7-1,  6.0IP 5H R ER 3BB 9K HB Win 
 Lance Lynn ^0, 25.05,"$6,600",MIN,v hou, 0-2,  5.0IP 3H 4BB 9K 
 Derek Holland ^9, 23.70,"$5,800",SFO,v ari, 1-2,  6.0IP 2H 2R 2ER BB 8K Loss 
 Jake Junis ^0, 22.15,"$7,000",KAN,v sea, 10-0,  7.0IP H 2BB 3K 3HB Win 
 Chris Archer ^0, 20.75,"$9,700",TAM,@ chw, 5-4,  5.2IP 6H 4R 3ER 3BB 8K HB Win 
 Noah Syndergaard ^8, 20.70,"$12,300",NYM,@ mia, 4-2,  6.0IP 5H 2R ER 2BB 5K HB Win 
 Julio Teheran ^9, 18.10,"$6,500",ATL,@ was, 0-2,  6.0IP 5H 2R 2ER 4BB 7K Loss 
 Garrett Richards ^0, 14.35,"$6,700",LAA,@ tex, 8-3,  4.1IP 4H R ER 5BB 6K 
 Francisco Liriano ^0, 13.90,N/A,DET,@ cle, 0-2,  6.0IP 3H 2R 2ER 3BB 4K Loss 
 Miles Mikolas ^9, 11.45,"$7,300",STL,v mil, 4-5(F10),  6.1IP 8H 4R 4ER 5K 
 Doug Fister ^0, 11.05,"$6,000",TEX,v laa, 3-8,  5.0IP 6H 3R 3ER 5K HB Loss 
 Josh Hader , 10.40,"$4,000",MIL,@ stl, 5-4(F10),  1.1IP BB 4K Hold     
 Ben Lively ^9, 10.15,"$6,800",PHI,v cin, 6-5,  5.2IP 9H 5R 5ER 2BB 7K 
 Chasen Bradford , 10.15,N/A,SEA,@ kan, 0-10,  3.0IP BB 2K 
 Jose Urena ^9,  9.65,"$5,600",MIA,v nym, 2-4,  5.0IP 5H 3R 3ER BB 4K Loss 
 Drew VerHagen ,  9.15,N/A,DET,@ cle, 0-2,  1.2IP BB 3K 
 Matt Albers ,  8.70,"$4,000",MIL,@ stl, 5-4(F10),  2.0IP 3H R ER 2K BS Win 
 Austin Brice ,  8.50,"$4,000",CIN,@ phi, 5-6,  2.0IP 2K 
 Craig Stammen ,  8.50,"$4,000",SDG,@ col, 7-6,  2.0IP 2K Hold     
 Clayton Richard ^9,  8.45,"$5,000",SDG,@ col, 7-6,  5.0IP 5H 4R 4ER 3BB 3K E Win 
 Adam Ottavino ,  8.25,"$4,000",COL,v sdg, 6-7,  1.0IP 3K 
 Brad Hand ,  8.25,"$4,000",SDG,@ col, 7-6,  1.0IP 3K Save 
 Sergio Romo ,  7.80,"$4,000",TAM,@ chw, 5-4,  1.1IP H BB 3K Hold     
 Luis Garcia ,  7.65,"$4,000",PHI,v cin, 6-5,  1.0IP H K Win 
 Jeurys Familia ,  7.05,"$4,000",NYM,@ mia, 4-2,  1.0IP 2H 3K Save 
 Roberto Gomez ,  6.70,"$4,000",SFO,v ari, 1-2,  2.0IP 3H 2K 
 Danny Farquhar ,  6.40,"$4,000",CHW,v tam, 4-5,  1.1IP H 2K 
 Archie Bradley ,  6.25,"$4,000",ARI,@ sfo, 2-1,  1.0IP 2K Save 
 Ryan Pressly ,  6.25,"$4,000",MIN,v hou, 0-2,  1.0IP 2K 
 Joakim Soria ,  6.25,"$4,000",CHW,v tam, 4-5,  1.0IP 2K 
 Brian Flynn ,  6.25,"$4,000",KAN,v sea, 10-0,  1.0IP 2K 
 Junichi Tazawa ,  5.80,"$4,000",MIA,v nym, 2-4,  1.1IP R 2BB 2K 
 Cody Reed ^8,  5.75,"$4,700",CIN,@ phi, 5-6,  3.0IP 4H 5R 3ER BB 4K 
