Pitchers ,Points,Salary,Team, Opp. ,Score, Stats Summary
 Corey Kluber ^0, 40.25,"$10,100",CLE,v laa, 3-0,  9.0IP 3H BB 7K HB Win     CG 
 Zack Wheeler ^9, 35.35,"$8,400",NYM,v atl, 3-0,  7.0IP 3H BB 9K Win 
 Nathan Eovaldi ^0, 27.60,"$7,700",BOS,v nyy, 4-1,  8.0IP 3H BB 4K Win 
 Mike Minor ^0, 27.35,"$7,100",TEX,v bal, 3-1,  7.0IP 4H R ER 6K Win 
 Freddy Peralta ^9, 26.50,"$9,300",MIL,v col, 8-4,  6.0IP 2H 2R 2ER 2BB 8K HB Win 
 Zach Eflin ^8, 25.60,"$8,000",PHI,v mia, 8-3,  8.0IP 4H 3R 3ER 6K Win 
 Clay Buchholz ^9, 24.10,"$7,300",ARI,v sfo, 9-3,  6.0IP 7H 2R 2ER 2BB 8K Win 
 Marco Estrada ^0, 23.95,"$5,400",TOR,@ sea, 5-1,  7.0IP H R ER 2BB 4K Win 
 Jose Berrios ^0, 22.95,"$11,000",MIN,v kan, 8-2,  7.0IP 5H 2R 2ER 3BB 6K Win 
 Yonny Chirinos , 20.85,"$5,100",TAM,v chw, 1-2,  5.0IP 2H R 2BB 6K Loss 
 Edwin Jackson ^0, 20.65,"$6,400",OAK,v det, 2-1,  6.1IP 5H R BB 3K Win 
 Kyle Hendricks ^8, 18.55,"$8,100",CHC,v sdg, 5-4,  5.2IP 5H 4R 4ER 7K 2HB E Win 
 James Paxton ^0, 18.35,"$12,900",SEA,v tor, 1-5,  7.0IP 8H 3R 3ER BB 7K Loss 
 Dylan Bundy ^0, 18.10,"$7,600",BAL,@ tex, 1-3,  6.0IP 7H 2R ER 2BB 6K Loss 
 Anthony DeSclafani ^8, 17.55,"$6,300",CIN,@ was(1), 7-1,  7.0IP 6H R ER BB 2K Win 
 Jordan Zimmermann ^0, 16.85,"$6,200",DET,@ oak, 1-2,  6.1IP 6H 2R 2ER 3BB 6K Loss 
 Lance McCullers ^9, 16.60,"$8,800",HOU,@ lad, 14-0,  4.0IP 2H 2BB 5K 
 Brad Peacock , 16.50,"$5,800",HOU,@ lad, 14-0,  2.0IP 4K Win 
 Carlos Rodon ^0, 16.10,"$9,000",CHW,@ tam, 2-1,  6.0IP 3H R 5BB 4K HB 
 Jeremy Hellickson ^8, 15.75,"$5,700",WAS,v cin(2), 6-2,  5.2IP 4H 2R 2ER 3K HB Win 
 Dakota Hudson , 12.75,"$4,000",STL,@ pit, 8-4,  3.0IP K Win 
 Drew VerHagen , 11.75,"$4,000",DET,@ oak, 1-2,  1.2IP 4K 
 Wander Suero , 11.70,"$4,000",WAS,v cin(1), 1-7,  3.1IP 3H R ER 4K 
 Blake Snell ^0, 10.00,"$9,400",TAM,v chw, 1-2,  4.0IP 3H R ER 2BB 3K 
 Steve Cishek ,  9.00,"$4,000",CHC,v sdg, 5-4,  1.1IP 3K Hold     
 A.J. Cole ,  8.10,"$5,600",NYY,@ bos, 1-4,  2.0IP 3H R ER BB 4K 
 Pierce Johnson ,  7.90,N/A,SFO,@ ari, 3-9,  2.0IP H 2K 
 Juan Minaya ,  7.75,"$4,000",CHW,@ tam, 2-1,  1.2IP 2K 
 Chance Adams ^0,  6.85,"$4,800",NYY,@ bos, 1-4,  5.0IP 3H 3R 3ER BB 2K Loss 
 Walker Lockett ^9,  6.65,"$4,000",SDG,@ chc, 4-5,  5.0IP 9H 5R 5ER 2BB 6K Loss 
 Felix Pena ^0,  6.40,"$5,900",LAA,@ cle, 0-3,  5.1IP 3H 2R 2ER 3BB K Loss 
 Matt Grace ,  6.40,"$4,000",WAS,v cin(2), 6-2,  1.1IP H 2K 
 Matt Strahm ,  6.25,"$4,400",SDG,@ chc, 4-5,  1.0IP 2K 
 Mychal Givens ,  6.25,"$4,000",BAL,@ tex, 1-3,  1.0IP 2K 
 Pedro Strop ,  6.25,"$4,000",CHC,v sdg, 5-4,  1.0IP 2K Save 
 Jonny Venters ,  6.25,"$4,000",ATL,@ nym, 0-3,  1.0IP 2K 
 Chad Green ,  6.25,"$4,000",NYY,@ bos, 1-4,  1.0IP 2K 
 Jake McGee ,  6.25,"$4,000",COL,@ mil, 4-8,  1.0IP 2K 
 Adam Morgan ,  5.65,"$4,100",PHI,v mia, 8-3,  1.0IP BB 2K 
 Ryan Tepera ,  5.65,"$4,000",TOR,@ sea, 5-1,  1.0IP H 2K 
 Thyago Vieira ,  5.65,"$4,000",CHW,@ tam, 2-1,  1.0IP BB 2K Save 
 Blake Treinen ,  5.65,"$4,000",OAK,v det, 2-1,  1.0IP H 2K Save 
 Kenta Maeda ^9,  5.20,"$8,300",LAD,v hou, 0-14,  5.1IP 6H 5R 5ER 2BB 4K Loss 
 Lou Trivino ,  5.15,"$4,000",OAK,v det, 2-1,  1.2IP H K Hold     
 Max Fried ,  5.05,"$7,100",ATL,@ nym, 0-3,  1.0IP 2H 2K 
 Andrew Chafin ,  5.05,"$4,000",ARI,v sfo, 9-3,  1.0IP 2H R ER 3K 
 Joe Smith ,  5.05,"$4,000",HOU,@ lad, 14-0,  1.0IP H BB 2K 
 Austin Gomber ^9,  5.00,"$5,600",STL,@ pit, 8-4,  4.0IP 7H 4R 4ER 3BB 5K 
 Glenn Sparkman ,  4.90,"$4,000",KAN,@ min, 2-8,  2.0IP 4H 2R 2ER 2BB 4K 
 Xavier Cedeno ,  4.75,"$4,000",CHW,@ tam, 2-1,  0.1IP Win 
 Jarlin Garcia ,  4.70,"$5,000",MIA,@ phi, 3-8,  2.0IP 3H 2R 2ER 3K 
 Matt Andriese ,  4.25,"$5,000",ARI,v sfo, 9-3,  1.0IP K 
 Jason Adam ,  4.25,"$4,000",KAN,@ min, 2-8,  1.0IP K 
 Javy Guerra ,  4.25,"$4,000",MIA,@ phi, 3-8,  1.0IP K 
 Pedro Baez ,  4.25,"$4,000",LAD,v hou, 0-14,  1.0IP K 
 Phil Maton ,  4.25,"$4,000",SDG,@ chc, 4-5,  1.0IP K 
 Corey Knebel ,  4.25,"$4,000",MIL,v col, 8-4,  1.0IP K 
 Jose LeClerc ,  4.25,"$4,000",TEX,v bal, 3-1,  1.0IP K Save 
