Pitchers ,Points,Salary,Team, Opp. ,Score, Stats Summary
 Aaron Nola ^9, 31.05,"$12,100",PHI,v was, 4-3,  7.2IP 5H R ER 2BB 8K Win 
 Lance McCullers ^0, 30.15,"$11,100",HOU,@ tam, 1-0,  7.0IP 3H 2BB 7K HB Win 
 Zack Greinke ^9, 26.95,"$10,600",ARI,@ mia, 4-0,  7.0IP 7H 6K HB Win 
 Jake Odorizzi ^0, 25.90,"$6,300",MIN,@ chw, 2-1(F13),  6.0IP 3H 3BB 8K 
 Mike Leake ^0, 20.15,"$6,400",SEA,@ bal, 4-2(F10),  7.0IP 5H 2R 2ER BB 6K 
 Clayton Kershaw ^9, 18.85,"$11,700",LAD,v chc, 5-11,  5.0IP 4H R ER 6K 
 Junior Guerra ^9, 16.10,"$8,200",MIL,@ cin, 6-4,  6.0IP 8H 4R 4ER BB 6K Win 
 Yefry Ramirez , 15.45,"$5,200",BAL,v sea, 2-4(F10),  5.0IP 3H 3K 
 Tanner Roark ^8, 14.90,"$7,100",WAS,@ phi, 3-4,  6.0IP 7H 2R ER 3BB 5K HB Loss 
 Ryan Yarbrough , 14.85,"$5,600",TAM,v hou, 0-1,  6.1IP 7H R ER BB 4K HB Loss 
 Anthony DeSclafani ^8, 14.65,"$6,400",CIN,v mil, 4-6,  6.1IP 5H 4R 4ER BB 6K E 
 Michael Fulmer ^0, 14.60,"$7,900",DET,v oak, 2-4,  8.0IP 9H 4R 4ER 5K Loss 
 Sean Manaea ^0, 13.90,"$10,800",OAK,@ det, 4-2,  6.0IP 5H 2R 2ER BB 2K Win 
 Lucas Giolito ^0, 13.45,"$4,900",CHW,v min, 1-2(F13),  6.1IP 4H R ER 4BB 3K 
 Hector Velazquez , 13.30,"$5,300",BOS,v laa, 4-2,  2.0IP H 3K HB Win 
 Jaime Barria ^0, 12.40,"$6,600",LAA,@ bos, 2-4,  5.1IP 4H 2R 2ER 2BB 4K Loss 
 Jimmy Yacabonis ^0, 10.80,"$4,300",BAL,v sea, 2-4(F10),  4.0IP 6H 2R 2ER BB 5K 
 Alan Busenitz , 10.55,"$4,000",MIN,@ chw, 2-1(F13),  1.2IP 2H 2K Win 
 Steve Cishek ,  9.15,"$4,000",CHC,@ lad, 11-5,  1.2IP BB K Win 
 Jeremy Jeffress ,  9.00,"$4,000",MIL,@ cin, 6-4,  1.1IP 3K Hold     
 Brian Johnson ^0,  8.60,"$5,500",BOS,v laa, 4-2,  4.0IP 3H R ER BB 2K 
 Ryne Stanek ^0,  8.55,"$4,000",TAM,v hou, 0-1,  1.2IP 2BB 3K 
 James Pazos ,  7.65,"$4,000",SEA,@ bal, 4-2(F10),  1.0IP BB K Win 
 Craig Kimbrel ,  7.65,"$4,000",BOS,v laa, 4-2,  1.0IP BB 3K Save 
