Pitchers ,Points,Salary,Team, Opp. ,Score, Stats Summary
 Trevor Bauer ^0, 39.20,"$11,800",CLE,@ det, 4-1,  8.0IP 7H R ER BB 12K Win 
 Chris Sale ^0, 31.80,"$11,100",BOS,v chw, 0-1,  8.0IP 6H R ER BB 10K Loss 
 Dylan Covey ^0, 29.10,"$4,200",CHW,@ bos, 1-0,  6.0IP 3H BB 7K Win 
Jacob deGrom^8, 26.40,"$10,600",NYM,v nyy, 1-4,  8.0IP 4H 3R 2ER 2BB 8K Loss 
 Michael Fulmer ^0, 24.75,"$5,700",DET,v cle, 1-4,  7.0IP 5H R ER 7K 
 Justin Verlander ^0, 24.70,"$12,400",HOU,@ tex, 7-3,  6.0IP 5H 3R 3ER 3BB 9K Win 
 Masahiro Tanaka ^8, 24.05,"$9,500",NYY,@ nym, 4-1,  5.0IP H R ER BB 8K 
 James Happ ^0, 23.35,"$10,400",TOR,v bal, 5-1,  7.0IP 2H R 2BB 3K Win 
 Frankie Montas ^0, 23.05,"$7,900",OAK,v kan, 7-2,  7.2IP 6H 2R 2ER BB 5K Win 
 Caleb Smith ^9, 22.40,"$9,100",MIA,v sdg, 4-0,  5.1IP 4H 2BB 5K Win 
 Lance Lynn ^0, 21.90,"$5,100",MIN,v laa, 2-4,  6.0IP 4H R ER 2BB 7K 
 Walker Buehler ^9, 20.80,"$9,300",LAD,v atl, 7-3,  5.1IP 2H R ER 4K Win 
 Jhoulys Chacin ^9, 20.05,"$6,200",MIL,@ phi, 12-4,  6.1IP 5H 4R 4ER BB 7K HB Win 
 Marco Gonzales ^0, 18.90,"$7,100",SEA,@ tam, 4-3,  7.1IP 5H 2R 2ER 3K HB Win 
 Garrett Richards ^0, 16.60,"$7,700",LAA,@ min, 4-2,  5.1IP 6H 2R 2ER 3BB 7K 
 Zack Greinke ^9, 14.75,"$7,400",ARI,@ col, 9-4,  5.2IP 8H 4R 3ER 2BB 5K Win 
 Noe Ramirez , 13.00,"$4,000",LAA,@ min, 4-2,  1.1IP 3K Win 
 Mike Montgomery ^9, 12.10,N/A,CHC,v pit, 3-1,  6.0IP 7H R ER BB K HB Win 
 Chad Kuhl ^9, 11.40,N/A,PIT,@ chc, 1-3,  5.1IP 8H 3R 3ER 2BB 6K HB Loss 
 Vidal Nuno , 10.55,"$4,000",TAM,v sea, 3-4,  4.1IP H BB K 
 Tony Barnette ,  9.90,"$4,000",TEX,v hou, 3-7,  2.0IP H 3K 
 Dovydas Neverauskas ,  9.90,N/A,PIT,@ chc, 1-3,  2.0IP H 3K 
 Eric Lauer ^9,  9.45,"$5,500",SDG,@ mia, 0-4,  5.0IP 6H 3R 3ER 7BB 6K Loss 
 Mark Leiter Jr. ,  9.45,"$4,300",PHI,v mil, 4-12,  2.1IP 2H R ER BB 4K 
 Wilmer Font ^0,  9.45,"$4,100",TAM,v sea, 3-4,  2.1IP 2H 2R 2ER BB 5K Loss 
 Chad Green ,  9.05,"$4,000",NYY,@ nym, 4-1,  1.0IP 2H 2K Win 
 Andrew Cashner ^0,  8.90,"$4,600",BAL,@ tor, 1-5,  6.0IP 9H 3R 3ER 2BB 4K Loss 
 Matt Harvey ^8,  8.70,"$4,800",CIN,v stl, 6-7(F10),  6.0IP 4H 5R 5ER 3BB 5K HB 
 Collin McHugh ,  8.50,"$7,000",HOU,@ tex, 7-3,  2.0IP 2K 
 Matt Albers ,  7.95,"$4,000",MIL,@ phi, 12-4,  1.2IP 2H BB 3K 
 Andrew Suarez ^9,  7.55,"$6,500",SFO,@ was, 9-5,  4.1IP 6H 4R 4ER BB 5K 
 Brad Ziegler ,  7.15,"$4,000",MIA,v sdg, 4-0,  1.2IP H 2K Hold     
 Lou Trivino ,  7.00,"$4,000",OAK,v kan, 7-2,  1.1IP 2K Save 
 Brandon McCarthy ^9,  6.90,"$5,900",ATL,@ lad, 3-7,  4.2IP 5H 4R 4ER BB 4K Loss 
 Jace Fry ,  6.25,"$4,000",CHW,@ bos, 1-0,  1.0IP 2K Hold     
 Joe Jimenez ,  6.25,"$4,000",DET,v cle, 1-4,  1.0IP 2K 
 Heath Hembree ,  6.25,"$4,000",BOS,v chw, 0-1,  1.0IP 2K 
 Justin Miller ,  6.25,"$4,000",WAS,v sfo, 5-9,  1.0IP 2K 
 Will Harris ,  6.25,"$4,000",HOU,@ tex, 7-3,  1.0IP 2K 
 Brian Flynn ,  5.90,"$4,000",KAN,@ oak, 2-7,  2.0IP H R K 
 Adam Liberatore ,  5.90,N/A,LAD,v atl, 7-3,  2.0IP H R ER 2K Hold     
 Tony Watson ,  5.65,"$4,000",SFO,@ was, 9-5,  1.0IP H 2K 
 Cody Allen ,  5.65,"$4,000",CLE,@ det, 4-1,  1.0IP BB 2K Save 
 Drew Steckenrider ,  5.65,"$4,000",MIA,v sdg, 4-0,  1.0IP H 2K 
 Randy Rosario ,  5.65,N/A,CHC,v pit, 3-1,  1.0IP BB 2K Hold     
 Reyes Moronta ,  5.50,"$4,000",SFO,@ was, 9-5,  0.2IP Win 
 Edgar Santana ,  5.50,N/A,PIT,@ chc, 1-3,  0.2IP 2K 
 Robbie Erlin ,  5.30,"$4,000",SDG,@ mia, 0-4,  2.0IP 2H R ER 2K 
 Edwin Diaz ,  5.20,"$4,000",SEA,@ tam, 4-3,  1.1IP 2H 2K HB Save 
 Sam Freeman ,  5.05,"$4,000",ATL,@ lad, 3-7,  1.0IP H R ER BB 3K 
 Andrew Chafin ,  5.00,"$4,000",ARI,@ col, 9-4,  1.1IP K Hold     
 Victor Arano ,  4.70,"$4,000",PHI,v mil, 4-12,  2.0IP 2H R ER BB 2K 
 Jose Alvarez ,  4.40,"$4,000",LAA,@ min, 4-2,  1.1IP H K Hold     
 Pedro Strop ,  4.40,N/A,CHC,v pit, 3-1,  1.1IP H K Save 
 Jordan Hicks ,  4.25,"$4,000",STL,@ cin, 7-6(F10),  1.0IP K Hold     
 Will Smith ,  4.25,"$4,000",SFO,@ was, 9-5,  1.0IP K 
 Blake Parker ,  4.25,"$4,000",LAA,@ min, 4-2,  1.0IP K Save 
 Kyle Barraclough ,  4.25,"$4,000",MIA,v sdg, 4-0,  1.0IP K 
 Dellin Betances ,  4.25,"$4,000",NYY,@ nym, 4-1,  1.0IP K Hold     
 Hector Neris ,  4.25,"$4,000",PHI,v mil, 4-12,  1.0IP K 
 Nate Jones ,  4.25,"$4,000",CHW,@ bos, 1-0,  1.0IP K Hold     
 Tyler Duffey ,  4.25,"$4,000",MIN,v laa, 2-4,  1.0IP K 
 Bud Norris ,  3.85,"$4,000",STL,@ cin, 7-6(F10),  1.0IP 4H 2R 2ER 2K BS Win 
 Jesse Biddle ,  3.65,"$4,000",ATL,@ lad, 3-7,  1.0IP H R ER 2K 
