Pitchers ,Points,Salary,Team, Opp. ,Score, Stats Summary
 Max Scherzer ^9, 36.55,"$12,400",WAS,v col, 6-2,  7.0IP H 2R 2ER BB 11K Win 
 Charlie Morton ^0, 29.30,"$10,800",HOU,v tex, 5-6(F10),  6.0IP 6H 2R 2ER BB 12K 
 Chase Anderson ^9, 23.25,"$8,200",MIL,@ nym, 5-1,  6.1IP 2H R ER 2BB 5K HB Win 
 Miles Mikolas ^9, 22.15,"$7,300",STL,@ cin, 6-1,  7.0IP 4H R ER 2BB 4K Win 
 Garrett Richards ^0, 20.85,"$7,100",LAA,@ kan, 5-3,  5.0IP H R ER 3BB 5K Win 
 Trevor Richards ^9, 17.35,"$4,900",MIA,v pit, 0-1,  7.0IP 2H BB 2K HB 
 Hector Velazquez ^0, 17.05,"$6,000",BOS,v bal, 10-3,  5.0IP 6H 2R 2ER BB 5K Win 
 Paul Sewald , 16.75,"$4,000",NYM,v mil, 1-5,  3.0IP 5K 
 Sean Newcomb ^9, 16.00,"$6,900",ATL,@ chc, 10-14,  5.1IP 6H 3R 2ER 4BB 7K 
 Josh Hader , 14.50,"$4,000",MIL,@ nym, 5-1,  2.0IP 5K Save 
 Adam Cimber , 13.90,"$4,000",SDG,v sfo, 5-4,  2.0IP H 3K Win 
 T.J. McFarland , 13.80,"$4,000",ARI,@ lad, 9-1,  4.0IP 2H K Win 
 Jameson Taillon ^9, 13.30,"$12,000",PIT,@ mia, 1-0,  6.0IP 4H 3BB 2K 
 Jake Junis ^0, 11.70,"$7,900",KAN,v laa, 3-5,  4.2IP 7H 4R 4ER BB 7K Loss 
 Jake Arrieta ^0, 11.60,N/A,PHI,@ tam, 9-4,  6.2IP 7H 3R 2ER 2BB K Win 
 Brad Hand , 11.00,"$4,000",SDG,v sfo, 5-4,  1.1IP 4K Save 
 Burch Smith ,  9.90,"$4,000",KAN,v laa, 3-5,  2.0IP H 3K 
 Tony Barnette ,  9.90,"$4,000",TEX,@ hou, 6-5(F10),  2.0IP BB 3K 
