Pitchers ,Points,Salary,Team, Opp. ,Score, Stats Summary
 Max Scherzer ^9, 41.00,"$13,900",WAS,@ mia, 9-1,  8.0IP 3H R BB 11K HB Win 
 Clayton Kershaw ^9, 31.05,"$12,800",LAD,@ atl, 4-1,  7.2IP 6H R ER 8K HB Win 
 Chris Sale ^0, 29.90,"$13,500",BOS,v min, 4-3(F10),  6.0IP 3H 2BB 10K HB 
 Zack Greinke ^9, 26.15,"$10,700",ARI,@ sdg, 6-2,  7.0IP 6H R ER 6K Win 
 Carlos Carrasco ^0, 22.85,"$11,400",CLE,@ det, 8-3,  6.1IP 7H 3R ER 2BB 8K 
 Nick Pivetta ^9, 22.70,"$8,200",PHI,@ cin, 4-6,  6.0IP 6H 5R 5ER 2BB 12K Loss 
 Yovani Gallardo ^0, 22.40,"$4,300",TEX,@ hou, 11-2,  5.1IP 2H 4BB 5K Win 
 Kyle Freeland ^9, 22.10,"$6,000",COL,v oak, 3-1,  6.0IP 5H 3BB 5K HB Win 
 Madison Bumgarner ^9, 19.80,"$9,300",SFO,v mil, 1-3,  8.0IP 6H 3R 2ER BB 5K Loss 
 Chase Anderson ^9, 19.10,"$5,500",MIL,@ sfo, 3-1,  6.0IP 4H R ER 3K Win 
 Luke Weaver ^9, 18.70,"$6,400",STL,v chc, 5-2,  6.0IP 8H 2R 2ER 5K Win 
 Andrew Heaney ^0, 17.20,"$8,900",LAA,v sea, 4-3(F10),  8.0IP 7H 3R 3ER 5K HB 
 Marcus Stroman ^0, 16.20,"$7,300",TOR,@ chw, 10-5,  6.2IP 7H 2R 2ER BB 3K Win 
 Wade LeBlanc ^0, 14.70,"$7,900",SEA,@ laa, 3-4(F10),  6.0IP 5H 3R 3ER 3BB 6K 
 Mike Foltynewicz ^9, 13.85,"$9,700",ATL,v lad, 1-4,  5.0IP 6H 4R 4ER 3BB 8K Loss 
 Robbie Erlin , 13.65,"$4,100",SDG,v ari, 2-6,  3.2IP H 3K 
 Anthony DeSclafani ^8, 13.55,"$5,300",CIN,v phi, 6-4,  4.1IP 5H 3R 3ER 2BB 7K 
 David Hernandez , 13.25,"$4,000",CIN,v phi, 6-4,  2.1IP 2K Win 
 Andrew Cashner ^0, 12.10,"$5,000",BAL,v tam, 15-5,  6.0IP 5H 2R 2ER 3BB 2K HB Win 
 Michael Fiers ^0, 11.30,"$6,300",DET,v cle, 3-8,  6.0IP 5H 3R 3ER 2BB 4K 
 Lance Lynn ^0, 10.70,"$4,500",MIN,@ bos, 3-4(F10),  6.0IP 6H 2R 2ER BB 3K HB 
 Dallas Keuchel ^0, 10.45,"$9,100",HOU,v tex, 2-11,  5.0IP 6H 3R 3ER 2BB 5K Loss 
 Sean Manaea ^9,  9.85,"$6,600",OAK,@ col, 1-3,  5.0IP 9H 3R 3ER 5K Loss 
 Felipe Vazquez ,  9.65,"$4,000",PIT,v nym, 5-4,  1.0IP H 2K Win 
 J.B.  Wendelken ,  9.30,"$4,000",OAK,@ col, 1-3,  2.0IP H BB 3K 
 Alec Mills ,  8.50,N/A,CHC,@ stl, 2-5,  2.0IP 2K 
 Tyler Thornburg ,  8.25,"$4,000",BOS,v min, 4-3(F10),  1.0IP K Win 
 A.J. Minter ,  8.25,"$4,000",ATL,v lad, 1-4,  1.0IP 3K 
 Chris Archer ^0,  8.10,"$9,500",TAM,@ bal, 5-15,  6.0IP 7H 4R 3ER 2BB 3K Loss 
 Edgar Santana ,  7.90,"$4,000",PIT,v nym, 5-4,  2.0IP H 2K E BS 
 Robert Stock ,  7.90,"$4,000",SDG,v ari, 2-6,  2.0IP H 2K 
 Matt Andriese ,  7.30,"$5,000",ARI,@ sdg, 6-2,  2.0IP 2H R ER 3K 
 Jim Johnson ,  7.05,"$4,000",LAA,v sea, 4-3(F10),  1.0IP H BB K Win 
 Kenley Jansen ,  7.00,"$4,000",LAD,@ atl, 4-1,  1.1IP 2K Save 
 Cody Allen ,  6.40,"$4,000",CLE,@ det, 8-3,  1.1IP BB Win 
 Tyler Danish ,  6.25,"$4,000",CHW,v tor, 5-10,  1.0IP 2K 
 Bud Norris ,  6.25,"$4,000",STL,v chc, 5-2,  1.0IP 2K Save 
 Luis Avilan ,  6.25,"$4,000",CHW,v tor, 5-10,  1.0IP 2K 
 Will Harris ,  6.25,"$4,000",HOU,v tex, 2-11,  1.0IP 2K 
 Taylor Rogers ,  6.25,"$4,000",MIN,@ bos, 3-4(F10),  1.0IP 2K 
 Trevor Hildenberger ,  6.25,"$4,000",MIN,@ bos, 3-4(F10),  1.0IP 2K 
 Jason Vargas ^9,  6.15,"$4,100",NYM,@ pit, 4-5,  4.1IP 3H 3R 3ER 3BB 3K 
 Elieser Hernandez ,  5.20,"$4,100",MIA,v was, 1-9,  1.1IP H 2BB 2K 
 Scott Oberg ,  5.20,"$4,000",COL,v oak, 3-1,  1.1IP 2H BB 2K Hold     
 Cory Gearrin ,  5.15,"$4,000",TEX,@ hou, 11-2,  1.2IP H R ER 2K 
 Randy Rosario ,  5.05,"$4,000",CHC,@ stl, 2-5,  1.0IP 2BB 2K 
 Jeremy Jeffress ,  4.45,"$4,000",MIL,@ sfo, 3-1,  1.0IP 2H BB 2K Hold     
 Jordan Hicks ,  4.25,"$4,000",STL,v chc, 5-2,  1.0IP K Hold     
 Emilio Pagan ,  4.25,"$4,000",OAK,@ col, 1-3,  1.0IP K 
 Louis Coleman ,  4.25,"$4,000",DET,v cle, 3-8,  1.0IP K 
 Corey Knebel ,  4.25,"$4,000",MIL,@ sfo, 3-1,  1.0IP K Save 
 Tyler Bashlor ,  4.10,"$4,000",NYM,@ pit, 4-5,  2.0IP H 3BB K 
 Hector Santiago ,  3.65,"$5,000",CHW,v tor, 5-10,  1.0IP H K 
 Fernando Rodney ,  3.65,"$4,000",MIN,@ bos, 3-4(F10),  1.0IP H R ER 2K BS 
 Alex Colome ,  3.65,"$4,000",SEA,@ laa, 3-4(F10),  1.0IP H K 
 Dan Otero ,  3.65,"$4,000",CLE,@ det, 8-3,  1.0IP H K 
 Kyle Barraclough ,  3.65,"$4,000",MIA,v was, 1-9,  1.0IP H K 
 Shane Carle ,  3.65,"$4,000",ATL,v lad, 1-4,  1.0IP BB K 
 Pablo Lopez ^9,  3.55,"$6,100",MIA,v was, 1-9,  5.2IP 9H 4R 4ER 2BB 3K HB Loss 
 Matt Barnes ,  3.50,"$4,000",BOS,v min, 4-3(F10),  0.2IP K Hold     
 Jose Alvarez ,  3.50,"$4,000",LAA,v sea, 4-3(F10),  0.2IP K 
 Kyle Crick ,  3.05,"$4,000",PIT,v nym, 5-4,  1.0IP H K HB 
