Pitchers ,Points,Salary,Team, Opp. ,Score, Stats Summary
 Luke Weaver ^9, 30.80,"$7,900",STL,@ sfo, 11-2,  8.0IP 2H 2R 2ER 7K Win 
 Justin Verlander ^0, 29.35,"$13,400",HOU,v chw, 4-3,  7.0IP 4H 2R 2ER 10K 
 Jhoulys Chacin ^9, 26.15,"$7,100",MIL,v atl, 7-2,  7.0IP 3H 2R 2ER BB 7K 2HB Win 
 Marco Gonzales ^0, 25.30,"$7,300",SEA,v laa, 4-1,  6.0IP 5H R ER 2BB 7K Win 
 Aaron Slegers ^0, 16.50,"$5,600",MIN,v bal, 5-2,  6.0IP 3H R ER BB 2K HB Win 
 Shelby Miller ^9, 15.80,"$6,700",ARI,v sdg, 3-6,  5.1IP 5H 5R 3ER 2BB 7K Loss 
 Derek Holland , 15.10,"$7,400",SFO,v stl, 2-11,  3.1IP 4H 2R 2ER 7K 
 Carlos Rodon ^0, 14.90,"$7,400",CHW,@ hou, 3-4,  6.0IP 5H 2R 2ER 6BB 6K 
 Eric Lauer ^9, 11.25,"$5,300",SDG,@ ari, 6-3,  5.0IP 7H R ER 2BB 2K HB Win 
 Shane Carle , 10.75,"$4,000",ATL,@ mil, 2-7,  3.0IP 2K 
 Andrew Cashner ^0, 10.70,"$4,600",BAL,@ min, 2-5,  6.0IP 6H 3R 2ER 2BB 3K E Loss 
 Shawn Kelley ,  9.05,"$4,000",WAS,v mia, 14-12,  1.0IP H 2K HB Win 
 Yovani Gallardo ^0,  8.60,"$5,500",TEX,@ det, 7-5,  5.1IP 8H 4R 3ER BB 2K Win 
 Dan Jennings ,  8.50,"$4,000",MIL,v atl, 7-2,  2.0IP 2K Save 
 Tanner Scott ,  8.25,"$4,000",BAL,@ min, 2-5,  1.0IP 3K 
 Edwin Diaz ,  8.25,"$4,000",SEA,v laa, 4-1,  1.0IP 3K Save 
 Brad Hand ,  7.65,"$4,000",SDG,@ ari, 6-3,  1.0IP H 3K Save 
 Sam Freeman ,  7.65,"$4,000",ATL,@ mil, 2-7,  1.0IP BB 3K 
 Artie Lewicki ,  7.30,"$4,400",DET,v tex, 5-7,  2.0IP H BB 2K 
 Ricky  Rodriguez ,  7.15,N/A,TEX,@ det, 7-5,  1.2IP H 2K Hold     
 Fernando Rodney ,  6.25,"$4,000",MIN,v bal, 5-2,  1.0IP 2K Save 
 Matt Strahm ,  6.20,"$4,800",SDG,@ ari, 6-3,  2.2IP 3H 2R 2ER 3K Hold     
 Jake Diekman ,  5.65,"$4,000",TEX,@ det, 7-5,  1.0IP H 2K Hold     
 Joe Smith ,  5.65,"$4,000",HOU,v chw, 4-3,  1.0IP H Win 
 Taylor Cole ,  5.65,"$4,000",LAA,@ sea, 1-4,  1.0IP BB 2K 
 Jaime Barria ^0,  5.20,"$8,100",LAA,@ sea, 1-4,  5.1IP 5H 2R 2ER 3BB K Loss 
 Alex Colome ,  5.05,"$4,000",SEA,v laa, 4-1,  1.0IP H BB 2K Hold     
 Trevor Hildenberger ,  5.05,"$4,000",MIN,v bal, 5-2,  1.0IP H BB 2K Hold     
 Sean Doolittle ,  5.05,"$4,000",WAS,v mia, 14-12,  1.0IP 2H 2K Save 
 Juan Minaya ,  4.40,"$4,000",CHW,@ hou, 3-4,  1.1IP BB K 
 Jefry Rodriguez ,  4.25,"$5,900",WAS,v mia, 14-12,  1.0IP K 
 Daniel Stumpf ,  4.25,"$4,000",DET,v tex, 5-7,  1.0IP K 
 Brandon Kintzler ,  4.25,"$4,000",WAS,v mia, 14-12,  1.0IP K Hold     
 Brett Cecil ,  4.25,"$4,000",STL,@ sfo, 11-2,  1.0IP K 
 Silvino Bracho ,  4.25,"$4,000",ARI,v sdg, 3-6,  1.0IP K 
 Kelvin Herrera ,  3.65,"$4,000",WAS,v mia, 14-12,  1.0IP H R ER 2K 
 Pablo Lopez ^9,  3.05,"$7,000",MIA,@ was, 12-14,  5.0IP 5H 5R 5ER 2BB 3K 
 Andrew Chafin ,  2.90,"$4,000",ARI,v sdg, 3-6,  0.2IP H K 
 Bruce Rondon ,  2.75,"$4,000",CHW,@ hou, 3-4,  0.1IP K Hold     
 Buck Farmer ,  2.25,"$4,200",DET,v tex, 5-7,  1.0IP 
 James Pazos ,  1.65,"$4,000",SEA,v laa, 4-1,  1.0IP BB Hold     
 Victor Alcantara ,  1.65,"$4,000",DET,v tex, 5-7,  1.0IP BB 
 T.J. McFarland ,  1.65,"$4,000",ARI,v sdg, 3-6,  1.0IP H 
 Keone Kela ,  1.05,"$4,000",TEX,@ det, 7-5,  1.0IP 2H R ER K Save 
 Chris Devenski ,  1.05,"$4,000",HOU,v chw, 4-3,  1.0IP H R ER K HB 
 Fernando Salas ,  1.05,"$4,000",ARI,v sdg, 3-6,  1.0IP H R ER BB K 
 Cam Bedrosian ,  0.95,"$4,000",LAA,@ sea, 1-4,  0.1IP 2H BB K 
 Xavier Cedeno ,  0.75,"$4,000",CHW,@ hou, 3-4,  0.1IP Hold     
 Kazuhisa Makita ,  0.75,"$4,000",SDG,@ ari, 6-3,  0.1IP Hold     
 Drew Rucinski ,  0.75,"$4,000",MIA,@ was, 12-14,  0.1IP 
