Pitchers ,Points,Salary,Team, Opp. ,Score, Stats Summary
Jacob deGrom^9, 34.35,"$11,500",NYM,v chc, 1-7(F14),  7.0IP 7H R ER 2BB 13K 
 Garrett Richards ^0, 32.55,"$7,100",LAA,v tex, 2-3(F10),  7.0IP H R BB 9K 
 Andrew Suarez ^9, 27.95,"$4,800",SFO,v phi, 2-0,  7.0IP 3H 5K Win 
 Luke Farrell , 26.85,"$4,000",CHC,@ nym, 7-1(F14),  5.0IP 2H 2BB 7K Win 
 Vincent Velasquez ^9, 26.65,"$9,400",PHI,@ sfo, 0-2,  6.1IP 5H R ER BB 9K Loss 
 Gio Gonzalez ^9, 24.75,"$8,400",WAS,@ atl, 5-3(F14),  7.0IP 5H 3R 3ER 9K 
 Jhoulys Chacin ^0, 24.35,"$7,300",MIL,@ chw, 5-0,  5.2IP 3H BB 5K Win 
 Zack Greinke ^9, 24.20,"$10,700",ARI,v mia, 6-2,  6.2IP 7H R ER BB 6K Win 
 Marco Gonzales ^0, 24.20,"$6,000",SEA,v tam, 3-1,  6.2IP 5H R ER 2BB 6K HB Win 
 Trevor Bauer ^0, 23.35,"$12,000",CLE,@ min, 1-7,  5.2IP 6H 7R 3ER 3BB 11K Loss 
 Cole Hamels ^0, 22.95,"$6,200",TEX,@ laa, 3-2(F10),  7.0IP 5H 2R 2ER BB 8K 2HB 
 David Price ^0, 21.90,"$6,800",BOS,@ hou, 5-4,  6.0IP 5H 3R 3ER BB 7K Win 
 Brandon McCarthy ^9, 21.10,"$6,000",ATL,v was, 3-5(F14),  6.0IP 4H 2R 2ER 7K 
 Justin Miller , 20.75,"$4,000",WAS,@ atl, 5-3(F14),  3.0IP 5K Win 
 Lance Lynn ^0, 20.70,"$4,300",MIN,v cle, 7-1,  6.0IP 2H R ER 5BB 5K HB Win 
 Jesse Biddle , 20.35,"$4,000",ATL,v was, 3-5(F14),  3.0IP H 2BB 8K HB 
 Justin Verlander ^0, 18.50,"$12,100",HOU,v bos, 4-5,  6.0IP 3H 2R 2ER 2BB 6K 
 Mike Montgomery ^9, 17.70,"$7,300",CHC,@ nym, 7-1(F14),  6.0IP 2H R ER BB 4K 
 Eric Lauer ^9, 17.05,"$4,400",SDG,v cin, 8-2,  5.0IP 5H R ER 2BB 4K Win 
 Masahiro Tanaka ^0, 16.60,"$9,500",NYY,@ bal, 8-5,  5.1IP 8H 4R 4ER BB 7K Win 
 James Shields ^0, 16.35,"$5,100",CHW,v mil, 0-5,  7.0IP 8H 3R 3ER BB 6K Loss 
 German Marquez ^9, 15.50,"$5,100",COL,v lad, 4-12,  6.0IP 7H 4R 4ER 3BB 8K 
 Chad Kuhl ^9, 15.30,"$6,200",PIT,@ stl, 2-3,  6.0IP 4H 2R 2ER 2BB 5K HB 
 James Happ ^0, 15.05,"$11,100",TOR,@ det, 4-7,  5.0IP 5H 4R 4ER 2BB 8K 
 Luke Weaver ^9, 14.85,"$7,900",STL,v pit, 3-2,  5.0IP 4H R ER 4K 
 Kevin Gausman ^0, 14.60,"$5,600",BAL,v nyy, 5-8,  5.1IP 9H 6R 5ER 9K Loss 
 Chris Archer ^0, 13.25,"$8,500",TAM,@ sea, 1-3,  5.0IP 7H 2R 2ER 2BB 6K HB Loss 
 Austin Gomber , 10.15,"$5,300",STL,v pit, 3-2,  3.0IP BB 2K Hold     
 Justin Wilson ,  9.80,"$4,000",CHC,@ nym, 7-1(F14),  1.1IP H BB 4K 
 Bud Norris ,  9.65,"$4,000",STL,v pit, 3-2,  1.0IP H R ER 3K BS Win 
 Matt Boyd ^0,  8.95,"$6,600",DET,v tor, 7-4,  7.0IP 6H 4R 4ER 2BB 3K 
 Trevor Cahill ^0,  8.50,"$10,200",OAK,@ kan, 4-5,  4.2IP 7H 4R 4ER 2BB 6K HB 
 John Axford ,  8.50,"$4,000",TOR,@ det, 4-7,  2.0IP 2K 
 Josh Hader ,  8.40,"$4,000",MIL,@ chw, 5-0,  1.1IP BB 3K Hold     
 Oliver Perez ,  8.40,N/A,CLE,@ min, 1-7,  1.1IP H 3K 
 Louis Coleman ,  8.25,"$4,000",DET,v tor, 7-4,  1.0IP K Win 
 Jose Castillo ,  8.25,N/A,SDG,v cin, 8-2,  1.0IP 3K 
 Tim  Peterson ,  8.10,"$4,000",NYM,v chc, 1-7(F14),  2.0IP 3H BB 3K 
 Daniel Hudson ,  7.90,"$4,000",LAD,@ col, 12-4,  2.0IP H 2K 
 Robert Gsellman ,  7.65,"$4,400",NYM,v chc, 1-7(F14),  1.0IP BB 3K 
 Jake Diekman ,  7.65,"$4,000",TEX,@ laa, 3-2(F10),  1.0IP H K Win 
 Jason Hammel ^0,  7.50,"$4,500",KAN,v oak, 5-4,  6.0IP 7H 3R 3ER 2BB 3K HB 
 Taylor Williams ,  7.30,"$4,000",MIL,@ chw, 5-0,  2.0IP 2H 2K 
 Adam Cimber ,  7.05,"$4,000",SDG,v cin, 8-2,  1.0IP H 3K HB 
 Tony Sipp ,  7.00,"$4,000",HOU,v bos, 4-5,  1.1IP 2K 
 Harrison Musgrave ,  6.80,"$4,000",COL,v lad, 4-12,  2.2IP H R ER BB 2K 
 Craig Kimbrel ,  6.25,"$4,000",BOS,@ hou, 5-4,  1.0IP 2K Save 
 Dellin Betances ,  6.25,"$4,000",NYY,@ bal, 8-5,  1.0IP 2K 
 Shane Carle ,  6.25,"$4,000",ATL,v was, 3-5(F14),  1.0IP 2K 
 Jose LeClerc ,  6.25,"$4,000",TEX,@ laa, 3-2(F10),  1.0IP 2K 
 Edubray Ramos ,  6.25,"$4,000",PHI,@ sfo, 0-2,  1.0IP 2K 
 Ryne Stanek ,  5.75,"$4,600",TAM,@ sea, 1-3,  1.2IP K 
 Justin Anderson ,  5.65,"$4,000",LAA,v tex, 2-3(F10),  1.0IP BB 2K Hold     
 Daniel Coulombe ,  5.65,"$4,000",OAK,@ kan, 4-5,  1.0IP BB 2K 
 Matt Harvey ^8,  5.05,"$5,600",CIN,@ sdg, 2-8,  5.0IP 6H 5R 4ER BB 3K Loss 
 Ryan Pressly ,  5.05,"$4,000",MIN,v cle, 7-1,  1.0IP 2H 2K 
 Pedro Baez ,  5.05,"$4,000",LAD,@ col, 12-4,  1.0IP H BB Win 
 Jeurys Familia ,  5.05,"$4,000",NYM,v chc, 1-7(F14),  1.0IP H BB 2K 
 Miguel Castro ,  4.55,"$4,000",BAL,v nyy, 5-8,  1.2IP BB K HB 
 Jerry Blevins ,  4.45,"$4,000",NYM,v chc, 1-7(F14),  1.0IP H 2BB 2K 
 Kelvin Herrera ,  4.25,"$4,000",KAN,v oak, 5-4,  1.0IP K Save 
 Alex Colome ,  4.25,"$4,000",SEA,v tam, 3-1,  1.0IP K Hold     
 Hansel Robles ,  4.25,"$4,000",NYM,v chc, 1-7(F14),  1.0IP K 
 Scott Alexander ,  4.25,"$4,000",LAD,@ col, 12-4,  1.0IP K 
 Edwin Diaz ,  4.25,"$4,000",SEA,v tam, 3-1,  1.0IP K Save 
 Peter Moylan ,  4.25,"$4,000",ATL,v was, 3-5(F14),  1.0IP K 
