Pitchers ,Points,Salary,Team, Opp. ,Score, Stats Summary
 Justin Verlander ^0, 35.30,"$13,500",HOU,@ laa, 7-0,  6.0IP 5H 2BB 11K Win 
 Dylan Covey ^0, 30.35,"$4,400",CHW,@ sea, 5-0,  8.1IP 2H 2BB 5K Win 
 Carlos Carrasco ^0, 27.40,"$10,200",CLE,@ tex, 16-3,  6.2IP 5H 2R 2ER BB 8K Win 
 Marcus Stroman ^0, 26.95,"$8,500",TOR,v bal, 4-1,  7.0IP 5H R ER 2BB 7K HB Win 
 Pablo Lopez ^0, 24.50,"$7,000",MIA,@ tam, 3-2,  6.0IP 3H R ER BB 6K HB Win 
 Michael Fiers ^0, 24.25,"$7,400",DET,v bos, 5-0,  6.1IP 7H 3BB 6K Win 
 Sonny Gray ^0, 19.80,"$8,700",NYY,v nym, 7-6,  5.1IP 3H 3R 2ER 3BB 6K HB Win 
 Brian Johnson ^0, 18.25,"$7,200",BOS,@ det, 0-5,  5.0IP 5H 2R 5K Loss 
 Trevor Cahill ^0, 17.75,"$9,000",OAK,v sfo, 4-3(F11),  5.2IP 2H R ER 3BB 5K 
 Brian Flynn , 17.55,"$4,000",KAN,v min, 4-2,  3.0IP H BB 4K Win 
 Clayton Kershaw ^9, 17.30,"$11,900",LAD,@ mil, 2-4,  6.0IP 7H 4R ER 5K Loss 
 Nick Kingham ^9, 16.65,"$8,800",PIT,@ cin, 6-2,  6.1IP 4H 2R 2ER 2BB 3K E Win 
 Nick Tropeano ^0, 15.65,"$5,200",LAA,v hou, 0-7,  5.0IP 2H 2R ER 4BB 5K Loss 
 Jake Junis ^0, 15.40,"$6,700",KAN,v min, 4-2,  4.0IP 4H R ER 2BB 6K 
 Felix Hernandez ^0, 14.45,"$7,000",SEA,v chw, 0-5,  5.0IP 5H 4R 3ER 2BB 7K HB Loss 
 Corbin Burnes , 13.30,"$5,300",MIL,v lad, 4-2,  2.0IP H BB 3K Win 
 Mike Montgomery ^9, 13.30,"$7,700",CHC,v stl(2), 3-6,  6.0IP 5H R ER 2BB 3K 
 Tyler Chatwood ^9, 13.20,"$4,600",CHC,v stl(1), 7-2,  5.1IP H R ER 6BB 2K HB Win 
 Alex Cobb ^0, 13.05,"$5,500",BAL,@ tor, 1-4,  5.0IP 4H 4R ER 3BB 4K Loss 
 Chase Anderson ^9, 12.20,"$6,200",MIL,v lad, 4-2,  4.0IP 6H 2R 2ER 2BB 6K 
 Josh Hader , 11.90,"$4,000",MIL,v lad, 4-2,  2.0IP H 4K Hold     
