Pitchers ,Points,Salary,Team, Opp. ,Score, Stats Summary
 Kenta Maeda ^9, 36.80,N/A,LAD,@ mia, 7-0,  8.0IP 2H 8K Win 
 David Price ^0, 35.75,"$8,400",BOS,v bal, 6-2,  9.0IP 5H 2R 2ER 8K Win     CG 
 James Shields ^0, 26.90,"$5,000",CHW,v tex, 4-2,  7.1IP 3H R ER 3BB 8K 
 Chris Archer ^0, 24.80,"$6,900",TAM,@ laa, 7-1,  6.2IP 2H 4BB 5K HB Win 
 Vincent Velasquez ^9, 24.05,"$7,300",PHI,@ stl, 6-2,  6.1IP 5H 2BB 5K Win 
 Matt Boyd ^0, 23.30,"$7,500",DET,@ sea, 3-2,  6.0IP 6H 2R 2ER BB 9K 
 Luke Weaver ^9, 22.75,"$8,000",STL,v phi, 2-6,  7.0IP 4H R ER BB 6K Loss 
 Doug Fister ^0, 20.15,"$4,500",TEX,@ chw, 2-4,  7.0IP 6H 4K E 
 Tyler Skaggs ^0, 20.10,"$10,400",LAA,v tam, 1-7,  6.0IP 6H R ER 3BB 7K Loss 
 Chad Bettis ^9, 13.30,"$7,400",COL,@ sfo, 5-3(F12),  6.0IP 5H 3R 3ER 2BB 5K 
 Marco Gonzales ^0, 12.55,"$6,600",SEA,v det, 2-3,  5.2IP 5H R BB 2K HB E 
 Aaron Sanchez ^0, 11.60,"$5,700",TOR,v oak, 5-10,  4.0IP 5H 4R 4ER 4BB 8K Loss 
 Yusmeiro Petit , 10.80,"$4,000",OAK,@ tor, 10-5,  2.2IP H BB K Win 
 Jeff Samardzija ^9, 10.20,"$7,000",SFO,v col, 3-5(F12),  6.2IP 5H 3R 3ER 3BB 3K 
 Adam Ottavino ,  9.90,"$4,000",COL,@ sfo, 5-3(F12),  2.0IP H 3K 
 Jake McGee ,  9.90,"$4,000",COL,@ sfo, 5-3(F12),  2.0IP H K Win 
 Tyler Cloyd ,  9.65,N/A,MIA,v lad, 0-7,  5.0IP 4H 2BB K 
 Steven Brault ,  9.45,"$4,200",PIT,v sdg, 5-4,  2.1IP 3H 3K 
 Joe Jimenez ,  8.25,"$4,000",DET,@ sea, 3-2,  1.0IP 3K Hold     
 Felipe Vazquez ,  8.25,"$4,000",PIT,v sdg, 5-4,  1.0IP 3K Save 
 Bryan Shaw ,  8.25,"$4,000",COL,@ sfo, 5-3(F12),  1.0IP 3K 
 Kenley Jansen ,  7.05,N/A,LAD,@ mia, 7-0,  1.0IP 2H 3K 
