Pitchers ,Points,Salary,Team, Opp. ,Score, Stats Summary
 Lucas Giolito ^0, 27.25,"$4,600",CHW,v kan, 10-1,  6.1IP 2H 3BB 6K Win 
 Julio Teheran ^9, 26.05,"$6,800",ATL,v ari, 5-1,  6.1IP 4H 3BB 6K Win 
 Jeremy Hellickson ^8, 24.50,"$6,700",WAS,@ nym, 6-1,  6.0IP 2H R ER 2BB 6K HB Win 
 Justin Verlander ^0, 23.90,"$13,500",HOU,v det, 3-6,  6.0IP 6H 6R 5ER 12K E Loss 
 Trevor Bauer ^0, 20.95,"$12,000",CLE,v nyy, 5-2,  7.0IP 7H 2R 2ER BB 7K 
 John Gant , 19.80,"$5,900",STL,v cin, 6-4,  4.0IP 2BB 4K Win 
 Clayton Kershaw ^9, 18.40,"$12,900",LAD,v laa, 5-3,  6.2IP 6H 3R 3ER 4BB 8K HB 
 Jon Lester ^9, 18.00,"$9,100",CHC,@ sdg, 7-4,  5.1IP 6H 3R 3ER 3BB 7K HB Win 
 Tyler Anderson ^9, 17.90,"$7,400",COL,v sea, 4-3,  6.0IP 5H 2R 2ER BB 6K 
 Masahiro Tanaka ^0, 16.05,"$8,700",NYY,@ cle, 2-5,  6.1IP 6H 2R 2ER BB 5K 
 Mike Leake ^9, 14.70,"$5,100",SEA,@ col, 3-4,  6.0IP 6H 2R ER 2BB 4K 
 Craig Stammen , 13.30,"$4,000",SDG,v chc, 4-7,  2.0IP 2H 5K 
 Brian Johnson ^0, 12.90,"$6,200",BOS,v tor, 5-2,  4.2IP 2H 2R 2ER 4BB 5K 
 Jhoulys Chacin ^9, 12.80,"$7,800",MIL,@ pit, 6-7(F10),  5.1IP H 2R ER 2K HB E 
 Sean Manaea ^9, 11.90,"$9,600",OAK,@ sfo, 6-2,  6.0IP 5H 2R 2ER BB K Win 
 Josh Hader , 11.75,"$4,000",MIL,@ pit, 6-7(F10),  1.2IP 4K 
 Drew VerHagen , 11.55,"$4,000",DET,@ hou, 6-3,  3.0IP 2H R ER 2K Win 
 Carlos Carrasco , 10.25,"$7,400",CLE,v nyy, 5-2,  1.0IP 2K Win 
 Joe Musgrove ^9, 10.05,"$6,600",PIT,v mil, 7-6(F10),  7.2IP 7H 5R 5ER 4BB 5K HB 
 Corey Oswalt ^9, 10.05,"$5,500",NYM,v was, 1-6,  5.0IP 2H R ER K 
 Andrew Suarez ^9,  9.65,"$8,800",SFO,v oak, 2-6,  5.0IP 4H 4R 4ER 2BB 5K Loss 
 Marcus Stroman ^0,  9.65,"$6,100",TOR,@ bos, 2-5,  5.0IP 5H 4R 3ER BB 4K Loss 
 Ryan Pressly ,  9.00,"$4,000",MIN,v tam, 11-7(F10),  1.1IP 3K 
 Scott Oberg ,  9.00,"$4,000",COL,v sea, 4-3,  1.1IP K Win 
 Francisco Liriano ^0,  8.35,"$6,400",DET,@ hou, 6-3,  3.0IP H R ER 3BB 3K 
 Tanner Scott ,  8.30,"$4,000",BAL,v tex, 6-5,  0.2IP 2H 2K Win 
 Tony Sipp ,  8.25,"$4,000",HOU,v det, 3-6,  1.0IP 3K 
 Ryan Buchter ,  8.25,"$4,000",OAK,@ sfo, 6-2,  1.0IP 3K Hold     
 Elieser Hernandez ,  8.25,"$4,000",MIA,v phi, 10-5,  1.0IP K Win 
 Mike Wright ,  7.75,"$4,000",BAL,v tex, 6-5,  3.0IP 5H R ER 3K 
 Blake Treinen ,  7.65,"$4,000",OAK,@ sfo, 6-2,  1.0IP BB 3K 
 Patrick Corbin ^9,  7.30,"$10,900",ARI,@ atl, 1-5,  6.0IP 6H 4R 4ER BB 3K Loss 
 Ryne Stanek ^0,  7.30,"$4,000",TAM,@ min, 7-11(F10),  2.0IP 2H R ER 3K 
 Alan Busenitz ,  7.20,"$4,000",MIN,v tam, 11-7(F10),  1.1IP 3BB K Win 
 Javy Guerra ,  7.15,"$4,000",MIA,v phi, 10-5,  1.2IP BB 2K Hold     
 Brandon Workman ,  6.75,"$4,000",BOS,v tor, 5-2,  0.1IP K Win 
 Noe Ramirez ,  6.50,"$5,000",LAA,@ lad, 3-5,  2.0IP K 
