Pitchers ,Points,Salary,Team, Opp. ,Score, Stats Summary
Jacob deGrom^8, 40.15,"$9,800",NYM,v ari, 3-1,  7.0IP 6H R ER 13K Win 
 Charlie Morton ^0, 30.75,"$12,200",HOU,v cle, 4-1,  7.0IP 4H R ER BB 8K Win 
 Jon Lester ^9, 29.70,"$7,700",CHC,@ cin, 8-1,  6.0IP 2H R ER BB 8K Win 
 Dan Straily ^9, 28.15,"$5,800",MIA,@ atl, 2-0,  7.0IP 3H 3BB 6K Win 
 Blake Snell ^0, 26.80,"$7,900",TAM,@ laa, 8-3,  6.2IP 4H 2R 2ER 3BB 8K Win 
 Michael Wacha ^9, 25.30,"$7,200",STL,v phi, 12-4,  6.0IP 5H 2R 2ER 2BB 8K Win 
 Kyle Freeland ^9, 23.40,"$9,300",COL,@ sfo, 6-1,  6.2IP 5H R ER BB 5K Win 
 Brent Suter ^0, 23.15,"$5,600",MIL,@ min, 8-3,  5.2IP 5H R ER BB 6K Win 
 Zack Godley ^9, 18.70,"$8,100",ARI,@ nym, 1-3,  6.0IP 4H 3R ER 4BB 6K Loss 
 Michael Fulmer ^0, 18.65,"$6,100",DET,@ sea, 4-5,  6.1IP 3H 3R 3ER 2BB 7K HB 
 Josh Lucas , 18.45,N/A,OAK,@ tor, 3-1,  3.2IP 2H R ER BB 7K 
 Marco Estrada ^0, 16.80,"$5,100",TOR,v oak, 1-3,  6.2IP 7H 3R 3ER 6K Loss 
 Ivan Nova ^9, 13.90,"$6,400",PIT,v sdg, 2-3,  6.0IP 6H 3R 2ER 4K E Loss 
 Matt Wisler ^9, 13.80,"$5,200",ATL,v mia, 0-2,  5.1IP 5H 2R 2ER 2BB 5K Loss 
 Steven Wright , 13.50,"$5,300",BOS,v bal, 4-7,  4.2IP 3H 2R 2ER 2BB 5K 
 Jake Junis ^0, 13.20,"$7,400",KAN,v nyy, 5-2,  5.1IP 7H 2R 2ER BB 3K Win 
 Mike Clevinger ^0, 13.05,"$9,100",CLE,@ hou, 1-4,  6.1IP 8H 3R 3ER 4BB 6K Loss 
 CC Sabathia ^0, 12.45,"$7,500",NYY,@ kan, 2-5,  5.0IP 4H 4R 2ER 4BB 5K Loss 
 Daniel Coulombe , 12.40,"$4,000",OAK,@ tor, 3-1,  1.1IP BB 3K Win 
 Alex Cobb ^0, 11.65,"$4,600",BAL,@ bos, 7-4,  6.1IP 10H 3R 3ER BB 3K Win 
 Tyson Ross ^9, 11.50,"$9,500",SDG,@ pit, 3-2,  6.0IP 5H 2R 2ER 4BB 2K HB Win 
 Jesse Chavez , 10.20,"$4,400",TEX,@ chw, 12-5,  2.2IP 3H K Win 
 Felix Hernandez ^0, 10.10,"$7,100",SEA,v det, 5-4,  6.0IP 6H 4R 3ER 3BB 4K 
 Chris Volstad ,  9.80,"$4,900",CHW,v tex, 5-12,  4.0IP 2H R ER 2K 
 Blake Treinen ,  9.00,"$4,000",OAK,@ tor, 3-1,  1.1IP 3K Save 
 Jonny Venters ,  8.55,"$4,000",TAM,@ laa, 8-3,  1.2IP H BB 3K 
 Dan Altavilla ,  8.25,"$4,000",SEA,v det, 5-4,  1.0IP K Win 
 Jeurys Familia ,  8.25,"$4,000",NYM,v ari, 3-1,  1.0IP 3K Save 
 Aaron Bummer ,  7.90,"$4,000",CHW,v tex, 5-12,  2.0IP H 2K 
 Tony Barnette ,  7.65,"$4,000",TEX,@ chw, 12-5,  1.0IP BB 3K 
 Justin Wilson ,  7.65,"$4,000",CHC,@ cin, 8-1,  1.0IP BB 3K 
 Derek Holland ^9,  7.30,"$6,600",SFO,v col, 1-6,  6.0IP 6H 4R 4ER BB 3K Loss 
 Kyle Crick ,  7.30,"$4,000",PIT,v sdg, 2-3,  2.0IP 2BB 2K 
 Reyes Moronta ,  7.30,"$4,000",SFO,v col, 1-6,  2.0IP H BB 2K 
 Bryan Shaw ,  7.00,"$4,000",COL,@ sfo, 6-1,  1.1IP 2K Hold     
 Noe Ramirez ,  6.40,"$4,000",LAA,v tam, 3-8,  1.1IP H 2K 
 Blake Parker ,  6.40,"$4,000",LAA,v tam, 3-8,  1.1IP H 2K 
 Brad Hand ,  6.40,"$4,000",SDG,@ pit, 3-2,  1.1IP H 2K Save 
 Mike Montgomery ,  6.25,"$4,000",CHC,@ cin, 8-1,  1.0IP 2K 
 Richard Rodriguez ,  6.25,"$4,000",PIT,v sdg, 2-3,  1.0IP 2K 
 Corey Knebel ,  6.25,"$4,000",MIL,@ min, 8-3,  1.0IP 2K 
 Kevin McCarthy ,  6.25,"$4,000",KAN,v nyy, 5-2,  1.0IP 2K Hold     
 Jackson Stephens ,  5.90,"$4,300",CIN,v chc, 1-8,  3.1IP 5H R ER BB 2K 
 Luiz Gohara ,  5.75,"$5,700",ATL,v mia, 0-2,  1.2IP K 
 Chris Hatcher ,  5.65,"$4,000",OAK,@ tor, 3-1,  1.0IP H 2K Hold     
 Justin Hancock ,  5.65,"$4,000",CHC,@ cin, 8-1,  1.0IP BB 2K 
 Jonathan Holder ,  5.65,"$4,000",NYY,@ kan, 2-5,  1.0IP H 2K 
 Mike Dunn ,  5.65,"$4,000",COL,@ sfo, 6-1,  1.0IP BB 2K 
