Pitchers ,Points,Salary,Team, Opp. ,Score, Stats Summary
 James Paxton ^0, 41.60,"$12,100",SEA,v kan, 1-0,  8.0IP 2H 2BB 11K Win 
 Blake Snell ^0, 35.50,"$10,900",TAM,v hou, 3-2,  7.1IP 4H R ER BB 10K Win 
 Mike Foltynewicz ^9, 30.85,"$10,000",ATL,@ stl, 6-5,  5.0IP H 3BB 9K Win 
 Luis Severino ^0, 28.00,N/A,NYY,v bos, 11-1,  6.2IP 2H 3BB 6K Win 
 Charlie Morton ^0, 27.60,"$12,500",HOU,@ tam, 2-3,  6.2IP 6H 2R 2ER 2BB 11K HB Loss 
 Matt Harvey ^8, 27.55,"$4,300",CIN,v mil, 8-2,  5.2IP 2H 6K Win 
 Jordan Zimmermann ^0, 26.75,"$6,500",DET,@ tor, 9-1,  7.0IP 5H R ER 6K Win 
 Steven Matz ^9, 25.00,"$6,800",NYM,@ mia, 5-2,  5.1IP 3H R 2BB 6K E Win 
 Brad Keller ^0, 20.90,"$4,500",KAN,@ sea, 0-1,  8.0IP 6H R ER 3K Loss     CG 
 Reynaldo Lopez ^0, 20.25,"$6,000",CHW,@ tex, 10-5,  6.1IP 7H 2R 2ER 3BB 6K Win 
 Kevin Gausman ^0, 18.40,"$7,000",BAL,v laa, 8-2,  8.0IP 6H 2R 2ER 2K Win 
 Dan Straily ^9, 18.35,"$5,800",MIA,v nym, 2-5,  7.0IP 5H 3R 3ER 4BB 7K Loss 
 Mike Clevinger ^0, 14.90,"$10,700",CLE,@ oak, 15-3,  6.0IP 8H 3R 3ER 2BB 5K HB Win 
 Jon Lester ^9, 14.05,"$8,100",CHC,v min, 11-10,  5.0IP 9H 4R 2ER 3BB 5K Win 
 Ross Stripling ^9, 13.50,"$9,700",LAD,v col, 6-4,  6.0IP 9H 4R 4ER BB 7K 
 Frankie Montas ^0, 13.35,"$6,600",OAK,v cle, 3-15,  5.2IP 9H 3R 3ER 6K Loss 
 Freddy Peralta ^9, 10.45,"$10,100",MIL,@ cin, 2-8,  5.0IP 5H 3R 3ER 3BB 5K Loss 
 Taylor Cole , 10.15,"$4,000",LAA,@ bal, 2-8,  3.0IP H 2K 
 Kyle Crick ,  9.80,"$4,000",PIT,@ sdg, 7-5,  1.1IP 2BB 2K Win 
 Gio Gonzalez ^9,  9.05,"$7,700",WAS,@ phi, 3-4(F13),  5.0IP 3H 3R 3ER 4BB 4K 
 Austin Davis ,  9.00,"$4,000",PHI,v was, 4-3(F13),  1.1IP 3K 
 Jake Thompson ,  8.95,"$4,700",PHI,v was, 4-3(F13),  3.0IP H 2BB 2K 
 Joakim Soria ,  8.55,"$4,000",CHW,@ tex, 10-5,  1.2IP 2H 3K Save 
 Edwin Diaz ,  8.25,"$4,000",SEA,v kan, 1-0,  1.0IP 3K Save 
 Daniel Hudson ,  8.25,"$4,000",LAD,v col, 6-4,  1.0IP K Win 
 Sean Doolittle ,  7.75,"$4,000",WAS,@ phi, 3-4(F13),  1.2IP 2K 
 Nick Pivetta ,  7.65,"$9,500",PHI,v was, 4-3(F13),  1.0IP BB K Win 
 Jake Arrieta ^9,  7.65,"$6,100",PHI,v was, 4-3(F13),  5.0IP 4H 3R 2ER 2BB 2K 
 Scott Oberg ,  7.15,"$4,000",COL,@ lad, 4-6,  1.2IP H 2K 
 Ryan Pressly ,  6.70,"$4,000",MIN,@ chc, 10-11,  2.0IP 2H BB 2K 
 Jameson Taillon ^9,  6.50,"$7,200",PIT,@ sdg, 7-5,  4.2IP 7H 4R 3ER 3BB 4K 
 Jordan Hicks ,  6.50,"$4,000",STL,v atl, 5-6,  2.0IP K 
 Kenley Jansen ,  6.25,"$4,000",LAD,v col, 6-4,  1.0IP 2K Save 
 Jose Castillo ,  6.25,"$4,000",SDG,v pit, 5-7,  1.0IP 2K 
 Drew Rucinski ,  6.25,"$4,000",MIA,v nym, 2-5,  1.0IP 2K 
 Felipe Vazquez ,  6.25,"$4,000",PIT,@ sdg, 7-5,  1.0IP 2K Save 
 Jeurys Familia ,  6.25,"$4,000",NYM,@ mia, 5-2,  1.0IP 2K Save 
 David Robertson ,  6.25,N/A,NYY,v bos, 11-1,  1.0IP 2K 
 Pierce Johnson ,  6.05,"$4,000",SFO,@ ari, 9-6,  2.1IP 2H 2R 2ER 3K 
 Cole Hamels ^0,  5.85,"$9,700",TEX,v chw, 5-10,  5.0IP 9H 7R 7ER 7K Loss 
 Miguel Castro ,  5.65,"$4,000",BAL,v laa, 8-2,  1.0IP 2K HB 
 Seth Lugo ,  5.15,"$6,100",NYM,@ mia, 5-2,  1.2IP BB K Hold     
 Jared Hughes ,  5.05,"$4,000",CIN,v mil, 8-2,  1.0IP H BB 2K 
 Cory Gearrin ,  4.75,"$4,000",SFO,@ ari, 9-6,  0.1IP Win 
 Jorge de la Rosa ,  4.70,"$4,000",ARI,v sfo, 6-9,  2.0IP H 2BB K 
 Taylor Rogers ,  4.70,"$4,000",MIN,@ chc, 10-11,  2.0IP 2H 2R 2ER BB 3K 
 Tyler Glasnow ,  4.25,"$8,100",PIT,@ sdg, 7-5,  1.0IP K Hold     
 Greg Holland ,  4.25,"$4,000",STL,v atl, 5-6,  1.0IP K 
 Tony Watson ,  4.25,"$4,000",SFO,@ ari, 9-6,  1.0IP K Hold     
 Chris Rusin ,  4.25,"$4,000",COL,@ lad, 4-6,  2.1IP 4H 2R ER BB 2K 
 Adam Cimber ,  4.25,"$4,000",SDG,v pit, 5-7,  1.0IP K 
