Pitchers ,Points,Salary,Team, Opp. ,Score, Stats Summary
 Jhoulys Chacin ^9, 26.75,"$7,700",MIL,@ sfo, 7-1,  7.0IP 3H R ER BB 6K HB Win 
 Trevor Richards ^9, 26.50,"$6,500",MIA,v was, 2-1(F10),  6.0IP 3H 2BB 8K 
 Alex Wood ^9, 23.15,"$7,500",LAD,@ atl, 5-1,  5.2IP H 4BB 5K HB Win 
 Trevor Williams ^9, 22.70,"$7,400",PIT,v nym, 5-0,  6.0IP 5H 3BB 5K Win 
 Antonio Senzatela ^9, 21.35,"$4,500",COL,v oak, 4-1,  5.2IP 5H R ER 4BB 6K Win 
 Mike Clevinger ^0, 19.65,"$10,300",CLE,@ det, 1-2,  5.0IP 5H 2R 2ER BB 8K E Loss 
 Max Fried ^9, 19.65,"$7,100",ATL,v lad, 1-5,  5.0IP 2H R ER 3BB 7K HB Loss 
 Kevin Gausman ^0, 19.15,"$7,300",BAL,v tam, 11-2,  7.0IP 9H 2R 2ER 2BB 5K Win 
 Ariel Jurado ^0, 17.70,"$4,000",TEX,@ hou, 7-3,  6.0IP 2H R ER BB 2K Win 
 Gio Gonzalez ^9, 17.55,"$7,600",WAS,@ mia, 1-2(F10),  7.0IP 3H R ER 4BB 4K 
 CC Sabathia ^0, 17.10,"$6,900",NYY,v kan(2), 5-4,  4.2IP 6H 2R 2ER 2BB 8K HB 
 Patrick Corbin ^9, 16.70,"$10,700",ARI,@ sdg, 9-4,  6.0IP 6H 4R 4ER 2BB 8K 
 Justin Verlander ^0, 15.25,"$13,400",HOU,v tex, 3-7,  5.0IP 9H 2R 2ER BB 7K Loss 
 Rick Porcello ^0, 15.15,"$8,400",BOS,v min, 10-4,  5.2IP 5H 4R 4ER BB 5K Win 
Jacob deGrom^9, 14.95,"$12,900",NYM,@ pit, 0-5,  7.0IP 8H 3R 3ER 5K Loss 
 Matt Harvey ^8, 14.85,"$5,300",CIN,v phi, 6-2,  5.0IP 2H 2R 2ER 2BB 5K 
 Jaime Barria ^0, 14.50,"$6,000",LAA,v sea, 11-5,  6.0IP 5H 2R 2ER 2K Win 
 Miles Mikolas ^9, 13.30,"$8,000",STL,v chc, 6-2,  6.0IP 6H 2R 2ER BB 2K Win 
 John Axford ^0, 12.15,"$4,000",TOR,@ chw, 5-9,  3.0IP H 3K 
 Blaine Hardy ^0, 11.65,"$5,200",DET,v cle, 2-1,  5.0IP 4H R ER 2BB K Win 
 Jason Hammel , 10.50,"$5,100",KAN,@ nyy(1), 10-5,  2.0IP 3K 
 Vincent Velasquez ^8,  8.65,"$7,800",PHI,@ cin, 2-6,  5.0IP 6H 2R 2ER 5BB 4K 
 Wandy Peralta ,  8.40,N/A,CIN,v phi, 6-2,  1.1IP H K Win 
 Jesse Chavez ,  8.35,"$4,400",CHC,@ stl, 2-6,  3.0IP 3H BB 2K 
 Kyle Crick ,  8.25,"$4,000",PIT,v nym, 5-0,  1.0IP 3K Hold     
 Brett Graves ,  8.25,"$4,000",MIA,v was, 2-1(F10),  1.0IP K Win 
 Adam Warren ,  8.00,"$4,000",NYY,v kan(1), 5-10,  2.2IP K 
 Neil Ramirez ,  7.75,"$4,000",CLE,@ det, 1-2,  1.2IP 2K 
 Juan Minaya ,  7.65,"$4,000",CHW,v tor, 9-5,  1.0IP H K Win 
 Dellin Betances ,  7.65,"$4,000",NYY,v kan(2), 5-4,  1.0IP H K Win 
 Daniel Winkler ,  6.25,"$4,300",ATL,v lad, 1-5,  1.0IP 2K 
 Archie Bradley ,  6.25,"$4,000",ARI,@ sdg, 9-4,  1.0IP Win 
 Adam Ottavino ,  6.25,"$4,000",COL,v oak, 4-1,  1.0IP 2K Hold     
 Richard Rodriguez ,  6.25,"$4,000",PIT,v nym, 5-0,  1.0IP 2K 
 Dakota Hudson ,  6.25,"$4,000",STL,v chc, 6-2,  1.0IP 2K 
 Jake Diekman ,  6.25,"$4,000",TEX,@ hou, 7-3,  1.0IP 2K Hold     
 Will Harris ,  6.25,"$4,000",HOU,v tex, 3-7,  1.0IP 2K 
 Steve Cishek ,  6.25,"$4,000",CHC,@ stl, 2-6,  1.0IP 2K 
 Cory Mazzoni ,  6.25,N/A,CHC,@ stl, 2-6,  1.0IP 2K 
 Drew VerHagen ,  5.90,"$4,000",DET,v cle, 2-1,  2.0IP H K Hold     
 Joe Kelly ,  5.65,"$4,000",BOS,v min, 10-4,  1.0IP H 2K 
