Pitchers ,Points,Salary,Team, Opp. ,Score, Stats Summary
 James Paxton ^0, 37.95,"$11,900",SEA,v min, 2-1,  7.0IP 3H R ER 11K Win 
 Ross Stripling ^9, 35.40,"$7,200",LAD,v sdg, 4-1,  6.2IP 6H R 10K Win 
 Joe Musgrove ^9, 30.75,"$4,000",PIT,v stl, 8-1,  7.0IP 5H 7K Win 
 Kyle Hendricks ^9, 29.35,N/A,CHC,v sfo, 6-2,  7.0IP 2H R ER 2BB 7K Win 
 Patrick Corbin ^0, 28.75,"$9,700",ARI,@ oak, 7-1,  7.0IP 4H R ER BB 7K Win 
 Ryan Yarbrough , 25.55,"$5,500",TAM,v bal, 0-2,  7.0IP 7H R ER 8K 
 Corey Kluber ^0, 24.05,"$10,800",CLE,v hou, 2-11,  6.1IP 7H 7K 
 Fernando Romero ^0, 21.55,"$7,700",MIN,@ sea, 1-2,  7.0IP 5H 2R 2ER 2BB 7K Loss 
 Eduardo Rodriguez ^0, 21.35,"$7,800",BOS,v atl, 6-2,  5.2IP 6H 2R 2ER 3BB 7K Win 
 David Hess ^0, 20.80,"$4,600",BAL,@ tam, 2-0,  6.2IP 4H 3BB 3K Win 
 Sam Gaviglio ^9, 20.50,"$5,000",TOR,@ phi, 6-5,  6.0IP 3H 3R 3ER 2BB 6K Win 
 Noah Syndergaard ^8, 19.90,"$10,500",NYM,@ mil, 3-4(F10),  6.0IP 6H 3R 3ER 8K 
 Jon Gray ^9, 19.50,"$7,400",COL,v cin, 5-4,  6.0IP 6H 4R 4ER 3BB 8K HB Win 
 Andrew Heaney ^0, 18.05,"$7,000",LAA,@ nyy, 1-2,  6.1IP 4H R ER 3BB 5K 
 John Gant ^9, 17.00,"$4,500",STL,@ pit, 1-8,  5.1IP 4H 3R 3ER 7K HB Loss 
 Luis Severino ^0, 16.70,"$11,200",NYY,v laa, 2-1,  6.0IP 4H R ER 4BB 5K 
 Derek Holland ^9, 16.70,N/A,SFO,@ chc, 2-6,  6.0IP 5H 3R 2ER 2BB 6K HB Loss 
 Jose Urena ^9, 15.30,"$4,900",MIA,v was, 5-9,  6.0IP 5H 4R 4ER BB 7K HB 
 Dallas Keuchel ^0, 14.10,"$8,200",HOU,@ cle, 11-2,  6.0IP 8H 2R 2ER BB 5K 
 Reynaldo Lopez ^0, 12.95,"$7,500",CHW,@ det, 4-5,  7.0IP 5H 2R 2ER 3BB 3K 
 Mike Minor ^0, 12.70,"$4,400",TEX,v kan, 8-4,  6.0IP 7H 4R 4ER BB 4K Win 
 Junior Guerra ^9, 12.50,"$6,600",MIL,v nym, 4-3(F10),  6.0IP 5H 2R 2ER 3K 
 Josh Hader , 11.90,"$4,000",MIL,v nym, 4-3(F10),  2.0IP BB 4K Hold     
