Pitchers ,Points,Salary,Team, Opp. ,Score, Stats Summary
 Madison Bumgarner ^9, 35.00,"$9,400",SFO,v sdg, 3-0,  8.0IP 3H 2BB 8K Win 
 Rick Porcello ^0, 27.95,"$9,400",BOS,@ min, 9-2,  7.0IP H BB 5K HB Win 
 Max Scherzer ^9, 26.15,"$14,500",WAS,v bal, 4-2,  7.0IP 5H 2R 2ER BB 9K 
 Brent Suter ^9, 23.35,"$6,500",MIL,v stl, 11-3,  7.0IP 2H 2R 2ER BB 5K HB Win 
 Matt Harvey ^8, 20.70,"$4,700",CIN,v chc, 6-2,  6.0IP 5H 2R 2ER BB 6K 2HB Win 
 Zack Godley ^9, 19.30,"$7,200",ARI,@ pit, 9-3,  6.0IP 4H 3R 2ER 3BB 5K Win 
 Noe Ramirez , 18.00,"$4,000",LAA,v tor, 8-5,  2.2IP 4K Win 
 Kyle Freeland ^9, 16.10,"$6,100",COL,v nym, 6-4,  6.0IP 5H 2R 2ER 4BB 4K Win 
 Tyson Ross ^9, 15.55,"$7,800",SDG,@ sfo, 0-3,  7.0IP 4H R ER 3BB 3K Loss 
 James Paxton ^0, 15.25,"$8,300",SEA,@ nyy, 3-4,  5.0IP 7H 4R 4ER 3BB 9K Loss 
 Luis Severino ^0, 14.75,"$12,000",NYY,v sea, 4-3,  5.2IP 8H 3R 3ER BB 5K HB Win 
 Kyle Gibson ^0, 12.90,"$5,900",MIN,v bos, 2-9,  6.0IP 7H 2R 2ER 3BB 5K HB Loss 
 Kevin Gausman ^9, 10.70,"$6,600",BAL,@ was, 2-4,  6.0IP 4H 2R 2ER 4BB 3K 
 Kyle Hendricks ^9,  9.95,"$7,600",CHC,@ cin, 2-6,  5.2IP 3H 4R 4ER 4BB 5K HB Loss 
 Seung Hwan Oh ,  8.25,"$4,000",TOR,@ laa, 5-8,  1.0IP 3K 
 Steven Matz ^9,  8.15,"$4,700",NYM,@ col, 4-6,  5.2IP 8H 5R 5ER 2BB 6K HB Loss 
 Chasen Bradford ,  7.30,"$4,000",SEA,@ nyy, 3-4,  2.0IP H BB 2K 
 Joe Biagini ,  7.30,"$4,000",TOR,@ laa, 5-8,  2.0IP 2H 2K 
 Tim  Peterson ,  7.00,"$4,000",NYM,@ col, 4-6,  1.1IP 2K 
 Jared Hughes ,  7.00,"$4,000",CIN,v chc, 6-2,  1.1IP 2K Save 
 John Gant ,  6.70,"$4,500",STL,@ mil, 3-11,  2.0IP 3H 4R 2K 
 Kelvin Herrera ,  6.25,"$4,000",WAS,v bal, 4-2,  1.0IP Win 
 Michael Feliz ,  5.90,"$4,000",PIT,v ari, 3-9,  2.0IP H R K 
 Steven Brault ,  5.75,"$4,600",PIT,v ari, 3-9,  3.0IP 4BB K HB 
 Dellin Betances ,  5.65,"$4,000",NYY,v sea, 4-3,  1.0IP BB 2K Hold     
 John Lamb ^0,  5.30,"$4,500",LAA,v tor, 8-5,  3.1IP 6H 3R 3ER BB 4K 
 David Robertson ,  4.40,"$4,000",NYY,v sea, 4-3,  1.1IP H K Hold     
 Jose Castillo ,  4.25,"$4,000",SDG,@ sfo, 0-3,  1.0IP K 
 Richard Rodriguez ,  3.90,"$4,000",PIT,v ari, 3-9,  2.0IP H 
 Justin Anderson ,  3.65,"$4,000",LAA,v tor, 8-5,  1.0IP H K Save 
 Mark Melancon ,  3.65,"$4,000",SFO,v sdg, 3-0,  1.0IP H K Save 
 Aroldis Chapman ,  3.65,"$4,000",NYY,v sea, 4-3,  1.0IP BB K Save 
 Eduardo Paredes ,  3.30,"$4,000",LAA,v tor, 8-5,  2.0IP 2H 2R 2ER 2K 
 Amir Garrett ,  3.05,"$5,600",CIN,v chc, 6-2,  1.0IP H BB K Hold     
 Jerry Blevins ,  2.90,"$4,000",NYM,@ col, 4-6,  0.2IP BB K 
 Matt Magill ,  2.45,"$4,000",MIN,v bos, 2-9,  1.0IP 3H R ER 2K 
 Taylor Williams ,  2.45,"$4,000",MIL,v stl, 11-3,  1.0IP 2H BB K 
 Preston Guilmet ,  2.40,"$4,000",TOR,@ laa, 5-8,  1.1IP H R ER K 
 Rob Zastryzny ,  2.25,"$4,000",CHC,@ cin, 2-6,  1.0IP 
 Sean Doolittle ,  2.25,"$4,000",WAS,v bal, 4-2,  1.0IP Save 
 Nick Rumbelow ,  2.25,"$4,000",SEA,@ nyy, 3-4,  1.0IP 
 Justin Hancock ,  2.25,"$4,000",CHC,@ cin, 2-6,  1.0IP 
 Fernando Salas ,  2.25,"$4,000",ARI,@ pit, 9-3,  1.0IP 
 Yency Almonte ,  2.25,N/A,COL,v nym, 6-4,  1.0IP Hold     
 Jake Barrett ,  2.15,N/A,ARI,@ pit, 9-3,  0.1IP H K 
 Mychal Givens ,  2.10,"$4,000",BAL,@ was, 2-4,  2.0IP 4H 2R 2ER 2K Loss 
 Taylor Rogers ,  1.50,"$4,000",MIN,v bos, 2-9,  0.2IP 
 Jorge de la Rosa ,  1.35,"$4,000",ARI,@ pit, 9-3,  1.2IP 3H BB 
 Brett Cecil ,  1.05,"$4,000",STL,@ mil, 3-11,  1.0IP 2BB 
