Pitchers ,Points,Salary,Team, Opp. ,Score, Stats Summary
 Charlie Morton ^0, 43.35,"$12,800",HOU,v tex, 6-1,  7.0IP 4H R ER 14K Win 
 Stephen Strasburg ^9, 30.80,"$13,900",WAS,@ ari, 2-1,  6.2IP 5H R ER BB 9K HB Win 
 Kyle Freeland ^9, 25.45,"$7,000",COL,v mil, 4-0,  6.1IP 4H 4BB 6K Win 
 Mike Clevinger ^0, 22.45,"$9,200",CLE,v kan, 6-2,  7.2IP 8H 2R 2ER 5K Win 
 Tyson Ross ^9, 21.90,"$9,000",SDG,v stl, 2-1(F13),  6.0IP 3H R ER 2BB 7K HB 
 Jon Lester ^9, 20.55,"$8,800",CHC,v chw, 8-4,  5.2IP 4H R ER 3BB 5K Win 
 Matt Boyd ^0, 19.30,"$6,100",DET,v sea(1), 4-3,  6.0IP 3H 3R 3ER 3BB 6K HB Win 
 David Price ^0, 19.20,"$7,500",BOS,@ tor, 5-2,  5.1IP 5H 2R 2ER 3BB 6K Win 
 Michael Wacha ^9, 19.10,"$8,000",STL,@ sdg, 1-2(F13),  6.0IP 3H R ER BB 5K 
 Ross Stripling ^9, 18.40,"$4,400",LAD,v cin, 3-5,  5.1IP 6H 2R 2ER 7K 
 Kyle Gibson ^0, 17.30,"$8,200",MIN,@ laa, 5-3(F12),  6.0IP 3H 2R 2ER 4BB 6K 
 Mike Soroka ^9, 17.10,"$7,500",ATL,@ mia, 10-5,  4.2IP 8H 5R ER BB 7K 
 A.J. Cole , 15.30,"$5,600",NYY,v oak, 7-6(F11),  2.0IP 2BB 4K Win 
 Jake Junis ^0, 13.95,"$7,900",KAN,@ cle, 2-6,  5.2IP 6H 4R 4ER 2BB 7K Loss 
 David Hess ^0, 13.90,"$4,000",BAL,v tam(1), 6-3,  6.0IP 6H 3R 3ER 3K Win 
 Chad Kuhl ^9, 13.50,"$7,700",PIT,v sfo, 6-5,  6.0IP 6H 3R 3ER 4BB 6K 
 Alex Cobb ^0, 12.55,"$4,600",BAL,v tam(2), 3-10,  5.2IP 7H 4R 3ER 5K Loss 
 Felix Hernandez ^0, 12.05,"$7,700",SEA,@ det(2), 9-5,  5.0IP 8H 5R 5ER 2BB 7K 2HB Win 
 Doug Fister ^0, 11.45,"$4,500",TEX,@ hou, 1-6,  6.1IP 4H 3R 3ER 3BB 4K HB Loss 
 Sergio Romo , 11.00,"$4,000",TAM,@ bal(2), 10-3,  1.1IP 2K Win 
 Marco Estrada ^0, 10.70,"$5,700",TOR,v bos, 2-5,  6.0IP 7H 4R 4ER BB 5K Loss 
 David Hernandez , 10.65,"$4,000",CIN,@ lad, 5-3,  2.1IP H 3K Hold     
 Homer Bailey ^9, 10.05,"$4,000",CIN,@ lad, 5-3,  5.0IP 10H 3R 3ER 2BB 4K Win 
 John Brebbia ,  9.30,"$4,000",STL,@ sdg, 1-2(F13),  2.0IP R ER 2BB 4K Loss 
 Felipe Vazquez ,  9.15,"$4,000",PIT,v sfo, 6-5,  1.2IP BB K Win 
 Noe Ramirez ,  8.95,"$4,000",LAA,v min, 3-5(F12),  3.0IP 3H 2R 2ER 4K Loss 
 T.J. McFarland ,  8.35,"$4,000",ARI,v was, 1-2,  3.0IP 3H BB 2K 
 Adam Cimber ,  8.25,"$4,000",SDG,v stl, 2-1(F13),  1.0IP K Win 
 Chad Green ,  8.25,"$4,000",NYY,v oak, 7-6(F11),  1.0IP 3K 
 Jarlin Garcia ^9,  8.10,"$5,300",MIA,v atl, 5-10,  6.0IP 7H 5R 4ER 2BB 4K 
 Brad Hand ,  7.90,"$4,000",SDG,v stl, 2-1(F13),  2.0IP BB 2K 
 Joe Kelly ,  7.65,"$4,000",BOS,@ tor, 5-2,  1.0IP H 3K Hold     
 Matt Andriese ^0,  7.55,"$5,100",TAM,@ bal(2), 10-3,  3.0IP H R ER BB 2K 
 Jeff Samardzija ^9,  7.35,"$6,400",SFO,@ pit, 5-6,  5.2IP 6H 5R 5ER 2BB 5K HB 
 Erik Goeddel ,  7.30,"$4,000",SEA,@ det(1), 3-4,  2.0IP 2H 2K 
 Bud Norris ,  7.05,"$4,000",STL,@ sdg, 1-2(F13),  1.0IP H BB 3K 
 Blaine Boyer ,  7.00,"$4,000",KAN,@ cle, 2-6,  1.1IP 2K 
 Nick Tropeano ^0,  6.70,"$7,200",LAA,v min, 3-5(F12),  6.0IP 5H 3R 3ER 3BB 2K 
 Alec Asher ,  6.70,"$4,500",MIL,@ col, 0-4,  2.0IP 2H BB 2K 
 Phil Maton ,  6.70,"$4,000",SDG,v stl, 2-1(F13),  2.0IP 3H 2K 
 Sam Dyson ,  6.40,"$4,000",SFO,@ pit, 5-6,  1.1IP BB 2K 
 Seung Hwan Oh ,  6.40,"$4,000",TOR,v bos, 2-5,  1.1IP H 2K 
 Troy Scribner ^9,  6.25,"$4,000",ARI,v was, 1-2,  3.2IP 4H 2R 2ER 6BB 4K Loss 
 Cody Allen ,  6.25,"$4,000",CLE,v kan, 6-2,  1.0IP 2K 
 Craig Kimbrel ,  6.25,"$4,000",BOS,@ tor, 5-2,  1.0IP 2K Save 
 Adam Ottavino ,  6.25,"$4,000",COL,v mil, 4-0,  1.0IP 2K 
 Yusmeiro Petit ,  5.90,"$4,000",OAK,@ nyy, 6-7(F11),  2.0IP H K 
 Chris Archer ^0,  5.75,"$9,400",TAM,@ bal(1), 3-6,  7.0IP 7H 6R 6ER 3BB 4K Loss 
 Wade Davis ,  5.65,"$4,000",COL,v mil, 4-0,  1.0IP H 2K 
