Pitchers ,Points,Salary,Team, Opp. ,Score, Stats Summary
 Mike Moustakas ^3,  5.00,"$4,100",KAN,@ oak, 1-4,  1/4 2B 
 Corey Dickerson ^5,  5.00,"$3,900",PIT,v lad, 7-8,  1/4 R 2SO 
 Adrian Beltre ^4,  5.00,"$3,800",TEX,v hou, 2-5,  1/4 RBI SO 
 Marcell Ozuna ^4,  5.00,"$3,800",STL,v mia, 4-1,  1/4 RBI 
 Kevin Pillar ,  5.00,"$3,600",TOR,v bal, 5-4(F10),  1/2 RBI 
 Kike Hernandez ^8,  5.00,"$3,300",LAD,@ pit, 8-7,  1/4 2B 
 Brian Anderson ^4,  5.00,"$3,300",MIA,@ stl, 1-4,  1/3 BB SO 
 Adam Duvall ^5,  5.00,"$3,300",CIN,v col, 7-5(F13),  1/3 R SO 
 Logan Morrison ^4,  5.00,"$3,200",MIN,v chw, 7-2,  1/4 2B SO 
 David Freese ,  5.00,"$2,900",PIT,v lad, 7-8,  1/2 R 
 Ryan LaMarre ^7,  5.00,"$2,900",MIN,v chw, 7-2,  1/4 2B SO 
 Jordy Mercer ^8,  5.00,"$2,800",PIT,v lad, 7-8,  1/4 R SO 
 Charlie Tilson ^8,  5.00,"$2,800",CHW,@ min, 2-7,  1/3 R 
 David Freitas ^9,  5.00,"$2,700",SEA,@ tam, 5-4,  1/4 R 3SO 
 Tommy La Stella ^2,  5.00,"$2,600",CHC,v phi, 4-3,  1/2 RBI CS 
 Chris Gimenez ^8,  5.00,"$2,600",CHC,v phi, 4-3,  1/3 R 
 Jesmuel Valentin ,  5.00,"$2,000",PHI,@ chc, 3-4,  1/1 R 
 Cesar Hernandez ^1,  4.00,"$4,200",PHI,@ chc, 3-4,  0/4 R BB SO 
 Jonathan Schoop ^6,  4.00,"$3,700",BAL,@ tor, 4-5(F10),  0/2 2BB 
 Dylan Cozens ^6,  4.00,"$3,600",PHI,@ chc, 3-4,  0/3 2BB 3SO 
 Aaron Altherr ^5,  4.00,"$2,900",PHI,@ chc, 3-4,  0/3 BB HBP SO 
 Logan Forsythe ,  4.00,"$2,800",LAD,@ pit, 8-7,  R BB 
 Chris Taylor ^6,  3.00,"$4,400",LAD,@ pit, 8-7,  1/5 2SO 
 Trevor Story ^5,  3.00,"$4,200",COL,@ cin, 5-7(F13),  1/6 2SO 
 Salvador Perez ^4,  3.00,"$4,100",KAN,@ oak, 1-4,  1/3 SO 
 Matt Carpenter ^1,  3.00,"$4,000",STL,v mia, 4-1,  1/4 
 Yairo Munoz ^6,  3.00,"$3,900",STL,v mia, 4-1,  1/4 2SO 
 Ryon Healy ^6,  3.00,"$3,700",SEA,@ tam, 5-4,  1/4 
 Jurickson Profar ^2,  3.00,"$3,700",TEX,v hou, 2-5,  1/4 
 Eduardo Nunez ^5,  3.00,"$3,600",BOS,v det, 2-7,  1/4 
 Rafael Devers ^7,  3.00,"$3,600",BOS,v det, 2-7,  1/4 2SO 
 Jose Peraza ,  3.00,"$3,400",CIN,v col, 7-5(F13),  1/3 
 Rougned Odor ^7,  3.00,"$3,400",TEX,v hou, 2-5,  1/4 CS 
 Brock Holt ,  3.00,"$3,400",BOS,v det, 2-7,  1/1 
 Dexter Fowler ^5,  3.00,"$3,400",STL,v mia, 4-1,  1/4 2SO E 
 Jose Rondon ^7,  3.00,"$3,400",CHW,@ min, 2-7,  1/3 SO 
 Joey Wendle ^3,  3.00,"$3,300",TAM,v sea, 4-5,  1/4 
 Adam Frazier ,  3.00,"$3,200",PIT,v lad, 7-8,  1/3 
 Hunter Dozier ^7,  3.00,"$2,900",KAN,@ oak, 1-4,  1/3 SO 
 J.P. Crawford ^8,  3.00,"$2,900",PHI,@ chc, 3-4,  1/2 
 Giovanny Urshela ^9,  3.00,"$2,900",TOR,v bal, 5-4(F10),  1/3 
 Dixon Machado ^9,  3.00,"$2,800",DET,@ bos, 7-2,  1/4 
 Carlos Perez ^9,  3.00,"$2,700",TEX,v hou, 2-5,  1/3 
 J.D. Martinez ^3,  2.00,"$5,400",BOS,v det, 2-7,  0/2 BB SO 
 Eugenio Suarez ^4,  2.00,"$5,100",CIN,v col, 7-5(F13),  0/6 RBI SO 
 Scooter Gennett ,  2.00,"$4,800",CIN,v col, 7-5(F13),  BB 
 George Springer ^1,  2.00,"$4,800",HOU,@ tex, 5-2,  0/3 BB SO 
 Xander Bogaerts ^2,  2.00,"$4,700",BOS,v det, 2-7,  0/5 RBI SO 
 Justin Smoak ^4,  2.00,"$4,300",TOR,v bal, 5-4(F10),  0/4 BB 2SO 
 Nelson Cruz ^4,  2.00,"$4,100",SEA,@ tam, 5-4,  0/3 BB SO 
 Max Stassi ^7,  2.00,"$4,000",HOU,@ tex, 5-2,  0/3 BB SO 
 C.J. Cron ^2,  2.00,"$4,000",TAM,v sea, 4-5,  0/3 BB 
 Nomar Mazara ^3,  2.00,"$3,800",TEX,v hou, 2-5,  0/3 BB 2SO 
 Gregory Polanco ^2,  2.00,"$3,700",PIT,v lad, 7-8,  0/2 RBI SO SF 
 Starlin Castro ^1,  2.00,"$3,500",MIA,@ stl, 1-4,  0/4 R SO 
 Derek Dietrich ^2,  2.00,"$3,400",MIA,@ stl, 1-4,  0/3 BB 
 Ronald Guzman ^8,  2.00,"$3,300",TEX,v hou, 2-5,  0/3 BB SO 
 Devon Travis ,  2.00,"$3,200",TOR,v bal, 5-4(F10),  BB 
 Victor Martinez ^4,  2.00,"$3,200",DET,@ bos, 7-2,  0/4 BB 2SO 
 Colin Moran ^6,  2.00,"$3,200",PIT,v lad, 7-8,  0/1 BB 
 Brandon Dixon ^7,  2.00,"$2,900",CIN,v col, 7-5(F13),  0/4 BB 2SO 
 Christian Vazquez ^8,  2.00,"$2,700",BOS,v det, 2-7,  0/3 BB SO 
 Sam Travis ^6,  2.00,"$2,700",BOS,v det, 2-7,  0/3 BB SO 
 Javier Baez ^5,  0.00,"$4,700",CHC,v phi, 4-3,  0/3 SO 
 Austin Meadows ,  0.00,"$4,700",PIT,v lad, 7-8,  0/1 
 Jed Lowrie ^2,  0.00,"$4,500",OAK,v kan, 4-1,  0/4 3SO 
 Kyle Schwarber ^6,  0.00,"$4,300",CHC,v phi, 4-3,  0/3 SO 
 Dustin Fowler ^1,  0.00,"$4,300",OAK,v kan, 4-1,  0/4 
 Whit Merrifield ^1,  0.00,"$4,200",KAN,@ oak, 1-4,  0/4 
 Ben Zobrist ,  0.00,"$4,200",CHC,v phi, 4-3,  0/1 SO 
 Yangervis Solarte ^2,  0.00,"$4,000",TOR,v bal, 5-4(F10),  0/5 SO 
 Yasmani Grandal ^3,  0.00,"$3,900",LAD,@ pit, 8-7,  0/5 2SO 
 Ian Happ ^7,  0.00,"$3,900",CHC,v phi, 4-3,  0/3 3SO 
 Ian Desmond ,  0.00,"$3,800",COL,@ cin, 5-7(F13),  0/1 
 Adam Jones ^2,  0.00,"$3,800",BAL,@ tor, 4-5(F10),  0/5 SO 
 Jorge Soler ^5,  0.00,"$3,800",KAN,@ oak, 1-4,  0/3 2SO 
 Matt Davidson ^5,  0.00,"$3,800",CHW,@ min, 2-7,  0/3 SO 
 Daniel Palka ^4,  0.00,"$3,800",CHW,@ min, 2-7,  0/4 3SO 
 Justin Turner ,  0.00,"$3,700",LAD,@ pit, 8-7,  
 Kyle Seager ^5,  0.00,"$3,700",SEA,@ tam, 5-4,  0/4 SO 
 Jedd Gyorko ,  0.00,"$3,600",STL,v mia, 4-1,  0/1 
 Yolmer Sanchez ^2,  0.00,"$3,600",CHW,@ min, 2-7,  0/4 SO 
 Joey Gallo ^5,  0.00,"$3,600",TEX,v hou, 2-5,  0/4 3SO 
 Yulieski Gurriel ^4,  0.00,"$3,500",HOU,@ tex, 5-2,  0/4 SO 
 Maikel Franco ,  0.00,"$3,400",PHI,@ chc, 3-4,  0/2 SO 
 Tony Kemp ^8,  0.00,"$3,400",HOU,@ tex, 5-2,  0/4 
 JaCoby Jones ^1,  0.00,"$3,400",DET,@ bos, 7-2,  0/5 4SO 
 Tucker Barnhart ,  0.00,"$3,300",CIN,v col, 7-5(F13),  0/1 
 Alex Gordon ^6,  0.00,"$3,200",KAN,@ oak, 1-4,  0/3 
 Nick Williams ,  0.00,"$3,100",PHI,@ chc, 3-4,  0/1 SO 
 Guillermo Heredia ^8,  0.00,"$3,000",SEA,@ tam, 5-4,  0/4 2SO 
 Francisco Pena ^8,  0.00,"$3,000",STL,v mia, 4-1,  0/4 SO 
 Joey Rickard ,  0.00,"$3,000",BAL,@ tor, 4-5(F10),  0/1 
 Jonathan Lucroy ^8,  0.00,"$3,000",OAK,v kan, 4-1,  0/3 2SO 
 Robbie Grossman ^5,  0.00,"$3,000",MIN,v chw, 7-2,  0/4 
 Greg Garcia ,  0.00,"$3,000",STL,v mia, 4-1,  
 Noel Cuevas ,  0.00,"$3,000",COL,@ cin, 5-7(F13),  0/1 
 Chris Davis ^7,  0.00,"$2,900",BAL,@ tor, 4-5(F10),  0/4 3SO 
 Jorge Alfaro ,  0.00,"$2,900",PHI,@ chc, 3-4,  0/1 SO 
 Miguel Rojas ,  0.00,"$2,900",MIA,@ stl, 1-4,  0/1 
 Ramon Torres ^9,  0.00,"$2,900",KAN,@ oak, 1-4,  0/3 
 Jake Marisnick ^9,  0.00,"$2,800",HOU,@ tex, 5-2,  0/4 2SO 
 Alex Blandino ^2,  0.00,"$2,800",CIN,v col, 7-5(F13),  0/3 E 
 J.T. Riddle ^5,  0.00,"$2,800",MIA,@ stl, 1-4,  0/4 3SO 
 Lewis Brinson ^6,  0.00,"$2,800",MIA,@ stl, 1-4,  0/4 
 Nick Martini ^9,  0.00,"$2,800",OAK,v kan, 4-1,  0/3 
 Bryan Holaday ^8,  0.00,"$2,700",MIA,@ stl, 1-4,  0/3 SO 
 Trayce Thompson ^9,  0.00,"$2,700",CHW,@ min, 2-7,  0/3 SO 
 Mitch Garver ^6,  0.00,"$2,700",MIN,v chw, 7-2,  0/4 2SO 
 Yadiel Rivera ^7,  0.00,"$2,600",MIA,@ stl, 1-4,  0/3 
