Pitchers ,Points,Salary,Team, Opp. ,Score, Stats Summary
 Freddy Peralta ^9, 40.95,N/A,MIL,@ col, 7-3,  5.2IP H 2BB 13K Win 
 Clayton Richard ^9, 34.40,"$4,700",SDG,v stl, 5-3,  8.0IP 5H 2R 2ER BB 10K Win 
 Dallas Keuchel ^0, 33.35,"$8,000",HOU,v tex, 6-1,  7.0IP 3H BB 8K Win 
 Shohei-pitcher  Ohtani ^0, 31.25,"$10,500",LAA,v min, 2-1,  6.1IP 3H R ER 2BB 11K 
 Dylan Bundy ^0, 30.15,"$5,500",BAL,v tam, 17-1,  7.0IP 2H 4BB 7K Win 
 Luis Castillo ^8, 27.10,"$6,100",CIN,@ lad, 5-3,  6.0IP 4H 3R 2ER 8K Win 
 Derek Holland ^9, 26.85,"$4,800",SFO,@ pit, 5-0,  6.1IP 4H 5BB 7K Win 
 Sean Newcomb ^9, 26.50,"$9,500",ATL,@ mia, 4-3,  6.0IP H 4BB 6K Win 
 Luis Severino ^0, 25.30,"$12,200",NYY,v oak, 6-2,  6.0IP 5H R ER 2BB 7K Win 
 Corey Kluber ^0, 22.95,"$13,300",CLE,v kan, 11-2,  7.0IP 8H 2R 4K Win 
 Fernando Romero ^0, 17.05,"$9,200",MIN,@ laa, 1-2,  5.0IP 4H R ER 3BB 6K E 
 Aaron Nola ^9, 16.90,"$10,900",PHI,v nym, 4-2,  6.0IP 9H R ER 2BB 4K Win 
 Jeremy Hellickson ^8, 16.85,N/A,WAS,@ ari, 6-4,  5.0IP 3H R ER BB 5K 
 Kyle Hendricks ^9, 15.90,"$8,900",CHC,v chw, 3-5,  6.0IP 6H 4R 3ER 6K Loss 
 Jesse Chavez , 14.75,"$4,400",TEX,@ hou, 1-6,  3.0IP 4K 
 Jose Urena ^9, 13.90,"$6,200",MIA,v atl, 3-4,  6.0IP 4H 3R 3ER 2BB 5K Loss 
 Zack Godley ^9, 13.45,N/A,ARI,v was, 4-6,  6.1IP 7H 4R 4ER BB 6K 
 Jon Gray ^9, 13.40,"$8,600",COL,v mil, 3-7,  5.1IP 10H 6R 6ER BB 10K Loss 
 James Paxton ^0, 11.90,"$12,500",SEA,@ det, 4-5,  6.0IP 6H 3R 3ER 4K 
 Amir Garrett , 11.75,"$5,600",CIN,@ lad, 5-3,  1.2IP 4K Hold     
 Hector Velazquez , 11.30,"$5,300",BOS,@ tor, 5-3,  2.0IP 2H 2K Win 
 Brooks Pounders , 11.30,"$4,000",COL,v mil, 3-7,  2.0IP H 4K HB 
 Ryan Madson , 11.00,N/A,WAS,@ ari, 6-4,  1.1IP 2K Win 
 Rich Hill ^9, 10.75,"$7,300",LAD,v cin, 3-5,  5.2IP 6H 3R 2ER 4BB 4K Loss 
 Lucas Giolito ^9, 10.75,"$4,300",CHW,@ chc, 5-3,  5.2IP 2H 3R 3ER 7BB 3K HB Win 
 Shane Greene , 10.25,"$4,000",DET,v sea, 5-4,  1.0IP 2K Win 
 John Gant ,  9.85,"$5,000",STL,@ sdg, 3-5,  3.2IP 4H 2R 2ER 4K 
 Steve Cishek ,  9.75,"$4,000",CHC,v chw, 3-5,  1.2IP 3K 
 Drew Pomeranz ^0,  9.00,"$7,100",BOS,@ tor, 5-3,  4.0IP 5H 3R 3ER 5BB 6K 
