Pitchers ,Points,Salary,Team, Opp. ,Score, Stats Summary
 James Paxton ^0, 36.35,"$12,200",SEA,v det, 7-2,  9.0IP 3H 2R 2ER BB 8K Win     CG 
 Max Scherzer ^8, 32.95,"$14,000",WAS,v lad(2), 4-5,  7.0IP 5H 2R 2ER 3BB 13K 
 Corey Kluber ^0, 31.55,"$11,900",CLE,@ hou, 5-4,  7.0IP 6H 2R 2ER 10K HB Win 
 Ross Stripling ^9, 31.10,"$4,200",LAD,@ was(1), 4-1,  6.0IP 4H R ER 9K Win 
 Jose Quintana ^9, 30.75,"$7,400",CHC,@ cin(2), 10-0,  7.0IP H 4BB 7K Win 
 Rick Porcello ^0, 24.10,"$9,700",BOS,v bal, 6-3,  6.0IP 6H 3R 3ER 3BB 9K Win 
 Andrew Heaney ^0, 22.70,"$9,100",LAA,v tam, 3-5,  6.0IP 3H 4R 5BB 7K Loss 
 Ryan Yarbrough , 21.25,"$4,900",TAM,@ laa, 5-3,  6.1IP 4H R ER BB 4K Win 
 Tanner Roark ^9, 20.95,"$7,800",WAS,v lad(1), 1-4,  7.0IP 6H 3R 3ER BB 8K HB Loss 
 Josh Hader , 20.65,"$4,000",MIL,@ min, 5-4,  2.1IP BB 6K Win 
 Sean Newcomb ^9, 19.90,"$11,500",ATL,v mia, 8-1,  6.0IP 4H R ER 2BB 4K Win 
 Sam Gaviglio ^0, 19.80,"$4,000",TOR,v oak, 4-5,  5.1IP 6H BB 6K 
 Luis Severino ^0, 17.50,"$12,600",NYY,@ kan, 8-3,  6.0IP 8H 3R 3ER 2BB 6K Win 
 Dylan Bundy ^0, 17.30,"$6,900",BAL,@ bos, 3-6,  6.0IP 5H 4R 4ER 2BB 8K Loss 
 Clayton Richard ^9, 16.30,"$6,400",SDG,@ pit, 6-2,  7.1IP 7H 2R 2ER 2K Win 
 Lucas Giolito ^0, 14.70,"$4,100",CHW,v tex, 5-3,  6.0IP 4H 3R 2ER 2BB 3K 2HB Win 
 Patrick Corbin ^9, 14.60,"$11,300",ARI,@ nym, 4-5,  5.1IP 4H 2R 2ER 4BB 6K HB 
 John Gant ^9, 14.15,"$4,800",STL,v phi, 6-7,  4.1IP 4H 5R 3ER 2BB 7K 
 Nick Kingham ^9, 13.90,"$7,600",PIT,v sdg, 2-6,  6.0IP 5H 3R 3ER BB 5K Loss 
 Brooks Pounders , 12.95,"$4,000",COL,@ sfo, 4-9,  3.0IP 3H 2R 2ER 6K 
 Kyle Hendricks ^9, 12.45,"$8,100",CHC,@ cin(1), 4-5(F11),  5.0IP 6H 4R 3ER 2BB 6K 
 Scott Alexander , 11.90,"$4,000",LAD,@ was(2), 5-4,  2.0IP BB 4K 
 Dylan Floro , 11.30,"$4,000",CIN,v chc(1), 5-4(F11),  2.0IP H BB 2K Win 
 Zach Eflin ^9, 10.90,"$7,200",PHI,@ stl, 7-6,  4.2IP 3H 4R 2ER 3BB 4K 
 Luis Castillo ^8, 10.65,"$7,000",CIN,v chc(1), 5-4(F11),  5.0IP 6H R ER 5BB 4K 
 Emilio Pagan ,  9.30,N/A,OAK,@ tor, 5-4,  2.0IP H BB K Win 
 Seranthony Dominguez ,  8.50,"$4,000",PHI,@ stl, 7-6,  2.0IP 2K Save 
 Sergio Romo ^0,  8.25,"$4,000",TAM,@ laa, 5-3,  1.0IP 3K 
 Jeurys Familia ,  8.25,"$4,000",NYM,v ari, 5-4,  1.0IP K Win 
 Seth Lugo ,  7.90,"$4,800",NYM,v ari, 5-4,  2.0IP H 2K 
 Randy Rosario ,  7.90,"$4,000",CHC,@ cin(1), 4-5(F11),  2.0IP BB 2K 
 Burch Smith ,  7.75,"$4,000",KAN,v nyy, 3-8,  3.0IP 5H R ER 3K 
 Erik Goeddel ,  7.65,N/A,LAD,@ was(2), 5-4,  1.0IP BB K Win 
 Jace Fry ,  7.00,"$4,000",CHW,v tex, 5-3,  1.1IP 2K Hold     
 Justin Anderson ,  6.40,"$4,000",LAA,v tam, 3-5,  1.1IP H 2K E 
 Bud Norris ,  6.40,"$4,000",STL,v phi, 6-7,  1.1IP BB 2K 
 Taylor Rogers ,  6.40,"$4,000",MIN,v mil, 4-5,  1.1IP H 2K 
 Jeremy Jeffress ,  6.25,"$4,000",MIL,@ min, 5-4,  1.0IP 2K 
 Matt Barnes ,  6.25,"$4,000",BOS,v bal, 6-3,  1.0IP 2K Hold     
 Paul Sewald ,  6.25,"$4,000",NYM,v ari, 5-4,  1.0IP 2K 
 Joe Kelly ,  6.25,"$4,000",BOS,v bal, 6-3,  1.0IP 2K Hold     
