Pitchers ,Points,Salary,Team, Opp. ,Score, Stats Summary
 Patrick Corbin ^9, 32.15,"$11,200",ARI,@ chc, 7-1,  7.0IP 6H R ER 9K Win 
 Jhoulys Chacin ^9, 30.95,"$6,900",MIL,v was, 6-1,  5.2IP 2H R ER 9K HB Win 
Jacob deGrom^9, 29.80,"$12,200",NYM,v sdg, 2-3,  8.0IP 5H 3R 2ER 2BB 10K Loss 
 Rick Porcello ^0, 25.30,"$9,900",BOS,@ bal, 5-3,  6.0IP 6H BB 6K Win 
 Heath Fillmyer ^0, 22.00,"$4,800",KAN,v det, 4-5,  6.2IP 3H 2R ER 2BB 6K 
 Trevor Williams ^0, 20.90,"$7,000",PIT,@ cle, 7-0(F6),  6.0IP 4H 2BB K Win     CG 
 Sean Newcomb ^9, 20.70,"$8,200",ATL,@ mia, 12-1,  6.0IP 4H R ER 4BB 5K Win 
 Brett Anderson ^0, 20.70,"$5,300",OAK,@ tex, 15-3,  6.0IP 6H 2R 2ER BB 6K HB Win 
 Matt Andriese , 20.45,"$5,000",TAM,v nyy, 7-6,  3.2IP 3H 2R 5K Win 
 Daniel Poncedeleon ^9, 19.95,"$5,100",STL,@ cin, 1-2,  7.0IP 3BB 3K 
 Joey Lucchesi ^9, 19.80,"$8,300",SDG,@ nym, 3-2,  5.1IP 6H 2R 2ER 6K HB Win 
 Luis Castillo ^8, 16.40,"$6,800",CIN,v stl, 2-1,  5.1IP 4H R ER BB 5K HB 
 Lucas Giolito ^0, 16.10,"$4,900",CHW,@ laa, 5-3,  6.0IP 5H 3R 3ER 4BB 5K E Win 
 Adalberto Mejia ^0, 14.00,"$5,600",MIN,@ tor, 8-3,  5.1IP 8H R ER 2BB 3K Win 
 Jaime Garcia , 12.75,"$6,300",TOR,v min, 3-8,  3.0IP 3K 
 Francisco Liriano ^0, 10.50,"$6,600",DET,@ kan, 5-4,  4.2IP 6H 3R 3ER 3BB 6K HB 
 Brian Duensing ,  9.40,"$4,000",CHC,v ari, 1-7,  2.2IP BB 2K 
 Luis Severino ^0,  8.65,"$13,200",NYY,@ tam, 6-7,  5.0IP 11H 7R 6ER 8K Loss 
 Yacksel Rios ,  8.65,"$4,000",PHI,v lad, 6-7,  2.1IP H R ER 3K 
 Matt Belisle ,  8.55,"$4,000",MIN,@ tor, 8-3,  1.2IP H BB 3K 
 Ross Stripling ^9,  8.30,"$10,200",LAD,@ phi, 7-6,  4.2IP 7H 5R 5ER 6K E 
 Scott Alexander ,  8.25,"$4,100",LAD,@ phi, 7-6,  1.0IP K Win 
 Jared Hughes ,  8.25,"$4,000",CIN,v stl, 2-1,  1.0IP K Win 
 Zach McAllister ,  7.90,"$4,000",CLE,v pit, 0-7(F6),  2.0IP H 2K 
 Adam Warren ,  7.05,"$4,000",NYY,@ tam, 6-7,  1.0IP H 3K HB 
 Miguel Castro ,  6.35,"$4,000",BAL,v bos, 3-5,  3.0IP 3H BB K 
 Kirby Yates ,  6.25,"$4,000",SDG,@ nym, 3-2,  1.0IP 2K Save 
 Jake Petricka ,  6.25,"$4,000",TOR,v min, 3-8,  1.0IP 2K 
 Phil Maton ,  6.25,"$4,000",SDG,@ nym, 3-2,  1.0IP 2K Hold     
 Gio Gonzalez ^9,  6.15,"$7,800",WAS,@ mil, 1-6,  5.2IP 6H 5R 5ER 5BB 5K Loss 
 Luis Santos ^0,  6.10,"$4,600",TOR,v min, 3-8,  2.0IP 3H R ER BB 3K Loss 
 Craig Stammen ,  5.95,"$4,000",SDG,@ nym, 3-2,  1.2IP H BB 2K HB Hold     
 David Hernandez ,  5.90,"$4,000",CIN,v stl, 2-1,  2.0IP H K 
 Ryan Brasier ,  5.65,"$4,200",BOS,@ bal, 5-3,  1.0IP H 2K 
 Matt Magill ,  5.65,"$4,000",MIN,@ tor, 8-3,  1.0IP BB 2K 
 Blake Parker ,  5.65,"$4,000",LAA,v chw, 3-5,  1.0IP H 2K 
 Tommy Hunter ,  5.30,"$4,000",PHI,v lad, 6-7,  2.0IP 2H R ER 2K BS 
 Alex Wilson ,  5.20,"$4,000",DET,@ kan, 5-4,  1.1IP 3H Win 
 Justin Anderson ,  5.15,"$4,000",LAA,v chw, 3-5,  1.2IP BB K 
 Joakim Soria ,  5.05,"$4,000",CHW,@ laa, 5-3,  1.0IP H BB 2K Save 
