Pitchers ,Points,Salary,Team, Opp. ,Score, Stats Summary
 Tanner Roark ^9, 41.60,"$6,600",WAS,@ mil, 7-3,  8.0IP 3H BB 11K Win 
 Trevor Bauer ^0, 36.75,"$13,400",CLE,v pit, 4-0,  7.0IP 2H 2BB 10K HB Win 
 Tyler Skaggs ^0, 31.10,"$10,200",LAA,v chw, 11-3,  6.0IP 4H 2R ER 9K Win 
 Jon Gray ^9, 23.95,"$7,500",COL,v hou, 3-2,  7.0IP H 2R ER 2BB 6K 
 Matt Boyd ^0, 23.30,"$7,000",DET,@ kan, 8-4,  6.0IP 7H 2R 2ER 7K Win 
 Jon Lester ^8, 23.10,"$7,200",CHC,v ari, 2-1,  6.0IP 4H R ER 7K 
 Robbie Ray ^9, 22.75,"$7,300",ARI,@ chc, 1-2,  7.0IP 4H R ER BB 6K 
 Jake Arrieta ^9, 21.30,"$7,100",PHI,v lad, 7-3,  6.0IP 5H 3R 2ER 2BB 6K Win 
 Sal Romano ^8, 18.70,"$4,800",CIN,v stl, 7-3,  6.0IP 7H 2R 2ER BB 5K Win 
 Jack Flaherty ^9, 17.65,"$9,000",STL,@ cin, 3-7,  5.0IP 4H 3R 3ER 2BB 8K Loss 
 Jameson Taillon ^0, 16.95,"$7,500",PIT,@ cle, 0-4,  7.0IP 7H 2R 2ER BB 5K Loss 
 Derek Holland ^0, 16.50,"$7,800",SFO,@ sea, 2-3,  6.0IP 3H 2R ER BB 4K HB 
 Charlie Morton ^9, 16.10,"$8,800",HOU,@ col, 2-3,  6.0IP 4H R ER 4BB 5K HB 
 Corey Oswalt ^9, 15.65,"$5,500",NYM,v sdg, 6-4,  5.0IP 3H 2R 2ER 2BB 4K HB Win 
 Martin Perez ^0, 13.50,"$4,400",TEX,v oak, 5-6,  6.0IP 7H R ER 3BB 4K 
 Caleb Ferguson , 12.50,"$5,900",LAD,@ phi, 3-7,  2.0IP 4K 
 Hector Santiago , 12.50,"$5,000",CHW,@ laa, 3-11,  2.0IP 4K 
 C.J. Edwards , 12.50,"$4,000",CHC,v ari, 2-1,  2.0IP 2K Win 
 Mike Leake ^0, 11.85,"$7,000",SEA,v sfo, 3-2,  6.1IP 4H 2R 2ER 2K 
 Luis Cessa ^0, 11.60,"$6,300",NYY,@ tam, 2-3,  5.1IP 4H 2R 2ER 3K Loss 
Jaime Schulz, 11.55,N/A,TAM,v nyy, 3-2,  3.0IP H R ER BB 4K 
 Matt Belisle , 10.70,"$4,000",MIN,@ tor, 12-6(F11),  2.0IP 3H 2K Win 
 Anthony Swarzak ,  9.90,"$4,000",NYM,v sdg, 6-4,  2.0IP H 3K Save 
 Ervin Santana ^0,  9.85,"$7,600",MIN,@ tor, 12-6(F11),  5.0IP 7H 3R 3ER BB 5K HB 
 Wade Davis ,  9.65,"$4,000",COL,v hou, 3-2,  1.0IP BB 2K Win 
 Diego Castillo ,  9.30,"$4,000",TAM,v nyy, 3-2,  2.0IP 2H K Win 
 Chris Hatcher ,  9.00,"$4,000",OAK,@ tex, 6-5,  1.1IP 3K 
 Brad Hand ,  9.00,"$4,000",CLE,v pit, 4-0,  1.1IP 3K Save 
 Jorge Lopez ,  8.75,"$4,000",MIL,v was, 3-7,  3.0IP K 
 Collin McHugh ,  8.70,"$7,000",HOU,@ col, 2-3,  2.0IP 3H R ER 4K BS Loss 
 Glenn Sparkman ,  8.65,"$4,000",KAN,v det, 4-8,  2.1IP H 2K 
 Jaime Garcia ,  8.50,"$6,300",TOR,v min, 6-12(F11),  2.0IP 2K 
 Lou Trivino ,  8.25,"$4,000",OAK,@ tex, 6-5,  1.0IP K Win 
 Edwin Diaz ,  8.25,"$4,000",SEA,v sfo, 3-2,  1.0IP 3K Save 
 Blake Treinen ,  8.25,"$4,000",OAK,@ tex, 6-5,  1.0IP 3K Save 
 Freddy Peralta ^9,  8.10,"$9,500",MIL,v was, 3-7,  6.0IP 4H 7R 7ER 4BB 7K HB Loss 
 Sam Gaviglio ^0,  7.85,"$7,400",TOR,v min, 6-12(F11),  5.0IP 6H 3R 3ER 3BB 4K 
 Alex Colome ,  7.65,"$4,000",SEA,v sfo, 3-2,  1.0IP H K Win 
 Walker Buehler ^9,  6.90,"$8,400",LAD,@ phi, 3-7,  4.2IP 5H 5R 5ER BB 5K Loss 
 Zach Duke ,  6.40,"$4,000",MIN,@ tor, 12-6(F11),  1.1IP H 2K Hold     
 Sergio Romo ,  6.40,"$4,000",TAM,v nyy, 3-2,  1.1IP H 2K Save 
 A.J. Cole ,  6.25,"$5,600",NYY,@ tam, 2-3,  1.0IP 2K 
 Craig Stammen ,  6.25,"$4,000",SDG,@ nym, 4-6,  1.0IP 2K 
 Adam Ottavino ,  6.25,"$4,000",COL,v hou, 3-2,  1.0IP 2K 
 Victor Arano ,  6.25,"$4,000",PHI,v lad, 7-3,  1.0IP 2K Hold     
 Seranthony Dominguez ,  5.80,"$4,000",PHI,v lad, 7-3,  1.1IP 2BB 2K Save 
 Ryne Stanek ^0,  5.65,"$4,100",TAM,v nyy, 3-2,  1.0IP H 2K 
 Cam Bedrosian ,  5.65,"$4,000",LAA,v chw, 11-3,  1.0IP BB 2K 
 Dellin Betances ,  5.65,"$4,000",NYY,@ tam, 2-3,  1.0IP H 2K 
 John Brebbia ,  5.05,"$4,000",STL,@ cin, 3-7,  1.0IP H BB 2K 
 James Shields ^0,  4.40,"$6,000",CHW,@ laa, 3-11,  4.0IP 7H 6R 6ER 3BB 7K HB Loss 
 Austin Brice ,  4.25,"$4,000",CIN,v stl, 7-3,  1.0IP K 
 Ray Black ,  4.25,"$4,000",SFO,@ sea, 2-3,  1.0IP K 
 Phil Maton ,  4.25,"$4,000",SDG,@ nym, 4-6,  1.0IP K 
 Danny Duffy ^0,  4.15,"$7,700",KAN,v det, 4-8,  5.2IP 9H 7R 7ER 2BB 6K Loss 
 Matt Strahm ,  3.65,"$4,400",SDG,@ nym, 4-6,  1.0IP BB K 
 Ryan Pressly ,  3.50,"$4,000",MIN,@ tor, 12-6(F11),  0.2IP K Hold     
 Ryan Tepera ,  3.05,"$4,000",TOR,v min, 6-12(F11),  1.0IP H BB K 
 Tyler Clippard ,  3.05,"$4,000",TOR,v min, 6-12(F11),  1.0IP H BB K 
