Pitchers ,Points,Salary,Team, Opp. ,Score, Stats Summary
 Carlos Carrasco ^0, 38.10,"$11,400",CLE,@ min, 2-0,  7.1IP 4H 10K Win 
 Tommy Milone ^9, 33.95,N/A,WAS,v nym, 5-3,  7.0IP 3H R ER 9K Win 
 Cole Hamels ^8, 29.65,"$7,900",CHC,@ pit, 9-2,  5.0IP 3H R 2BB 9K HB Win 
 Alex Cobb ^0, 23.30,"$4,500",BAL,@ nyy, 7-5,  6.0IP 7H R ER 6K Win 
 Sean Manaea ^0, 21.30,"$8,000",OAK,v tor, 8-3,  6.0IP 5H R ER 2BB 5K Win 
 Chase Anderson ^9, 18.50,"$7,400",MIL,@ lad, 4-6(F10),  6.0IP 3H 2R 2ER 2BB 6K 
 Lance Lynn , 16.75,"$4,500",NYY,v bal, 5-7,  4.1IP 5H 5K 
 Rich Hill ^9, 15.30,"$9,600",LAD,v mil, 6-4(F10),  6.0IP 6H 2R ER BB 4K 
 Jacob Faria , 14.05,"$6,200",TAM,v laa, 7-2,  3.2IP 4H R ER 3BB 4K Win 
 Noah Syndergaard ^9, 13.55,N/A,NYM,@ was, 3-5,  7.0IP 6H 3R 3ER BB 4K Loss 
 Jake Junis ^0, 13.35,"$7,500",KAN,@ chw, 10-5,  5.2IP 6H 4R 4ER 3BB 5K Win 
 Tyler Glasnow ^0, 12.95,"$7,700",TAM,v laa, 7-2,  3.0IP 2H R ER BB 5K 
 Drew VerHagen , 12.95,"$4,000",DET,v cin, 7-4,  3.0IP 3H 2K Win 
 Dallas Keuchel ^0, 12.35,"$8,300",HOU,@ sea, 8-3,  7.0IP 8H 3R 3ER BB 2K Win 
 Adalberto Mejia ^0, 12.25,"$5,400",MIN,v cle, 0-2,  5.0IP H 3BB 2K HB 
 Austin Gomber ,  9.65,"$4,200",STL,v col, 6-3,  1.0IP BB 2K Win 
 Kyle Freeland ^9,  8.80,"$8,600",COL,@ stl, 3-6,  5.1IP 9H 3R 3ER 3BB 5K Loss 
 Daniel Poncedeleon ,  8.65,"$5,100",STL,v col, 6-3,  2.1IP BB 2K 
 Alex McRae ,  7.75,"$4,000",PIT,v chc, 2-9,  3.0IP 3H R ER BB 3K HB 
 Nick Vincent ,  7.15,"$4,000",SEA,v hou, 3-8,  1.2IP H R ER 3K 
 Hector Santiago ,  7.00,"$5,000",CHW,v kan, 5-10,  1.1IP 2K 
 Brad Hand ,  6.55,"$4,000",CLE,@ min, 2-0,  1.2IP H BB 2K Save 
 Brad Peacock ,  6.25,"$5,800",HOU,@ sea, 8-3,  1.0IP 2K 
 Dylan Floro ,  6.25,"$4,000",LAD,v mil, 6-4(F10),  1.0IP Win 
 Lou Trivino ,  5.80,"$4,000",OAK,v tor, 8-3,  1.1IP H BB 2K 
 Gabriel Moya ,  5.65,"$4,000",MIN,v cle, 0-2,  1.0IP H 2K 
 James Pazos ,  5.65,"$4,000",SEA,v hou, 3-8,  1.0IP H 2K 
 Corey Knebel ,  5.65,"$4,000",MIL,@ lad, 4-6(F10),  1.0IP H 2K 
 Bryan Shaw ,  5.65,"$4,000",COL,@ stl, 3-6,  1.0IP H 2K 
 Nick Tropeano ^0,  5.55,"$7,100",LAA,@ tam, 2-7,  5.2IP 7H 4R 4ER 4BB 4K HB Loss 
 Michael Fiers ^0,  5.30,"$7,800",DET,v cin, 7-4,  2.0IP 2H K 
 Sal Romano ^0,  5.20,"$5,200",CIN,@ det, 4-7,  5.1IP 8H 4R 4ER 3K Loss 
 Thyago Vieira ,  5.15,"$4,000",CHW,v kan, 5-10,  1.2IP H K 
 Mike Mayers ,  5.05,"$4,000",STL,v col, 6-3,  1.0IP H R ER BB 3K 
 Will Harris ,  5.05,"$4,000",HOU,@ sea, 8-3,  1.0IP H BB 2K 
 Brian Flynn ,  4.40,"$4,000",KAN,@ chw, 10-5,  1.1IP H K 
 Sergio Romo ,  4.25,"$4,000",TAM,v laa, 7-2,  1.0IP K Hold     
 Jose Alvarado ,  4.25,"$4,000",TAM,v laa, 7-2,  1.0IP K 
 Luke Weaver ^9,  3.80,"$7,000",STL,v col, 6-3,  2.2IP 5H 2R 2ER 2BB 3K 
 Brandon Kintzler ,  3.80,"$4,000",CHC,@ pit, 9-2,  1.1IP H BB K 
 Jose Alvarez ,  3.70,"$4,000",LAA,@ tam, 2-7,  0.2IP 2BB 2K HB 
