Pitchers ,Points,Salary,Team, Opp. ,Score, Stats Summary
 Chris Sale ^0, 33.05,"$13,100",BOS,@ tam, 4-2,  7.2IP 4H 2R ER 2BB 9K HB Win 
 Caleb Smith ^9, 30.00,"$6,400",MIA,@ nym, 5-1,  6.2IP 3H R ER 2BB 8K Win 
 Kevin Gausman ^0, 28.25,"$7,600",BAL,@ chw, 2-3,  6.1IP 9H BB 10K 
 Cole Hamels ^0, 25.55,"$9,200",TEX,v nyy, 6-4,  7.0IP 4H 2R 2ER 2BB 7K HB Win 
 Gerrit Cole ^0, 25.30,"$12,900",HOU,v sfo, 11-2,  6.0IP 4H 2R 2ER 3BB 8K Win 
 Zack Wheeler ^8, 25.30,"$7,200",NYM,v mia, 1-5,  6.0IP 7H 3R ER 9K Loss 
 Trevor Bauer ^9, 24.10,"$11,700",CLE,@ chc, 10-1,  6.0IP 7H 2BB 6K Win 
 Jason Hammel ^9, 23.75,"$4,600",KAN,@ stl, 5-1,  7.0IP 9H R ER 6K HB Win 
 Lance Lynn ^0, 22.80,"$4,500",MIN,v det, 6-0,  6.2IP 5H BB 4K HB E Win 
 Matt Harvey ^8, 22.50,"$5,800",CIN,v pit, 7-2,  6.0IP 3H R ER 2BB 5K Win 
 James Happ ^0, 22.15,"$9,500",TOR,v laa, 5-3,  7.0IP 3H 2R 2ER 3BB 5K Win 
 Brandon McCarthy ^9, 21.15,"$6,200",ATL,@ phi, 3-1,  5.2IP 4H R ER 2BB 5K Win 
 Luke Weaver ^9, 20.95,"$8,500",STL,v kan, 1-5,  7.0IP 7H 3R 3ER BB 8K Loss 
 Eric Lauer ^9, 20.70,"$4,200",SDG,@ was, 1-2,  6.0IP 6H R ER 2BB 7K 
 Vincent Velasquez ^9, 20.35,"$7,500",PHI,v atl, 1-3,  4.1IP 6H 2R ER 3BB 9K Loss 
 Jhoulys Chacin ^9, 19.65,"$6,800",MIL,v ari, 1-0,  5.0IP 2H 4BB 6K 
 James Shields ^0, 16.95,"$5,300",CHW,v bal, 3-2,  7.0IP 5H 2R 2ER 2BB 5K HB 
 Jeremy Hellickson ^9, 16.40,"$8,000",WAS,v sdg, 2-1,  5.1IP 5H R ER BB 5K 
 Matt Koch ^9, 16.40,"$4,800",ARI,@ mil, 0-1,  5.1IP 3H R ER 3BB 5K Loss 
 Mike Leake ^0, 14.80,"$4,400",SEA,@ oak, 3-2(F10),  6.2IP 6H 2R ER 3K HB E 
 Trevor Cahill ^0, 13.55,"$7,400",OAK,v sea, 2-3(F10),  7.0IP 4H 2R 2ER 2BB 3K HB 
 Garrett Richards ^0, 12.45,"$7,800",LAA,@ tor, 3-5,  5.0IP 6H 5R ER 2BB 4K Loss 
 Sean Doolittle , 12.25,"$4,000",WAS,v sdg, 2-1,  1.0IP 3K Win 
 Jameson Taillon ^9, 12.10,"$7,300",PIT,@ cin, 2-7,  6.0IP 8H 6R 6ER BB 8K Loss 
 Chad Bettis ^9, 11.65,"$6,300",COL,@ lad, 3-5,  5.0IP 3H 2R 2ER 3BB 4K 
 Noe Ramirez , 10.50,"$4,000",LAA,@ tor, 3-5,  2.0IP 3K 
 Austin Pruitt , 10.40,"$4,100",TAM,v bos, 2-4,  5.1IP 3H R ER 2BB 2K HB 
 Luis Garcia ,  9.75,"$4,000",PHI,v atl, 1-3,  1.2IP 3K 
 Bruce Rondon ,  9.65,"$4,000",CHW,v bal, 3-2,  1.0IP H 2K Win 
 Justin Hancock ,  9.55,"$4,000",CHC,v cle, 1-10,  3.0IP H BB 2K 
 J.T. Chargois ,  9.05,"$4,000",LAD,v col, 5-3,  1.0IP H R ER BB 3K Win 
 Nick Vincent ,  9.00,"$4,000",SEA,@ oak, 3-2(F10),  1.1IP K Win 
 Matt Albers ,  8.25,"$4,000",MIL,v ari, 1-0,  1.0IP K Win 
 A.J. Cole ,  7.95,"$5,600",NYY,@ tex, 4-6,  1.2IP 3BB 3K 
 Lou Trivino ,  7.65,"$4,000",OAK,v sea, 2-3(F10),  1.0IP BB 3K 
 Blake Treinen ,  7.65,"$4,000",OAK,v sea, 2-3(F10),  1.0IP BB 3K 
 Wander Suero ,  7.15,"$4,000",WAS,v sdg, 2-1,  1.2IP H 2K 
 Josh Hader ,  6.70,"$4,000",MIL,v ari, 1-0,  2.0IP H 2BB 2K Hold     
 Tyler Glasnow ,  6.25,"$8,000",PIT,@ cin, 2-7,  1.0IP 2K 
 Yoshihisa Hirano ,  6.25,"$4,000",ARI,@ mil, 0-1,  1.0IP 2K 
 Edwin Diaz ,  6.25,"$4,000",SEA,@ oak, 3-2(F10),  1.0IP 2K Save 
 Hector Rondon ,  6.25,"$4,000",HOU,v sfo, 11-2,  1.0IP 2K 
 Matt Magill ,  5.65,"$4,000",MIN,v det, 6-0,  1.0IP H 2K 
 Giovanny Gallegos ,  5.30,N/A,NYY,@ tex, 4-6,  2.0IP 2H K 
 Nate Jones ,  5.05,"$4,000",CHW,v bal, 3-2,  1.0IP H BB 2K Save 
 Chasen Shreve ,  4.30,"$4,000",NYY,@ tex, 4-6,  0.2IP 2BB 2K 
 Brad Keller ,  4.25,"$4,000",KAN,@ stl, 5-1,  1.0IP K Hold     
 Craig Stammen ,  4.25,"$4,000",SDG,@ was, 1-2,  1.0IP K 
 Chris Rusin ,  4.25,"$4,000",COL,@ lad, 3-5,  1.0IP K 
 Tyler Clippard ,  4.25,"$4,000",TOR,v laa, 5-3,  1.0IP K Save 
 Tony Cingrani ,  4.25,"$4,000",LAD,v col, 5-3,  1.0IP K Hold     
 Arodys Vizcaino ,  4.25,"$4,000",ATL,@ phi, 3-1,  1.0IP K Save 
 Josh Fields ,  4.25,"$4,000",LAD,v col, 5-3,  1.0IP K Hold     
 Mike Dunn ,  4.25,"$4,000",COL,@ lad, 3-5,  1.0IP K 
 Buck Farmer ,  4.10,"$4,200",DET,@ min, 0-6,  2.0IP 4H 3R 3ER 4K 
 Daniel Winkler ,  3.65,"$4,500",ATL,@ phi, 3-1,  1.0IP H K Hold     
 Tommy Hunter ,  3.65,"$4,000",PHI,v atl, 1-3,  1.0IP H K 
 Zach Duke ,  3.65,"$4,000",MIN,v det, 6-0,  1.0IP H K 
 Kenley Jansen ,  3.65,"$4,000",LAD,v col, 5-3,  1.0IP H K Save 
 Kirby Yates ,  3.65,"$4,000",SDG,@ was, 1-2,  1.0IP H K 
 James Pazos ,  3.65,"$4,000",SEA,@ oak, 3-2(F10),  1.0IP H K 
 Corey Knebel ,  3.65,"$4,000",MIL,v ari, 1-0,  1.0IP BB K Save 
 T.J. McFarland ,  3.65,"$4,000",ARI,@ mil, 0-1,  1.0IP H K 
 Dan Otero ,  3.50,"$4,000",CLE,@ chc, 10-1,  0.2IP K 
 Victor Arano ,  3.50,"$4,000",PHI,v atl, 1-3,  0.2IP K 
 Domingo German ^0,  3.45,"$6,600",NYY,@ tex, 4-6,  3.2IP 4H 6R 6ER 3BB 6K HB Loss 
 Brock Stewart ^9,  3.40,"$4,500",LAD,v col, 5-3,  4.0IP 5H 2R 2ER BB K 
