Pitchers ,Points,Salary,Team, Opp. ,Score, Stats Summary
 Stephen Strasburg ^9, 35.00,"$10,800",WAS,v atl, 4-1,  8.0IP 3H 2BB 8K Win 
 Hyun-Jin Ryu ^9, 32.30,"$6,800",LAD,v oak, 4-0,  6.0IP H BB 8K Win 
 Blake Snell ^0, 31.90,"$7,700",TAM,@ chw, 6-5,  6.0IP H R ER 5BB 10K Win 
 Joey Lucchesi ^9, 30.50,"$5,300",SDG,@ col, 5-2,  6.0IP 4H 2R BB 8K E Win 
 Aaron Nola ^9, 28.40,"$8,200",PHI,v cin, 6-1,  8.0IP 3H R ER 3BB 6K Win 
 Chris Sale ^0, 26.70,"$12,300",BOS,v nyy, 14-1,  6.0IP 8H R ER 8K Win 
 Homer Bailey ^8, 23.70,"$5,400",CIN,@ phi, 1-6,  6.0IP 2H R ER 7K HB 
 Andrew Cashner ^0, 22.95,"$6,100",BAL,v tor, 1-2,  7.0IP 4H 3BB 6K HB 
 Aaron Sanchez ^0, 22.60,"$7,500",TOR,@ bal, 2-1,  8.0IP 3H R ER 5BB 4K HB Win 
 Tyler Skaggs ^0, 21.85,"$7,400",LAA,@ tex, 11-1,  5.0IP 5H R ER 4BB 7K Win 
 Ivan Nova ^9, 20.95,"$6,500",PIT,@ chc, 8-5,  7.0IP 7H 3R 3ER 6K HB Win 
 Tyler Anderson ^9, 20.10,"$7,600",COL,v sdg, 2-5,  6.0IP 7H 2R 2ER 2BB 8K 
 Patrick Corbin ^9, 19.80,"$9,500",ARI,@ sfo, 4-5,  5.1IP 5H 3R 3ER 2BB 9K 
 Matt Boyd ^0, 18.75,N/A,DET,@ cle, 1-2,  7.0IP 3H R ER BB 4K HB 
 Jake Odorizzi ^0, 17.50,"$5,700",MIN,v hou, 4-1,  6.0IP 5H R ER 5BB 4K Win 
 Caleb Smith ^9, 15.65,"$5,100",MIA,v nym, 6-8,  5.0IP 5H 3R 3ER BB 7K 
 Carlos Martinez ^9, 14.10,"$10,100",STL,v mil, 5-3(F11),  6.0IP 6H R ER 2BB 4K HB 
 Collin McHugh , 13.30,"$6,000",HOU,@ min, 1-4,  2.0IP H BB 5K 
 Josh Tomlin ^0, 13.05,N/A,CLE,v det, 2-1,  5.0IP 4H 2BB 3K HB 
 Felix Hernandez ^0, 12.55,"$7,900",SEA,@ kan, 8-3,  5.2IP 6H 3R 3ER BB 3K Win 
 Sean Manaea ^9, 12.45,"$7,800",OAK,@ lad, 0-4,  5.0IP 7H 2R 2ER BB 5K Loss 
Jacob deGrom^8, 12.10,"$12,400",NYM,@ mia, 8-6,  6.0IP 7H 4R 4ER BB 6K HB 
 Daniel Coulombe , 10.50,"$4,000",OAK,@ lad, 0-4,  2.0IP 3K 
 Brent Suter ^9, 10.40,"$6,400",MIL,@ stl, 3-5(F11),  5.1IP 4H R ER BB 2K HB 
 Dominic Leone , 10.25,"$4,000",STL,v mil, 5-3(F11),  1.0IP 2K Win 
 Reyes Moronta ,  9.90,"$4,000",SFO,v ari, 5-4,  2.0IP BB 3K 
 Tyler Chatwood ^9,  9.25,"$10,400",CHC,v pit, 5-8,  5.0IP 9H 5R 5ER BB 7K Loss 
 Mike Foltynewicz ^9,  9.05,"$6,600",ATL,@ was, 1-4,  5.0IP 5H 3R 2ER 2BB 3K Loss 
 Hansel Robles ,  9.05,"$4,000",NYM,@ mia, 8-6,  1.0IP H BB 2K Win 
 Dallas Keuchel ^0,  9.00,"$9,100",HOU,@ min, 1-4,  4.0IP 6H 3R 3ER 4BB 6K Loss 
 Eduardo Paredes ,  8.50,"$4,000",LAA,@ tex, 11-1,  2.0IP 2K 
 Edwin Diaz ,  8.25,"$4,000",SEA,@ kan, 8-3,  1.0IP 3K 
 Drew Steckenrider ,  8.25,"$4,000",MIA,v nym, 6-8,  1.0IP 3K 
 Andrew Miller ,  8.25,N/A,CLE,v det, 2-1,  1.0IP K Win 
 Bartolo Colon ,  7.55,"$4,700",TEX,v laa, 1-11,  3.0IP 2H R ER 2K 
 Brian Johnson ,  7.30,"$6,400",BOS,v nyy, 14-1,  2.0IP H BB 2K 
 Chasen Shreve ,  7.20,"$4,000",NYY,@ bos, 1-14,  1.1IP H 4R BB 3K HB 
 Jordan Hicks ,  6.70,"$4,000",STL,v mil, 5-3(F11),  2.0IP H 2BB 2K 
 Luis Severino ^0,  6.65,"$10,500",NYY,@ bos, 1-14,  5.0IP 8H 5R 5ER 3BB 6K Loss 
 Taylor Williams ,  6.40,"$4,000",MIL,@ stl, 3-5(F11),  1.1IP R ER BB 3K 
 Hoby Milner ,  6.25,"$4,000",PHI,v cin, 6-1,  1.0IP 2K 
 Brian Flynn ,  6.05,"$4,000",KAN,v sea, 3-8,  2.1IP 2H K 
 Dan Altavilla ,  5.80,"$4,000",SEA,@ kan, 8-3,  1.1IP H BB 2K 
 Scott Oberg ,  5.65,"$4,000",COL,v sdg, 2-5,  1.0IP 2K HB 
 Cory Gearrin ,  5.65,"$4,000",SFO,v ari, 5-4,  1.0IP BB 2K 
 Tyler Beede ^9,  5.60,N/A,SFO,v ari, 5-4,  4.0IP 3H 2R 2ER 5BB 3K HB 
 Aaron Bummer ,  5.50,"$4,000",CHW,v tam, 5-6,  0.2IP 2K 
 Luke Bard ,  5.30,"$4,000",LAA,@ tex, 11-1,  2.0IP 2H K 
 Fernando Salas ,  5.15,"$4,000",ARI,@ sfo, 4-5,  1.2IP H K 
 Shane Carle ,  5.05,"$4,000",ATL,@ was, 1-4,  1.0IP 2H R 2K E 
 Hector Santiago ,  5.00,"$5,000",CHW,v tam, 5-6,  2.2IP 3H R ER 2BB 2K 
 Carson Fulmer ^0,  4.70,"$6,900",CHW,v tam, 5-6,  4.2IP 5H 4R 3ER 6BB 4K 2HB Loss 
 Andrew Chafin ,  4.45,"$4,000",ARI,@ sfo, 4-5,  1.0IP H R 2BB 2K 
 Luis Cessa ,  4.25,"$4,800",NYY,@ bos, 1-14,  1.0IP K 
 Kazuhisa Makita ,  4.25,"$4,000",SDG,@ col, 5-2,  1.0IP K Hold     
 Tony Watson ,  4.25,"$4,000",SFO,v ari, 5-4,  1.0IP K 
 Hector Rondon ,  4.25,"$4,000",HOU,@ min, 1-4,  1.0IP K 
 Brian Duensing ,  4.25,"$4,000",CHC,v pit, 5-8,  1.0IP K 
 Jeurys Familia ,  4.25,"$4,000",NYM,@ mia, 8-6,  1.0IP K Save 
 Jose Ramirez ,  4.25,"$4,000",ATL,@ was, 1-4,  1.0IP K 
 Cody Allen ,  4.25,N/A,CLE,v det, 2-1,  1.0IP K Save 
 Felipe Vazquez ,  3.80,"$4,000",PIT,@ chc, 8-5,  1.1IP H BB K Save 
 Matt Andriese ,  3.65,"$4,900",TAM,@ chw, 6-5,  1.0IP H K 
 Fernando Rodney ,  3.65,"$4,000",MIN,v hou, 4-1,  1.0IP H K Save 
 Chris Hatcher ,  3.65,"$4,000",OAK,@ lad, 0-4,  1.0IP H K 
 James Pazos ,  3.65,"$4,000",SEA,@ kan, 8-3,  1.0IP K HB 
 Burch Smith ,  3.65,"$4,000",KAN,v sea, 3-8,  1.0IP BB K 
 Hunter Strickland ,  3.65,"$4,000",SFO,v ari, 5-4,  1.0IP H R ER BS Win 
 Tony Cingrani ,  3.65,"$4,000",LAD,v oak, 4-0,  1.0IP H K 
 A.J. Minter ,  3.65,"$4,000",ATL,@ was, 1-4,  1.0IP H K 
 Alex Wilson ,  3.65,N/A,DET,@ cle, 1-2,  1.0IP H R ER 2K Loss 
 Robbie Erlin ,  3.50,"$4,600",SDG,@ col, 5-2,  0.2IP K Hold     
