Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%
Dallas Keuchel,$8.2K,L,HOU,SP,@ CLE,,,,,-400,1,7.5,125,3.47,0.28,2,0.642,,0.800,0.00,7,0.330,,0.133,5.40,1,5.71,0.00,0.50,0.399,4.20,0.00,0.00,17.66,2.15,3,0.361,,0.000,0.00,6,0.318,,0.087,9.70,2,2.67,0.00,0.09,0.332,6.50,0.00,0.00,3,0.335,,0.316,2.90,6,0.308,,0.110,9.60,5,2.38,0.00,0.17,0.317,7.40,0.00,0.00,3,0.329,,0.177,2.30,6,0.306,,0.170,8.20,33,3.08,0.00,0.17,0.314,6.20,0.00,0.00
Max Scherzer,$14.0K,R,WAS,SP,@ MIA,,,,,2000, ,7.0,-253,4.39,-0.06,2,0.304,,0.251,9.00,7,0.255,,0.100,7.70,1,1.43,0.00,0.33,0.266,8.00,0.00,0.00,29.25,2.09,5,0.309,,0.118,1.80,4,0.198,,0.048,4.50,2,4.90,0.00,0.00,0.260,3.00,0.00,0.00,5,0.343,,0.185,5.20,4,0.259,,0.111,3.80,5,3.87,0.00,0.20,0.306,4.60,0.00,0.00,5,0.324,,0.191,4.40,4,0.319,,0.190,4.80,27,4.06,0.00,0.27,0.322,4.60,0.00,0.00
Sergio Romo,$4.0K,R,TBR,SP,BAL,,,,,-1500, ,8.5,-160,4.74,0.14,1,0.000,,0.000,0.00,8,0.154,,0.000,25.70,2,1.24,0.00,0.00,0.000,0.00,0.00,0.00,8.32,2.08,2,0.292,,0.286,3.80,7,0.255,,0.100,4.50,2,3.79,0.00,0.14,0.263,4.30,0.00,0.00,2,0.283,,0.200,1.60,7,0.277,,0.213,4.50,5,4.16,0.00,0.32,0.278,3.90,0.00,0.00,2,0.223,,0.107,2.60,7,0.289,,0.140,6.30,32,4.32,0.00,0.30,0.274,5.50,0.00,0.00
Luis Severino,$11.2K,R,NYY,SP,LAA,,,,,900,-1,9.0,-236,5.55,0.7,2,0.456,,0.112,3.00,7,0.327,,0.143,6.00,1,4.00,0.00,0.00,0.356,5.30,0.00,0.00,23.07,2.06,2,0.307,,0.273,18.00,7,0.147,,0.056,12.90,1,0.67,0.00,0.33,0.183,14.00,0.00,0.00,2,0.327,,0.263,9.40,7,0.134,,0.052,12.70,3,0.50,0.00,0.30,0.177,11.90,0.00,0.00,2,0.288,,0.179,6.10,7,0.188,,0.096,7.80,38,1.80,0.00,0.16,0.210,7.40,0.00,0.00
Michael Fiers,$6.1K,R,DET,SP,CHW,,,,, ,-2,9.0,-107,4.57, ,5,0.334,,0.428,0.00,4,0.540,,0.538,3.60,1,5.27,0.00,0.67,0.426,1.60,0.00,0.00,12.2,2,1,0.000,,0.000,2.60,8,0.126,,0.001,18.50,4,2.11,0.00,0.00,0.112,16.80,0.00,0.00,1,0.285,,0.091,3.80,8,0.268,,0.206,12.30,10,1.88,0.00,0.17,0.270,11.40,0.00,0.00,1,0.352,,0.168,3.20,8,0.274,,0.190,9.80,72,3.01,0.00,0.24,0.283,9.00,0.00,0.00
Eric Skoglund,$4.8K,L,KCR,SP,@ TEX,,,,,-1000,-1,9.5,126,4.39,-0.19,5,0.000,,0.000,0.00,4,0.592,,0.579,5.40,1,5.26,0.00,0.25,0.263,2.40,0.00,0.00,9.4,1.96,2,0.366,,0.056,4.50,7,0.260,,0.071,5.20,2,3.37,0.00,0.00,0.284,5.10,0.00,0.00,2,0.297,,0.122,4.50,7,0.229,,0.070,6.60,5,2.41,0.00,0.06,0.244,6.10,0.00,0.00,2,0.280,,0.157,5.50,7,0.246,,0.106,6.30,39,2.83,0.00,0.20,0.254,6.10,0.00,0.00
Jose Urena,$4.9K,R,MIA,SP,WAS,,,,,-1600,4,7.0,221,2.61,0.06,4,0.339,,-0.028,1.50,5,0.000,,0.000,1.50,1,6.01,0.00,0.00,0.151,1.50,0.00,0.00,9.58,1.96,5,0.309,,0.286,2.50,4,0.360,,0.350,3.30,2,4.19,0.00,0.33,0.332,2.80,0.00,0.00,5,0.412,,0.362,3.10,4,0.280,,0.263,3.10,5,3.85,0.00,0.30,0.353,3.10,0.00,0.00,5,0.351,,0.228,3.80,4,0.346,,0.210,4.30,37,3.90,0.00,0.27,0.349,4.00,0.00,0.00
James Paxton,$11.9K,L,SEA,SP,MIN,,,,,2200,-3,7.0,-165,3.93,-0.05,2,0.000,,0.000,2.00,7,0.184,,0.167,6.00,1,2.54,0.00,0.13,0.143,5.10,0.00,0.00,22.75,1.91,5,0.000,,0.000,0.70,4,0.423,,0.295,4.40,2,4.51,0.00,0.18,0.188,2.40,0.00,0.00,5,0.316,,0.231,0.90,4,0.328,,0.211,6.70,5,3.78,0.00,0.22,0.321,3.50,0.00,0.00,5,0.336,,0.125,1.00,4,0.379,,0.216,6.90,13,4.35,0.00,0.17,0.355,3.60,0.00,0.00
Sal Romano,$4.0K,R,CIN,SP,@ COL,,,,,-1500, ,11.5,174,4.74,0.07,4,0.677,,0.591,1.80,5,0.115,,0.000,9.00,1,4.87,0.00,1.00,0.365,5.80,0.00,0.00,7.51,1.88,4,0.288,,0.088,3.00,5,0.160,,0.091,2.20,2,5.33,0.00,0.25,0.217,2.60,0.00,0.00,4,0.310,,0.118,2.60,5,0.217,,0.106,4.30,5,3.90,0.00,0.11,0.258,3.60,0.00,0.00,4,0.319,,0.177,2.60,5,0.298,,0.156,4.20,41,4.35,0.00,0.19,0.307,3.50,0.00,0.00
Reynaldo Lopez,$7.5K,R,CHW,SP,@ DET,,,,,1100,-7,9.0,-106,4.43, ,4,0.098,,0.000,3.40,5,0.148,,0.084,5.60,1,3.22,0.00,0.00,0.126,4.60,0.00,0.00,13.88,1.85,2,0.000,,0.000,1.20,7,0.223,,0.146,6.00,2,2.99,0.00,0.15,0.173,4.90,0.00,0.00,2,0.000,,0.000,0.60,7,0.179,,0.090,9.60,4,2.00,0.00,0.10,0.139,7.60,0.00,0.00,2,0.293,,0.105,1.70,7,0.252,,0.113,9.80,32,2.61,0.00,0.13,0.261,8.00,0.00,0.00
Derek Holland,$5.0K,L,SFG,SP,@ CHC,,,,,-2300,7,10.5,214,3.97,3.97,1,0.000,,0.000,0.00,8,0.478,,0.375,4.50,1,4.67,0.00,0.14,0.425,4.00,0.00,0.00,9.09,1.82,4,0.685,,0.503,2.50,5,0.304,,0.105,7.60,2,5.10,0.00,0.33,0.473,5.40,0.00,0.00,4,0.443,,0.284,3.20,5,0.306,,0.191,4.00,5,4.78,0.00,0.19,0.367,3.70,0.00,0.00,4,0.358,,0.203,3.60,5,0.318,,0.167,3.80,25,4.50,0.00,0.19,0.336,3.70,0.00,0.00
Zach Eflin,$7.9K,R,PHI,SP,TOR,,,,,-100, ,9.0,-101,4.43,-0.31,3,0.436,,0.250,0.00,6,0.163,,0.000,8.60,1,5.21,0.00,0.00,0.254,5.70,0.00,0.00,14.16,1.79,4,0.366,,0.261,2.70,5,0.286,,0.236,4.50,2,4.42,0.00,0.11,0.322,3.70,0.00,0.00,4,0.356,,0.257,1.50,5,0.266,,0.153,3.40,5,4.93,0.00,0.19,0.306,2.60,0.00,0.00,4,0.340,,0.227,2.40,5,0.264,,0.126,4.20,16,4.65,0.00,0.17,0.298,3.40,0.00,0.00
Clayton Richard,$6.4K,L,SDP,SP,@ LAD,,,,,-700,4,7.0,168,2.93,-0.15,1,0.125,,0.000,0.00,8,0.315,,0.150,2.50,1,5.43,0.00,0.00,0.294,2.30,0.00,0.00,11.09,1.73,1,0.103,,0.084,0.00,8,0.365,,0.243,7.40,2,4.27,0.00,0.09,0.336,6.60,0.00,0.00,1,0.215,,0.100,0.40,8,0.374,,0.272,6.80,5,4.58,0.00,0.16,0.356,6.10,0.00,0.00,1,0.287,,0.144,1.20,8,0.391,,0.271,6.60,37,4.62,0.00,0.24,0.379,6.00,0.00,0.00
Patrick Corbin,$9.7K,L,ARI,SP,@ OAK,,,,,400, ,7.5,121,3.5,0.2,1,0.471,,0.381,7.10,8,0.227,,0.000,3.50,1,3.86,0.00,0.25,0.254,3.90,0.00,0.00,16.68,1.72,3,0.436,,0.250,0.00,6,0.163,,0.000,8.60,1,5.21,0.00,0.00,0.254,5.70,0.00,0.00,3,0.284,,0.250,3.80,6,0.191,,0.024,5.50,3,3.46,0.00,0.07,0.222,4.90,0.00,0.00,3,0.367,,0.264,3.00,6,0.313,,0.154,2.70,14,4.36,0.00,0.22,0.331,2.80,0.00,0.00
Julio Teheran,$6.9K,R,ATL,SP,@ BOS,,,,,1200,-9,10.5,168,4.39,0.37,5,0.763,,0.833,1.80,4,0.364,,0.222,5.40,1,4.63,0.00,0.33,0.586,3.40,0.00,0.00,11.84,1.72,1,0.088,,0.000,0.60,8,0.268,,0.114,6.60,2,4.08,0.00,0.00,0.248,5.90,0.00,0.00,1,0.198,,0.037,1.90,8,0.320,,0.129,6.00,5,4.22,0.00,0.08,0.306,5.50,0.00,0.00,1,0.281,,0.065,2.90,8,0.371,,0.208,4.50,40,4.55,0.00,0.26,0.361,4.40,0.00,0.00
Fernando Romero,$7.7K,R,MIN,SP,@ SEA,,,,,1400,-9,7.0,148,3.07,0.05,2,0.174,,0.000,1.80,7,0.386,,0.445,1.80,1,5.63,0.00,0.17,0.339,1.80,0.00,0.00,12.84,1.67,1,0.411,,0.306,4.00,8,0.252,,0.056,7.30,2,2.91,0.00,0.17,0.270,6.90,0.00,0.00,1,0.320,,0.199,2.50,8,0.296,,0.154,7.60,5,3.27,0.00,0.23,0.299,7.10,0.00,0.00,1,0.267,,0.147,2.70,8,0.324,,0.180,7.00,41,3.49,0.00,0.23,0.318,6.50,0.00,0.00
Jon Gray,$7.4K,R,COL,SP,CIN,,,,,400,-2,11.5,-196,6.76,0.43,6,0.679,,0.375,5.60,3,0.322,,0.084,5.60,1,4.06,0.00,0.00,0.560,5.60,0.00,0.00,12.28,1.66,5,0.425,,0.176,1.80,4,0.375,,0.357,7.20,1,5.69,0.00,0.50,0.403,4.20,0.00,0.00,5,0.295,,0.167,4.30,4,0.277,,0.203,4.30,4,4.23,0.00,0.27,0.287,4.30,0.00,0.00,5,0.332,,0.199,3.90,4,0.315,,0.176,4.10,39,4.13,0.00,0.21,0.324,4.00,0.00,0.00
Andrew Heaney,$7.0K,L,LAA,SP,@ NYY,,,,,-900,5,9.0,206,3.45,0.3,2,0.000,,0.000,1.50,7,0.313,,0.166,9.00,1,4.52,0.00,0.50,0.243,7.30,0.00,0.00,11.37,1.62,2,0.175,,0.000,3.60,7,0.334,,0.218,3.60,2,4.58,0.00,0.13,0.299,3.60,0.00,0.00,2,0.144,,0.000,4.70,7,0.354,,0.159,4.70,4,4.02,0.00,0.09,0.307,4.70,0.00,0.00,2,0.144,,0.000,4.70,7,0.354,,0.159,4.70,4,4.02,0.00,0.09,0.307,4.70,0.00,0.00
