Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%
David Price,$8.3K,L,BOS,SP,LAA,,,,,-100,1,10.0,-161,5.58, ,0,0.577,,0.625,1.50,9,0.316,,0.250,3.00,1,4.72,0.00,0.25,0.316,3.00,0.00,0.00,17.77,2.14,0,0.451,,0.334,2.80,9,0.226,,0.114,4.20,1,3.29,0.00,0.14,0.226,4.20,0.00,0.00,0,0.380,,0.263,2.20,9,0.270,,0.134,6.10,3,3.18,0.00,0.14,0.270,6.10,0.00,0.00,0,0.258,,0.082,1.60,9,0.298,,0.152,8.40,26,3.50,0.00,0.14,0.298,8.40,0.00,0.00
Corey Kluber,$12.9K,R,CLE,SP,@ STL,,,,,1100,1,8.0,-169,4.51,0.26,2,0.120,,0.000,6.40,7,0.000,,0.000,2.60,1,2.19,0.00,0.00,0.027,3.40,0.00,0.00,27.24,2.11,2,0.247,,0.166,7.70,7,0.136,,0.200,5.10,1,3.15,0.00,0.29,0.161,5.70,0.00,0.00,2,0.204,,0.115,5.80,7,0.205,,0.111,5.50,4,2.29,0.00,0.18,0.205,5.50,0.00,0.00,2,0.255,,0.141,5.40,7,0.238,,0.135,6.50,42,2.22,0.00,0.25,0.242,6.20,0.00,0.00
Chad Kuhl,$7.7K,R,PIT,SP,@ NYM,,,,,-100,2,8.0,-107,3.93,0.12,5,0.759,,0.800,9.00,4,0.939,,0.833,0.00,1,4.02,0.00,0.50,0.839,5.00,0.00,0.00,15.68,2.04,5,0.399,,0.360,36.00,4,0.540,,0.174,0.00,1,3.86,0.00,0.22,0.462,20.00,0.00,0.00,5,0.330,,0.211,9.60,4,0.437,,0.140,3.40,3,3.77,0.00,0.18,0.378,6.90,0.00,0.00,5,0.375,,0.241,4.80,4,0.314,,0.130,4.20,43,3.93,0.00,0.19,0.348,4.50,0.00,0.00
Zack Godley,$9.2K,R,ARI,SP,@ MIA,,,,,1000,-3,8.0,-159,4.45,-0.32,3,0.175,,0.000,4.50,6,0.318,,0.111,3.00,1,5.28,0.00,0.00,0.270,3.50,0.00,0.00,18.6,2.02,3,0.275,,0.182,10.50,6,0.303,,0.091,9.00,1,4.05,0.00,0.14,0.294,9.50,0.00,0.00,3,0.372,,0.191,5.30,6,0.305,,0.164,8.40,4,3.59,0.00,0.27,0.327,7.40,0.00,0.00,3,0.303,,0.133,4.90,6,0.303,,0.160,5.50,38,3.64,0.00,0.23,0.303,5.30,0.00,0.00
Jon Lester,$8.7K,L,CHC,SP,@ LAD,,,,,-400,1,7.5,133,3.4,0.03,2,0.484,,0.334,0.00,7,0.219,,0.045,1.30,1,6.71,0.00,0.00,0.278,1.00,0.00,0.00,17.52,2.01,2,0.569,,0.667,1.30,7,0.236,,0.091,3.90,1,5.67,0.00,0.22,0.310,3.30,0.00,0.00,2,0.330,,0.369,2.70,7,0.233,,0.097,4.70,4,4.14,0.00,0.18,0.255,4.20,0.00,0.00,2,0.248,,0.129,2.80,7,0.320,,0.168,6.30,45,3.73,0.00,0.20,0.304,5.50,0.00,0.00
Jakob Junis,$7.1K,R,KCR,SP,@ MIL,,,,,-400,5,8.0,185,3.22,-0.16,4,0.450,,0.272,3.00,5,0.190,,0.000,3.00,1,5.71,0.00,0.17,0.306,3.00,0.00,0.00,14.19,2,4,0.383,,0.158,3.00,5,0.377,,0.360,7.50,1,5.54,0.00,0.23,0.380,5.50,0.00,0.00,4,0.336,,0.150,4.50,5,0.392,,0.288,5.90,3,3.91,0.00,0.26,0.367,5.30,0.00,0.00,4,0.328,,0.173,3.80,5,0.325,,0.207,5.10,32,3.67,0.00,0.20,0.326,4.50,0.00,0.00
Max Scherzer,$14.4K,R,WAS,SP,@ TBR,,,,,2200, ,7.0,-183,4.05,-0.16,4,0.442,,0.400,5.10,5,0.206,,0.250,6.40,1,1.70,0.00,0.29,0.311,5.90,0.00,0.00,28.46,1.98,4,0.288,,0.182,5.50,5,0.272,,0.269,7.60,2,1.27,0.00,0.30,0.279,6.70,0.00,0.00,4,0.292,,0.184,4.50,5,0.177,,0.129,8.80,5,1.20,0.00,0.25,0.228,6.90,0.00,0.00,4,0.294,,0.183,5.80,5,0.194,,0.102,7.80,44,1.79,0.00,0.17,0.238,6.90,0.00,0.00
Luis Severino,$13.1K,R,NYY,SP,@ PHI,,,,,2500,-1,7.5,-203,4.46,-0.07,5,0.334,,0.214,6.90,4,0.515,,0.223,1.70,1,3.52,0.00,0.20,0.414,4.60,0.00,0.00,25.67,1.96,5,0.310,,0.136,4.80,4,0.249,,0.077,4.80,2,2.78,0.00,0.13,0.283,4.80,0.00,0.00,5,0.224,,0.064,5.40,4,0.248,,0.118,9.60,4,2.04,0.00,0.17,0.235,7.30,0.00,0.00,5,0.279,,0.149,5.40,4,0.251,,0.110,6.60,44,2.78,0.00,0.20,0.267,5.90,0.00,0.00
Ross Stripling,$10.5K,R,LAD,SP,CHC,,,,,1200, ,7.5,-150,4.1,-0.03,6,0.389,,0.307,6.00,3,0.387,,0.181,4.50,1,2.04,0.00,0.20,0.388,5.50,0.00,0.00,20.09,1.91,6,0.355,,0.308,13.50,3,0.245,,0.095,6.00,1,2.27,0.00,0.18,0.318,11.00,0.00,0.00,6,0.318,,0.258,7.80,3,0.177,,0.061,5.20,4,2.08,0.00,0.21,0.271,6.90,0.00,0.00,6,0.254,,0.117,5.70,3,0.304,,0.162,6.20,64,2.85,0.00,0.22,0.271,5.90,0.00,0.00
Reynaldo Lopez,$6.3K,R,CHW,SP,MIN,,,,,-400,1,8.5,118,3.99,-0.36,7,0.433,,0.333,8.80,2,0.430,,0.142,4.40,1,4.23,0.00,0.33,0.432,7.80,0.00,0.00,11.73,1.86,7,0.360,,0.175,13.20,2,0.451,,0.211,6.60,1,4.26,0.00,0.22,0.380,11.70,0.00,0.00,7,0.334,,0.121,10.20,2,0.357,,0.147,5.10,3,4.49,0.00,0.09,0.339,9.00,0.00,0.00,7,0.333,,0.190,3.20,2,0.287,,0.129,4.20,20,4.64,0.00,0.15,0.323,3.40,0.00,0.00
Charlie Morton,$12.0K,R,HOU,SP,TOR,,,,,2000,1,8.0,-227,4.88,-0.52,3,0.352,,0.111,4.50,6,0.106,,0.000,1.50,1,5.55,0.00,0.00,0.188,2.50,0.00,0.00,21.59,1.8,3,0.377,,0.143,9.00,6,0.157,,0.000,10.50,1,4.31,0.00,0.00,0.230,10.00,0.00,0.00,3,0.435,,0.314,9.30,6,0.263,,0.096,5.80,4,3.68,0.00,0.31,0.320,6.90,0.00,0.00,3,0.269,,0.130,6.90,6,0.326,,0.178,4.50,38,3.36,0.00,0.23,0.307,5.30,0.00,0.00
Nathan Eovaldi,$6.0K,R,TBR,SP,WAS,,,,,300,-4,7.0,167,2.95,0.16,5,0.126,,0.000,1.50,4,0.607,,0.765,6.00,1,3.18,0.00,0.80,0.340,3.50,0.00,0.00,10.76,1.79,5,0.324,,0.190,1.40,4,0.404,,0.446,5.50,2,3.33,0.00,0.50,0.360,3.20,0.00,0.00,5,0.293,,0.196,1.60,4,0.292,,0.321,5.00,5,3.51,0.00,0.38,0.293,3.10,0.00,0.00,5,0.293,,0.196,1.60,4,0.292,,0.321,5.00,5,3.51,0.00,0.38,0.293,3.10,0.00,0.00
Kevin Gausman,$7.5K,R,BAL,SP,SEA,,,,,300,-1,8.0,128,3.67,-0.2,4,0.367,,0.000,0.00,5,0.304,,0.267,4.50,1,5.96,0.00,0.25,0.332,2.50,0.00,0.00,13.38,1.78,4,0.237,,0.000,3.20,5,0.395,,0.343,4.80,2,4.54,0.00,0.20,0.325,4.10,0.00,0.00,4,0.326,,0.114,4.40,5,0.408,,0.350,5.60,4,3.48,0.00,0.36,0.372,5.10,0.00,0.00,4,0.341,,0.167,4.10,5,0.355,,0.199,5.40,46,3.74,0.00,0.26,0.349,4.80,0.00,0.00
Frankie Montas,$7.6K,R,OAK,SP,@ DET,,,,,-1000,7,9.0,-127,4.7,0.12,5,0.292,,0.100,4.30,4,0.222,,-0.017,4.30,1,4.38,0.00,0.00,0.261,4.30,0.00,0.00,13.5,1.78,5,0.488,,0.333,2.40,4,0.319,,0.059,3.20,2,5.65,0.00,0.33,0.413,2.70,0.00,0.00,5,0.363,,0.229,1.70,4,0.290,,0.046,3.10,4,5.04,0.00,0.14,0.331,2.30,0.00,0.00,5,0.411,,0.298,3.10,4,0.315,,0.099,5.40,28,4.17,0.00,0.27,0.368,4.10,0.00,0.00
Anibal Sanchez,$7.8K,R,ATL,SP,CIN,,,,,700,-5,9.0,-136,4.8,-0.05,5,0.652,,0.500,3.60,4,0.201,,0.083,9.00,1,3.76,0.00,0.17,0.452,6.00,0.00,0.00,13.72,1.76,5,0.326,,0.200,3.80,4,0.244,,0.111,6.00,2,3.06,0.00,0.09,0.290,4.80,0.00,0.00,5,0.360,,0.325,3.80,4,0.240,,0.153,4.20,5,3.66,0.00,0.22,0.307,4.00,0.00,0.00,5,0.349,,0.218,5.00,4,0.366,,0.221,5.00,34,3.45,0.00,0.28,0.357,5.00,0.00,0.00
Blaine Hardy,$6.6K,L,DET,SP,OAK,,,,,700,-5,9.0,111,4.3,-0.12,1,0.522,,0.000,0.00,8,0.879,,0.000,0.00,1,8.59,0.00,0.00,0.839,0.00,0.00,0.00,11.38,1.72,1,0.112,,0.000,1.60,8,0.344,,0.134,4.80,3,4.11,0.00,0.13,0.318,4.50,0.00,0.00,1,0.258,,0.174,0.80,8,0.322,,0.133,4.30,5,4.63,0.00,0.13,0.315,3.90,0.00,0.00,1,0.302,,0.227,1.90,8,0.351,,0.150,5.90,45,4.08,0.00,0.16,0.346,5.40,0.00,0.00
Carlos Martinez,$8.0K,R,STL,SP,CLE,,,,,1500,-11,8.0,149,3.49,0.24,7,0.292,,0.083,4.50,2,0.788,,0.625,2.20,1,5.02,0.00,0.17,0.402,4.00,0.00,0.00,13.52,1.69,7,0.320,,0.053,3.00,2,0.608,,0.470,5.00,2,5.18,0.00,0.33,0.384,3.40,0.00,0.00,7,0.384,,0.086,3.90,2,0.480,,0.258,6.10,4,5.47,0.00,0.29,0.405,4.40,0.00,0.00,7,0.326,,0.150,4.40,2,0.279,,0.139,5.40,42,3.73,0.00,0.23,0.316,4.60,0.00,0.00
James Paxton,$12.5K,L,SEA,SP,@ BAL,,,,,2900,-1,8.0,-145,4.33,-0.3,1,0.261,,0.000,5.40,8,0.492,,0.412,10.80,1,2.62,0.00,0.67,0.466,10.20,0.00,0.00,19.99,1.6,1,0.323,,0.000,6.30,8,0.494,,0.400,10.10,2,2.97,0.00,0.60,0.475,9.70,0.00,0.00,1,0.293,,0.035,4.10,8,0.366,,0.244,7.50,5,2.91,0.00,0.23,0.358,7.20,0.00,0.00,1,0.301,,0.108,2.00,8,0.264,,0.128,9.60,38,2.58,0.00,0.15,0.268,8.80,0.00,0.00
Tyson Ross,$8.5K,R,SDP,SP,@ TEX,,,,,1100,-6,10.5,107,5.07,0.01,5,0.284,,0.133,2.60,4,0.125,,0.000,1.30,1,5.16,0.00,0.00,0.213,2.00,0.00,0.00,13.45,1.58,5,0.304,,0.207,4.20,4,0.148,,0.000,0.70,2,4.65,0.00,0.13,0.235,2.60,0.00,0.00,5,0.367,,0.217,3.50,4,0.259,,0.137,3.20,5,4.15,0.00,0.20,0.319,3.40,0.00,0.00,5,0.347,,0.164,3.70,4,0.299,,0.143,4.40,27,4.27,0.00,0.17,0.326,4.00,0.00,0.00
Derek Holland,$7.4K,L,SFG,SP,COL,,,,,500,-2,8.5,-137,4.55,0.07,3,0.137,,0.000,0.00,6,0.379,,0.106,10.50,1,3.41,0.00,0.00,0.298,7.00,0.00,0.00,11.26,1.52,3,0.086,,0.000,1.50,6,0.421,,0.287,19.50,1,2.57,0.00,0.25,0.309,13.50,0.00,0.00,3,0.149,,0.000,0.90,6,0.406,,0.211,9.40,4,3.72,0.00,0.18,0.320,6.60,0.00,0.00,3,0.273,,0.122,1.10,6,0.392,,0.258,6.90,42,4.48,0.00,0.23,0.352,5.00,0.00,0.00
