Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%
Luis Castillo,$5.5K,R,CIN,SP,CHW,,,,,-1600,5,9.0,-190,5.25,-0.21,4,0.289,,0.000,9.00,5,0.440,,0.000,0.00,1,4.19,3.99,0.00,0.373,4.00,0.00,0.00,18.47,3.36,4,0.356,,0.182,4.90,5,0.235,,0.000,3.90,2,3.97,3.98,0.50,0.289,4.30,0.00,0.00,4,0.378,,0.237,4.50,5,0.311,,0.227,4.90,4,3.59,4.22,0.42,0.341,4.70,0.00,0.00,4,0.326,,0.217,4.10,5,0.298,,0.155,5.60,31,3.62,3.81,0.30,0.310,4.90,0.00,0.00
Wei-Yin Chen,$4.2K,L,MIA,SP,TBR,,,,,-1700,1,7.5,114,3.56, ,1,0.000,,0.000,6.00,8,0.364,,0.072,1.50,1,3.44,3.48,0.00,0.324,2.00,0.00,0.00,12.91,3.07,1,0.164,,0.077,4.50,8,0.446,,0.178,2.70,2,3.95,4.12,0.20,0.415,2.90,0.00,0.00,1,0.118,,0.062,1.90,8,0.404,,0.177,4.50,5,4.33,5.18,0.17,0.372,4.20,0.00,0.00,1,0.241,,0.141,2.20,8,0.357,,0.213,4.70,21,4.21,5.32,0.18,0.344,4.40,0.00,0.00
Ryan Borucki,$4.3K,L,TOR,SP,DET,,,,,-1300,-1,9.5,-133,5.04,-0.21,0,0.355,,0.167,1.50,9,0.351,,0.177,3.00,1,6.00,6.53,0.00,0.351,3.00,0.00,0.00,11.88,2.76,0,0.355,,0.167,1.50,9,0.351,,0.177,3.00,1,6.00,6.53,0.00,0.351,3.00,0.00,0.00,0,0.355,,0.167,1.50,9,0.351,,0.177,3.00,1,6.00,6.53,0.00,0.351,3.00,0.00,0.00,0,0.355,,0.167,1.50,9,0.351,,0.177,3.00,1,6.00,6.53,0.00,0.351,3.00,0.00,0.00
Alex Wood,$8.2K,L,LAD,SP,PIT,,,,,-100,3,8.0,-200,4.72,0.49,4,0.426,,0.200,1.30,5,0.270,,0.182,6.40,1,2.87,3.23,0.20,0.339,4.10,0.00,0.00,20.28,2.47,4,0.231,,0.077,4.20,5,0.312,,0.184,4.80,2,2.79,3.03,0.29,0.276,4.50,0.00,0.00,4,0.238,,0.069,2.80,5,0.322,,0.139,5.60,4,3.46,3.42,0.17,0.285,4.40,0.00,0.00,4,0.256,,0.084,2.50,5,0.286,,0.162,6.70,42,3.33,3.37,0.21,0.273,4.90,0.00,0.00
Nathan Eovaldi,$7.3K,R,TBR,SP,@ MIA,,,,,1000,-5,7.5,-129,3.94, ,4,0.279,,0.122,7.50,5,0.000,,0.000,6.00,1,1.09,2.85,0.00,0.124,6.70,0.00,0.00,15.72,2.15,4,0.222,,0.070,4.50,5,0.397,,0.500,6.00,2,1.81,3.95,0.67,0.319,5.30,0.00,0.00,4,0.342,,0.223,2.80,5,0.286,,0.321,5.30,5,2.97,3.95,0.42,0.311,4.20,0.00,0.00,4,0.290,,0.186,2.60,5,0.256,,0.280,5.10,6,3.07,3.93,0.36,0.271,4.00,0.00,0.00
Brent Suter,$7.3K,L,MIL,SP,MIN,,,,,100,1,8.0,-130,4.22,-0.37,3,0.475,,0.375,4.50,6,0.208,,0.000,4.50,1,2.85,3.44,0.14,0.297,4.50,0.00,0.00,15.14,2.07,3,0.532,,0.545,2.80,6,0.157,,0.029,4.80,2,3.18,4.21,0.15,0.282,4.20,0.00,0.00,3,0.370,,0.300,3.20,6,0.224,,0.074,3.60,4,3.55,4.46,0.13,0.273,3.50,0.00,0.00,3,0.276,,0.143,1.70,6,0.316,,0.162,6.20,37,3.74,4.19,0.22,0.303,4.70,0.00,0.00
Robbie Ray,$10.0K,L,ARI,SP,STL,,,,,600,1,8.0,-138,4.28, ,2,0.000,,0.000,4.50,7,0.174,,0.000,4.50,1,3.04,3.94,0.00,0.135,4.50,0.00,0.00,20.28,2.03,2,0.000,,0.000,4.50,7,0.174,,0.000,4.50,1,3.04,3.94,0.00,0.135,4.50,0.00,0.00,2,0.000,,0.000,4.50,7,0.174,,0.000,4.50,1,3.04,3.94,0.00,0.135,4.50,0.00,0.00,2,0.269,,0.153,3.40,7,0.295,,0.159,10.20,33,2.55,3.51,0.24,0.289,8.70,0.00,0.00
Corey Kluber,$12.9K,R,CLE,SP,@ KCR,,,,,1700, ,8.5,-241,5.31,-0.15,5,1.268,,1.000,0.00,4,0.499,,0.428,15.00,1,5.06,6.83,0.50,0.926,6.70,0.00,0.00,25.22,1.96,5,0.336,,0.200,5.50,4,0.249,,0.188,4.40,2,2.85,3.83,0.25,0.297,5.00,0.00,0.00,5,0.276,,0.192,5.00,4,0.260,,0.151,5.40,4,2.94,3.26,0.28,0.269,5.20,0.00,0.00,5,0.260,,0.146,5.40,4,0.241,,0.138,6.50,43,2.23,2.66,0.26,0.252,5.90,0.00,0.00
Mike Fiers,$6.2K,R,DET,SP,@ TOR,,,,,-600,3,9.5,119,4.46,0.21,3,0.231,,0.077,3.90,6,0.211,,0.000,2.60,1,4.13,5.38,0.00,0.218,3.00,0.00,0.00,12.05,1.94,3,0.298,,0.179,4.50,6,0.260,,0.166,2.20,2,4.58,5.80,0.15,0.273,3.00,0.00,0.00,3,0.294,,0.182,7.10,6,0.355,,0.220,5.70,3,3.54,4.93,0.19,0.335,6.20,0.00,0.00,3,0.346,,0.215,4.00,6,0.354,,0.211,4.50,42,3.87,4.76,0.25,0.351,4.30,0.00,0.00
Max Scherzer,$13.3K,R,WAS,SP,BOS,,,,,1600, ,7.5,-174,4.27,0.27,6,0.188,,0.000,1.30,3,0.222,,0.000,3.90,1,5.07,5.71,0.00,0.199,2.10,0.00,0.00,25.35,1.91,6,0.309,,0.200,3.20,3,0.214,,0.133,5.10,2,3.39,4.61,0.20,0.277,3.90,0.00,0.00,6,0.301,,0.180,3.90,3,0.201,,0.120,7.70,5,2.04,3.09,0.23,0.268,5.10,0.00,0.00,6,0.292,,0.181,5.70,3,0.194,,0.099,7.70,45,1.86,3.18,0.16,0.259,6.40,0.00,0.00
