Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%
Sal Romano,$4.0K,R,CIN,SP,COL,,,,,-1700,2,9.0,122,4.19,0.22,4,0.251,,0.000,3.60,5,0.649,,0.875,1.80,1,4.28,0.00,0.29,0.472,2.60,0.00,0.00,11.73,2.93,4,0.404,,0.041,2.70,5,0.428,,0.583,4.50,2,4.27,0.00,0.33,0.417,3.70,0.00,0.00,4,0.476,,0.230,3.50,5,0.320,,0.290,5.40,5,4.18,0.00,0.29,0.389,4.60,0.00,0.00,4,0.361,,0.189,3.60,5,0.326,,0.196,3.90,27,4.47,0.00,0.21,0.342,3.70,0.00,0.00
Ian Kennedy,$4.3K,R,KCR,SP,@ LAA,,,,,-1900,6,7.5,193,2.99,0.04,2,0.915,,1.500,3.00,7,0.351,,0.000,6.00,1,4.86,0.00,0.60,0.476,5.30,0.00,0.00,11.33,2.63,2,0.589,,0.726,3.40,7,0.292,,0.000,4.50,2,4.34,0.00,0.38,0.358,4.30,0.00,0.00,2,0.462,,0.399,3.90,7,0.446,,0.311,4.70,5,4.15,0.00,0.32,0.450,4.50,0.00,0.00,2,0.350,,0.255,3.70,7,0.339,,0.211,4.60,41,3.95,0.00,0.23,0.341,4.40,0.00,0.00
Chase Anderson,$4.9K,R,MIL,SP,@ CLE,,,,,-1200,3,8.5,172,3.52, ,6,0.204,,0.000,1.70,3,0.332,,0.111,0.00,1,5.88,0.00,0.00,0.247,1.20,0.00,0.00,12.12,2.47,6,0.366,,0.250,5.40,3,0.401,,0.071,1.10,2,4.94,0.00,0.29,0.378,3.90,0.00,0.00,6,0.384,,0.264,4.40,3,0.271,,0.042,1.20,3,5.18,0.00,0.27,0.346,3.30,0.00,0.00,6,0.280,,0.138,4.10,3,0.306,,0.181,4.10,35,3.77,0.00,0.18,0.289,4.10,0.00,0.00
Jon Gray,$7.5K,R,COL,SP,@ CIN,,,,,200, ,9.0,-137,4.81,0.28,6,0.350,,0.000,0.00,3,0.467,,0.200,11.60,1,5.33,0.00,0.00,0.389,3.90,0.00,0.00,17.02,2.27,6,0.320,,0.040,6.90,3,0.461,,0.334,5.00,2,4.21,0.00,0.33,0.367,6.30,0.00,0.00,6,0.433,,0.190,6.20,3,0.392,,0.182,7.20,4,3.43,0.00,0.25,0.419,6.60,0.00,0.00,6,0.321,,0.150,5.10,3,0.322,,0.144,5.40,30,3.32,0.00,0.21,0.321,5.20,0.00,0.00
Chris Stratton,$6.7K,R,SFG,SP,ARI,,,,, ,1,8.0,-124,4.15,-0.18,5,0.208,,0.000,9.00,4,0.175,,0.000,1.50,1,2.83,0.00,0.00,0.193,5.70,0.00,0.00,14.97,2.23,5,0.285,,0.120,7.40,4,0.267,,0.215,3.30,2,2.88,0.00,0.33,0.277,5.50,0.00,0.00,5,0.374,,0.203,5.00,4,0.357,,0.162,2.90,5,4.32,0.00,0.31,0.366,4.00,0.00,0.00,5,0.355,,0.174,3.60,4,0.300,,0.143,4.60,22,4.41,0.00,0.17,0.331,4.00,0.00,0.00
Jose Quintana,$8.8K,L,CHC,SP,PHI,,,,,300,1,7.5,-131,3.96,3.96,2,0.299,,0.100,4.50,7,0.115,,0.000,4.50,1,3.55,0.00,0.00,0.156,4.50,0.00,0.00,19.56,2.22,2,0.355,,0.285,4.50,7,0.253,,0.120,6.20,2,2.85,0.00,0.17,0.276,5.80,0.00,0.00,2,0.230,,0.108,3.90,7,0.338,,0.217,7.80,4,3.52,0.00,0.17,0.314,6.90,0.00,0.00,2,0.244,,0.108,2.50,7,0.320,,0.178,8.10,41,3.37,0.00,0.20,0.303,6.80,0.00,0.00
Carlos Carrasco,$10.0K,R,CLE,SP,MIL,,,,,600,4,8.5,-193,4.98, ,5,0.512,,0.417,0.00,4,0.457,,0.300,5.60,1,6.20,0.00,0.20,0.488,2.50,0.00,0.00,21.99,2.2,5,0.374,,0.366,4.30,4,0.479,,0.280,6.40,2,3.91,0.00,0.33,0.421,5.20,0.00,0.00,5,0.306,,0.281,4.10,4,0.320,,0.133,5.80,5,3.03,0.00,0.21,0.312,4.90,0.00,0.00,5,0.302,,0.172,4.80,4,0.277,,0.134,6.00,42,2.85,0.00,0.20,0.291,5.30,0.00,0.00
Sam Gaviglio,$4.6K,R,TOR,SP,NYY,,,,,-1000,-1,9.5,131,4.33,-0.03,3,0.395,,0.083,3.00,6,0.330,,0.485,3.00,1,3.72,0.00,0.67,0.352,3.00,0.00,0.00,9.99,2.17,3,0.346,,0.208,3.00,6,0.301,,0.421,4.50,2,3.53,0.00,0.57,0.316,4.00,0.00,0.00,3,0.309,,0.132,3.00,6,0.265,,0.240,7.90,4,3.00,0.00,0.29,0.280,6.30,0.00,0.00,3,0.338,,0.230,2.70,6,0.336,,0.219,4.40,18,4.36,0.00,0.33,0.337,3.80,0.00,0.00
Jake Odorizzi,$7.3K,R,MIN,SP,CHW,,,,,300,-1,9.5,-160,5.29,0.21,3,0.631,,0.692,8.40,6,0.246,,0.200,0.00,1,6.23,0.00,0.33,0.374,2.80,0.00,0.00,15.75,2.16,3,0.547,,0.474,3.20,6,0.405,,0.350,3.20,2,5.82,0.00,0.27,0.452,3.20,0.00,0.00,3,0.391,,0.294,6.70,6,0.361,,0.250,8.70,3,3.37,0.00,0.22,0.371,8.00,0.00,0.00,3,0.318,,0.236,3.70,6,0.325,,0.221,5.50,37,3.97,0.00,0.24,0.323,4.90,0.00,0.00
Dylan Bundy,$8.7K,R,BAL,SP,@ NYM,,,,,-400,6,8.0,-100,3.94,-0.18,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,18.76,2.16,5,0.318,,0.107,5.40,4,0.235,,0.214,6.60,2,1.39,0.00,0.30,0.281,5.90,0.00,0.00,5,0.336,,0.218,4.80,4,0.239,,0.218,6.40,4,2.18,0.00,0.26,0.293,5.50,0.00,0.00,5,0.345,,0.199,3.50,4,0.293,,0.206,5.80,39,3.36,0.00,0.22,0.322,4.50,0.00,0.00
