Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%
Max Fried,$4.0K,L,ATL,SP,@ STL,,,,,-1900,3,8.5,119,3.99,0.09,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,10.55,2.64,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,1,0.319,,0.182,6.50,8,0.381,,0.203,4.80,12,4.32,4.15,0.46,0.374,5.00,0.00,0.00
Jason Hammel,$5.2K,R,KCR,SP,@ SEA,,,,,-1800,13,8.0,173,3.32,-0.09,4,0.349,,0.047,2.20,5,0.481,,0.384,4.50,1,7.14,8.52,0.20,0.422,3.50,0.00,0.00,12.72,2.45,4,0.445,,0.049,2.90,5,0.409,,0.285,3.90,2,5.69,6.14,0.17,0.425,3.50,0.00,0.00,4,0.318,,0.132,2.50,5,0.393,,0.182,3.50,5,4.84,5.57,0.12,0.360,3.10,0.00,0.00,4,0.327,,0.165,3.80,5,0.342,,0.154,3.60,45,4.15,5.01,0.14,0.335,3.70,0.00,0.00
Jeremy Hellickson,$6.1K,R,WAS,SP,@ PHI,,,,,-200, ,9.5,-112,4.67,0.29,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,14.64,2.4,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,5,0.000,,0.000,0.00,4,0.000,,0.000,0.00,1,10.95,3.16,0.00,0.000,0.00,0.00,0.00,5,0.328,,0.232,2.80,4,0.326,,0.214,3.00,39,4.35,5.07,0.24,0.327,2.90,0.00,0.00
Felix Hernandez,$6.3K,R,SEA,SP,KCR,,,,,-1500,10,8.0,-192,4.68,-0.41,5,0.234,,0.000,3.00,4,0.303,,0.178,3.00,1,4.99,5.31,0.50,0.265,3.00,0.00,0.00,14.69,2.33,5,0.212,,0.008,3.30,4,0.339,,0.171,4.90,2,3.97,3.84,0.25,0.268,4.00,0.00,0.00,5,0.302,,0.167,3.10,4,0.324,,0.122,4.70,4,3.98,3.64,0.17,0.312,3.80,0.00,0.00,5,0.352,,0.214,3.50,4,0.326,,0.178,4.90,30,3.96,4.24,0.26,0.340,4.10,0.00,0.00
German Marquez,$6.3K,R,COL,SP,@ LAD,,,,,-300, ,8.0,149,3.5,0.33,5,0.795,,0.500,2.90,4,0.256,,0.133,14.50,1,3.79,3.31,0.50,0.555,8.10,0.00,0.00,14.31,2.27,5,0.568,,0.250,3.00,4,0.225,,0.110,6.90,2,4.13,4.30,0.20,0.416,4.70,0.00,0.00,5,0.494,,0.349,5.40,4,0.306,,0.210,5.40,5,3.46,4.12,0.44,0.410,5.40,0.00,0.00,5,0.345,,0.167,3.90,4,0.349,,0.238,5.00,44,3.71,4.19,0.23,0.347,4.40,0.00,0.00
Luke Weaver,$7.7K,R,STL,SP,ATL,,,,,1500,-14,8.5,-134,4.51,-0.09,6,0.284,,0.308,12.10,3,0.308,,0.091,3.50,1,2.04,3.51,0.17,0.292,9.20,0.00,0.00,16.09,2.09,6,0.452,,0.526,7.10,3,0.304,,0.041,4.40,2,3.70,5.03,0.43,0.403,6.20,0.00,0.00,6,0.392,,0.268,4.60,3,0.335,,0.080,3.60,5,4.35,4.83,0.22,0.373,4.30,0.00,0.00,6,0.320,,0.140,4.30,3,0.308,,0.138,5.80,27,3.53,3.82,0.21,0.316,4.80,0.00,0.00
Chris Sale,$13.0K,L,BOS,SP,@ NYY,,,,,1000,1,8.5,-145,4.61,0.02,2,0.098,,-0.014,5.10,7,0.237,,0.126,11.60,1,0.52,0.64,0.00,0.206,10.10,0.00,0.00,27.07,2.08,2,0.106,,-0.006,4.50,7,0.209,,0.086,10.90,2,0.88,1.26,0.00,0.186,9.50,0.00,0.00,2,0.138,,-0.005,3.20,7,0.208,,0.049,10.60,4,2.03,1.89,0.00,0.192,9.00,0.00,0.00,2,0.233,,0.064,2.00,7,0.268,,0.157,11.90,47,1.73,2.65,0.19,0.260,9.70,0.00,0.00
Edwin Jackson,$5.0K,R,OAK,SP,CLE,,,,,-1600,9,9.5,107,4.59,-0.08,7,0.195,,0.000,4.50,2,0.304,,0.143,6.00,1,2.11,2.26,0.00,0.219,4.80,0.00,0.00,10.32,2.06,7,0.195,,0.000,4.50,2,0.304,,0.143,6.00,1,2.11,2.26,0.00,0.219,4.80,0.00,0.00,7,0.195,,0.000,4.50,2,0.304,,0.143,6.00,1,2.11,2.26,0.00,0.219,4.80,0.00,0.00,7,0.331,,0.179,4.80,2,0.402,,0.328,3.30,16,4.01,5.17,0.26,0.347,4.50,0.00,0.00
Adam Plutko,$6.2K,R,CLE,SP,@ OAK,,,,,-100,-1,9.5,-121,4.91,0.08,3,0.220,,0.000,1.50,6,0.251,,0.083,4.50,1,3.68,3.31,0.00,0.241,3.50,0.00,0.00,12.68,2.05,3,0.293,,0.158,2.20,6,0.231,,0.077,3.40,2,3.69,3.91,0.17,0.252,3.00,0.00,0.00,3,0.446,,0.334,3.00,6,0.278,,0.130,4.40,3,4.01,4.82,0.30,0.334,3.90,0.00,0.00,3,0.436,,0.339,2.70,6,0.257,,0.241,5.80,5,4.19,5.44,0.27,0.317,4.80,0.00,0.00
Sonny Gray,$7.1K,R,NYY,SP,BOS,,,,,-500,4,8.5,130,3.89,-0.02,5,0.194,,0.091,1.40,4,0.407,,0.357,8.70,1,2.91,3.39,0.20,0.289,4.70,0.00,0.00,14.56,2.05,5,0.257,,0.045,5.80,4,0.357,,0.272,14.50,1,2.66,2.58,0.14,0.301,9.70,0.00,0.00,5,0.328,,0.127,3.80,4,0.252,,0.147,7.00,3,3.63,3.01,0.17,0.294,5.20,0.00,0.00,5,0.295,,0.129,4.30,4,0.315,,0.175,5.00,39,3.92,3.98,0.21,0.304,4.60,0.00,0.00
