Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%
Enyel De Los Santos,$4.0K,R,PHI,SP,@ MIA,,,,,-1700,3,8.0,-115,4.07,0.12,2,0.115,,0.000,5.90,7,0.490,,0.416,3.00,1,4.01,4.93,0.00,0.407,3.60,0.00,0.00,16.86,4.22,2,0.115,,0.000,5.90,7,0.490,,0.416,3.00,1,4.01,4.93,0.00,0.407,3.60,0.00,0.00,2,0.115,,0.000,5.90,7,0.490,,0.416,3.00,1,4.01,4.93,0.00,0.407,3.60,0.00,0.00,2,0.115,,0.000,5.90,7,0.490,,0.416,3.00,1,4.01,4.93,0.00,0.407,3.60,0.00,0.00
Deck McGuire,$4.4K,R,LAA,SP,@ LAD,,,,,-1100, ,8.5,200,3.31,0.2,6,0.440,,0.000,0.00,3,0.351,,0.000,9.00,1,5.43,10.72,0.00,0.410,3.00,0.00,0.00,11.85,2.69,6,0.313,,0.083,3.80,3,0.431,,0.375,10.10,3,3.12,5.04,0.33,0.352,5.90,0.00,0.00,6,0.292,,0.200,2.20,3,0.444,,0.482,6.70,5,4.11,5.59,0.36,0.343,3.70,0.00,0.00,6,0.225,,0.108,3.20,3,0.420,,0.377,6.30,14,4.17,5.48,0.20,0.290,4.20,0.00,0.00
Lucas Giolito,$4.6K,R,CHW,SP,KCR,,,,,-1200,1,9.5,-112,4.83,-0.1,4,0.142,,0.000,1.30,5,0.337,,0.308,2.50,1,5.87,5.29,0.33,0.250,2.00,0.00,0.00,11.83,2.57,4,0.279,,0.191,1.50,5,0.458,,0.462,3.00,2,5.56,6.05,0.36,0.378,2.30,0.00,0.00,4,0.334,,0.234,1.40,5,0.347,,0.260,4.60,4,4.93,5.43,0.30,0.341,3.20,0.00,0.00,4,0.354,,0.214,2.40,5,0.318,,0.202,3.70,24,4.95,5.81,0.22,0.334,3.20,0.00,0.00
Fernando Romero,$5.2K,R,MIN,SP,TBR,,,,,-1400,4,9.0,-108,4.57,-0.01,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,13.27,2.55,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,4,0.258,,0.231,4.50,5,0.272,,0.000,1.50,1,4.48,5.32,0.20,0.266,2.80,0.00,0.00,4,0.343,,0.238,3.50,5,0.311,,0.084,5.50,9,4.07,4.69,0.17,0.325,4.60,0.00,0.00
Joe Musgrove,$6.6K,R,PIT,SP,MIL,,,,,-1000,4,7.5,-111,3.81,-0.37,3,0.407,,0.091,9.00,6,0.227,,0.333,7.20,1,1.10,2.18,0.25,0.287,7.80,0.00,0.00,16.66,2.52,3,0.407,,0.091,9.00,6,0.227,,0.333,7.20,1,1.10,2.18,0.25,0.287,7.80,0.00,0.00,3,0.466,,0.195,3.10,6,0.274,,0.156,6.30,4,3.37,4.31,0.13,0.338,5.20,0.00,0.00,3,0.339,,0.178,4.40,6,0.330,,0.179,4.20,45,3.55,4.04,0.21,0.333,4.30,0.00,0.00
Eric Lauer,$4.6K,L,SDP,SP,CHC,,,,,-2800,10,8.0,124,3.71,0.22,3,0.486,,0.445,1.10,6,0.075,,0.000,7.70,1,3.00,3.45,0.14,0.212,5.50,0.00,0.00,11.34,2.47,3,0.489,,0.307,0.70,6,0.207,,0.055,6.10,2,4.10,4.55,0.09,0.301,4.30,0.00,0.00,3,0.316,,0.179,1.20,6,0.279,,0.117,6.00,5,3.69,4.08,0.13,0.291,4.40,0.00,0.00,3,0.365,,0.167,1.00,6,0.358,,0.169,7.00,14,4.16,4.75,0.17,0.360,5.00,0.00,0.00
Jon Lester,$9.1K,L,CHC,SP,@ SDP,,,,,700, ,8.0,-138,4.29,-0.22,2,0.250,,0.018,1.50,7,0.414,,0.267,1.50,1,5.85,5.35,0.33,0.378,1.50,0.00,0.00,20.91,2.3,2,0.328,,0.271,1.60,7,0.416,,0.129,4.00,2,4.89,5.33,0.25,0.396,3.50,0.00,0.00,2,0.393,,0.250,0.80,7,0.290,,0.073,3.90,4,5.09,5.48,0.13,0.313,3.20,0.00,0.00,2,0.258,,0.137,2.70,7,0.320,,0.164,6.20,48,3.77,4.17,0.20,0.306,5.40,0.00,0.00
Julio Teheran,$6.8K,R,ATL,SP,ARI,,,,,-800,2,8.5,117,4,-0.06,7,0.478,,0.428,2.90,2,0.087,,0.000,4.30,1,4.54,4.80,0.20,0.391,3.20,0.00,0.00,15.1,2.22,7,0.457,,0.250,3.20,2,0.195,,0.214,8.80,2,3.40,4.04,0.33,0.399,4.50,0.00,0.00,7,0.361,,0.131,3.60,2,0.197,,0.175,8.20,5,3.14,3.69,0.21,0.325,4.60,0.00,0.00,7,0.344,,0.205,3.80,2,0.304,,0.185,4.40,47,4.11,4.89,0.22,0.335,4.00,0.00,0.00
Mike Minor,$5.9K,L,TEX,SP,@ BAL,,,,,-900,3,9.5,-126,4.97, ,1,0.179,,0.143,7.10,8,0.396,,0.267,0.00,1,3.32,4.33,0.33,0.372,0.80,0.00,0.00,12.9,2.19,1,0.321,,0.307,3.20,8,0.386,,0.265,3.20,2,4.31,5.15,0.30,0.379,3.20,0.00,0.00,1,0.291,,0.231,2.20,8,0.247,,0.148,3.70,4,3.97,4.85,0.16,0.252,3.60,0.00,0.00,1,0.233,,0.114,2.90,8,0.320,,0.202,6.40,78,3.22,4.27,0.15,0.310,6.00,0.00,0.00
Justin Verlander,$13.5K,R,HOU,SP,DET,,,,,1800,-1,7.5,-386,5.2,0.12,4,0.266,,0.125,1.50,5,0.177,,0.167,7.50,1,1.96,4.63,0.00,0.217,4.80,0.00,0.00,27.84,2.06,4,0.342,,0.238,5.50,5,0.096,,0.087,5.50,2,1.01,3.67,0.09,0.205,5.50,0.00,0.00,4,0.365,,0.260,5.00,5,0.244,,0.115,6.80,5,1.87,3.51,0.16,0.298,6.00,0.00,0.00,4,0.292,,0.175,5.90,5,0.248,,0.115,5.70,50,2.74,3.86,0.15,0.268,5.80,0.00,0.00
