Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%
Corey Kluber,$10.1K,R,CLE,SP,LAA,,,,,-300,1,8.5,-261,5.4,0.15,5,0.251,,0.083,2.50,4,0.188,,0.071,3.70,1,3.75,3.90,0.00,0.223,3.00,0.00,0.00,26,2.57,5,0.320,,0.143,2.40,4,0.357,,0.192,3.20,2,4.36,4.92,0.06,0.336,2.70,0.00,0.00,5,0.335,,0.239,3.20,4,0.321,,0.145,3.50,4,4.11,4.99,0.08,0.329,3.30,0.00,0.00,5,0.267,,0.150,5.00,4,0.252,,0.142,5.90,50,2.37,2.87,0.15,0.260,5.40,0.00,0.00
Kenta Maeda,$8.3K,R,LAD,SP,HOU,,,,,-300,2,7.5,-123,3.89,0.06,3,0.536,,0.400,1.90,6,0.309,,0.000,5.80,1,4.96,5.54,0.25,0.385,4.50,0.00,0.00,20.09,2.42,3,0.365,,0.269,3.10,6,0.341,,0.182,5.40,2,3.52,4.29,0.23,0.349,4.60,0.00,0.00,3,0.335,,0.222,4.10,6,0.306,,0.152,6.60,4,2.64,3.41,0.19,0.316,5.80,0.00,0.00,3,0.333,,0.181,3.80,6,0.269,,0.152,6.60,48,2.98,3.73,0.13,0.290,5.60,0.00,0.00
Marco Estrada,$5.4K,R,TOR,SP,@ SEA,,,,,-1700,8,7.5,204,2.91,-0.04,3,0.402,,0.167,0.00,6,0.419,,0.334,0.00,1,8.68,10.61,0.10,0.413,0.00,0.00,0.00,13.07,2.42,3,0.402,,0.167,0.00,6,0.419,,0.334,0.00,1,8.68,10.61,0.10,0.413,0.00,0.00,0.00,3,0.402,,0.167,0.00,6,0.419,,0.334,0.00,1,8.68,10.61,0.10,0.413,0.00,0.00,0.00,3,0.306,,0.203,3.60,6,0.371,,0.225,4.50,50,4.04,5.38,0.11,0.349,4.20,0.00,0.00
Jeremy Hellickson,$5.7K,R,WAS,SP,CIN,,,,,-700, ,9.5,-162,5.33,-0.39,6,0.088,,0.000,3.90,3,0.557,,0.084,3.90,1,3.44,4.76,0.00,0.244,3.90,0.00,0.00,13.21,2.32,6,0.290,,0.157,2.80,3,0.460,,0.125,3.70,2,3.99,5.22,0.07,0.347,3.10,0.00,0.00,6,0.240,,0.105,3.00,3,0.324,,0.073,3.90,4,3.84,4.52,0.04,0.268,3.30,0.00,0.00,6,0.336,,0.231,2.90,3,0.330,,0.200,3.00,45,4.38,5.13,0.14,0.334,2.90,0.00,0.00
Lance McCullers,$8.8K,R,HOU,SP,@ LAD,,,,,-1200,4,7.5,109,3.61,-0.06,0,0.272,,0.177,16.90,9,0.304,,0.143,1.70,1,0.84,0.38,0.00,0.304,1.70,0.00,0.00,20.11,2.29,0,0.323,,0.136,10.20,9,0.440,,0.278,2.80,2,3.23,3.10,0.14,0.440,2.80,0.00,0.00,0,0.334,,0.116,7.20,9,0.434,,0.300,2.60,3,4.65,5.07,0.17,0.434,2.60,0.00,0.00,0,0.263,,0.099,5.60,9,0.330,,0.158,5.00,42,3.75,3.40,0.14,0.330,5.00,0.00,0.00
Ivan Nova,$5.6K,R,PIT,SP,STL,,,,,-1600,7,8.5,-109,4.32,-0.02,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,12.69,2.27,3,0.325,,0.200,1.50,6,0.303,,0.083,0.80,2,6.27,5.91,0.08,0.310,1.00,0.00,0.00,3,0.384,,0.250,2.00,6,0.288,,0.067,2.50,4,4.86,4.52,0.14,0.320,2.30,0.00,0.00,3,0.365,,0.214,2.20,6,0.314,,0.179,4.20,50,4.15,4.34,0.16,0.331,3.50,0.00,0.00
Edwin Jackson,$6.4K,R,OAK,SP,DET,,,,,-400,-4,8.5,-182,4.91, ,5,0.215,,0.125,3.20,4,0.234,,0.077,4.80,1,4.37,5.07,0.00,0.223,3.90,0.00,0.00,14.35,2.24,5,0.283,,0.056,4.50,4,0.388,,0.285,3.60,2,4.35,4.42,0.11,0.330,4.10,0.00,0.00,5,0.316,,0.166,3.90,4,0.290,,0.156,2.20,5,4.86,5.14,0.11,0.304,3.10,0.00,0.00,5,0.325,,0.185,4.50,4,0.376,,0.281,3.00,22,4.25,5.29,0.16,0.348,3.80,0.00,0.00
Kyle Hendricks,$8.1K,R,CHC,SP,SDP,,,,,100,-2,10.5,-225,6.45,6.45,4,0.000,,0.000,3.90,5,0.301,,0.278,6.40,1,1.65,2.40,0.17,0.167,5.30,0.00,0.00,17.94,2.21,4,0.184,,0.087,8.20,5,0.377,,0.250,3.80,2,2.19,2.18,0.13,0.291,5.80,0.00,0.00,4,0.241,,0.105,5.70,5,0.345,,0.180,3.60,5,3.07,2.90,0.14,0.299,4.50,0.00,0.00,4,0.314,,0.177,4.30,5,0.301,,0.137,4.10,45,3.90,3.89,0.17,0.307,4.20,0.00,0.00
Blake Snell,$9.4K,L,TBR,SP,CHW,,,,,-600,1,7.0,-139,3.76,-0.49,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,20.38,2.17,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,1,0.269,,0.091,1.70,8,0.392,,0.148,7.80,2,4.57,3.75,0.00,0.378,7.20,0.00,0.00,1,0.200,,0.059,2.00,8,0.313,,0.166,7.60,43,3.65,4.17,0.12,0.300,7.00,0.00,0.00
Walker Lockett,$4.0K,R,SDP,SP,@ CHC,,,,,-1500,2,10.5,213,4.05,4.05,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,8.57,2.14,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,5,0.408,,0.000,4.50,4,0.440,,0.000,4.50,1,5.65,2.66,0.00,0.422,4.50,0.00,0.00,5,0.364,,0.000,3.20,4,0.457,,0.112,3.20,2,6.69,6.08,0.00,0.405,3.20,0.00,0.00
