Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%
Chase Anderson,$4.7K,R,MIL,SP,PHI,,,,,-1500,9,8.5,102,4.16,0.22,5,0.137,,0.000,2.60,4,0.068,,0.000,5.10,1,2.77,0.00,0.00,0.106,3.70,0.00,0.00,15.78,3.36,5,0.216,,0.010,3.20,4,0.158,,0.053,4.90,2,3.41,0.00,0.00,0.190,4.00,0.00,0.00,5,0.324,,0.177,3.90,4,0.224,,0.047,2.80,5,4.46,0.00,0.19,0.280,3.40,0.00,0.00,5,0.279,,0.133,4.00,4,0.303,,0.177,4.10,37,3.75,0.00,0.18,0.290,4.00,0.00,0.00
James Shields,$5.3K,R,CHW,SP,DET,,,,,-1600,10,9.0,108,4.34,-0.24,4,0.267,,0.167,1.30,5,0.000,,0.000,1.30,1,5.49,0.00,0.00,0.119,1.30,0.00,0.00,12.98,2.45,4,0.444,,0.438,2.10,5,0.129,,0.000,3.50,2,4.68,0.00,0.17,0.269,2.80,0.00,0.00,4,0.331,,0.282,3.20,5,0.306,,0.153,2.90,5,4.22,0.00,0.15,0.317,3.00,0.00,0.00,4,0.348,,0.228,3.30,5,0.311,,0.177,3.90,36,4.30,0.00,0.19,0.327,3.60,0.00,0.00
Jon Gray,$8.0K,R,COL,SP,@ TEX,,,,,400,-2,10.0,-131,5.29,-0.27,6,0.224,,0.000,9.00,3,0.311,,0.375,6.00,1,2.77,0.00,0.00,0.253,8.00,0.00,0.00,18.93,2.37,6,0.303,,0.107,9.00,3,0.345,,0.231,3.30,2,3.35,0.00,0.17,0.317,7.10,0.00,0.00,6,0.311,,0.076,8.10,3,0.407,,0.285,4.00,4,3.70,0.00,0.22,0.343,6.70,0.00,0.00,6,0.325,,0.150,5.40,3,0.328,,0.151,5.20,32,3.31,0.00,0.21,0.326,5.30,0.00,0.00
Caleb Ferguson,$6.1K,L,LAD,SP,SFG,,,,,600,-3,8.5,-162,4.75,0.12,2,0.196,,0.000,4.50,7,0.420,,0.000,2.20,1,4.94,0.00,0.00,0.370,2.80,0.00,0.00,14.23,2.33,2,0.378,,0.000,3.50,7,0.403,,0.072,6.90,2,5.05,0.00,0.00,0.397,6.20,0.00,0.00,2,0.378,,0.000,3.50,7,0.403,,0.072,6.90,2,5.05,0.00,0.00,0.397,6.20,0.00,0.00,2,0.378,,0.000,3.50,7,0.403,,0.072,6.90,2,5.05,0.00,0.00,0.397,6.20,0.00,0.00
Anthony DeSclafani,$6.5K,R,CIN,SP,@ PIT,,,,,800,-5,8.5,132,3.86,-0.34,5,0.422,,0.250,5.40,4,0.443,,0.000,5.40,1,3.47,0.00,0.00,0.431,5.40,0.00,0.00,14.94,2.3,5,0.395,,0.235,4.50,4,0.429,,0.125,5.40,2,3.28,0.00,0.14,0.410,4.90,0.00,0.00,5,0.395,,0.235,4.50,4,0.429,,0.125,5.40,2,3.28,0.00,0.14,0.410,4.90,0.00,0.00,5,0.395,,0.235,4.50,4,0.429,,0.125,5.40,2,3.28,0.00,0.14,0.410,4.90,0.00,0.00
Matthew Strahm,$4.8K,L,SDP,SP,@ ATL,,,,,-700,2,8.5,101,4.17,0.13,4,0.000,,0.000,3.00,5,0.000,,0.000,9.00,1,1.02,0.00,0.00,0.000,6.30,0.00,0.00,11,2.29,4,0.409,,0.600,1.50,5,0.059,,0.000,7.40,3,1.88,0.00,0.33,0.215,4.80,0.00,0.00,4,0.391,,0.334,0.80,5,0.143,,0.032,6.40,7,3.78,0.00,0.14,0.253,3.90,0.00,0.00,4,0.383,,0.223,2.60,5,0.290,,0.160,7.10,34,4.18,0.00,0.22,0.331,5.10,0.00,0.00
Jake Odorizzi,$6.2K,R,MIN,SP,@ CLE,,,,,-800,8,9.5,131,4.34,-0.07,5,0.176,,0.111,1.80,4,0.471,,0.223,5.40,1,5.96,0.00,0.00,0.307,3.40,0.00,0.00,13.9,2.24,5,0.214,,0.118,4.50,4,0.397,,0.096,5.40,2,3.74,0.00,0.00,0.295,4.90,0.00,0.00,5,0.353,,0.250,5.00,4,0.409,,0.223,5.40,5,3.83,0.00,0.18,0.378,5.10,0.00,0.00,5,0.318,,0.233,3.80,4,0.334,,0.218,5.50,39,3.96,0.00,0.23,0.325,4.50,0.00,0.00
Jose Quintana,$7.8K,L,CHC,SP,@ STL,,,,,-600,8,8.5,-123,4.41,0.05,1,0.417,,0.334,0.00,8,0.334,,0.353,4.50,1,5.00,0.00,0.40,0.343,4.00,0.00,0.00,17.5,2.24,1,0.376,,0.125,1.60,8,0.239,,0.188,8.80,2,3.04,0.00,0.33,0.254,8.00,0.00,0.00,1,0.366,,0.227,3.00,8,0.250,,0.164,7.60,4,2.95,0.00,0.25,0.263,7.10,0.00,0.00,1,0.251,,0.110,2.50,8,0.321,,0.180,8.10,43,3.35,0.00,0.21,0.313,7.50,0.00,0.00
CC Sabathia,$7.6K,L,NYY,SP,TBR,,,,,1000,-4,9.5,-237,5.86,0.29,1,0.330,,0.000,1.70,8,0.208,,0.000,3.50,1,5.74,0.00,0.00,0.222,3.30,0.00,0.00,16.1,2.12,1,0.330,,0.000,0.70,8,0.219,,0.154,5.90,2,4.50,0.00,0.18,0.231,5.30,0.00,0.00,1,0.527,,0.375,0.40,8,0.279,,0.175,5.50,4,4.86,0.00,0.26,0.307,4.90,0.00,0.00,1,0.310,,0.118,1.80,8,0.301,,0.157,6.50,38,4.16,0.00,0.26,0.302,6.00,0.00,0.00
Julio Teheran,$7.8K,R,ATL,SP,SDP,,,,,900,-3,8.5,-115,4.33,-0.13,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,16.28,2.09,6,0.713,,0.818,2.20,3,0.098,,0.000,2.20,1,6.23,0.00,0.43,0.508,2.20,0.00,0.00,6,0.452,,0.366,2.50,3,0.315,,0.279,2.90,4,5.27,0.00,0.32,0.406,2.60,0.00,0.00,6,0.342,,0.211,3.90,3,0.318,,0.186,3.90,42,4.22,0.00,0.22,0.334,3.90,0.00,0.00
