Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%
Luis Perdomo,$5.1K,R,SDP,SP,CHC,,,,,-800,-2,8.5,165,3.57,0.09,5,0.355,,0.214,0.00,4,0.416,,0.112,0.00,1,6.67,6.57,0.00,0.382,0.00,0.00,0.00,12.2,2.39,5,0.315,,0.146,2.20,4,0.390,,0.150,0.00,2,6.33,6.32,0.00,0.348,1.20,0.00,0.00,5,0.315,,0.146,2.20,4,0.390,,0.150,0.00,2,6.33,6.32,0.00,0.348,1.20,0.00,0.00,5,0.360,,0.137,2.70,4,0.336,,0.149,4.20,34,4.89,4.38,0.19,0.349,3.40,0.00,0.00
Chase Anderson,$6.8K,R,MIL,SP,@ PIT,,,,,-800, ,9.0,-131,4.74,0.4,7,0.554,,0.000,2.10,11,0.321,,0.067,6.40,1,4.60,3.87,0.00,0.823,9.50,0.00,0.00,15.7,2.31,7,0.292,,0.053,4.40,11,0.279,,0.091,3.50,2,3.85,4.12,0.00,0.568,7.70,0.00,0.00,7,0.259,,0.044,4.10,11,0.318,,0.274,5.50,5,3.35,3.95,0.27,0.590,9.80,0.00,0.00,7,0.277,,0.123,4.00,11,0.305,,0.187,4.30,42,3.70,4.62,0.19,0.588,8.30,0.00,0.00
Chase Anderson,$6.8K,R,MIL,SP,@ PIT,,,,,-800, ,9.0,-131,4.74,0.4,7,0.554,,0.000,2.10,11,0.321,,0.067,6.40,1,4.60,3.87,0.00,0.823,9.50,0.00,0.00,15.7,2.31,7,0.292,,0.053,4.40,11,0.279,,0.091,3.50,2,3.85,4.12,0.00,0.568,7.70,0.00,0.00,7,0.259,,0.044,4.10,11,0.318,,0.274,5.50,5,3.35,3.95,0.27,0.590,9.80,0.00,0.00,7,0.277,,0.123,4.00,11,0.305,,0.187,4.30,42,3.70,4.62,0.19,0.588,8.30,0.00,0.00
Chad Kuhl,$5.7K,R,PIT,SP,MIL,,,,,-1500,4,9.0,114,4.26,0.1,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,13.17,2.31,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,7,0.558,,0.500,7.50,11,0.381,,0.122,1.50,2,4.02,4.83,0.40,0.900,7.70,0.00,0.00,7,0.373,,0.238,4.80,11,0.312,,0.128,4.20,44,3.93,4.59,0.19,0.671,8.80,0.00,0.00
Eduardo Rodriguez,$8.5K,L,BOS,SP,TOR,,,,,-200,2,9.5,-212,5.7,-0.58,0,0.261,,0.000,5.20,9,0.174,,0.000,3.50,1,4.56,3.88,0.00,0.174,3.50,0.00,0.00,18.58,2.19,0,0.112,,0.000,4.00,9,0.202,,0.000,4.80,2,3.68,3.51,0.00,0.202,4.80,0.00,0.00,0,0.342,,0.135,3.00,9,0.272,,0.156,5.00,5,3.81,4.66,0.13,0.272,5.00,0.00,0.00,0,0.329,,0.161,2.40,9,0.304,,0.163,7.70,42,3.21,4.20,0.16,0.304,7.70,0.00,0.00
Trevor Richards,$5.4K,R,MIA,SP,PHI,,,,,-400,-6,7.0,155,3.01,-0.21,4,0.376,,0.036,2.80,5,0.389,,0.143,11.20,1,5.87,8.59,0.00,0.383,7.50,0.00,0.00,11.31,2.09,5,0.395,,0.056,7.40,4,0.244,,0.130,10.30,1,3.85,4.34,0.11,0.328,8.70,0.00,0.00,5,0.315,,0.087,6.50,4,0.199,,0.059,5.20,4,3.14,3.78,0.09,0.263,5.90,0.00,0.00,5,0.350,,0.178,4.50,4,0.313,,0.121,4.50,33,3.83,4.29,0.21,0.334,4.50,0.00,0.00
Kyle Hendricks,$8.9K,R,CHC,SP,@ SDP,,,,,1400,-8,8.5,-187,4.93,0.41,4,0.241,,0.056,6.70,5,0.073,,0.000,2.20,1,3.52,2.48,0.00,0.148,4.20,0.00,0.00,18.21,2.05,4,0.349,,0.017,2.20,5,0.501,,0.333,8.80,2,4.27,5.47,0.17,0.433,5.90,0.00,0.00,4,0.266,,0.029,3.80,5,0.495,,0.230,5.90,5,4.01,5.05,0.05,0.393,5.00,0.00,0.00,4,0.287,,0.094,4.40,5,0.403,,0.207,4.10,12,4.03,4.95,0.13,0.351,4.30,0.00,0.00
Zack Greinke,$9.3K,R,ARI,SP,@ ATL,,,,,-1200, ,8.0,-114,4.07,0.13,6,0.376,,0.109,8.80,3,0.349,,0.047,2.20,1,3.11,3.75,0.00,0.367,6.60,0.00,0.00,18.88,2.03,4,0.258,,0.080,4.80,5,0.229,,0.000,2.10,2,3.82,3.44,0.00,0.242,3.30,0.00,0.00,4,0.324,,0.180,3.70,5,0.341,,0.052,2.70,5,4.83,4.66,0.19,0.333,3.20,0.00,0.00,4,0.314,,0.182,4.30,5,0.289,,0.130,4.30,40,3.90,3.86,0.25,0.300,4.30,0.00,0.00
Alex Wood,$8.6K,L,LAD,SP,LAA,,,,,300,-3,8.0,-130,4.21,-0.26,2,0.000,,0.000,1.50,7,0.298,,0.162,4.50,1,4.00,4.61,0.20,0.232,3.80,0.00,0.00,17.47,2.03,6,0.376,,0.076,3.50,3,0.260,,0.058,4.40,2,3.56,3.75,0.00,0.337,3.80,0.00,0.00,6,0.292,,0.027,3.10,3,0.264,,0.130,5.20,5,3.00,3.81,0.09,0.283,3.80,0.00,0.00,6,0.298,,0.140,4.50,3,0.290,,0.190,5.50,50,2.89,3.45,0.21,0.295,4.80,0.00,0.00
Brett Anderson,$5.5K,L,OAK,SP,@ SFG,,,,,-200,-8,8.0,-101,3.93,-0.23,3,0.000,,0.000,1.80,6,0.243,,0.062,3.60,1,4.96,5.16,0.00,0.162,3.00,0.00,0.00,11.15,2.03,2,0.293,,0.000,0.80,7,0.270,,0.182,4.50,2,4.00,4.21,0.22,0.275,3.70,0.00,0.00,2,0.224,,0.031,2.10,7,0.288,,0.157,4.50,5,3.76,3.94,0.22,0.274,3.90,0.00,0.00,2,0.258,,0.080,2.50,7,0.285,,0.164,6.60,44,3.35,3.41,0.21,0.279,5.70,0.00,0.00
Aaron Nola,$12.3K,R,PHI,SP,@ MIA,,,,,1600,-1,7.0,-176,3.99,-0.29,2,0.053,,0.000,10.30,7,0.088,,0.000,2.60,1,0.95,2.00,0.00,0.080,4.30,0.00,0.00,23.96,1.95,3,0.000,,0.000,1.80,6,0.243,,0.062,3.60,1,4.96,5.16,0.00,0.162,3.00,0.00,0.00,3,0.000,,0.000,1.80,6,0.243,,0.062,3.60,1,4.96,5.16,0.00,0.162,3.00,0.00,0.00,3,0.413,,0.121,0.90,6,0.365,,0.191,5.50,17,4.93,4.41,0.20,0.381,4.00,0.00,0.00
Jack Flaherty,$7.3K,R,STL,SP,CIN,,,,,100,-7,9.0,-137,4.81,-0.04,5,0.196,,0.000,8.60,4,0.616,,0.200,0.00,1,5.63,6.58,0.00,0.383,4.80,0.00,0.00,14.23,1.95,2,0.120,,0.000,7.10,7,0.243,,0.062,5.10,2,1.93,2.57,0.00,0.216,5.60,0.00,0.00,2,0.270,,0.116,5.80,7,0.261,,0.075,4.60,5,3.12,3.75,0.07,0.263,4.90,0.00,0.00,2,0.287,,0.118,4.30,7,0.260,,0.117,5.50,45,3.24,3.39,0.15,0.266,5.30,0.00,0.00
Martin Perez,$4.0K,L,TEX,SP,@ BAL,,,,,-1500,-4,10.0,-102,4.91, ,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,7.7,1.93,5,0.202,,0.000,4.40,4,0.427,,0.312,5.60,2,3.46,4.11,0.13,0.302,4.90,0.00,0.00,5,0.208,,0.079,5.60,4,0.389,,0.306,7.10,5,2.52,3.40,0.27,0.288,6.30,0.00,0.00,5,0.317,,0.170,4.00,4,0.290,,0.155,6.70,18,3.09,3.81,0.22,0.305,5.20,0.00,0.00
Gerrit Cole,$13.3K,R,HOU,SP,DET,,,,,2100, ,7.0,-262,4.43,-0.31,5,0.153,,0.000,7.50,4,0.237,,0.017,9.00,1,0.67,2.18,0.00,0.190,8.20,0.00,0.00,25.28,1.9,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00
Michael Fulmer,$6.7K,R,DET,SP,@ HOU,,,,,-800,1,7.0,228,2.57,-0.19,3,0.355,,0.188,2.60,6,0.098,,0.000,5.10,1,4.42,3.96,0.25,0.184,4.30,0.00,0.00,12.43,1.86,5,0.335,,0.182,9.00,4,0.319,,0.064,5.70,2,1.80,3.14,0.13,0.328,7.50,0.00,0.00,5,0.322,,0.183,6.80,4,0.257,,0.075,5.30,5,3.03,3.74,0.16,0.293,6.10,0.00,0.00,5,0.310,,0.185,5.30,4,0.283,,0.146,4.90,51,2.93,3.59,0.22,0.298,5.10,0.00,0.00
Andrew Heaney,$9.5K,L,LAA,SP,@ LAD,,,,,1000,-4,8.0,115,3.79,0.76,4,0.110,,0.000,3.90,5,0.249,,0.176,9.00,1,2.25,3.12,0.20,0.187,6.70,0.00,0.00,16.71,1.76,3,0.344,,0.172,2.10,6,0.263,,0.086,5.50,2,4.51,4.30,0.14,0.290,4.40,0.00,0.00,3,0.332,,0.181,3.80,6,0.286,,0.117,4.80,4,3.74,3.94,0.18,0.301,4.50,0.00,0.00,3,0.301,,0.140,3.70,6,0.283,,0.106,3.50,41,4.18,4.20,0.15,0.289,3.60,0.00,0.00
Jon Gray,$7.6K,R,COL,SP,SEA,,,,,600,-12,12.0,-171,6.8,0.19,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,11.63,1.53,1,0.375,,0.000,0.00,8,0.421,,0.343,13.50,1,4.75,5.48,0.38,0.416,12.00,0.00,0.00,1,0.260,,0.050,2.10,8,0.383,,0.167,7.80,4,3.86,4.26,0.17,0.369,7.20,0.00,0.00,1,0.303,,0.111,1.80,8,0.311,,0.158,6.60,42,4.13,4.22,0.25,0.310,6.10,0.00,0.00
Wade LeBlanc,$5.9K,L,SEA,SP,@ COL,,,,,-300,-8,12.0,152,5.2,-0.19,3,0.585,,0.857,0.00,6,0.238,,0.188,4.50,1,4.16,5.42,0.43,0.354,3.00,0.00,0.00,8.96,1.52,4,0.265,,0.055,2.60,5,0.190,,0.114,10.30,2,2.47,2.44,0.14,0.223,6.90,0.00,0.00,4,0.247,,0.034,2.20,5,0.297,,0.206,7.80,5,3.01,3.52,0.23,0.275,5.40,0.00,0.00,4,0.248,,0.052,1.70,5,0.348,,0.262,7.80,21,3.35,3.99,0.30,0.304,5.10,0.00,0.00
Mike Clevinger,$9.1K,R,CLE,SP,NYY,,,,,-400, ,9.0,-105,4.58,0.01,5,0.524,,0.312,7.50,4,0.076,,0.000,9.00,1,1.68,2.18,0.33,0.325,8.20,0.00,0.00,13.2,1.45,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,6,0.384,,0.298,8.40,3,0.330,,0.064,7.30,3,1.66,1.33,0.50,0.366,8.10,0.00,0.00,6,0.329,,0.162,5.60,3,0.328,,0.145,5.40,35,3.17,3.22,0.23,0.329,5.60,0.00,0.00
