Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%
Kyle Hendricks,$8.3K,R,CHC,SP,PHI,,,,,300, ,7.5,-199,4.43,4.43,4,0.343,,0.276,1.80,5,0.378,,0.158,3.60,2,4.75,0.00,0.40,0.362,2.80,0.00,0.00,17.88,2.15,4,0.275,,0.200,1.60,5,0.302,,0.172,5.30,3,4.08,0.00,0.27,0.290,3.60,0.00,0.00,4,0.288,,0.161,4.70,5,0.311,,0.193,5.10,4,3.65,0.00,0.25,0.301,4.90,0.00,0.00,4,0.313,,0.185,4.40,5,0.277,,0.135,4.60,34,3.78,0.00,0.26,0.293,4.50,0.00,0.00
Sean Newcomb,$9.2K,L,ATL,SP,@ SDP,,,,,300,3,7.5,-126,3.92,0.19,1,0.069,,0.000,1.40,8,0.250,,0.031,2.80,2,5.32,0.00,0.00,0.230,2.60,0.00,0.00,19.78,2.15,1,0.223,,0.154,1.70,8,0.299,,0.023,3.90,3,5.35,0.00,0.00,0.291,3.70,0.00,0.00,1,0.265,,0.143,1.00,8,0.246,,0.037,5.10,5,5.07,0.00,0.00,0.248,4.70,0.00,0.00,1,0.314,,0.158,2.40,8,0.303,,0.122,7.30,30,3.94,0.00,0.12,0.304,6.70,0.00,0.00
Artie Lewicki,$4.0K,R,DET,SP,@ BOS,,,,,-1500,1,10.0,161,4.27,0.42,5,0.402,,0.000,0.00,4,0.394,,0.375,5.50,2,7.18,0.00,1.00,0.398,2.40,0.00,0.00,8.61,2.15,5,0.288,,0.000,0.00,4,0.352,,0.154,6.60,4,4.96,0.00,0.14,0.316,2.90,0.00,0.00,5,0.316,,0.071,2.20,4,0.302,,0.098,5.50,6,4.27,0.00,0.09,0.310,3.60,0.00,0.00,5,0.374,,0.111,2.30,4,0.346,,0.071,4.20,11,4.72,0.00,0.08,0.362,3.20,0.00,0.00
Jordan Lyles,$6.5K,R,SDP,SP,ATL,,,,,-900,4,7.5,112,3.58,0.31,6,0.380,,0.240,1.60,3,0.427,,0.208,4.90,2,4.75,0.00,0.33,0.396,2.70,0.00,0.00,13.72,2.11,6,0.371,,0.182,1.80,3,0.480,,0.333,5.30,3,4.87,0.00,0.36,0.407,2.90,0.00,0.00,6,0.256,,0.141,3.60,3,0.425,,0.276,5.20,6,3.72,0.00,0.26,0.312,4.10,0.00,0.00,6,0.365,,0.208,3.10,3,0.361,,0.225,5.20,55,4.06,0.00,0.28,0.364,3.80,0.00,0.00
Fernando Romero,$7.7K,R,MIN,SP,CHW,,,,,1400,-8,9.0,-169,5.1,0.01,9,0.817,,0.667,0.00,9,0.552,,0.143,7.50,1,5.86,0.00,1.00,1.369,7.50,0.00,0.00,16,2.08,9,0.579,,0.364,0.00,9,0.299,,0.038,8.80,2,4.21,0.00,0.20,0.878,8.80,0.00,0.00,9,0.377,,0.167,2.00,9,0.317,,0.123,5.90,4,4.36,0.00,0.15,0.694,7.90,0.00,0.00,9,0.162,,0.000,3.50,9,0.316,,0.111,5.70,5,3.86,0.00,0.07,0.478,9.20,0.00,0.00
Madison Bumgarner,$10.1K,L,SFG,SP,ARI,,,,,1400,-1,6.5,-140,3.49,-0.14,2,0.219,,0.000,3.00,7,0.360,,0.150,1.50,1,5.95,0.00,0.00,0.329,1.80,0.00,0.00,20.83,2.06,2,0.219,,0.000,3.00,7,0.360,,0.150,1.50,1,5.95,0.00,0.00,0.329,1.80,0.00,0.00,2,0.219,,0.000,3.00,7,0.360,,0.150,1.50,1,5.95,0.00,0.00,0.329,1.80,0.00,0.00,2,0.222,,0.061,1.30,7,0.312,,0.211,6.70,18,3.24,0.00,0.23,0.292,5.50,0.00,0.00
Sean Manaea,$7.7K,L,OAK,SP,@ TEX,,,,, , ,10.5,-145,5.69,0.26,4,0.262,,0.000,0.00,5,0.368,,0.364,4.50,2,5.36,0.00,0.27,0.321,2.50,0.00,0.00,15.8,2.05,4,0.359,,0.062,0.70,5,0.400,,0.383,4.10,3,5.44,0.00,0.25,0.382,2.60,0.00,0.00,4,0.385,,0.174,0.70,5,0.373,,0.282,4.10,5,5.32,0.00,0.25,0.378,2.60,0.00,0.00,4,0.268,,0.091,1.70,5,0.324,,0.181,6.30,40,3.96,0.00,0.17,0.299,4.30,0.00,0.00
Kyle Freeland,$8.1K,L,COL,SP,@ CIN,,,,,300,-1,8.5,-117,4.35,-0.23,4,0.408,,0.250,5.80,5,0.274,,0.001,4.30,1,3.25,0.00,0.20,0.334,5.00,0.00,0.00,16.62,2.05,4,0.395,,0.217,2.10,5,0.356,,0.185,4.70,3,4.14,0.00,0.21,0.373,3.50,0.00,0.00,4,0.382,,0.198,1.50,5,0.301,,0.139,5.80,5,4.15,0.00,0.23,0.337,3.90,0.00,0.00,4,0.298,,0.145,2.70,5,0.330,,0.149,4.10,41,4.62,0.00,0.19,0.316,3.50,0.00,0.00
Ross Stripling,$9.6K,R,LAD,SP,@ PIT,,,,,1100, ,7.5,-124,3.9,-0.21,5,0.271,,0.120,6.80,4,0.140,,0.053,5.20,2,1.78,0.00,0.14,0.213,6.10,0.00,0.00,19.27,2.01,5,0.205,,0.072,8.40,4,0.251,,0.111,4.50,3,1.86,0.00,0.14,0.225,6.70,0.00,0.00,5,0.234,,0.048,9.70,4,0.193,,0.061,6.60,4,1.81,0.00,0.10,0.216,8.30,0.00,0.00,5,0.237,,0.076,5.30,4,0.311,,0.174,6.30,62,2.93,0.00,0.22,0.270,5.80,0.00,0.00
CC Sabathia,$5.9K,L,NYY,SP,@ TOR,,,,,-300, ,9.5,-142,5.12,-0.42,0,0.000,,0.000,0.00,9,0.221,,0.250,7.70,1,3.27,0.00,0.33,0.000,0.00,0.00,0.00,11.88,2.01,0,0.665,,0.600,0.00,9,0.289,,0.215,6.20,3,4.56,0.00,0.36,0.289,6.20,0.00,0.00,0,0.399,,0.291,2.10,9,0.351,,0.238,5.40,5,4.24,0.00,0.39,0.351,5.40,0.00,0.00,0,0.307,,0.124,1.80,9,0.299,,0.159,6.60,37,4.14,0.00,0.27,0.299,6.60,0.00,0.00
Joe Musgrove,$7.5K,R,PIT,SP,LAD,,,,,300,-2,7.5,110,3.6,-0.29,4,0.300,,0.178,3.00,5,0.336,,0.138,4.50,2,4.08,0.00,0.29,0.320,3.80,0.00,0.00,15,2,4,0.289,,0.163,2.80,5,0.280,,0.109,5.20,3,3.51,0.00,0.18,0.284,4.20,0.00,0.00,4,0.289,,0.163,2.80,5,0.280,,0.109,5.20,3,3.51,0.00,0.18,0.284,4.20,0.00,0.00,4,0.321,,0.180,4.60,5,0.332,,0.183,3.90,39,3.64,0.00,0.23,0.327,4.20,0.00,0.00
James Paxton,$10.4K,L,SEA,SP,@ HOU,,,,,1100,1,7.5,105,3.65,0.09,0,0.245,,0.000,3.00,9,0.336,,0.132,5.20,2,3.99,0.00,0.00,0.336,5.20,0.00,0.00,20.44,1.97,0,0.331,,0.200,2.30,9,0.250,,0.090,8.00,3,2.74,0.00,0.08,0.250,8.00,0.00,0.00,0,0.265,,0.157,1.80,9,0.238,,0.115,7.10,5,2.76,0.00,0.12,0.238,7.10,0.00,0.00,0,0.297,,0.115,1.80,9,0.252,,0.111,9.60,35,2.62,0.00,0.13,0.252,9.60,0.00,0.00
Anthony DeSclafani,$6.2K,R,CIN,SP,COL,,,,,500,-7,8.5,103,4.15,-0.27,4,0.367,,0.223,3.60,5,0.402,,0.300,5.40,1,3.05,0.00,0.25,0.386,4.60,0.00,0.00,11.88,1.92,4,0.367,,0.223,3.60,5,0.402,,0.300,5.40,1,3.05,0.00,0.25,0.386,4.60,0.00,0.00,4,0.367,,0.223,3.60,5,0.402,,0.300,5.40,1,3.05,0.00,0.25,0.386,4.60,0.00,0.00,4,0.367,,0.223,3.60,5,0.402,,0.300,5.40,1,3.05,0.00,0.25,0.386,4.60,0.00,0.00
Carlos Martinez,$11.0K,R,STL,SP,MIA,,,,,2800,-6,8.0,-189,4.66,0.09,4,0.369,,0.000,4.50,5,0.402,,0.000,6.80,1,5.52,0.00,0.00,0.387,5.80,0.00,0.00,20.54,1.87,4,0.369,,0.000,4.50,5,0.402,,0.000,6.80,1,5.52,0.00,0.00,0.387,5.80,0.00,0.00,4,0.369,,0.000,4.50,5,0.402,,0.000,6.80,1,5.52,0.00,0.00,0.387,5.80,0.00,0.00,4,0.316,,0.149,4.40,5,0.264,,0.127,5.40,39,3.62,0.00,0.23,0.287,5.00,0.00,0.00
Andrew Heaney,$8.6K,L,LAA,SP,KCR,,,,,700,-2,8.0,-184,4.63,-0.34,3,0.066,,0.000,1.30,6,0.275,,0.100,3.20,2,4.53,0.00,0.00,0.205,2.60,0.00,0.00,16.06,1.87,3,0.094,,0.001,0.90,6,0.273,,0.090,4.50,3,4.47,0.00,0.00,0.213,3.30,0.00,0.00,3,0.113,,0.042,1.90,6,0.260,,0.095,5.80,5,3.80,0.00,0.06,0.211,4.50,0.00,0.00,3,0.246,,0.064,1.60,6,0.345,,0.254,7.80,15,3.40,0.00,0.29,0.312,5.80,0.00,0.00
Reynaldo Lopez,$6.4K,R,CHW,SP,@ MIN,,,,,400,-4,9.0,153,3.9,-0.01,10,0.528,,0.100,4.10,8,0.408,,0.000,4.10,1,4.95,0.00,0.00,0.949,8.20,0.00,0.00,11.92,1.86,10,0.330,,0.048,2.00,8,0.405,,0.067,2.90,2,5.31,0.00,0.00,0.727,4.80,0.00,0.00,10,0.333,,0.176,2.00,8,0.302,,0.182,4.50,5,4.53,0.00,0.18,0.638,6.20,0.00,0.00,10,0.339,,0.209,2.30,8,0.275,,0.122,4.10,18,4.69,0.00,0.16,0.621,6.20,0.00,0.00
Junior Guerra,$6.8K,R,MIL,SP,@ CLE,,,,,-500,2,7.5,179,3.05,0.04,7,0.353,,0.200,4.50,2,0.158,,0.000,4.50,2,2.65,0.00,0.20,0.310,4.50,0.00,0.00,12.3,1.81,7,0.314,,0.200,4.00,2,0.221,,0.111,3.50,3,2.98,0.00,0.20,0.293,3.90,0.00,0.00,7,0.348,,0.205,4.30,2,0.195,,0.077,4.10,6,3.33,0.00,0.16,0.314,4.30,0.00,0.00,7,0.322,,0.193,4.30,2,0.310,,0.182,4.60,30,3.93,0.00,0.26,0.319,4.40,0.00,0.00
Patrick Corbin,$9.9K,L,ARI,SP,@ SFG,,,,,800,2,6.5,125,3.01,-0.36,3,0.391,,0.333,2.20,6,0.264,,0.108,10.40,2,2.08,0.00,0.25,0.306,7.70,0.00,0.00,17.92,1.81,3,0.487,,0.357,1.40,6,0.211,,0.117,9.90,3,2.20,0.00,0.21,0.303,7.10,0.00,0.00,3,0.426,,0.308,2.60,6,0.234,,0.079,8.90,6,2.61,0.00,0.17,0.298,6.80,0.00,0.00,3,0.283,,0.161,2.60,6,0.316,,0.175,7.20,44,3.41,0.00,0.23,0.305,5.70,0.00,0.00
Nathan Eovaldi,$7.1K,R,TBR,SP,@ WAS,,,,, ,-1,6.5,224,2.41,-0.21,4,0.283,,0.295,2.50,5,0.071,,0.000,4.10,2,3.87,0.00,0.20,0.165,3.40,0.00,0.00,12.3,1.73,4,0.283,,0.295,2.50,5,0.071,,0.000,4.10,2,3.87,0.00,0.20,0.165,3.40,0.00,0.00,4,0.283,,0.295,2.50,5,0.071,,0.000,4.10,2,3.87,0.00,0.20,0.165,3.40,0.00,0.00,4,0.283,,0.295,2.50,5,0.071,,0.000,4.10,2,3.87,0.00,0.20,0.165,3.40,0.00,0.00
Zach Eflin,$7.3K,R,PHI,SP,@ CHC,,,,,-300,2,7.5,177,3.07,3.07,4,0.371,,0.192,3.20,5,0.337,,0.190,2.40,2,4.42,0.00,0.15,0.352,2.80,0.00,0.00,9.56,1.31,4,0.415,,0.258,3.50,5,0.366,,0.200,4.70,3,3.74,0.00,0.19,0.388,4.20,0.00,0.00,4,0.418,,0.256,2.80,5,0.308,,0.146,5.50,4,3.96,0.00,0.15,0.357,4.30,0.00,0.00,4,0.375,,0.264,3.10,5,0.323,,0.162,3.00,17,4.25,0.00,0.22,0.346,3.00,0.00,0.00
