Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%
Sal Romano,$5.0K,R,CIN,SP,MIL,,,,,-1100,5,10.0,-104,5.07,0.5,3,0.405,,0.363,7.20,6,0.433,,0.090,3.60,1,3.16,2.43,0.50,0.424,4.80,0.00,0.00,14.33,2.87,3,0.382,,0.203,4.50,6,0.253,,0.042,4.50,2,3.77,3.30,0.50,0.296,4.50,0.00,0.00,3,0.284,,0.144,5.30,6,0.307,,0.176,5.30,3,3.98,3.67,0.25,0.299,5.30,0.00,0.00,3,0.355,,0.184,3.80,6,0.328,,0.197,4.00,30,4.41,4.65,0.21,0.337,3.90,0.00,0.00
Rich Hill,$7.7K,L,LAD,SP,COL,,,,,300,-3,7.5,-158,4.16,-0.02,2,0.269,,0.000,1.80,7,0.445,,0.420,7.20,1,3.29,7.12,0.13,0.406,6.00,0.00,0.00,20.12,2.61,2,0.202,,0.000,2.50,7,0.316,,0.215,6.50,2,3.08,4.41,0.10,0.291,5.60,0.00,0.00,2,0.202,,0.000,2.50,7,0.316,,0.215,6.50,2,3.08,4.41,0.10,0.291,5.60,0.00,0.00,2,0.334,,0.131,2.20,7,0.287,,0.180,9.60,32,2.87,3.97,0.21,0.297,8.00,0.00,0.00
Marcus Stroman,$6.3K,R,TOR,SP,DET,,,,,100,-1,9.0,-187,5.24,0.36,3,0.146,,0.000,1.80,6,0.339,,0.000,7.20,1,4.72,2.47,0.00,0.275,5.40,0.00,0.00,16.22,2.57,3,0.146,,0.000,1.80,6,0.339,,0.000,7.20,1,4.72,2.47,0.00,0.275,5.40,0.00,0.00,3,0.146,,0.000,1.80,6,0.339,,0.000,7.20,1,4.72,2.47,0.00,0.275,5.40,0.00,0.00,3,0.304,,0.094,3.50,6,0.333,,0.171,4.30,40,4.57,3.60,0.26,0.323,4.00,0.00,0.00
Yovani Gallardo,$4.6K,R,TEX,SP,CHW,,,,,-1000,1,10.5,-137,5.63,0.05,4,0.418,,0.428,3.50,5,0.348,,0.036,1.80,1,5.22,6.50,0.40,0.379,2.50,0.00,0.00,11.79,2.56,4,0.352,,0.273,2.70,5,0.412,,0.217,3.60,2,4.81,5.67,0.38,0.385,3.20,0.00,0.00,4,0.352,,0.273,2.70,5,0.412,,0.217,3.60,2,4.81,5.67,0.38,0.385,3.20,0.00,0.00,4,0.352,,0.201,3.40,5,0.372,,0.226,3.30,33,4.64,5.34,0.30,0.363,3.30,0.00,0.00
Corey Oswalt,$5.6K,R,NYM,SP,@ MIA,,,,,-100,-2,8.5,-110,4.32,0.38,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,13.52,2.41,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,3,0.000,,0.000,0.00,6,0.243,,0.214,8.60,1,2.87,3.58,0.50,0.162,5.70,0.00,0.00
Tyler Anderson,$6.7K,L,COL,SP,@ LAD,,,,,100,-1,7.5,140,3.34,0.02,2,0.731,,0.750,1.50,7,0.251,,0.000,10.50,1,2.88,2.68,0.50,0.358,8.50,0.00,0.00,15.96,2.38,2,0.665,,0.583,2.40,7,0.292,,0.092,8.10,2,3.20,3.60,0.50,0.375,6.80,0.00,0.00,2,0.486,,0.348,1.80,7,0.297,,0.159,6.60,5,3.49,4.14,0.22,0.339,5.50,0.00,0.00,2,0.385,,0.279,2.40,7,0.332,,0.204,6.90,31,3.65,4.20,0.27,0.344,5.90,0.00,0.00
Eric Lauer,$5.7K,L,SDP,SP,PIT,,,,,-1800,13,7.5,-102,3.69,-0.36,2,0.000,,0.000,1.50,7,0.441,,0.286,4.50,1,3.99,3.81,0.33,0.343,3.80,0.00,0.00,13.3,2.33,2,0.000,,0.000,1.50,7,0.292,,0.133,6.80,2,3.17,3.41,0.25,0.227,5.60,0.00,0.00,2,0.219,,0.037,0.70,7,0.330,,0.158,7.00,5,4.10,4.49,0.19,0.305,5.60,0.00,0.00,2,0.323,,0.125,1.00,7,0.382,,0.187,7.60,11,4.18,4.83,0.20,0.369,6.10,0.00,0.00
Julio Teheran,$6.9K,R,ATL,SP,@ STL,,,,,-1000,6,8.5,117,4,0.14,3,0.462,,0.142,4.30,6,0.370,,0.307,8.60,1,3.74,4.04,0.25,0.401,7.10,0.00,0.00,15.6,2.26,3,0.288,,0.062,5.30,6,0.261,,0.190,9.70,2,2.40,2.94,0.17,0.270,8.20,0.00,0.00,3,0.455,,0.371,4.40,6,0.224,,0.148,7.60,3,3.44,4.31,0.31,0.301,6.60,0.00,0.00,3,0.341,,0.207,3.90,6,0.316,,0.187,4.20,44,4.14,4.94,0.22,0.324,4.10,0.00,0.00
David Hess,$4.4K,R,BAL,SP,LAA,,,,,-1100,1,10.0,134,4.53,-0.04,2,0.364,,0.072,2.20,7,0.531,,0.400,6.80,1,4.54,3.99,0.00,0.494,5.80,0.00,0.00,9.75,2.22,2,0.339,,0.089,2.20,7,0.486,,0.454,4.40,2,5.01,6.18,0.10,0.453,3.90,0.00,0.00,2,0.384,,0.240,3.60,7,0.416,,0.230,2.60,4,5.42,6.59,0.17,0.409,2.80,0.00,0.00,2,0.383,,0.234,3.20,7,0.328,,0.224,2.30,8,5.05,6.15,0.20,0.340,2.50,0.00,0.00
Felix Pena,$6.6K,R,LAA,SP,@ BAL,,,,,800,-8,10.0,-149,5.47,0.04,2,0.647,,0.250,0.00,7,0.254,,0.200,10.80,1,2.88,3.50,0.33,0.341,8.40,0.00,0.00,14.54,2.2,2,0.426,,0.111,2.00,7,0.248,,0.158,10.00,2,3.16,3.54,0.33,0.288,8.20,0.00,0.00,2,0.426,,0.111,2.00,7,0.248,,0.158,10.00,2,3.16,3.54,0.33,0.288,8.20,0.00,0.00,2,0.378,,0.195,4.60,7,0.363,,0.282,7.20,26,3.62,4.82,0.30,0.366,6.60,0.00,0.00
Erick Fedde,$5.5K,R,WAS,SP,@ PHI,,,,,-400,1,9.0,103,4.4,0.05,5,0.177,,0.083,1.50,4,0.528,,0.136,3.00,1,5.22,4.34,0.00,0.333,2.20,0.00,0.00,12.07,2.19,5,0.350,,0.263,1.50,4,0.376,,0.038,9.00,1,5.04,3.60,0.17,0.362,4.80,0.00,0.00,5,0.353,,0.286,0.80,4,0.390,,0.125,7.40,2,4.95,3.81,0.27,0.369,3.70,0.00,0.00,5,0.342,,0.201,4.90,4,0.447,,0.218,4.00,6,4.44,3.88,0.33,0.389,4.50,0.00,0.00
Ian Kennedy,$6.4K,R,KCR,SP,@ SEA,,,,,-100,1,8.0,174,3.29,0.09,3,0.220,,0.000,3.90,6,0.221,,0.250,2.60,1,3.87,5.21,0.17,0.221,3.00,0.00,0.00,13.63,2.13,3,0.288,,0.182,4.80,6,0.280,,0.292,4.20,2,3.32,4.92,0.27,0.283,4.40,0.00,0.00,3,0.353,,0.280,6.00,6,0.300,,0.153,5.10,4,4.10,5.29,0.21,0.318,5.40,0.00,0.00,3,0.346,,0.243,4.00,6,0.339,,0.211,4.60,44,3.95,5.05,0.22,0.341,4.40,0.00,0.00
Sandy Alcantara,$5.3K,R,MIA,SP,NYM,,,,,-200,-3,8.5,-103,4.18,1.12,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,11.02,2.08,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,3,0.367,,0.056,8.20,6,0.391,,0.400,12.30,6,4.06,4.37,1.00,0.383,10.90,0.00,0.00
Francisco Liriano,$6.2K,L,DET,SP,@ TOR,,,,,-500,5,9.0,170,3.76,0.14,0,0.515,,0.000,0.00,9,0.251,,0.000,6.80,1,5.50,4.56,0.00,0.251,6.80,0.00,0.00,12.69,2.05,0,0.515,,0.000,0.00,9,0.251,,0.000,6.80,1,5.50,4.56,0.00,0.251,6.80,0.00,0.00,0,0.515,,0.000,0.00,9,0.251,,0.000,6.80,1,5.50,4.56,0.00,0.251,6.80,0.00,0.00,0,0.271,,0.131,2.40,9,0.356,,0.183,6.20,46,4.50,4.97,0.18,0.356,6.20,0.00,0.00
CC Sabathia,$6.5K,L,NYY,SP,BOS,,,,,-1000,8,9.5,-117,4.87,0.23,3,0.115,,0.000,1.80,6,0.474,,0.059,5.30,1,4.47,4.12,0.00,0.354,4.10,0.00,0.00,13.27,2.04,3,0.137,,0.000,2.20,6,0.393,,0.045,8.10,2,3.25,3.02,0.00,0.308,6.10,0.00,0.00,3,0.229,,0.000,1.50,6,0.313,,0.095,7.00,4,3.52,4.36,0.13,0.285,5.10,0.00,0.00,3,0.301,,0.113,1.80,6,0.306,,0.150,6.60,40,4.11,4.15,0.25,0.304,5.00,0.00,0.00
Joe Musgrove,$7.6K,R,PIT,SP,@ SDP,,,,,400,-4,7.5,-112,3.81,-0.14,5,0.621,,0.545,0.00,4,0.318,,0.111,4.50,1,5.62,7.53,0.00,0.486,2.00,0.00,0.00,15.39,2.03,5,0.539,,0.339,1.10,4,0.372,,0.200,6.70,2,4.42,5.70,0.11,0.465,3.60,0.00,0.00,5,0.384,,0.227,3.30,4,0.360,,0.166,5.20,4,3.61,4.99,0.15,0.373,4.10,0.00,0.00,5,0.333,,0.187,4.40,4,0.341,,0.183,4.10,43,3.62,4.09,0.21,0.337,4.30,0.00,0.00
Marco Gonzales,$7.8K,L,SEA,SP,KCR,,,,,500,-5,8.0,-199,4.71,-0.09,2,0.459,,0.363,3.00,7,0.215,,0.083,6.00,1,2.59,4.13,0.14,0.269,5.30,0.00,0.00,15.6,2,2,0.389,,0.250,3.00,7,0.362,,0.303,5.20,2,3.14,4.07,0.31,0.368,4.70,0.00,0.00,2,0.310,,0.154,2.10,7,0.324,,0.191,5.90,5,3.39,3.92,0.20,0.321,5.10,0.00,0.00,2,0.325,,0.138,1.50,7,0.347,,0.168,6.80,25,3.76,3.76,0.21,0.342,5.70,0.00,0.00
Gerrit Cole,$13.0K,R,HOU,SP,@ TBR,,,,,1500, ,7.0,-189,4.07,0.05,4,0.406,,0.454,9.00,5,0.000,,0.000,5.40,1,2.49,2.47,0.50,0.180,7.00,0.00,0.00,25.78,1.98,4,0.345,,0.277,6.80,5,0.199,,0.136,5.20,2,3.33,3.68,0.29,0.264,5.90,0.00,0.00,4,0.271,,0.175,6.70,5,0.286,,0.222,4.10,5,3.07,4.02,0.30,0.279,5.20,0.00,0.00,4,0.310,,0.188,5.20,5,0.282,,0.152,4.90,48,2.94,3.58,0.22,0.294,5.00,0.00,0.00
Wilmer Font,$5.9K,R,TBR,SP,HOU,,,,,-100,-1,7.0,166,2.93,-0.05,4,0.080,,0.000,3.50,5,0.354,,0.250,3.50,1,3.87,3.53,0.00,0.232,3.50,0.00,0.00,11.38,1.93,4,0.225,,0.250,3.80,5,0.296,,0.118,4.80,2,3.61,3.55,0.20,0.264,4.40,0.00,0.00,4,0.231,,0.143,3.50,5,0.301,,0.135,4.50,7,4.38,5.07,0.14,0.270,4.10,0.00,0.00,4,0.386,,0.290,3.00,5,0.408,,0.294,5.20,21,4.27,5.32,0.34,0.398,4.20,0.00,0.00
