Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%
Eduardo Rodriguez,$8.1K,L,BOS,SP,@ NYY,,,,, , ,9.5,104,4.63,0.27,3,0.404,,0.000,0.00,6,0.386,,0.275,4.50,1,5.22,6.78,0.00,0.392,3.00,0.00,0.00,15.46,1.91,3,0.441,,0.062,2.70,6,0.284,,0.222,7.20,2,3.13,4.60,0.10,0.336,5.70,0.00,0.00,3,0.419,,0.053,1.30,6,0.299,,0.156,7.50,4,3.60,4.16,0.13,0.339,5.40,0.00,0.00,3,0.337,,0.157,2.40,6,0.306,,0.166,8.00,39,3.13,4.16,0.16,0.316,6.10,0.00,0.00
Chase Anderson,$7.0K,R,MIL,SP,@ CIN,,,,,700,-7,10.0,-108,4.93,0.5,6,0.229,,0.000,1.80,3,0.277,,0.200,14.40,1,2.40,3.38,0.33,0.245,6.00,0.00,0.00,12.98,1.85,6,0.362,,0.083,2.70,3,0.336,,0.375,9.80,2,3.04,3.86,0.50,0.353,5.00,0.00,0.00,6,0.258,,0.031,2.70,3,0.274,,0.212,5.80,5,3.69,4.37,0.23,0.263,3.80,0.00,0.00,6,0.282,,0.131,4.00,3,0.305,,0.187,4.40,39,3.71,4.67,0.19,0.290,4.10,0.00,0.00
Patrick Corbin,$11.9K,L,ARI,SP,SFG,,,,,2300,-1,7.0,-133,3.7,-0.61,3,0.586,,0.000,1.30,6,0.042,,0.000,14.10,1,-0.29,0.49,0.00,0.223,9.90,0.00,0.00,19.92,1.67,3,0.757,,0.444,1.40,6,0.133,,0.028,11.80,2,1.34,1.93,0.17,0.341,8.30,0.00,0.00,3,0.534,,0.357,1.50,6,0.190,,0.057,10.00,4,2.37,2.73,0.08,0.305,7.20,0.00,0.00,3,0.301,,0.174,2.60,6,0.313,,0.169,7.30,47,3.33,3.52,0.22,0.309,5.80,0.00,0.00
Nick Pivetta,$9.5K,R,PHI,SP,WAS,,,,,900, ,9.0,-116,4.6,-0.05,4,0.558,,0.111,5.40,5,0.293,,0.231,7.20,1,3.74,2.27,0.50,0.411,6.40,0.00,0.00,15.59,1.64,4,0.607,,0.334,3.70,5,0.187,,0.176,11.20,2,1.75,2.12,0.43,0.374,7.90,0.00,0.00,4,0.472,,0.264,4.10,5,0.298,,0.161,7.60,5,3.00,3.52,0.26,0.375,6.10,0.00,0.00,4,0.321,,0.134,4.80,5,0.356,,0.225,5.60,41,3.36,3.94,0.26,0.340,5.20,0.00,0.00
Miles Mikolas,$9.3K,R,STL,SP,ATL,,,,,900, ,8.5,-132,4.5,-0.14,5,0.241,,0.000,2.90,4,0.133,,0.000,4.30,1,4.17,4.08,0.00,0.193,3.50,0.00,0.00,15.02,1.62,5,0.355,,0.154,3.20,4,0.120,,0.001,3.20,2,4.31,4.34,0.14,0.251,3.20,0.00,0.00,5,0.331,,0.184,2.70,4,0.155,,0.040,3.30,5,4.19,4.21,0.10,0.253,2.90,0.00,0.00,5,0.312,,0.153,3.20,4,0.190,,0.060,4.00,14,3.83,3.67,0.14,0.258,3.60,0.00,0.00
Mike Montgomery,$7.5K,L,CHC,SP,MIN,,,,,-100,2,9.5,-122,4.93,4.93,3,0.401,,0.000,3.00,6,0.278,,0.267,6.00,1,3.42,3.64,0.33,0.319,5.00,0.00,0.00,12.15,1.62,3,0.320,,0.000,4.50,6,0.292,,0.156,3.80,2,4.24,3.57,0.14,0.301,4.00,0.00,0.00,3,0.300,,0.105,3.00,6,0.230,,0.111,3.00,5,4.57,3.98,0.15,0.253,3.00,0.00,0.00,3,0.291,,0.100,2.30,6,0.294,,0.131,5.20,65,4.59,4.27,0.17,0.293,4.20,0.00,0.00
Andrew Suarez,$7.2K,L,SFG,SP,@ ARI,,,,,200,-3,7.0,116,3.3,-0.39,4,0.000,,0.000,3.50,5,0.468,,0.167,3.50,1,5.08,2.90,0.50,0.260,3.50,0.00,0.00,11.21,1.56,4,0.000,,0.000,2.40,5,0.377,,0.135,6.40,2,3.83,2.86,0.20,0.209,4.60,0.00,0.00,4,0.154,,0.158,1.60,5,0.308,,0.081,6.20,5,3.84,3.31,0.12,0.240,4.20,0.00,0.00,4,0.206,,0.113,2.70,5,0.366,,0.181,6.50,11,3.48,3.44,0.21,0.295,4.80,0.00,0.00
Trevor Bauer,$13.3K,R,CLE,SP,@ OAK,,,,,1300, ,8.0,-182,4.61,0.07,4,0.193,,0.000,8.80,5,0.306,,-0.022,7.40,1,1.28,2.99,0.00,0.256,8.00,0.00,0.00,20.65,1.55,4,0.199,,0.000,7.60,5,0.234,,0.028,5.50,2,1.87,3.00,0.00,0.218,6.40,0.00,0.00,4,0.255,,0.113,8.30,5,0.246,,0.088,6.20,5,1.65,2.53,0.05,0.250,7.10,0.00,0.00,4,0.319,,0.170,5.30,5,0.292,,0.133,6.50,46,2.98,3.41,0.19,0.304,6.00,0.00,0.00
Dylan Covey,$6.8K,R,CHW,SP,@ TEX,,,,,400,-4,10.5,125,4.87,-0.05,5,0.367,,0.000,2.20,4,0.304,,0.375,0.00,1,7.76,6.55,1.00,0.339,1.20,0.00,0.00,9.27,1.36,5,0.424,,0.184,1.00,4,0.298,,0.267,2.00,2,6.99,7.41,0.33,0.368,1.40,0.00,0.00,5,0.312,,0.082,5.30,4,0.269,,0.105,2.00,5,4.64,4.54,0.13,0.293,3.90,0.00,0.00,5,0.353,,0.189,3.80,4,0.372,,0.228,2.80,25,4.84,4.99,0.27,0.361,3.30,0.00,0.00
Jose Berrios,$11.8K,R,MIN,SP,@ CHC,,,,,1400,1,9.5,110,4.57,4.57,6,0.166,,0.063,9.00,3,0.196,,0.000,6.40,1,0.78,1.86,0.00,0.176,8.10,0.00,0.00,15.98,1.35,6,0.201,,0.134,8.20,3,0.300,,0.000,4.10,2,2.39,3.28,0.17,0.234,6.90,0.00,0.00,6,0.253,,0.154,6.60,3,0.282,,0.106,4.50,5,2.26,3.16,0.18,0.263,5.90,0.00,0.00,6,0.308,,0.159,4.20,3,0.273,,0.131,5.20,41,3.20,4.03,0.17,0.296,4.50,0.00,0.00
Paul Blackburn,$4.8K,R,OAK,SP,CLE,,,,,-900,2,8.0,161,3.39,-0.07,7,0.494,,0.333,5.40,2,0.336,,0.000,1.80,1,3.65,3.94,0.50,0.459,4.60,0.00,0.00,6.31,1.31,7,0.385,,0.209,5.40,2,0.294,,0.063,1.80,2,4.15,3.88,0.33,0.365,4.60,0.00,0.00,7,0.372,,0.182,3.20,2,0.371,,0.184,2.60,4,4.94,4.19,0.29,0.372,3.00,0.00,0.00,7,0.290,,0.095,1.90,2,0.344,,0.160,2.10,14,5.39,4.63,0.21,0.302,2.00,0.00,0.00
