Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%
Tommy Milone,$4.0K,L,WAS,SP,NYM,,,,,-3000,9,9.0,-113,4.57,0.22,2,0.176,,0.000,5.40,7,0.427,,0.176,5.40,1,2.22,2.11,0.00,0.371,5.40,0.00,0.00,12.89,3.22,2,0.176,,0.000,5.40,7,0.427,,0.176,5.40,1,2.22,2.11,0.00,0.371,5.40,0.00,0.00,2,0.176,,0.000,5.40,7,0.427,,0.176,5.40,1,2.22,2.11,0.00,0.371,5.40,0.00,0.00,2,0.276,,0.211,2.50,7,0.449,,0.294,4.90,18,3.84,4.63,0.23,0.411,4.40,0.00,0.00
Luke Weaver,$7.0K,R,STL,SP,COL,,,,, ,3,8.0,-138,4.29,0.11,5,0.359,,0.210,7.50,4,0.487,,0.500,0.00,1,3.11,3.87,0.25,0.416,4.20,0.00,0.00,16.98,2.43,5,0.415,,0.187,6.30,4,0.520,,0.334,0.00,2,5.14,5.30,0.22,0.462,3.50,0.00,0.00,5,0.319,,0.150,5.60,4,0.206,,0.111,2.20,4,3.68,4.29,0.12,0.269,4.10,0.00,0.00,5,0.334,,0.153,4.30,4,0.305,,0.143,5.00,33,3.57,3.97,0.13,0.321,4.60,0.00,0.00
Sal Romano,$5.2K,R,CIN,SP,@ DET,,,,,-800,1,9.0,-112,4.58,0.16,5,0.408,,0.000,0.00,4,0.270,,0.182,6.80,2,3.76,4.45,0.11,0.347,3.00,0.00,0.00,12.6,2.42,5,0.408,,0.000,0.00,4,0.270,,0.182,6.80,2,3.76,4.45,0.11,0.347,3.00,0.00,0.00,5,0.411,,0.417,1.70,4,0.225,,0.087,3.50,5,4.53,4.93,0.19,0.328,2.50,0.00,0.00,5,0.365,,0.199,3.30,4,0.325,,0.184,3.80,37,4.53,4.79,0.15,0.347,3.50,0.00,0.00
Rich Hill,$9.6K,L,LAD,SP,MIL,,,,,-400,2,8.0,-163,4.48,0.05,2,0.174,,0.000,0.00,7,0.103,,0.000,10.30,1,2.40,2.36,0.00,0.119,8.00,0.00,0.00,22.28,2.32,2,0.331,,0.133,1.40,7,0.164,,0.000,10.40,2,2.61,2.67,0.00,0.201,8.40,0.00,0.00,2,0.272,,0.080,1.70,7,0.259,,0.113,9.00,5,2.86,3.11,0.10,0.262,7.40,0.00,0.00,2,0.334,,0.118,2.20,7,0.286,,0.171,9.50,38,2.88,3.89,0.15,0.297,7.90,0.00,0.00
Alex Cobb,$4.5K,R,BAL,SP,@ NYY,,,,,-2000,4,9.0,225,3.34,0.08,4,0.497,,0.200,1.50,5,0.098,,0.000,1.50,1,6.21,4.18,0.00,0.275,1.50,0.00,0.00,10.36,2.3,4,0.382,,0.131,2.50,5,0.257,,0.100,2.50,2,5.35,4.73,0.00,0.313,2.50,0.00,0.00,4,0.358,,0.170,4.40,5,0.307,,0.166,1.20,4,4.61,4.58,0.14,0.330,2.60,0.00,0.00,4,0.336,,0.178,3.30,5,0.336,,0.178,3.00,48,4.40,4.53,0.14,0.336,3.10,0.00,0.00
Nick Tropeano,$7.1K,R,LAA,SP,@ TBR,,,,,-400,5,8.0,114,3.8,-0.52,6,0.501,,0.692,7.10,3,0.409,,0.600,2.80,1,3.16,3.58,0.83,0.470,5.70,0.00,0.00,16.06,2.26,6,0.449,,0.500,5.60,3,0.256,,0.300,4.00,2,3.87,4.43,0.50,0.385,5.00,0.00,0.00,6,0.449,,0.500,5.60,3,0.256,,0.300,4.00,2,3.87,4.43,0.50,0.385,5.00,0.00,0.00,6,0.379,,0.232,3.60,3,0.320,,0.256,4.10,12,4.06,4.99,0.18,0.359,3.80,0.00,0.00
Dallas Keuchel,$8.3K,L,HOU,SP,@ SEA,,,,,-1200,3,8.0,-120,4.13,-0.09,1,0.076,,0.000,5.40,8,0.525,,0.357,3.60,1,4.91,3.74,0.25,0.475,3.80,0.00,0.00,18.35,2.21,1,0.057,,0.000,4.30,8,0.264,,0.139,2.80,2,4.17,3.54,0.11,0.241,3.00,0.00,0.00,1,0.053,,0.000,2.10,8,0.271,,0.073,3.50,4,4.90,4.08,0.06,0.247,3.40,0.00,0.00,1,0.247,,0.099,2.40,8,0.297,,0.131,5.80,45,4.41,3.45,0.17,0.291,5.50,0.00,0.00
Sean Manaea,$8.0K,L,OAK,SP,TOR,,,,,500,-5,8.0,-125,4.18,-0.36,0,0.608,,0.286,1.80,9,0.348,,0.188,7.20,1,4.50,2.23,0.33,0.348,7.20,0.00,0.00,16.78,2.1,0,0.328,,0.154,0.80,9,0.278,,0.117,7.00,2,3.39,3.28,0.08,0.278,7.00,0.00,0.00,0,0.298,,0.148,0.30,9,0.312,,0.157,4.70,5,4.48,4.30,0.14,0.312,4.70,0.00,0.00,0,0.271,,0.097,1.40,9,0.320,,0.176,5.90,50,3.99,4.45,0.12,0.320,5.90,0.00,0.00
Sonny Gray,$8.5K,R,NYY,SP,BAL,,,,, , ,9.0,-252,5.66,-0.08,3,0.284,,0.083,5.40,6,0.172,,0.000,3.60,1,3.80,4.38,0.00,0.209,4.20,0.00,0.00,17.57,2.07,3,0.275,,0.174,7.00,6,0.250,,0.000,2.60,2,3.69,4.79,0.10,0.258,4.10,0.00,0.00,3,0.391,,0.250,4.90,6,0.247,,0.072,6.40,4,3.20,4.17,0.13,0.295,5.90,0.00,0.00,3,0.313,,0.141,4.10,6,0.319,,0.161,4.80,46,4.07,4.23,0.15,0.317,4.60,0.00,0.00
Dylan Covey,$5.9K,R,CHW,SP,KCR,,,,,-300,-1,9.0,-124,4.69,-0.16,6,0.498,,0.571,3.90,3,0.512,,0.312,0.00,1,5.95,6.14,0.40,0.503,2.60,0.00,0.00,12.13,2.06,6,0.194,,0.167,4.80,3,0.378,,0.192,0.00,2,5.40,4.43,0.22,0.255,3.20,0.00,0.00,6,0.254,,0.119,4.60,3,0.392,,0.130,1.20,4,5.03,4.46,0.13,0.300,3.50,0.00,0.00,6,0.363,,0.203,3.70,3,0.386,,0.214,2.40,30,5.07,5.14,0.22,0.371,3.30,0.00,0.00
