Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%
Jake Odorizzi,$6.3K,R,MIN,SP,@ CHW,,,,,-200,2,9.5,-124,4.94,-0.07,3,0.532,,0.167,15.00,6,0.554,,0.000,7.50,1,3.67,4.23,0.00,0.547,10.00,0.00,0.00,17.83,2.83,3,0.494,,0.235,4.30,6,0.384,,0.072,7.30,2,4.40,5.06,0.00,0.421,6.30,0.00,0.00,3,0.361,,0.177,4.40,6,0.383,,0.084,6.10,4,4.03,4.82,0.00,0.376,5.60,0.00,0.00,3,0.327,,0.233,3.80,6,0.335,,0.213,5.50,41,3.97,5.11,0.22,0.332,4.90,0.00,0.00
Jon Gray,$7.7K,R,COL,SP,@ SFG,,,,,-700,3,7.5,-128,3.94, ,5,0.266,,0.273,7.70,4,0.334,,0.111,7.70,1,1.79,0.49,1.00,0.296,7.70,0.00,0.00,18.49,2.4,5,0.319,,0.240,9.00,4,0.324,,0.084,6.80,2,1.36,1.09,0.50,0.321,8.00,0.00,0.00,5,0.310,,0.170,9.00,4,0.333,,0.135,5.10,4,2.19,2.23,0.30,0.320,7.30,0.00,0.00,5,0.324,,0.156,5.60,4,0.328,,0.148,5.30,34,3.18,3.24,0.22,0.326,5.50,0.00,0.00
Zack Greinke,$9.3K,R,ARI,SP,@ MIA,,,,,-500,2,7.0,-173,3.98,-0.21,4,0.072,,0.000,4.50,5,0.160,,0.000,6.00,1,2.31,2.21,0.00,0.121,5.30,0.00,0.00,21.55,2.32,4,0.177,,0.000,3.00,5,0.323,,0.274,6.00,2,2.52,3.67,0.20,0.258,4.60,0.00,0.00,4,0.268,,0.104,3.20,5,0.367,,0.297,6.50,5,3.04,3.83,0.24,0.323,5.10,0.00,0.00,4,0.294,,0.145,4.60,5,0.294,,0.201,5.50,47,2.87,3.42,0.23,0.294,5.10,0.00,0.00
Brian Johnson,$4.7K,L,BOS,SP,LAA,,,,,-1100, ,10.5,-146,5.72,0.14,0,0.220,,0.000,4.10,9,0.377,,0.000,8.20,1,2.08,3.58,0.00,0.377,8.20,0.00,0.00,10.39,2.21,0,0.261,,0.000,2.80,9,0.389,,0.100,11.20,2,2.38,3.68,0.00,0.389,11.20,0.00,0.00,0,0.188,,0.000,3.50,9,0.319,,0.039,8.30,5,3.30,3.38,0.00,0.319,8.30,0.00,0.00,0,0.240,,0.054,2.00,9,0.365,,0.198,6.40,25,3.83,4.65,0.16,0.365,6.40,0.00,0.00
Jose Quintana,$7.4K,L,CHC,SP,@ LAD,,,,,100,-1,7.5,156,3.22,0.05,3,0.501,,0.167,3.60,6,0.409,,0.223,1.80,1,5.13,5.65,0.20,0.440,2.40,0.00,0.00,15.92,2.15,3,0.334,,0.111,1.80,6,0.344,,0.118,3.60,2,5.09,4.94,0.17,0.341,3.00,0.00,0.00,3,0.354,,0.118,1.70,6,0.293,,0.152,6.40,4,4.05,3.99,0.25,0.313,4.80,0.00,0.00,3,0.254,,0.110,2.50,6,0.322,,0.178,7.90,45,3.42,3.83,0.21,0.299,6.10,0.00,0.00
Anthony DeSclafani,$6.5K,R,CIN,SP,MIL,,,,,-200,1,9.0,-103,4.42,-0.15,4,0.315,,0.214,4.40,5,0.292,,0.428,0.00,1,5.96,6.24,0.40,0.302,2.00,0.00,0.00,13.92,2.14,4,0.367,,0.360,2.40,5,0.161,,0.188,3.20,2,4.98,5.69,0.36,0.253,2.80,0.00,0.00,4,0.378,,0.309,3.40,5,0.328,,0.150,4.20,4,4.11,4.74,0.28,0.350,3.90,0.00,0.00,4,0.378,,0.309,3.40,5,0.328,,0.150,4.20,4,4.11,4.74,0.28,0.350,3.90,0.00,0.00
Mike Leake,$6.5K,R,SEA,SP,@ BAL,,,,,-1500,6,10.5,-148,5.73,0.63,4,0.116,,-0.005,4.50,5,0.174,,0.000,1.10,1,4.71,3.52,0.00,0.148,2.60,0.00,0.00,12.81,1.97,4,0.254,,0.082,3.20,5,0.191,,0.000,0.60,2,5.12,4.29,0.11,0.219,1.80,0.00,0.00,4,0.221,,0.047,2.30,5,0.311,,0.212,3.10,5,4.45,4.11,0.23,0.271,2.70,0.00,0.00,4,0.323,,0.147,2.40,5,0.313,,0.166,3.60,47,4.40,4.11,0.20,0.317,3.10,0.00,0.00
Tanner Roark,$7.2K,R,WAS,SP,@ PHI,,,,,-100,2,8.0,104,3.9,0.23,4,0.519,,0.250,6.60,5,0.266,,0.125,8.80,1,3.84,4.75,0.20,0.378,7.80,0.00,0.00,13.86,1.93,4,0.438,,0.143,5.60,5,0.478,,0.334,4.40,2,4.38,5.66,0.22,0.460,4.90,0.00,0.00,4,0.432,,0.232,4.00,5,0.393,,0.304,4.00,5,4.28,5.45,0.25,0.410,4.00,0.00,0.00,4,0.352,,0.196,4.10,5,0.271,,0.124,4.40,45,3.86,4.30,0.20,0.307,4.30,0.00,0.00
Lucas Giolito,$4.8K,R,CHW,SP,MIN,,,,,-1400,3,9.5,110,4.56,0.07,6,0.449,,0.334,1.30,3,0.241,,0.056,9.00,1,2.82,3.51,0.25,0.380,3.90,0.00,0.00,9.12,1.9,6,0.447,,0.188,1.50,3,0.283,,0.235,8.90,2,3.15,4.29,0.27,0.392,4.00,0.00,0.00,6,0.381,,0.156,2.60,3,0.274,,0.195,6.80,3,4.52,5.31,0.18,0.345,4.00,0.00,0.00,6,0.362,,0.215,2.60,3,0.306,,0.179,3.90,21,4.83,5.76,0.21,0.343,3.00,0.00,0.00
Jimmy Yacabonis,$4.2K,R,BAL,SP,SEA,,,,,-1300, ,10.5,132,4.77,0.37,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,7.54,1.8,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,4,0.309,,0.055,1.90,5,0.335,,0.162,2.90,14,6.12,6.75,0.14,0.323,2.50,0.00,0.00
Lance McCullers,$11.3K,R,HOU,SP,@ TBR,,,,,900,1,7.5,-162,4.18,-0.03,4,0.224,,0.013,4.50,5,0.292,,0.300,9.00,1,1.52,2.64,0.33,0.262,7.00,0.00,0.00,20.24,1.79,4,0.237,,0.048,7.50,5,0.347,,0.304,6.00,2,1.92,2.66,0.29,0.298,6.70,0.00,0.00,4,0.230,,0.120,5.40,5,0.372,,0.250,4.30,4,3.33,3.57,0.23,0.309,4.80,0.00,0.00,4,0.257,,0.104,5.50,5,0.329,,0.157,5.20,37,3.67,3.31,0.20,0.297,5.30,0.00,0.00
Ryan Yarbrough,$5.6K,L,TBR,SP,HOU,,,,,-500,1,7.5,142,3.32,0.03,2,0.115,,0.000,4.40,7,0.239,,0.122,4.40,2,4.67,5.31,0.00,0.211,4.40,0.00,0.00,10,1.79,2,0.226,,0.000,2.50,7,0.431,,0.432,7.40,3,4.45,5.89,0.29,0.385,6.30,0.00,0.00,2,0.313,,0.063,2.00,7,0.382,,0.244,5.40,5,4.42,5.33,0.18,0.367,4.60,0.00,0.00,2,0.311,,0.209,2.60,7,0.304,,0.157,6.00,18,3.56,4.60,0.20,0.306,5.30,0.00,0.00
Chris Stratton,$7.3K,R,SFG,SP,COL,,,,,-200,2,7.5,114,3.56,-0.5,4,0.406,,0.117,3.00,5,0.237,,0.111,1.50,1,4.40,4.53,0.00,0.312,2.20,0.00,0.00,12.88,1.76,4,0.302,,0.074,2.20,5,0.205,,0.052,2.20,2,4.35,4.78,0.00,0.248,2.20,0.00,0.00,4,0.275,,0.067,3.10,5,0.265,,0.068,2.80,5,4.26,4.55,0.00,0.269,2.90,0.00,0.00,4,0.342,,0.152,3.50,5,0.297,,0.132,4.20,27,4.38,4.62,0.14,0.317,3.90,0.00,0.00
Michael Fulmer,$7.4K,R,DET,SP,OAK,,,,,-300,1,9.0,-100,4.42,0.34,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,12.93,1.75,3,0.420,,0.285,8.70,6,0.292,,0.428,6.90,1,1.75,3.77,0.33,0.335,7.50,0.00,0.00,3,0.249,,0.138,6.10,6,0.331,,0.143,2.10,4,3.41,3.78,0.21,0.304,3.50,0.00,0.00,3,0.302,,0.140,3.80,6,0.282,,0.109,3.40,38,4.16,4.22,0.16,0.289,3.60,0.00,0.00
Ryne Stanek,$4.0K,R,TBR,SP,HOU,,,,,-1500,1,7.5,142,3.32,0.03,3,0.563,,0.000,0.00,6,0.000,,0.000,8.60,2,5.29,5.54,0.00,0.188,5.70,0.00,0.00,6.95,1.74,3,0.376,,0.000,1.70,6,0.078,,0.062,5.00,5,4.45,5.37,0.00,0.177,3.90,0.00,0.00,3,0.239,,0.000,4.70,6,0.113,,0.034,6.20,10,2.98,3.94,0.00,0.155,5.70,0.00,0.00,3,0.241,,0.017,6.20,6,0.367,,0.313,8.30,37,3.04,4.32,0.23,0.325,7.60,0.00,0.00
Junior Guerra,$8.2K,R,MIL,SP,@ CIN,,,,,-200,1,9.0,-111,4.58,0.15,5,0.418,,0.233,1.80,4,0.209,,0.000,10.80,1,3.63,4.43,0.00,0.325,5.80,0.00,0.00,14.12,1.72,5,0.264,,0.216,7.10,4,0.377,,0.211,5.30,2,3.34,4.49,1.00,0.314,6.30,0.00,0.00,5,0.296,,0.209,4.90,4,0.328,,0.112,4.50,4,3.34,4.25,0.33,0.310,4.70,0.00,0.00,5,0.321,,0.195,4.40,4,0.320,,0.181,4.70,33,3.85,4.89,0.27,0.321,4.50,0.00,0.00
Trevor Richards,$7.9K,R,MIA,SP,ARI,,,,,1900,-10,7.0,153,3.02,-0.29,5,0.160,,0.000,7.50,4,0.262,,0.125,4.50,1,1.97,2.96,0.00,0.205,6.20,0.00,0.00,12.74,1.61,5,0.188,,0.067,5.00,4,0.458,,0.182,5.00,2,3.47,4.90,0.00,0.308,5.00,0.00,0.00,5,0.204,,0.027,2.70,4,0.364,,0.146,4.50,4,3.87,4.48,0.06,0.275,3.50,0.00,0.00,5,0.281,,0.124,4.90,4,0.367,,0.191,3.40,9,3.90,4.88,0.13,0.319,4.20,0.00,0.00
Aaron Nola,$12.5K,R,PHI,SP,WAS,,,,,2800,-3,8.0,-117,4.1,-0.23,4,0.313,,0.083,4.50,5,0.142,,-0.011,3.00,1,4.36,4.97,0.00,0.218,3.70,0.00,0.00,19.5,1.56,4,0.420,,0.273,4.50,5,0.318,,0.098,3.60,2,4.85,5.34,0.20,0.363,4.00,0.00,0.00,4,0.322,,0.219,5.20,5,0.290,,0.114,4.40,4,3.89,3.94,0.22,0.304,4.80,0.00,0.00,4,0.295,,0.125,4.20,5,0.262,,0.121,5.60,42,3.32,3.42,0.16,0.277,4.90,0.00,0.00
Clayton Kershaw,$11.8K,L,LAD,SP,CHC,,,,,1300,1,7.5,-175,4.28,-0.05,3,0.426,,0.200,9.00,6,0.411,,0.125,3.00,1,3.17,2.68,0.00,0.416,5.00,0.00,0.00,17.9,1.52,3,0.426,,0.200,9.00,6,0.411,,0.125,3.00,1,3.17,2.68,0.00,0.416,5.00,0.00,0.00,3,0.426,,0.200,9.00,6,0.411,,0.125,3.00,1,3.17,2.68,0.00,0.416,5.00,0.00,0.00,3,0.311,,0.196,2.20,6,0.258,,0.149,9.30,35,2.56,2.78,0.29,0.276,7.00,0.00,0.00
Sean Manaea,$10.9K,L,OAK,SP,@ DET,,,,,2200,-1,9.0,-115,4.58,0.16,0,0.000,,0.000,0.00,9,0.183,,0.039,9.00,1,2.68,1.98,0.00,0.000,0.00,0.00,0.00,14.85,1.36,0,0.000,,0.000,1.40,9,0.220,,0.089,6.20,2,2.94,3.07,0.13,0.220,6.20,0.00,0.00,0,0.201,,0.009,1.10,9,0.270,,0.192,5.70,4,3.72,4.11,0.20,0.270,5.70,0.00,0.00,0,0.264,,0.088,1.60,9,0.321,,0.178,6.30,43,3.89,4.40,0.17,0.321,6.30,0.00,0.00
Jaime Barria,$9.2K,R,LAA,SP,@ BOS,,,,,3100,-10,10.5,132,4.78,-0.14,5,0.196,,0.000,1.80,4,0.480,,0.400,7.20,1,4.75,5.34,0.25,0.322,4.20,0.00,0.00,9.86,1.07,5,0.298,,0.150,5.00,4,0.538,,0.554,5.00,2,3.53,4.58,0.43,0.405,5.00,0.00,0.00,5,0.351,,0.146,5.00,4,0.401,,0.418,3.10,4,3.57,4.57,0.29,0.373,4.20,0.00,0.00,5,0.273,,0.114,4.10,4,0.362,,0.255,3.40,10,3.75,4.64,0.24,0.313,3.80,0.00,0.00
