Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%
Rich Hill,$6.0K,L,LAD,SP,@ WAS,,,,,-1200,5,7.0,189,2.79,2.79,4,0.115,,0.000,1.70,14,0.384,,0.158,5.20,1,5.13,0.00,0.20,0.648,8.80,0.00,0.00,18.74,3.12,4,0.174,,0.000,2.90,14,0.472,,0.353,5.90,2,4.44,0.00,0.33,0.812,10.40,0.00,0.00,4,0.174,,0.000,2.90,14,0.472,,0.353,5.90,2,4.44,0.00,0.33,0.812,10.40,0.00,0.00,4,0.342,,0.141,2.20,14,0.282,,0.177,9.80,29,2.87,0.00,0.21,0.591,16.20,0.00,0.00
Danny Duffy,$4.8K,L,KCR,SP,NYY,,,,,-1300,2,8.0,239,2.86,-0.28,0,0.000,,0.000,0.00,9,0.642,,0.500,5.80,1,6.90,0.00,0.29,0.642,5.80,0.00,0.00,14.24,2.97,0,0.330,,0.500,1.10,9,0.463,,0.229,6.60,2,5.24,0.00,0.27,0.463,6.60,0.00,0.00,0,0.215,,0.210,2.20,9,0.473,,0.316,4.40,5,4.81,0.00,0.30,0.473,4.40,0.00,0.00,0,0.211,,0.087,1.80,9,0.349,,0.187,6.90,31,3.81,0.00,0.16,0.349,6.90,0.00,0.00
John Gant,$4.8K,R,STL,SP,PHI,,,,,-700,-2,9.5,-118,4.89,0.5,5,0.239,,0.000,11.20,4,0.308,,0.250,0.00,1,2.39,0.00,0.00,0.270,6.20,0.00,0.00,14.01,2.92,5,0.357,,0.116,7.60,4,0.137,,0.084,3.20,2,3.41,0.00,0.00,0.259,5.70,0.00,0.00,5,0.313,,0.100,6.40,4,0.101,,0.059,2.40,3,3.56,0.00,0.00,0.219,4.60,0.00,0.00,5,0.368,,0.214,4.60,4,0.258,,0.149,3.90,9,4.54,0.00,0.19,0.319,4.30,0.00,0.00
Sal Romano,$5.1K,R,CIN,SP,CHC,,,,,-700,-3,9.0,165,3.79,-0.25,10,0.703,,0.333,4.30,8,0.509,,0.223,4.30,1,5.54,0.00,0.00,1.234,8.60,0.00,0.00,14.45,2.83,10,0.429,,0.264,5.60,8,0.324,,0.111,4.40,2,3.67,0.00,0.00,0.765,10.10,0.00,0.00,10,0.348,,0.212,3.90,8,0.316,,0.205,2.70,5,4.35,0.00,0.14,0.668,6.70,0.00,0.00,10,0.341,,0.186,3.70,8,0.327,,0.173,3.60,24,4.48,0.00,0.18,0.670,7.30,0.00,0.00
Chris Stratton,$4.9K,R,SFG,SP,COL,,,,,-1100, ,7.5,-100,3.69,-0.38,4,0.573,,0.500,0.00,5,0.306,,0.000,1.80,1,6.26,0.00,0.50,0.425,1.00,0.00,0.00,13.84,2.82,4,0.435,,0.322,4.90,5,0.458,,0.230,2.90,2,4.92,0.00,0.50,0.448,3.80,0.00,0.00,4,0.440,,0.351,3.40,5,0.374,,0.225,5.00,4,4.88,0.00,0.32,0.403,4.30,0.00,0.00,4,0.350,,0.172,3.60,5,0.297,,0.142,4.70,20,4.39,0.00,0.16,0.321,4.20,0.00,0.00
Sam Gaviglio,$4.0K,R,TOR,SP,OAK,,,,,-1500,1,9.0,-103,4.43,4.43,3,0.523,,0.000,8.20,6,0.000,,0.000,16.40,1,2.03,0.00,0.00,0.174,13.60,0.00,0.00,10.74,2.69,3,0.306,,0.000,16.40,6,0.072,,0.000,32.70,1,1.92,0.00,0.00,0.150,27.30,0.00,0.00,3,0.306,,0.000,16.40,6,0.072,,0.000,32.70,1,1.92,0.00,0.00,0.150,27.30,0.00,0.00,3,0.348,,0.232,2.80,6,0.339,,0.220,3.80,16,4.53,0.00,0.33,0.342,3.50,0.00,0.00
Ariel Jurado,$4.0K,R,TEX,SP,@ CHW,,,,,-1500,1,10.0,-119,5.16,0.47,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,10.58,2.65,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00
Steven Matz,$6.2K,L,NYM,SP,ARI,,,,,-700,1,7.0,117,3.31,-0.05,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,15.91,2.57,8,0.262,,0.000,1.50,10,0.434,,0.334,15.00,1,3.99,0.00,0.27,0.715,18.00,0.00,0.00,8,0.268,,0.136,3.70,10,0.373,,0.253,8.10,4,3.60,0.00,0.29,0.653,12.30,0.00,0.00,8,0.247,,0.103,2.40,10,0.324,,0.181,8.30,38,3.38,0.00,0.21,0.580,11.30,0.00,0.00
Lucas Giolito,$4.1K,R,CHW,SP,TEX,,,,,-1800,2,10.0,107,4.84,0.03,6,0.417,,0.143,1.70,3,0.162,,0.000,3.50,1,6.78,0.00,0.00,0.332,2.30,0.00,0.00,10.1,2.46,3,0.444,,0.428,1.50,6,0.274,,0.096,10.50,1,4.59,0.00,0.18,0.331,7.50,0.00,0.00,3,0.530,,0.334,1.00,6,0.288,,0.093,9.90,2,4.69,0.00,0.13,0.369,6.90,0.00,0.00,3,0.347,,0.104,1.20,6,0.351,,0.225,6.70,19,4.18,0.00,0.26,0.350,4.90,0.00,0.00
Jon Gray,$7.6K,R,COL,SP,@ SFG,,,,,-500,1,7.5,-112,3.81,-0.12,4,0.552,,0.445,5.30,5,0.370,,0.118,12.30,1,1.60,0.00,0.50,0.451,9.20,0.00,0.00,18.35,2.41,6,0.441,,0.177,2.00,3,0.244,,0.000,3.90,2,5.97,0.00,0.00,0.375,2.60,0.00,0.00,6,0.419,,0.286,2.40,3,0.334,,0.143,4.00,5,5.64,0.00,0.23,0.391,2.90,0.00,0.00,6,0.329,,0.198,2.80,3,0.290,,0.155,3.40,15,4.82,0.00,0.20,0.316,3.00,0.00,0.00
