Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%
Burch Smith,$4.2K,R,KCR,SP,@ NYY,,,,,-1600, ,9.0,261,3.05,0.18,5,0.120,,0.000,2.80,4,0.076,,0.000,5.70,1,3.21,3.86,0.00,0.100,4.10,0.00,0.00,11.01,2.62,5,0.316,,0.188,3.20,4,0.049,,0.000,5.40,2,3.24,3.24,1.00,0.197,4.20,0.00,0.00,5,0.349,,0.138,5.80,4,0.106,,0.000,2.90,4,3.23,2.70,0.25,0.241,4.50,0.00,0.00,5,0.367,,0.200,3.20,4,0.342,,0.197,5.90,27,3.85,4.56,0.35,0.356,4.40,0.00,0.00
John Gant,$4.8K,R,STL,SP,CHC,,,,,-2000,5,8.5,109,4.1,-0.07,4,1.204,,1.500,0.00,5,0.392,,0.000,9.00,1,8.29,10.72,0.50,0.753,5.00,0.00,0.00,12.2,2.54,4,0.363,,0.166,2.70,5,0.245,,0.000,3.60,3,5.51,4.81,0.10,0.297,3.20,0.00,0.00,4,0.338,,0.219,2.10,5,0.286,,0.079,3.40,5,5.51,4.50,0.17,0.309,2.80,0.00,0.00,4,0.311,,0.182,3.70,5,0.293,,0.096,3.70,20,4.70,4.81,0.17,0.301,3.70,0.00,0.00
Luis Castillo,$6.4K,R,CIN,SP,PHI,,,,, ,-7,9.0,-117,4.62,-0.36,4,0.407,,0.167,5.10,5,0.175,,0.000,3.40,1,3.25,4.08,0.00,0.278,4.10,0.00,0.00,16.22,2.53,4,0.407,,0.167,5.10,5,0.175,,0.000,3.40,1,3.25,4.08,0.00,0.278,4.10,0.00,0.00,4,0.435,,0.258,3.90,5,0.216,,0.063,3.00,4,3.80,2.62,0.07,0.313,3.40,0.00,0.00,4,0.338,,0.221,3.90,5,0.291,,0.144,5.10,36,3.69,3.75,0.27,0.312,4.60,0.00,0.00
Mike Minor,$4.6K,L,TEX,SP,@ HOU,,,,,-1900,2,8.5,180,3.46,0.41,2,0.000,,0.000,3.60,7,0.363,,0.353,5.40,1,2.95,3.90,0.67,0.282,5.00,0.00,0.00,11.43,2.48,2,0.000,,0.000,3.50,7,0.438,,0.393,3.50,2,4.50,4.55,0.60,0.341,3.50,0.00,0.00,2,0.261,,0.251,3.30,7,0.410,,0.323,3.30,4,4.37,3.35,0.40,0.377,3.30,0.00,0.00,2,0.229,,0.111,2.70,7,0.331,,0.211,5.90,80,3.36,4.21,0.17,0.308,5.20,0.00,0.00
Ryan Borucki,$5.5K,L,TOR,SP,@ CHW,,,,,-1400,2,9.0,105,4.37,-0.29,1,0.098,,0.000,1.50,8,0.342,,0.143,1.50,1,4.80,4.78,0.00,0.315,1.50,0.00,0.00,13.22,2.4,1,0.098,,0.000,1.50,8,0.342,,0.143,1.50,1,4.80,4.78,0.00,0.315,1.50,0.00,0.00,1,0.221,,0.000,2.00,8,0.335,,0.117,5.90,4,3.96,2.96,0.00,0.322,5.40,0.00,0.00,1,0.245,,0.031,1.90,8,0.339,,0.130,5.30,5,4.32,3.68,0.00,0.329,4.90,0.00,0.00
German Marquez,$5.7K,R,COL,SP,OAK,,,,,-1300,4,11.5,-118,5.91,-0.4,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,13.36,2.34,3,0.527,,0.272,3.60,6,0.277,,0.000,7.20,1,5.61,2.56,0.00,0.360,6.00,0.00,0.00,3,0.361,,0.154,3.70,6,0.246,,0.107,6.30,3,4.67,1.83,1.00,0.284,5.50,0.00,0.00,3,0.343,,0.157,3.80,6,0.345,,0.230,5.10,48,3.78,4.16,0.24,0.344,4.60,0.00,0.00
Dylan Bundy,$6.7K,R,BAL,SP,TBR,,,,,-300, ,8.5,-100,4.18,0.06,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,15.23,2.27,4,0.293,,0.200,3.60,5,0.620,,1.000,1.80,1,4.85,3.16,0.60,0.475,2.60,0.00,0.00,4,0.418,,0.264,3.60,5,0.525,,0.450,2.20,3,5.32,3.56,0.36,0.477,2.80,0.00,0.00,4,0.352,,0.199,3.40,5,0.298,,0.204,5.30,47,3.51,4.49,0.22,0.322,4.50,0.00,0.00
Felix Pena,$7.3K,R,LAA,SP,SEA,,,,,300,-6,9.0,-112,4.57,0.19,4,0.261,,0.000,1.50,5,0.175,,0.000,1.50,1,6.15,5.63,0.00,0.213,1.50,0.00,0.00,16.49,2.26,4,0.261,,0.000,1.50,5,0.175,,0.000,1.50,1,6.15,5.63,0.00,0.213,1.50,0.00,0.00,4,0.292,,0.167,4.70,5,0.198,,0.038,4.10,3,3.92,3.26,0.11,0.240,4.40,0.00,0.00,4,0.352,,0.183,4.30,5,0.326,,0.207,6.20,30,3.66,4.27,0.26,0.338,5.30,0.00,0.00
Ross Stripling,$8.5K,R,LAD,SP,@ ATL,,,,,-1100,3,8.5,-148,4.64,-0.12,6,0.380,,0.363,5.80,3,0.585,,0.600,5.80,1,1.96,3.64,0.43,0.448,5.80,0.00,0.00,19.07,2.24,6,0.380,,0.363,5.80,3,0.585,,0.600,5.80,1,1.96,3.64,0.43,0.448,5.80,0.00,0.00,6,0.241,,0.128,5.20,3,0.400,,0.278,4.80,4,2.66,2.11,0.28,0.294,5.00,0.00,0.00,6,0.260,,0.110,4.90,3,0.326,,0.189,5.10,73,2.96,3.10,0.23,0.282,5.00,0.00,0.00
Jeremy Hellickson,$6.5K,R,WAS,SP,@ MIA,,,,,-100,-5,8.5,-143,4.6,-0.04,4,0.474,,0.334,1.80,5,0.355,,0.167,3.60,1,4.62,5.65,0.20,0.408,2.80,0.00,0.00,14.43,2.22,4,0.372,,0.222,2.50,5,0.234,,0.091,4.90,2,3.94,4.02,0.17,0.295,3.80,0.00,0.00,4,0.379,,0.212,2.20,5,0.270,,0.109,4.00,4,4.39,3.57,0.25,0.318,3.20,0.00,0.00,4,0.341,,0.237,2.80,5,0.324,,0.203,3.00,44,4.41,5.04,0.24,0.332,2.90,0.00,0.00
