Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%
Zack Greinke,$7.4K,R,ARI,SP,PIT,,,,,-1800,8,7.0,-145,3.8,-0.26,4,0.505,,0.400,1.70,5,0.316,,0.216,6.90,1,3.48,0.00,0.33,0.400,4.60,0.00,0.00,21.6,2.92,4,0.310,,0.182,2.40,5,0.372,,0.252,6.30,2,3.41,0.00,0.25,0.344,4.60,0.00,0.00,4,0.292,,0.179,3.50,5,0.379,,0.286,6.20,4,2.92,0.00,0.30,0.340,5.00,0.00,0.00,4,0.297,,0.150,4.60,5,0.290,,0.192,5.40,44,2.87,0.00,0.23,0.293,5.10,0.00,0.00
Tyler Anderson,$6.4K,L,COL,SP,@ PHI,,,,,500,-3,8.5,111,4.06,0.08,0,0.469,,0.200,1.30,9,0.150,,0.050,5.10,1,3.92,0.00,0.00,0.150,5.10,0.00,0.00,16.45,2.57,0,0.282,,0.111,1.50,9,0.328,,0.194,5.20,2,4.27,0.00,0.08,0.328,5.20,0.00,0.00,0,0.455,,0.190,1.60,9,0.312,,0.218,4.30,4,4.69,0.00,0.21,0.312,4.30,0.00,0.00,0,0.362,,0.257,2.40,9,0.340,,0.213,6.80,28,3.73,0.00,0.26,0.340,6.80,0.00,0.00
Dylan Covey,$4.2K,R,CHW,SP,CLE,,,,,-2400,5,8.5,181,3.43,-0.17,7,0.199,,0.134,9.00,2,0.176,,0.000,1.50,1,2.06,0.00,0.00,0.194,7.30,0.00,0.00,10.58,2.52,7,0.175,,0.087,8.20,2,0.282,,0.000,3.30,2,2.85,0.00,0.00,0.199,7.10,0.00,0.00,7,0.271,,0.073,6.10,2,0.205,,0.000,4.10,4,3.50,0.00,0.00,0.256,5.70,0.00,0.00,7,0.346,,0.212,3.80,2,0.384,,0.233,3.10,22,4.68,0.00,0.27,0.354,3.70,0.00,0.00
Andrew Suarez,$6.5K,L,SFG,SP,@ MIA,,,,,-300,1,7.5,-108,3.81,-0.12,2,0.585,,0.600,0.00,7,0.280,,0.000,11.00,1,2.98,0.00,0.20,0.348,8.50,0.00,0.00,16.08,2.47,2,0.292,,0.300,0.80,7,0.222,,0.061,7.30,2,3.28,0.00,0.10,0.238,5.90,0.00,0.00,2,0.299,,0.148,2.10,7,0.325,,0.141,6.20,5,3.68,0.00,0.16,0.319,5.30,0.00,0.00,2,0.240,,0.132,2.90,7,0.369,,0.216,6.90,8,3.27,0.00,0.22,0.340,6.00,0.00,0.00
Paul Blackburn,$4.0K,R,OAK,SP,HOU,,,,,-1700,3,7.5,182,3.02,-0.46,2,0.208,,0.166,0.00,7,0.209,,0.214,4.50,1,4.97,0.00,0.50,0.209,3.50,0.00,0.00,9.5,2.38,2,0.208,,0.166,0.00,7,0.209,,0.214,4.50,1,4.97,0.00,0.50,0.209,3.50,0.00,0.00,2,0.208,,0.166,0.00,7,0.209,,0.214,4.50,1,4.97,0.00,0.50,0.209,3.50,0.00,0.00,2,0.263,,0.071,1.40,7,0.322,,0.158,2.10,11,5.48,0.00,0.21,0.309,2.00,0.00,0.00
Luke Weaver,$7.7K,R,STL,SP,SDP,,,,,1000,-8,8.5,-182,4.91,-0.1,6,0.361,,0.067,3.60,3,0.424,,0.000,1.80,1,6.36,0.00,0.00,0.382,3.00,0.00,0.00,17.8,2.31,6,0.363,,0.174,3.60,3,0.294,,0.000,1.80,2,5.24,0.00,0.10,0.340,3.00,0.00,0.00,6,0.374,,0.264,3.20,3,0.279,,0.096,4.20,5,3.99,0.00,0.25,0.342,3.50,0.00,0.00,6,0.306,,0.113,4.20,3,0.302,,0.141,5.90,24,3.49,0.00,0.19,0.305,4.80,0.00,0.00
Garrett Richards,$7.8K,R,LAA,SP,@ SEA,,,,,-600,2,8.0,-121,4.14,0.32,4,0.464,,0.357,3.50,5,0.292,,0.143,8.80,1,3.27,0.00,0.33,0.368,6.50,0.00,0.00,17.75,2.28,4,0.275,,0.172,5.20,5,0.164,,0.072,6.70,2,2.41,0.00,0.25,0.213,6.00,0.00,0.00,4,0.309,,0.160,3.40,5,0.259,,0.149,5.80,5,3.53,0.00,0.25,0.281,4.80,0.00,0.00,4,0.269,,0.144,5.80,5,0.275,,0.112,5.30,17,3.48,0.00,0.27,0.272,5.50,0.00,0.00
Chris Sale,$11.1K,L,BOS,SP,@ BAL,,,,,-200,2,8.5,-241,5.31,5.31,1,0.146,,0.000,3.40,8,0.218,,0.033,7.90,1,3.54,0.00,0.00,0.210,7.40,0.00,0.00,24.86,2.24,1,0.146,,0.000,1.90,8,0.252,,0.079,8.40,2,2.77,0.00,0.17,0.240,7.60,0.00,0.00,1,0.226,,0.118,1.50,8,0.281,,0.143,11.00,5,2.38,0.00,0.23,0.275,9.90,0.00,0.00,1,0.242,,0.071,2.00,8,0.272,,0.163,11.90,44,1.75,0.00,0.20,0.269,10.80,0.00,0.00
Jameson Taillon,$7.6K,R,PIT,SP,@ ARI,,,,,100,-1,7.0,131,3.2,-0.24,5,0.562,,0.384,5.40,4,0.237,,0.111,7.20,1,2.32,0.00,0.20,0.418,6.20,0.00,0.00,16.34,2.15,5,0.365,,0.218,4.20,4,0.176,,0.040,4.80,2,3.18,0.00,0.14,0.281,4.50,0.00,0.00,5,0.477,,0.365,3.30,4,0.156,,0.045,6.20,5,3.05,0.00,0.17,0.334,4.60,0.00,0.00,5,0.357,,0.164,3.20,4,0.296,,0.144,6.00,35,3.68,0.00,0.17,0.330,4.40,0.00,0.00
Mike Soroka,$6.7K,R,ATL,SP,NYM,,,,,300,-4,7.5,102,3.67,-0.26,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,14.4,2.15,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,5,0.258,,0.031,6.30,4,0.444,,0.194,3.20,3,3.71,0.00,0.11,0.341,4.90,0.00,0.00
