Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%
Luke Farrell,$4.0K,R,CHC,SP,@ CIN,,,,,-1500,2,9.5,-108,4.83,-0.11,5,0.344,,0.000,0.00,4,0.710,,0.333,45.00,1,5.34,0.00,0.00,0.507,20.00,0.00,0.00,12.16,3.04,5,0.349,,0.222,7.90,4,0.383,,0.285,15.90,3,2.47,0.00,0.25,0.364,11.50,0.00,0.00,5,0.197,,0.105,5.70,4,0.328,,0.217,10.50,5,2.02,0.00,0.11,0.255,7.90,0.00,0.00,5,0.358,,0.231,4.70,4,0.320,,0.176,7.90,19,3.56,0.00,0.21,0.341,6.10,0.00,0.00
Marcus Stroman,$5.9K,R,TOR,SP,@ LAA,,,,,100,1,8.5,115,4.03,-0.06,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,14.62,2.48,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,3,0.306,,0.095,3.50,6,0.333,,0.176,4.20,39,4.57,0.00,0.27,0.324,4.00,0.00,0.00
Julio Teheran,$7.8K,R,ATL,SP,BAL,,,,,-100,2,8.0,-130,4.21,-0.28,2,0.172,,0.000,6.00,7,0.080,,0.000,10.50,1,1.29,0.00,0.00,0.100,9.50,0.00,0.00,19,2.44,2,0.172,,0.000,6.00,7,0.080,,0.000,10.50,1,1.29,0.00,0.00,0.100,9.50,0.00,0.00,2,0.386,,0.291,3.20,7,0.141,,0.087,5.30,3,4.17,0.00,0.25,0.195,4.80,0.00,0.00,2,0.339,,0.207,3.90,7,0.314,,0.184,4.10,43,4.15,0.00,0.22,0.320,4.00,0.00,0.00
Daniel Mengden,$6.7K,R,OAK,SP,@ CHW,,,,,-1000,5,9.0,-113,4.58,-0.1,3,0.146,,0.000,0.00,6,0.475,,0.375,3.50,1,6.09,0.00,0.50,0.365,2.30,0.00,0.00,14.84,2.21,4,0.433,,0.156,7.20,5,0.279,,0.083,7.20,1,4.41,0.00,0.20,0.347,7.20,0.00,0.00,4,0.315,,0.108,5.30,5,0.325,,0.187,6.50,4,3.43,0.00,0.27,0.321,5.90,0.00,0.00,4,0.298,,0.130,4.40,5,0.312,,0.169,4.90,38,3.95,0.00,0.21,0.306,4.70,0.00,0.00
Jake Odorizzi,$6.2K,R,MIN,SP,TEX,,,,,-700,5,10.0,-129,5.26,0.23,5,0.475,,0.272,1.80,4,0.282,,0.111,7.20,1,4.83,0.00,0.00,0.389,4.20,0.00,0.00,13.65,2.2,3,0.405,,0.091,0.00,6,0.483,,0.438,2.90,2,6.70,0.00,0.40,0.457,1.90,0.00,0.00,3,0.350,,0.250,2.10,6,0.327,,0.246,2.70,5,5.18,0.00,0.32,0.335,2.50,0.00,0.00,3,0.286,,0.176,3.00,6,0.309,,0.186,3.40,20,4.22,0.00,0.19,0.301,3.30,0.00,0.00
Tyler Anderson,$6.2K,L,COL,SP,MIA,,,,,200,1,11.5,-209,6.9,0.42,1,0.632,,0.500,3.50,8,0.347,,0.229,5.30,1,3.60,0.00,0.50,0.379,5.10,0.00,0.00,13.56,2.19,5,0.344,,0.200,1.80,4,0.372,,0.158,6.30,2,5.23,0.00,0.00,0.356,3.80,0.00,0.00,5,0.421,,0.298,3.50,4,0.376,,0.196,5.00,5,4.55,0.00,0.16,0.401,4.20,0.00,0.00,5,0.324,,0.234,3.70,4,0.333,,0.216,5.50,40,3.98,0.00,0.23,0.328,4.50,0.00,0.00
Yovani Gallardo,$4.5K,R,TEX,SP,@ MIN,,,,,-1000,1,10.0,114,4.74,0.27,5,0.267,,0.000,1.80,4,0.456,,0.307,5.40,1,4.99,0.00,0.33,0.351,3.40,0.00,0.00,9.83,2.18,1,0.593,,0.400,2.20,8,0.290,,0.210,6.00,2,3.17,0.00,0.33,0.324,5.50,0.00,0.00,1,0.523,,0.302,1.50,8,0.294,,0.198,5.10,5,4.16,0.00,0.23,0.319,4.70,0.00,0.00,1,0.377,,0.267,2.40,8,0.336,,0.212,6.70,30,3.68,0.00,0.27,0.341,6.20,0.00,0.00
Ian Kennedy,$5.6K,R,KCR,SP,@ HOU,,,,,-500,6,8.0,259,2.82,0.01,3,0.324,,0.286,6.00,6,0.376,,0.375,6.00,1,2.95,0.00,0.40,0.359,6.00,0.00,0.00,11.71,2.09,5,0.267,,0.000,1.80,4,0.456,,0.307,5.40,1,4.99,0.00,0.33,0.351,3.40,0.00,0.00,5,0.267,,0.000,1.80,4,0.456,,0.307,5.40,1,4.99,0.00,0.33,0.351,3.40,0.00,0.00,5,0.349,,0.190,3.40,4,0.373,,0.231,3.40,32,4.65,0.00,0.29,0.360,3.40,0.00,0.00
Andrew Suarez,$7.1K,L,SFG,SP,SDP,,,,,-200, ,8.5,-140,4.57,0.05,1,0.000,,0.000,1.50,8,0.291,,0.105,8.80,1,2.78,0.00,0.00,0.259,8.00,0.00,0.00,14.56,2.05,3,0.241,,0.126,12.00,6,0.276,,0.200,7.50,1,3.78,0.00,0.17,0.264,9.00,0.00,0.00,3,0.385,,0.336,6.20,6,0.313,,0.098,5.70,4,4.13,0.00,0.20,0.337,5.80,0.00,0.00,3,0.348,,0.248,4.00,6,0.343,,0.209,4.70,43,3.96,0.00,0.22,0.345,4.40,0.00,0.00
Francisco Liriano,$5.8K,L,DET,SP,@ CLE,,,,,-1200,9,8.5,215,3.25,0.12,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,11.67,2.01,1,0.000,,0.000,1.60,8,0.305,,0.057,6.50,2,3.89,0.00,0.00,0.271,5.90,0.00,0.00,1,0.195,,0.125,2.30,8,0.283,,0.088,6.60,5,3.49,0.00,0.12,0.273,6.10,0.00,0.00,1,0.216,,0.119,2.60,8,0.356,,0.183,6.80,10,3.37,0.00,0.20,0.340,6.30,0.00,0.00
Zack Greinke,$9.3K,R,ARI,SP,@ PIT,,,,,400,2,7.5,-112,3.81,-0.31,4,0.293,,0.000,1.50,5,0.422,,0.466,5.90,1,3.27,0.00,0.29,0.365,3.90,0.00,0.00,18.68,2.01,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,2,0.682,,1.000,1.80,7,0.436,,0.389,12.60,1,2.81,0.00,0.75,0.491,10.20,0.00,0.00,2,0.265,,0.132,2.40,7,0.359,,0.188,6.20,45,4.47,0.00,0.18,0.338,5.40,0.00,0.00
Jordan Lyles,$6.5K,R,SDP,SP,@ SFG,,,,,100,-1,8.5,126,3.93,0.45,6,0.103,,0.000,6.40,3,0.423,,0.334,1.30,1,2.97,0.00,0.20,0.210,4.70,0.00,0.00,13.03,2,4,0.323,,0.059,3.50,5,0.436,,0.471,7.00,2,3.20,0.00,0.30,0.386,5.40,0.00,0.00,4,0.292,,0.104,3.60,5,0.411,,0.334,5.50,5,3.48,0.00,0.29,0.358,4.70,0.00,0.00,4,0.298,,0.148,4.60,5,0.297,,0.205,5.50,46,2.88,0.00,0.23,0.297,5.10,0.00,0.00
Clayton Kershaw,$11.8K,L,LAD,SP,@ NYM,,,,,1000,-1,6.5,-115,3.31,3.31,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,23.29,1.97,6,0.073,,0.000,4.20,3,0.545,,0.310,1.40,2,4.10,0.00,0.27,0.230,3.20,0.00,0.00,6,0.255,,0.105,2.90,3,0.512,,0.323,3.50,5,4.55,0.00,0.32,0.341,3.10,0.00,0.00,6,0.342,,0.188,3.20,3,0.384,,0.239,4.80,57,4.06,0.00,0.28,0.356,3.70,0.00,0.00
