Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%
Matt Harvey,$4.5K,R,CIN,SP,MIL,,,,,-1400,1,9.0,113,4.28, ,4,0.224,,0.000,2.90,5,0.336,,0.100,0.00,1,5.32,5.06,0.00,0.286,1.30,0.00,0.00,13.04,2.9,4,0.258,,0.000,3.00,5,0.289,,0.091,3.00,2,4.28,4.63,0.00,0.275,3.00,0.00,0.00,4,0.263,,0.000,3.00,5,0.332,,0.224,4.50,3,4.50,5.32,0.19,0.301,3.80,0.00,0.00,4,0.401,,0.263,3.00,5,0.318,,0.159,3.90,33,4.60,5.16,0.24,0.355,3.50,0.00,0.00
Jake Arrieta,$6.1K,R,PHI,SP,WAS,,,,,-1100,6,9.0,126,4.14,-0.29,5,0.726,,0.858,0.00,4,0.302,,0.118,9.00,1,3.74,4.61,0.40,0.538,4.00,0.00,0.00,16.11,2.64,5,0.463,,0.400,1.60,4,0.326,,0.258,6.50,2,3.81,4.42,0.36,0.402,3.80,0.00,0.00,5,0.421,,0.250,1.40,4,0.362,,0.236,5.40,5,4.52,4.75,0.35,0.395,3.20,0.00,0.00,5,0.348,,0.203,4.30,4,0.276,,0.134,4.90,43,3.80,4.04,0.21,0.316,4.60,0.00,0.00
John Gant,$4.5K,R,STL,SP,ATL,,,,,-1500,2,8.5,102,4.16,-0.17,4,0.114,,0.000,2.60,5,0.282,,0.024,2.60,1,5.55,5.68,0.00,0.207,2.60,0.00,0.00,11.15,2.48,4,0.152,,0.095,3.00,5,0.309,,0.023,3.00,2,5.01,5.20,0.00,0.239,3.00,0.00,0.00,4,0.152,,0.095,3.00,5,0.309,,0.023,3.00,2,5.01,5.20,0.00,0.239,3.00,0.00,0.00,4,0.300,,0.166,4.80,5,0.281,,0.113,4.10,14,4.27,4.71,0.17,0.289,4.40,0.00,0.00
Frankie Montas,$6.6K,R,OAK,SP,CLE,,,,,-1500,7,9.0,132,4.09,0.04,6,0.416,,0.100,0.00,3,0.746,,0.500,3.00,1,6.94,7.87,0.00,0.526,1.00,0.00,0.00,16.27,2.47,6,0.351,,0.100,2.90,3,0.404,,0.132,3.90,2,5.40,4.80,0.00,0.369,3.30,0.00,0.00,6,0.446,,0.256,2.10,3,0.321,,0.090,3.40,4,5.41,4.88,0.18,0.404,2.50,0.00,0.00,6,0.412,,0.283,3.00,3,0.336,,0.115,5.30,29,4.34,4.94,0.25,0.387,3.70,0.00,0.00
Deck McGuire,$5.2K,R,LAA,SP,@ BAL,,,,,-300,-3,10.0,107,4.84,-0.01,4,0.256,,0.375,0.00,5,0.464,,0.636,1.80,2,6.12,6.35,0.38,0.372,1.00,0.00,0.00,12.16,2.34,4,0.256,,0.375,0.00,5,0.464,,0.636,1.80,2,6.12,6.35,0.38,0.372,1.00,0.00,0.00,4,0.256,,0.375,0.00,5,0.464,,0.636,1.80,2,6.12,6.35,0.38,0.372,1.00,0.00,0.00,4,0.203,,0.113,3.00,5,0.417,,0.377,5.10,11,4.55,5.60,0.18,0.322,4.10,0.00,0.00
Brad Keller,$4.9K,R,KCR,SP,@ SEA,,,,,-900,-1,7.5,230,2.75,0.03,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,11.34,2.31,3,0.369,,0.000,1.50,6,0.369,,0.000,0.00,1,6.82,5.51,0.00,0.369,0.50,0.00,0.00,3,0.278,,0.000,1.20,6,0.357,,0.022,3.50,3,5.62,5.45,0.00,0.331,2.80,0.00,0.00,3,0.253,,0.031,1.80,6,0.303,,0.077,4.50,22,5.15,4.57,0.06,0.286,3.60,0.00,0.00
Steven Matz,$6.8K,L,NYM,SP,@ MIA,,,,,-100,-3,8.0,-119,4.11,0.04,1,0.520,,0.500,2.60,8,0.194,,0.050,6.40,1,3.25,2.35,0.50,0.230,6.00,0.00,0.00,15.71,2.31,1,0.382,,0.214,2.20,8,0.337,,0.194,6.60,2,3.54,3.62,0.40,0.342,6.10,0.00,0.00,1,0.282,,0.085,1.70,8,0.325,,0.194,6.30,5,3.98,3.83,0.22,0.320,5.80,0.00,0.00,1,0.317,,0.091,1.40,8,0.350,,0.219,6.20,27,4.21,4.50,0.24,0.346,5.70,0.00,0.00
Chad Bettis,$5.4K,R,COL,SP,@ LAD,,,,,-700, ,8.5,189,3.41,0.18,3,0.237,,0.000,3.00,6,0.374,,0.314,3.00,1,5.52,4.71,0.50,0.328,3.00,0.00,0.00,12.31,2.28,3,0.394,,0.167,3.50,6,0.386,,0.240,3.50,2,5.40,5.36,0.20,0.389,3.50,0.00,0.00,3,0.379,,0.290,5.50,6,0.459,,0.315,4.00,5,4.20,4.53,0.50,0.432,4.50,0.00,0.00,3,0.319,,0.213,3.80,6,0.366,,0.196,3.30,23,4.51,4.62,0.26,0.350,3.50,0.00,0.00
Kevin Gausman,$7.0K,R,BAL,SP,LAA,,,,,-200, ,10.0,-119,5.16,0.01,2,0.248,,0.300,4.50,7,0.324,,0.084,1.50,1,3.92,4.70,0.17,0.307,2.20,0.00,0.00,15.82,2.26,2,0.299,,0.214,2.20,7,0.312,,0.185,3.00,2,4.97,5.17,0.20,0.309,2.80,0.00,0.00,2,0.272,,0.151,3.90,7,0.376,,0.251,3.90,4,4.10,4.09,0.23,0.353,3.90,0.00,0.00,2,0.339,,0.169,4.10,7,0.355,,0.197,5.30,47,3.74,4.20,0.26,0.351,5.00,0.00,0.00
David Price,$8.3K,L,BOS,SP,@ NYY,,,,,-300,3,8.5,161,3.61,0.29,3,0.000,,0.000,0.00,6,0.277,,0.131,10.50,1,2.99,3.90,0.25,0.000,0.00,0.00,0.00,18.55,2.23,3,0.577,,0.625,0.80,6,0.292,,0.179,6.80,2,3.74,4.66,0.25,0.387,4.80,0.00,0.00,3,0.398,,0.278,1.80,6,0.263,,0.105,6.50,3,3.33,4.24,0.14,0.308,4.90,0.00,0.00,3,0.258,,0.082,1.50,6,0.297,,0.151,8.50,27,3.48,4.22,0.14,0.284,6.20,0.00,0.00
Reynaldo Lopez,$6.3K,R,CHW,SP,@ TEX,,,,,-400, ,10.5,138,4.7,0.32,5,0.246,,0.167,1.50,4,0.602,,0.600,4.40,1,5.34,6.59,0.17,0.404,2.80,0.00,0.00,13.37,2.12,5,0.332,,0.234,4.40,4,0.509,,0.333,4.40,2,4.43,6.10,0.20,0.411,4.40,0.00,0.00,5,0.288,,0.135,7.70,4,0.385,,0.225,5.00,3,4.46,5.96,0.13,0.331,6.50,0.00,0.00,5,0.328,,0.188,3.10,4,0.294,,0.137,4.20,21,4.64,5.78,0.15,0.313,3.60,0.00,0.00
Jordan Zimmermann,$6.5K,R,DET,SP,@ TOR,,,,,-600,1,9.0,168,3.76,0.28,3,0.174,,0.000,1.80,6,0.264,,0.000,3.60,1,4.87,5.41,0.00,0.234,3.00,0.00,0.00,13.3,2.05,3,0.174,,0.000,1.80,6,0.264,,0.000,3.60,1,4.87,5.41,0.00,0.234,3.00,0.00,0.00,3,0.153,,0.000,2.70,6,0.257,,0.047,3.60,2,3.77,4.37,0.00,0.222,3.30,0.00,0.00,3,0.358,,0.201,3.70,6,0.364,,0.206,3.10,36,4.31,5.20,0.18,0.362,3.30,0.00,0.00
Jon Lester,$8.1K,L,CHC,SP,MIN,,,,,-900,6,12.0,-163,6.74,6.74,3,0.611,,0.000,0.00,6,0.117,,0.000,7.20,1,3.67,3.61,0.00,0.282,4.80,0.00,0.00,16.28,2.01,3,0.548,,0.167,0.00,6,0.180,,0.027,3.80,2,5.34,5.62,0.00,0.303,2.50,0.00,0.00,3,0.303,,0.235,2.10,6,0.186,,0.045,4.80,4,4.36,4.74,0.12,0.225,3.90,0.00,0.00,3,0.254,,0.127,2.70,6,0.317,,0.165,6.30,46,3.73,4.12,0.20,0.296,5.10,0.00,0.00
Lance Lynn,$7.3K,R,MIN,SP,@ CHC,,,,,-600,2,12.0,150,5.26,5.26,6,0.469,,0.223,3.60,3,0.308,,0.000,10.80,1,3.00,1.62,0.00,0.415,6.00,0.00,0.00,14.12,1.93,6,0.427,,0.134,1.80,3,0.252,,0.029,7.20,2,4.95,3.73,0.00,0.369,3.60,0.00,0.00,6,0.339,,0.069,2.00,3,0.252,,0.099,8.10,4,3.67,3.57,0.11,0.310,4.10,0.00,0.00,6,0.356,,0.205,2.90,3,0.282,,0.127,5.60,45,4.17,4.63,0.20,0.331,3.80,0.00,0.00
Charlie Morton,$12.5K,R,HOU,SP,@ TBR,,,,,2100, ,7.0,-148,3.81,0.1,3,0.137,,0.000,9.00,6,0.220,,0.000,7.70,1,0.85,0.81,0.00,0.192,8.10,0.00,0.00,23.92,1.91,3,0.254,,0.058,6.90,6,0.169,,0.000,4.80,2,3.03,2.84,0.00,0.197,5.50,0.00,0.00,3,0.377,,0.255,9.30,6,0.237,,0.019,6.30,4,3.49,4.12,0.18,0.284,7.30,0.00,0.00,3,0.267,,0.128,6.90,6,0.323,,0.172,4.50,39,3.29,3.43,0.22,0.304,5.30,0.00,0.00
J.A. Happ,$10.2K,L,TOR,SP,DET,,,,,800,3,9.0,-190,5.24,0.22,1,0.000,,0.000,0.00,8,0.336,,0.160,6.00,1,4.74,6.09,0.13,0.000,0.00,0.00,0.00,18.93,1.86,1,0.160,,0.000,1.90,8,0.325,,0.245,5.70,2,3.36,4.39,0.21,0.307,5.30,0.00,0.00,1,0.176,,0.000,1.00,8,0.240,,0.150,5.50,4,4.04,4.81,0.12,0.233,5.00,0.00,0.00,1,0.216,,0.102,1.80,8,0.310,,0.153,7.90,40,3.33,3.85,0.19,0.300,7.20,0.00,0.00
Tyson Ross,$7.9K,R,SDP,SP,PIT,,,,,500,-3,7.5,106,3.63,-0.06,5,0.345,,0.231,4.50,4,0.361,,0.300,3.00,1,4.57,5.87,0.50,0.352,3.80,0.00,0.00,14.73,1.86,5,0.315,,0.179,3.50,4,0.248,,0.173,2.10,2,4.86,5.74,0.20,0.285,2.80,0.00,0.00,5,0.372,,0.238,3.70,4,0.260,,0.155,3.10,5,4.28,4.91,0.28,0.322,3.40,0.00,0.00,5,0.347,,0.167,3.80,4,0.301,,0.148,4.30,28,4.28,4.80,0.18,0.327,4.00,0.00,0.00
