Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%
Marco Estrada,$4.1K,R,TOR,SP,BAL,,,,,-2400,9,9.0,-130,4.74,-0.29,3,0.211,,0.100,1.50,6,0.322,,0.084,7.50,1,2.22,0.00,0.00,0.285,5.50,0.00,0.00,13.6,3.32,3,0.344,,0.182,2.00,6,0.332,,0.111,4.90,2,3.41,0.00,0.00,0.336,3.90,0.00,0.00,3,0.410,,0.308,2.80,6,0.331,,0.187,3.70,4,3.95,0.00,0.10,0.357,3.40,0.00,0.00,3,0.305,,0.210,3.70,6,0.363,,0.219,4.50,44,3.89,0.00,0.18,0.344,4.30,0.00,0.00
Brandon Woodruff,$4.7K,R,MIL,SP,@ PHI,,,,,-1000, ,8.5,-123,4.41,0.09,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,13.47,2.87,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,6,0.297,,0.250,6.40,3,0.000,,0.000,5.10,2,3.04,0.00,0.33,0.198,6.00,0.00,0.00,6,0.364,,0.139,3.90,3,0.265,,0.146,4.60,14,4.07,0.00,0.18,0.331,4.20,0.00,0.00
Brad Keller,$4.2K,R,KCR,SP,@ OAK,,,,,-1300, ,8.0,141,3.56,-0.1,2,0.000,,0.000,0.00,7,0.317,,0.000,6.60,1,4.19,0.00,0.00,0.247,5.10,0.00,0.00,10.87,2.59,2,0.174,,0.000,1.30,7,0.327,,0.048,6.30,2,4.16,0.00,0.00,0.293,5.20,0.00,0.00,2,0.209,,0.058,2.80,7,0.232,,0.031,4.80,7,4.16,0.00,0.00,0.227,4.40,0.00,0.00,2,0.221,,0.029,1.90,7,0.268,,0.095,5.40,20,4.78,0.00,0.08,0.258,4.70,0.00,0.00
Jose Urena,$5.6K,R,MIA,SP,SDP,,,,,-1200,5,7.5,-108,3.81,-0.3,5,0.552,,0.143,0.00,4,0.372,,0.000,5.40,1,4.80,0.00,0.00,0.472,2.40,0.00,0.00,14.48,2.59,5,0.300,,0.050,1.60,4,0.359,,0.137,4.90,2,4.18,0.00,0.17,0.326,3.10,0.00,0.00,5,0.284,,0.111,2.80,4,0.331,,0.177,4.00,5,4.23,0.00,0.29,0.305,3.30,0.00,0.00,5,0.317,,0.175,2.60,4,0.305,,0.159,4.30,44,4.30,0.00,0.19,0.312,3.30,0.00,0.00
Rick Porcello,$8.0K,R,BOS,SP,CHW,,,,,-900,3,9.0,-222,5.46,0.15,5,0.346,,0.000,0.00,4,0.307,,0.174,7.40,1,4.22,0.00,0.20,0.329,3.30,0.00,0.00,20.07,2.51,5,0.436,,0.272,0.70,4,0.255,,0.108,6.60,2,4.20,0.00,0.22,0.356,3.30,0.00,0.00,5,0.471,,0.433,3.30,4,0.293,,0.064,5.20,5,3.94,0.00,0.28,0.392,4.10,0.00,0.00,5,0.350,,0.230,4.10,4,0.314,,0.150,4.50,45,3.55,0.00,0.20,0.334,4.30,0.00,0.00
Sean Newcomb,$7.3K,L,ATL,SP,@ LAD,,,,,-1500,5,7.0,136,3.15,0.01,2,0.000,,0.000,3.00,7,0.277,,0.000,3.00,1,4.80,0.00,0.00,0.215,3.00,0.00,0.00,17.65,2.42,2,0.069,,0.000,1.40,7,0.250,,0.031,2.80,2,5.32,0.00,0.00,0.210,2.50,0.00,0.00,2,0.265,,0.143,1.00,7,0.246,,0.037,5.10,5,5.07,0.00,0.00,0.250,4.20,0.00,0.00,2,0.314,,0.158,2.40,7,0.303,,0.122,7.30,30,3.94,0.00,0.12,0.305,6.20,0.00,0.00
Sean Manaea,$6.3K,L,OAK,SP,KCR,,,,,-1100,5,8.0,-159,4.44,-0.4,2,0.262,,0.000,0.00,7,0.411,,0.545,3.50,1,6.11,0.00,0.40,0.378,2.70,0.00,0.00,15.07,2.39,2,0.262,,0.000,0.00,7,0.368,,0.364,4.50,2,5.36,0.00,0.27,0.344,3.50,0.00,0.00,2,0.385,,0.174,0.70,7,0.373,,0.282,4.10,5,5.32,0.00,0.25,0.376,3.30,0.00,0.00,2,0.268,,0.091,1.70,7,0.324,,0.181,6.30,40,3.96,0.00,0.17,0.312,5.30,0.00,0.00
Luis Severino,$10.4K,R,NYY,SP,@ NYM,,,,,-400,1,7.0,-256,4.4,0.08,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,24.54,2.36,5,0.115,,0.000,2.60,4,0.220,,0.143,11.60,1,0.92,0.00,0.33,0.162,6.60,0.00,0.00,5,0.311,,0.037,3.20,4,0.260,,0.123,7.20,4,3.04,0.00,0.14,0.288,5.00,0.00,0.00,5,0.278,,0.154,5.30,4,0.247,,0.109,6.40,41,2.83,0.00,0.20,0.264,5.80,0.00,0.00
Seth Lugo,$4.0K,R,NYM,SP,NYY,,,,,-1500,2,7.0,220,2.6,-0.08,4,0.000,,0.000,3.00,5,0.110,,0.000,3.00,1,5.02,0.00,0.00,0.061,3.00,0.00,0.00,9.42,2.36,4,0.300,,0.000,3.30,5,0.227,,0.222,4.40,3,3.73,0.00,0.20,0.259,3.90,0.00,0.00,4,0.162,,0.000,4.20,5,0.224,,0.162,4.70,8,2.69,0.00,0.11,0.196,4.50,0.00,0.00,4,0.307,,0.134,3.80,5,0.312,,0.171,4.50,38,3.63,0.00,0.16,0.310,4.20,0.00,0.00
James Paxton,$10.4K,L,SEA,SP,@ TBR,,,,,300, ,7.0,-159,3.89,-0.01,2,0.000,,0.000,0.00,7,0.321,,0.104,7.50,1,3.62,0.00,0.00,0.000,0.00,0.00,0.00,24.05,2.31,2,0.245,,0.000,3.00,7,0.336,,0.132,5.20,2,3.99,0.00,0.00,0.316,4.70,0.00,0.00,2,0.265,,0.157,1.80,7,0.238,,0.115,7.10,5,2.76,0.00,0.12,0.244,5.90,0.00,0.00,2,0.297,,0.115,1.80,7,0.252,,0.111,9.60,35,2.62,0.00,0.13,0.262,7.90,0.00,0.00
