Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%
Corey Oswalt,$5.5K,R,NYM,SP,SDP,,,,,-500, ,8.0,-108,4.08, ,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,14.99,2.73,5,0.098,,0.000,1.80,4,0.126,,0.000,0.00,1,5.12,2.76,0.00,0.110,1.00,0.00,0.00,5,0.286,,0.242,2.60,4,0.295,,0.111,3.10,4,4.70,3.10,0.27,0.290,2.90,0.00,0.00,5,0.262,,0.219,2.10,4,0.281,,0.140,4.20,5,4.33,3.21,0.31,0.270,3.00,0.00,0.00
Luis Cessa,$6.3K,R,NYY,SP,@ TBR,,,,, ,-3,8.0,-146,4.36,0.03,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,17.01,2.7,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,3,0.322,,0.100,2.00,6,0.340,,0.136,4.00,2,5.42,4.67,0.20,0.334,3.30,0.00,0.00,3,0.253,,0.089,3.10,6,0.402,,0.246,4.80,16,4.48,4.92,0.23,0.352,4.20,0.00,0.00
Clayton Richard,$6.2K,L,SDP,SP,@ NYM,,,,,-900,5,8.0,-108,3.92, ,2,0.440,,0.000,0.00,7,0.452,,0.272,9.00,1,6.00,6.16,1.00,0.449,7.00,0.00,0.00,15.42,2.49,2,0.352,,0.000,0.00,7,0.416,,0.178,7.00,2,6.09,5.08,0.33,0.402,5.40,0.00,0.00,2,0.391,,0.111,0.70,7,0.407,,0.159,4.00,5,6.06,5.63,0.13,0.403,3.30,0.00,0.00,2,0.292,,0.074,2.50,7,0.369,,0.195,4.50,52,4.79,4.08,0.25,0.352,4.00,0.00,0.00
Robbie Ray,$7.3K,L,ARI,SP,@ CHC,,,,,100,-2,8.5,-106,4.18,4.18,4,0.275,,0.000,0.00,5,0.510,,0.438,3.50,1,5.26,3.53,0.67,0.406,2.00,0.00,0.00,16.57,2.27,4,0.188,,0.000,2.60,5,0.467,,0.300,6.20,2,4.00,3.25,0.33,0.343,4.60,0.00,0.00,4,0.165,,0.040,2.90,5,0.447,,0.333,7.80,5,3.35,2.99,0.35,0.322,5.60,0.00,0.00,4,0.263,,0.137,3.20,5,0.323,,0.182,10.10,37,2.78,3.62,0.27,0.296,7.10,0.00,0.00
Martin Perez,$4.4K,L,TEX,SP,OAK,,,,,-1100,1,11.5,119,5.4,-0.5,1,0.487,,0.500,1.80,8,0.532,,0.235,5.30,1,4.66,3.37,0.40,0.527,4.90,0.00,0.00,10,2.27,1,0.325,,0.334,1.50,8,0.390,,0.135,4.50,2,4.81,3.08,0.29,0.383,4.10,0.00,0.00,1,0.325,,0.334,1.50,8,0.390,,0.135,4.50,2,4.81,3.08,0.29,0.383,4.10,0.00,0.00,1,0.307,,0.107,1.70,8,0.386,,0.183,4.20,38,4.91,4.88,0.22,0.377,3.90,0.00,0.00
Jon Lester,$7.2K,L,CHC,SP,ARI,,,,,-900,6,8.5,-107,4.32,4.32,2,1.648,,2.000,0.00,7,0.430,,0.100,3.00,1,7.81,8.73,0.67,0.701,2.30,0.00,0.00,16.33,2.27,2,1.067,,1.143,1.10,7,0.400,,0.143,7.80,2,5.41,4.59,0.38,0.548,6.30,0.00,0.00,2,0.548,,0.461,1.10,7,0.357,,0.108,6.00,5,5.03,4.12,0.29,0.399,4.90,0.00,0.00,2,0.286,,0.161,2.60,7,0.329,,0.163,6.10,51,3.95,4.27,0.20,0.319,5.30,0.00,0.00
Mike Leake,$7.0K,R,SEA,SP,SFG,,,,,-1500,11,8.5,-138,4.56,0.04,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,15.27,2.18,5,0.303,,0.059,1.80,4,0.484,,0.186,2.70,2,5.60,3.63,0.20,0.383,2.20,0.00,0.00,5,0.370,,0.161,1.30,4,0.402,,0.193,5.10,4,4.54,3.54,0.20,0.384,3.00,0.00,0.00,5,0.330,,0.147,2.30,4,0.323,,0.167,3.70,51,4.47,4.16,0.20,0.327,3.00,0.00,0.00
Tanner Roark,$6.6K,R,WAS,SP,@ MIL,,,,,-200,-1,9.5,115,4.5,0.18,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,13.71,2.08,4,0.349,,0.000,9.00,5,0.384,,0.200,0.00,1,4.03,2.36,0.00,0.368,4.00,0.00,0.00,4,0.347,,0.000,4.90,5,0.477,,0.226,2.90,4,4.54,3.77,0.17,0.419,3.80,0.00,0.00,4,0.355,,0.182,4.10,5,0.297,,0.134,4.20,50,4.02,4.39,0.19,0.323,4.10,0.00,0.00
Danny Duffy,$7.7K,L,KCR,SP,DET,,,,,-1100,4,9.0,-118,4.62,0.29,0,0.240,,0.000,5.10,9,0.212,,0.000,0.00,1,5.09,3.30,0.00,0.212,0.00,0.00,0.00,15.69,2.04,0,0.220,,0.000,2.60,9,0.209,,0.000,5.10,2,4.13,2.73,0.00,0.209,5.10,0.00,0.00,0,0.278,,0.032,2.20,9,0.265,,0.066,6.50,5,3.79,2.92,0.13,0.265,6.50,0.00,0.00,0,0.236,,0.074,1.60,9,0.337,,0.169,6.70,44,3.92,4.56,0.15,0.337,6.70,0.00,0.00
Sal Romano,$4.8K,R,CIN,SP,STL,,,,,-700, ,9.0,117,4.25,-0.3,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,9.29,1.94,2,0.346,,0.363,0.00,7,0.146,,0.000,1.10,2,6.47,4.27,0.29,0.190,0.80,0.00,0.00,2,0.398,,0.395,3.00,7,0.274,,0.079,3.00,4,4.65,3.00,0.42,0.302,3.00,0.00,0.00,2,0.364,,0.202,3.50,7,0.328,,0.184,3.80,35,4.55,4.65,0.23,0.336,3.70,0.00,0.00
Jameson Taillon,$7.5K,R,PIT,SP,@ CLE,,,,,-1100,6,8.0,171,3.32,-0.39,7,0.438,,0.100,3.50,2,0.146,,0.000,7.10,1,2.91,2.03,0.00,0.373,4.30,0.00,0.00,14.56,1.94,7,0.263,,0.044,6.50,2,0.284,,0.143,6.50,2,2.13,1.39,0.11,0.268,6.50,0.00,0.00,7,0.297,,0.068,4.60,2,0.293,,0.159,6.30,4,2.99,1.92,0.17,0.296,5.00,0.00,0.00,7,0.347,,0.144,3.30,2,0.306,,0.146,5.70,44,3.77,3.88,0.16,0.338,3.80,0.00,0.00
James Shields,$6.0K,R,CHW,SP,@ LAA,,,,,-1300,8,8.5,195,3.35,0.02,3,0.454,,0.090,2.60,6,0.142,,0.071,3.90,1,3.86,2.16,0.00,0.246,3.40,0.00,0.00,11.57,1.93,3,0.345,,0.091,3.40,6,0.204,,0.071,4.80,2,3.55,2.30,0.00,0.251,4.30,0.00,0.00,3,0.276,,0.121,4.30,6,0.329,,0.183,4.00,5,3.85,2.81,0.11,0.311,4.10,0.00,0.00,3,0.341,,0.204,3.40,6,0.318,,0.180,4.00,43,4.35,5.08,0.18,0.326,3.80,0.00,0.00
Jake Arrieta,$7.1K,R,PHI,SP,LAD,,,,,-400,3,8.5,127,3.91,-0.04,4,0.370,,0.111,5.80,5,0.501,,0.000,0.00,1,6.15,4.66,0.00,0.443,2.60,0.00,0.00,13.31,1.87,4,0.450,,0.153,2.70,5,0.223,,0.000,1.80,2,5.86,3.96,0.00,0.324,2.20,0.00,0.00,4,0.388,,0.195,2.30,5,0.266,,0.081,4.30,5,4.64,3.31,0.21,0.320,3.40,0.00,0.00,4,0.349,,0.191,4.10,5,0.279,,0.128,4.70,48,3.99,4.09,0.20,0.310,4.40,0.00,0.00
Matt Boyd,$7.0K,L,DET,SP,@ KCR,,,,,500,-4,9.0,104,4.38,0.21,2,0.251,,0.000,5.40,7,0.187,,0.084,5.40,1,3.68,1.96,0.00,0.201,5.40,0.00,0.00,13.04,1.86,2,0.203,,0.000,3.30,7,0.245,,0.143,8.20,2,2.60,1.70,0.17,0.236,7.10,0.00,0.00,2,0.362,,0.285,2.60,7,0.271,,0.147,7.70,4,2.79,2.43,0.25,0.291,6.60,0.00,0.00,2,0.307,,0.138,1.70,7,0.337,,0.171,6.40,44,4.12,4.89,0.17,0.330,5.30,0.00,0.00
Ervin Santana,$7.6K,R,MIN,SP,@ TOR,,,,,-400, ,9.5,-116,4.85,0.48,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,13.87,1.83,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00
Walker Buehler,$8.4K,R,LAD,SP,@ PHI,,,,,600,-5,8.5,-142,4.59,0.04,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,15.38,1.83,5,0.585,,0.857,3.60,4,0.306,,0.000,5.40,1,3.30,2.36,0.33,0.461,4.40,0.00,0.00,5,0.709,,0.818,3.00,4,0.391,,0.176,4.50,2,4.37,4.38,0.43,0.568,3.70,0.00,0.00,5,0.299,,0.162,4.60,4,0.294,,0.100,5.50,17,3.45,3.36,0.18,0.297,5.00,0.00,0.00
Jack Flaherty,$9.0K,R,STL,SP,@ CIN,,,,,1600,-10,9.0,-131,4.75,-0.2,4,0.309,,0.000,7.20,5,0.358,,0.273,9.00,1,2.56,3.76,0.33,0.336,8.20,0.00,0.00,16.02,1.78,4,0.208,,0.000,5.40,5,0.324,,0.157,7.20,2,3.35,3.35,0.25,0.272,6.40,0.00,0.00,4,0.258,,0.088,4.90,5,0.407,,0.300,6.50,5,3.41,3.17,0.25,0.341,5.80,0.00,0.00,4,0.313,,0.156,4.20,5,0.295,,0.153,6.80,20,3.21,3.74,0.22,0.303,5.60,0.00,0.00
Charlie Morton,$8.8K,R,HOU,SP,@ COL,,,,,-700,4,9.5,-142,5.13,-0.11,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,15.32,1.74,3,0.426,,0.200,2.20,6,0.329,,0.071,8.80,1,3.64,2.23,0.00,0.361,6.60,0.00,0.00,3,0.329,,0.091,7.20,6,0.220,,0.017,7.60,4,2.00,1.35,0.00,0.256,7.50,0.00,0.00,3,0.277,,0.125,6.70,6,0.317,,0.159,4.60,43,3.29,3.38,0.21,0.304,5.30,0.00,0.00
Tyler Skaggs,$10.2K,L,LAA,SP,CHW,,,,,900,-1,8.5,-219,5.15,-0.02,1,0.493,,0.400,1.50,8,0.266,,0.000,0.00,1,6.66,4.33,0.00,0.291,0.20,0.00,0.00,17.73,1.74,1,0.460,,0.153,0.80,8,0.198,,0.000,3.80,2,5.17,3.16,0.00,0.227,3.40,0.00,0.00,1,0.399,,0.133,1.10,8,0.206,,0.001,5.30,3,4.54,2.95,0.00,0.227,4.80,0.00,0.00,1,0.274,,0.134,2.30,8,0.332,,0.146,6.70,33,3.58,4.05,0.19,0.326,6.20,0.00,0.00
Ryne Stanek,$4.1K,R,TBR,SP,NYY,,,,,-1400,2,8.0,132,3.64,-0.03,4,0.172,,0.000,3.00,5,0.293,,0.000,6.00,3,3.67,2.75,0.00,0.239,4.70,0.00,0.00,6.88,1.68,4,0.217,,0.062,6.80,5,0.188,,0.000,4.50,6,1.81,1.26,0.00,0.201,5.50,0.00,0.00,4,0.154,,0.044,6.90,5,0.274,,0.031,6.90,12,1.92,1.70,0.00,0.221,6.90,0.00,0.00,4,0.218,,0.024,6.30,5,0.350,,0.236,7.80,50,2.90,3.80,0.19,0.291,7.10,0.00,0.00
Derek Holland,$7.8K,L,SFG,SP,@ SEA,,,,,1300,-14,8.5,124,3.94,-0.04,3,0.000,,0.000,0.00,6,0.239,,0.000,90.00,1,-1.78,1.66,0.00,0.000,0.00,0.00,0.00,12.98,1.66,3,0.176,,0.000,1.10,6,0.209,,0.074,15.20,3,-0.14,0.16,0.00,0.198,10.50,0.00,0.00,3,0.324,,0.042,1.60,6,0.298,,0.125,12.40,7,2.08,1.89,0.18,0.307,8.80,0.00,0.00,3,0.279,,0.112,1.10,6,0.388,,0.247,7.10,51,4.30,5.11,0.23,0.352,5.10,0.00,0.00
Trevor Bauer,$13.4K,R,CLE,SP,PIT,,,,,1900, ,8.0,-194,4.68,-0.11,3,0.524,,0.000,6.80,6,0.398,,0.111,9.00,1,4.61,3.41,0.00,0.440,8.20,0.00,0.00,21.56,1.61,3,0.324,,0.068,5.20,6,0.273,,0.034,7.10,3,3.02,2.16,0.10,0.290,6.50,0.00,0.00,3,0.287,,0.063,5.00,6,0.288,,0.063,6.70,5,2.81,1.90,0.06,0.288,6.10,0.00,0.00,3,0.318,,0.157,5.20,6,0.293,,0.126,6.50,52,3.00,3.30,0.17,0.301,6.00,0.00,0.00
Jon Gray,$7.5K,R,COL,SP,HOU,,,,,-700,3,9.5,127,4.37,-0.39,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,11.61,1.55,3,0.176,,0.067,3.80,6,0.240,,0.000,2.50,1,4.36,2.20,0.00,0.219,3.00,0.00,0.00,3,0.326,,0.222,4.90,6,0.288,,0.000,4.90,2,3.51,2.15,0.17,0.301,4.90,0.00,0.00,3,0.329,,0.161,5.40,6,0.331,,0.140,5.20,37,3.28,3.28,0.22,0.330,5.20,0.00,0.00
Freddy Peralta,$9.5K,R,MIL,SP,WAS,,,,,1100,-5,9.5,-129,5,0.32,0,0.000,,0.000,0.00,0,0.000,,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,14.16,1.49,6,0.511,,0.750,5.60,3,0.374,,0.222,2.80,1,6.02,4.79,0.20,0.465,4.70,0.00,0.00,6,0.320,,0.195,4.70,3,0.203,,0.083,5.50,4,3.27,3.04,0.07,0.281,5.00,0.00,0.00,6,0.304,,0.156,5.90,3,0.170,,0.066,6.20,7,2.68,3.05,0.09,0.259,6.00,0.00,0.00
Sam Gaviglio,$7.4K,R,TOR,SP,MIN,,,,,400,-5,9.5,102,4.65,0.02,7,0.511,,0.750,2.50,2,0.293,,0.154,7.50,1,2.76,1.85,0.67,0.463,3.60,0.00,0.00,10.81,1.46,7,0.406,,0.312,2.40,2,0.376,,0.190,5.50,3,3.87,2.53,0.25,0.399,3.00,0.00,0.00,7,0.329,,0.237,2.80,2,0.375,,0.232,5.60,5,4.05,3.18,0.35,0.339,3.40,0.00,0.00,7,0.340,,0.212,2.60,2,0.351,,0.219,4.70,29,4.25,4.35,0.33,0.342,3.10,0.00,0.00
Edwin Jackson,$7.7K,R,OAK,SP,@ TEX,,,,,100,-4,11.5,-133,6.1, ,5,0.341,,0.461,5.90,4,0.213,,0.100,3.00,1,2.85,1.74,0.33,0.284,4.60,0.00,0.00,9.62,1.25,5,0.321,,0.291,3.70,4,0.229,,0.052,1.50,2,4.76,3.24,0.25,0.280,2.70,0.00,0.00,5,0.307,,0.255,4.20,4,0.170,,0.034,1.90,4,4.52,3.93,0.21,0.246,3.20,0.00,0.00,5,0.329,,0.196,4.70,4,0.374,,0.280,3.00,20,4.29,5.08,0.25,0.349,3.90,0.00,0.00
