Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%
Mike Montgomery,$4.0K,L,CHC,SP,PIT,,,,,-2900,7,8.0,-156,4.42,4.42,3,0.286,,0.300,4.50,6,0.053,,0.000,1.50,1,4.80,0.00,0.25,0.131,2.50,0.00,0.00,15.25,3.81,3,0.249,,0.200,3.20,6,0.060,,0.000,4.00,2,3.60,0.00,0.14,0.123,3.80,0.00,0.00,3,0.275,,0.154,3.40,6,0.168,,0.045,4.90,8,3.46,0.00,0.10,0.204,4.40,0.00,0.00,3,0.284,,0.104,2.20,6,0.293,,0.127,5.40,61,4.60,0.00,0.18,0.290,4.40,0.00,0.00
Caleb Smith,$6.4K,L,MIA,SP,SDP,,,,,-1400,3,7.5,-134,3.97,-0.03,2,0.571,,0.600,0.00,7,0.466,,0.500,11.20,1,3.42,0.00,0.50,0.489,8.80,0.00,0.00,19.18,3,2,0.512,,0.334,0.00,7,0.289,,0.291,7.40,2,4.20,0.00,0.33,0.339,5.70,0.00,0.00,2,0.325,,0.166,2.20,7,0.288,,0.226,7.10,4,3.69,0.00,0.21,0.296,6.00,0.00,0.00,2,0.337,,0.116,3.30,7,0.281,,0.192,8.30,20,3.24,0.00,0.19,0.293,7.20,0.00,0.00
Garrett Richards,$6.0K,R,LAA,SP,@ MIN,,,,,-2300,11,9.0,-125,4.69,0.23,5,0.098,,0.000,6.40,4,0.000,,0.000,5.10,1,2.10,0.00,0.00,0.054,5.90,0.00,0.00,17.89,2.98,5,0.196,,0.000,5.90,4,0.197,,0.000,5.90,2,3.38,0.00,0.00,0.196,5.90,0.00,0.00,5,0.250,,0.084,3.40,4,0.240,,0.136,5.10,4,3.62,0.00,0.22,0.246,4.20,0.00,0.00,5,0.249,,0.124,6.00,4,0.267,,0.103,5.10,16,3.52,0.00,0.26,0.257,5.60,0.00,0.00
Lance Lynn,$4.5K,R,MIN,SP,LAA,,,,,-2700,7,9.0,111,4.31,0.27,2,0.262,,0.000,4.50,7,0.139,,0.000,3.00,1,5.40,0.00,0.00,0.166,3.30,0.00,0.00,13.11,2.91,2,0.334,,0.111,3.80,7,0.182,,0.001,3.80,2,4.91,0.00,0.00,0.216,3.80,0.00,0.00,2,0.281,,0.064,3.40,7,0.335,,0.093,5.90,4,4.72,0.00,0.06,0.323,5.40,0.00,0.00,2,0.352,,0.211,3.00,7,0.282,,0.128,5.30,41,4.23,0.00,0.20,0.298,4.80,0.00,0.00
Marco Gonzales,$6.1K,L,SEA,SP,@ TBR,,,,,-1900,7,8.0,-102,4.06,-0.16,2,0.000,,0.000,0.00,7,0.263,,0.044,8.70,1,3.60,0.00,0.00,0.000,0.00,0.00,0.00,17.26,2.83,2,0.332,,0.000,0.70,7,0.245,,0.030,6.50,2,4.46,0.00,0.00,0.264,5.20,0.00,0.00,2,0.256,,0.000,0.60,7,0.276,,0.079,5.60,5,4.64,0.00,0.04,0.272,4.50,0.00,0.00,2,0.327,,0.132,1.20,7,0.344,,0.152,7.30,21,3.86,0.00,0.19,0.340,5.90,0.00,0.00
Vincent Velasquez,$7.5K,R,PHI,SP,MIL,,,,,-1100,3,8.0,-111,4.07,-0.14,3,0.224,,0.182,4.40,6,0.237,,0.000,7.40,1,3.23,0.00,0.00,0.233,6.40,0.00,0.00,18.76,2.5,3,0.203,,0.131,5.60,6,0.231,,0.000,5.60,2,2.63,0.00,0.00,0.222,5.60,0.00,0.00,3,0.296,,0.180,5.00,6,0.247,,0.022,6.70,4,2.91,0.00,0.10,0.263,6.10,0.00,0.00,3,0.371,,0.242,4.70,6,0.299,,0.160,5.20,27,3.39,0.00,0.27,0.323,5.00,0.00,0.00
Chris Sale,$11.8K,L,BOS,SP,CHW,,,,,800,3,8.0,-295,5.21,-0.05,2,0.000,,0.000,0.00,7,0.282,,0.125,9.00,1,2.96,0.00,0.20,0.000,0.00,0.00,0.00,29.53,2.5,2,0.451,,0.334,0.00,7,0.312,,0.167,12.50,2,2.68,0.00,0.33,0.343,9.70,0.00,0.00,2,0.263,,0.182,0.80,7,0.276,,0.179,18.20,4,1.82,0.00,0.24,0.273,14.30,0.00,0.00,2,0.244,,0.073,1.90,7,0.270,,0.165,12.00,43,1.74,0.00,0.20,0.264,9.80,0.00,0.00
Doug Fister,$4.2K,R,TEX,SP,HOU,,,,,-2000,3,9.0,177,3.68,0.16,4,0.527,,0.250,0.00,5,0.159,,0.167,1.50,1,5.32,0.00,0.25,0.323,0.80,0.00,0.00,10.39,2.47,4,0.322,,0.084,0.00,5,0.216,,0.089,2.20,2,5.58,0.00,0.17,0.263,1.20,0.00,0.00,4,0.380,,0.248,1.50,5,0.281,,0.139,2.50,5,4.99,0.00,0.29,0.325,2.10,0.00,0.00,4,0.342,,0.175,3.80,5,0.305,,0.144,4.30,27,4.30,0.00,0.22,0.321,4.10,0.00,0.00
Eric Lauer,$5.6K,L,SDP,SP,@ MIA,,,,, ,-5,7.5,117,3.53,0.03,2,0.373,,0.125,0.00,7,0.328,,0.318,7.20,1,4.27,0.00,0.17,0.338,5.60,0.00,0.00,13.1,2.34,2,0.422,,0.200,0.00,7,0.427,,0.219,8.90,2,4.40,0.00,0.14,0.426,6.90,0.00,0.00,2,0.469,,0.286,0.50,7,0.426,,0.273,8.30,4,4.53,0.00,0.25,0.436,6.60,0.00,0.00,2,0.389,,0.171,1.10,7,0.410,,0.220,8.10,7,4.27,0.00,0.19,0.405,6.50,0.00,0.00
Masahiro Tanaka,$8.4K,R,NYY,SP,@ NYM,,,,,-300,3,7.0,-109,3.44,-0.4,5,0.439,,0.000,0.00,4,0.481,,0.526,12.30,1,2.29,0.00,0.60,0.458,5.50,0.00,0.00,19.09,2.27,5,0.204,,0.000,3.20,4,0.421,,0.407,8.90,2,2.45,0.00,0.40,0.300,5.80,0.00,0.00,5,0.364,,0.231,1.70,4,0.342,,0.340,6.80,3,3.81,0.00,0.44,0.354,4.00,0.00,0.00,5,0.295,,0.176,4.50,4,0.323,,0.216,6.20,40,3.13,0.00,0.29,0.307,5.20,0.00,0.00
