Rank,Name,Team,Position,Opponent,HomeOrAway,Started_YN,Saves,InningsPitched,PitchingHits,PitchingRuns,PitchingEarnedRuns,PitchingHomeRuns,PitchingWalks,PitchingStrikeouts,PitchingBattingAverageAgainst,WalksHitsPerInningsPitched,FantasyPointsDraftKings
31,Nick Gardewine,TEX,RP,DET,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Jonathan Hernandez,TEX,RP,DET,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Blaine Hardy,DET,RP,TEX,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Matthew Boyd,DET,SP,TEX,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Michael Fulmer,DET,SP,TEX,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Ryan Carpenter,DET,SP,TEX,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Francisco Liriano,DET,SP,TEX,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Daniel Norris,DET,SP,TEX,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Shane Greene,DET,RP,TEX,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Alex Wilson,DET,RP,TEX,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Louis Coleman,DET,RP,TEX,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Jordan Zimmermann,DET,SP,TEX,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Buck Farmer,DET,RP,TEX,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Drew VerHagen,DET,SP,TEX,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Daniel Stumpf,DET,RP,TEX,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Johnny Barbato,DET,RP,TEX,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Zac Reininger,DET,RP,TEX,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Joe Jimenez,DET,RP,TEX,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Warwick Saupold,DET,RP,TEX,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Spencer Turnbull,DET,SP,TEX,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Sandy Baez,DET,RP,TEX,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Artie Lewicki,DET,RP,TEX,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Gregory Soto,DET,SP,TEX,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Eduardo Jimenez,DET,RP,TEX,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Jon Gray,COL,SP,SEA,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Tyler Anderson,COL,SP,SEA,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,German Marquez,COL,SP,SEA,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Chad Bettis,COL,SP,SEA,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Zac Rosscup,COL,RP,SEA,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Bryan Shaw,COL,RP,SEA,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Adam Ottavino,COL,RP,SEA,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
