Rank,Name,Team,Position,Opponent,HomeOrAway,Started_YN,Saves,InningsPitched,PitchingHits,PitchingRuns,PitchingEarnedRuns,PitchingHomeRuns,PitchingWalks,PitchingStrikeouts,PitchingBattingAverageAgainst,WalksHitsPerInningsPitched,FantasyPointsDraftKings
22,Francisco Liriano,DET,SP,HOU,AWAY,Y,0,5.1,4.66,2.73,2.73,0,2.33,3.71,-1.667,1.343,10.1
23,Deck McGuire,LAA,SP,LAD,AWAY,Y,0,4.2,4.46,2.36,2.36,0,2.27,3.75,-2,1.486,9.96
24,Jose Urena,MIA,SP,PHI,HOME,Y,0,4.3,5.04,3.35,3.35,0,2.27,4.53,-1.667,1.498,9.9
25,Marcus Stroman,TOR,SP,BOS,AWAY,Y,0,5.0,5.49,2.89,2.89,0,2.06,3.77,-2.5,1.467,9.8
26,Mike Leake,SEA,SP,COL,AWAY,Y,0,5.1,5.18,3.74,3.74,0,1.51,3.94,-2.5,1.294,9.24
27,Lucas Giolito,CHW,SP,KC,HOME,Y,0,4.3,5.05,3.5,3.5,0,2.03,4.16,-1.667,1.458,8.58
28,Corey Oswalt,NYM,SP,WSH,HOME,Y,0,4.1,5.93,2.56,2.56,0,2.38,4.12,-2,1.852,8.4
29,Burch Smith,KC,SP,CHW,AWAY,Y,0,4.1,6.76,2.81,2.81,0,1.88,4.65,-2.333,2.03,8.37
30,Enyel De Los Santos,PHI,SP,MIA,AWAY,Y,0,4.2,6.86,2.61,2.61,0,2.11,4.36,-2.333,1.993,8.24
31,Yovani Gallardo,TEX,SP,BAL,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Bartolo Colon,TEX,SP,BAL,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Cole Hamels,TEX,SP,BAL,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Doug Fister,TEX,SP,BAL,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Martin Perez,TEX,SP,BAL,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Jesse Chavez,TEX,RP,BAL,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Jake Diekman,TEX,RP,BAL,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Matt Moore,TEX,SP,BAL,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Alex Claudio,TEX,RP,BAL,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Chris Martin,TEX,RP,BAL,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Clayton Blackburn,TEX,RP,BAL,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Keone Kela,TEX,RP,BAL,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Ricardo Rodriguez,TEX,RP,BAL,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Tony Barnette,TEX,RP,BAL,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Jose Leclerc,TEX,RP,BAL,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Yohander Mendez,TEX,SP,BAL,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Connor Sadzeck,TEX,SP,BAL,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Matt Bush,TEX,RP,BAL,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Ariel Jurado,TEX,SP,BAL,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Ronald Herrera,TEX,SP,BAL,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Brandon Mann,TEX,RP,BAL,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Brett Martin,TEX,SP,BAL,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Joe Palumbo,TEX,RP,BAL,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Austin Bibens-Dirkx,TEX,RP,BAL,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Nick Gardewine,TEX,RP,BAL,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Jonathan Hernandez,TEX,RP,BAL,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Brad Brach,BAL,RP,TEX,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Zach Britton,BAL,RP,TEX,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Dylan Bundy,BAL,SP,TEX,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Kevin Gausman,BAL,SP,TEX,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Darren O'Day,BAL,RP,TEX,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Chris Tillman,BAL,SP,TEX,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Mike Wright,BAL,RP,TEX,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Andrew Cashner,BAL,SP,TEX,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Alex Cobb,BAL,SP,TEX,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Hunter Harvey,BAL,RP,TEX,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Mychal Givens,BAL,RP,TEX,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Gabriel Ynoa,BAL,SP,TEX,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Chris Lee,BAL,RP,TEX,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Richard Bleier,BAL,RP,TEX,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Paul Fry,BAL,RP,TEX,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Tanner Scott,BAL,RP,TEX,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,David Hess,BAL,RP,TEX,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Donnie Hart,BAL,RP,TEX,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Yefrey Ramirez,BAL,SP,TEX,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Jimmy Yacabonis,BAL,SP,TEX,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Ryan Meisinger,BAL,RP,TEX,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Pedro Araujo,BAL,RP,TEX,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Jaime Garcia,TOR,SP,BOS,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,J.A. Happ,TOR,SP,BOS,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Aaron Sanchez,TOR,SP,BOS,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Marco Estrada,TOR,SP,BOS,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Jake Petricka,TOR,RP,BOS,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,John Axford,TOR,RP,BOS,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Aaron Loup,TOR,RP,BOS,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Tyler Clippard,TOR,RP,BOS,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Rhiner Cruz,TOR,RP,BOS,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Ryan Tepera,TOR,RP,BOS,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Sam Gaviglio,TOR,RP,BOS,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Joe Biagini,TOR,RP,BOS,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Seung Hwan Oh,TOR,RP,BOS,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Danny Barnes,TOR,RP,BOS,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Tim Mayza,TOR,RP,BOS,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Luis Santos,TOR,RP,BOS,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Ryan Borucki,TOR,SP,BOS,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Eduardo Rodriguez,BOS,SP,TOR,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Hector Velazquez,BOS,SP,TOR,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Chris Sale,BOS,SP,TOR,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,David Price,BOS,SP,TOR,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Drew Pomeranz,BOS,SP,TOR,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Rick Porcello,BOS,SP,TOR,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Steven Wright,BOS,SP,TOR,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Craig Kimbrel,BOS,RP,TOR,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Matt Barnes,BOS,RP,TOR,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Heath Hembree,BOS,RP,TOR,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Joe Kelly,BOS,RP,TOR,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Brandon Workman,BOS,RP,TOR,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Tyler Thornburg,BOS,RP,TOR,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Carson Smith,BOS,RP,TOR,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Williams Jerez,BOS,RP,TOR,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Ty Buttrey,BOS,RP,TOR,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Justin Haley,BOS,RP,TOR,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Austin Maddox,BOS,RP,TOR,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Marcus Walden,BOS,RP,TOR,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,William Cuevas,BOS,SP,TOR,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Robby Scott,BOS,RP,TOR,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Chandler Shepherd,BOS,RP,TOR,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Jalen Beeks,BOS,SP,TOR,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Bobby Poyner,BOS,RP,TOR,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,CC Sabathia,NYY,SP,CLE,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Sonny Gray,NYY,SP,CLE,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Jordan Montgomery,NYY,SP,CLE,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,David Robertson,NYY,RP,CLE,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Aroldis Chapman,NYY,RP,CLE,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Tommy Kahnle,NYY,RP,CLE,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Dellin Betances,NYY,RP,CLE,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Chasen Shreve,NYY,RP,CLE,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Adam Warren,NYY,RP,CLE,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,A.J. Cole,NYY,SP,CLE,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Luis Severino,NYY,SP,CLE,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Domingo German,NYY,RP,CLE,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Luis Cessa,NYY,RP,CLE,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Albert Abreu,NYY,RP,CLE,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Domingo Acevedo,NYY,SP,CLE,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Ben Heller,NYY,RP,CLE,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Chad Green,NYY,RP,CLE,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Jonathan Holder,NYY,RP,CLE,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Giovanny Gallegos,NYY,RP,CLE,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Jonathan Loaisiga,NYY,SP,CLE,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Corey Kluber,CLE,SP,NYY,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Carlos Carrasco,CLE,SP,NYY,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Shane Bieber,CLE,SP,NYY,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Mike Clevinger,CLE,SP,NYY,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Adam Plutko,CLE,SP,NYY,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Josh Tomlin,CLE,SP,NYY,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Evan Marshall,CLE,RP,NYY,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Oliver Perez,CLE,RP,NYY,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Neil Ramirez,CLE,RP,NYY,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Cody Allen,CLE,RP,NYY,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Zach McAllister,CLE,RP,NYY,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Danny Salazar,CLE,SP,NYY,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Andrew Miller,CLE,RP,NYY,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Dan Otero,CLE,RP,NYY,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Nick Goody,CLE,RP,NYY,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Tyler Olson,CLE,RP,NYY,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Cody Anderson,CLE,RP,NYY,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Ben Taylor,CLE,RP,NYY,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Julian Merryweather,CLE,SP,NYY,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Zach Eflin,PHI,SP,MIA,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Aaron Nola,PHI,SP,MIA,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Ben Lively,PHI,SP,MIA,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Nick Pivetta,PHI,SP,MIA,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Vince Velasquez,PHI,SP,MIA,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Jake Arrieta,PHI,SP,MIA,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Tommy Hunter,PHI,RP,MIA,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Pat Neshek,PHI,RP,MIA,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Luis Garcia,PHI,RP,MIA,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Adam Morgan,PHI,RP,MIA,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Hector Neris,PHI,RP,MIA,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Jerad Eickhoff,PHI,SP,MIA,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Edubray Ramos,PHI,RP,MIA,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Victor Arano,PHI,RP,MIA,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Franklyn Kilome,PHI,RP,MIA,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Yacksel Rios,PHI,RP,MIA,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Zac Curtis,PHI,RP,MIA,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Seranthony Dominguez,PHI,RP,MIA,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Mark Leiter Jr.,PHI,SP,MIA,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Ranger Suarez,PHI,SP,MIA,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Austin Davis,PHI,RP,MIA,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Jose Taveras,PHI,SP,MIA,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Jarlin Garcia,MIA,RP,PHI,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Wei-Yin Chen,MIA,SP,PHI,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Caleb Smith,MIA,SP,PHI,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Dan Straily,MIA,SP,PHI,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Trevor Richards,MIA,SP,PHI,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Elieser Hernandez,MIA,SP,PHI,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Dillon Peters,MIA,SP,PHI,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Brad Ziegler,MIA,RP,PHI,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Drew Rucinski,MIA,RP,PHI,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Odrisamer Despaigne,MIA,SP,PHI,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Tyler Cloyd,MIA,SP,PHI,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Nick Wittgren,MIA,RP,PHI,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Adam Conley,MIA,SP,PHI,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Tayron Guerrero,MIA,RP,PHI,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Kyle Barraclough,MIA,RP,PHI,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Chris O'Grady,MIA,RP,PHI,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Sandy Alcantara,MIA,SP,PHI,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Brett Graves,MIA,RP,PHI,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Merandy Gonzalez,MIA,RP,PHI,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Drew Steckenrider,MIA,RP,PHI,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Pablo Lopez,MIA,SP,PHI,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,James Needy,MIA,SP,PHI,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Miguel Del Pozo,MIA,RP,PHI,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Ben Meyer,MIA,RP,PHI,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Jefry Rodriguez,WSH,RP,NYM,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Gio Gonzalez,WSH,SP,NYM,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Max Scherzer,WSH,SP,NYM,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Tanner Roark,WSH,SP,NYM,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Erick Fedde,WSH,RP,NYM,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Stephen Strasburg,WSH,SP,NYM,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Kelvin Herrera,WSH,RP,NYM,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Brandon Kintzler,WSH,RP,NYM,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Sean Doolittle,WSH,RP,NYM,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Joaquin Benoit,WSH,RP,NYM,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Shawn Kelley,WSH,RP,NYM,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Sammy Solis,WSH,RP,NYM,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Justin Miller,WSH,RP,NYM,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Trevor Gott,WSH,RP,NYM,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Matt Grace,WSH,RP,NYM,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Ryan Madson,WSH,RP,NYM,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Joe Ross,WSH,SP,NYM,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Wander Suero,WSH,RP,NYM,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Austin Voth,WSH,SP,NYM,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Bryan Harper,WSH,RP,NYM,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Koda Glover,WSH,RP,NYM,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Austin Adams,WSH,RP,NYM,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Jason Vargas,NYM,RP,WSH,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Zack Wheeler,NYM,SP,WSH,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Jacob deGrom,NYM,SP,WSH,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Steven Matz,NYM,SP,WSH,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Noah Syndergaard,NYM,SP,WSH,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Seth Lugo,NYM,SP,WSH,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,A.J. Ramos,NYM,RP,WSH,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Anthony Swarzak,NYM,RP,WSH,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Jeurys Familia,NYM,RP,WSH,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Rafael Montero,NYM,RP,WSH,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Jerry Blevins,NYM,RP,WSH,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Robert Gsellman,NYM,RP,WSH,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Ty Bashlor,NYM,RP,WSH,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Jamie Callahan,NYM,RP,WSH,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Paul Sewald,NYM,RP,WSH,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Drew Smith,NYM,RP,WSH,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Jacob Rhame,NYM,RP,WSH,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Christoper Flexen,NYM,RP,WSH,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,P.J. Conlon,NYM,SP,WSH,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Tim Peterson,NYM,RP,WSH,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Gerson Bautista,NYM,RP,WSH,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Brent Suter,MIL,RP,PIT,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Freddy Peralta,MIL,SP,PIT,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Junior Guerra,MIL,SP,PIT,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Zach Davies,MIL,SP,PIT,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Chase Anderson,MIL,SP,PIT,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Wade Miley,MIL,SP,PIT,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
