Rank,Name,Team,Position,Opponent,HomeOrAway,Started_YN,Saves,InningsPitched,PitchingHits,PitchingRuns,PitchingEarnedRuns,PitchingHomeRuns,PitchingWalks,PitchingStrikeouts,PitchingBattingAverageAgainst,WalksHitsPerInningsPitched,FantasyPointsDraftKings
22,Max Fried,ATL,SP,STL,AWAY,Y,0,5.0,4.85,2.05,2.05,0,2.28,3.67,-1.667,1.38,11.6
23,Adalberto Mejia,MIN,SP,CHC,AWAY,Y,0,4.2,5.23,2.44,2.44,0,2.09,4.91,-2.5,1.589,11.53
24,German Marquez,COL,SP,LAD,AWAY,Y,0,4.2,4.9,2.82,2.82,0,2.31,5.05,-2.5,1.547,11.3
25,Sonny Gray,NYY,SP,BOS,HOME,Y,0,5.2,5.72,3.43,3.43,0,2.55,4.59,-2,1.469,11.03
26,Edwin Jackson,OAK,SP,CLE,HOME,Y,0,4.2,4.89,2.52,2.52,0,2.18,4.27,-2.5,1.464,10.44
27,Andrew Cashner,BAL,SP,LAA,HOME,Y,0,5.1,5.31,2.9,2.9,0,1.98,3.72,-2.5,1.389,10.04
28,Shelby Miller,ARI,SP,SF,HOME,Y,0,4.3,5.57,3.25,3.25,0,2.36,4.32,-2,1.632,9.5
29,Bartolo Colon,TEX,SP,CHW,HOME,Y,0,4.3,5.9,3.73,3.73,0,1.67,3.71,-3,1.548,7.98
30,Pablo Lopez,MIA,SP,NYM,HOME,Y,0,4.1,6.55,3.57,3.57,0,2.51,3.96,-2.333,2.064,6.01
31,Jordan Zimmermann,DET,SP,TOR,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Michael Fulmer,DET,SP,TOR,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Blaine Hardy,DET,RP,TOR,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Artie Lewicki,DET,RP,TOR,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Shane Greene,DET,RP,TOR,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Alex Wilson,DET,RP,TOR,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Louis Coleman,DET,RP,TOR,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Mike Fiers,DET,SP,TOR,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Francisco Liriano,DET,SP,TOR,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Daniel Norris,DET,SP,TOR,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Buck Farmer,DET,RP,TOR,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Drew VerHagen,DET,SP,TOR,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Daniel Stumpf,DET,RP,TOR,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Johnny Barbato,DET,RP,TOR,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Zac Reininger,DET,RP,TOR,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Ryan Carpenter,DET,SP,TOR,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Joe Jimenez,DET,RP,TOR,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Warwick Saupold,DET,RP,TOR,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Spencer Turnbull,DET,SP,TOR,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Sandy Baez,DET,RP,TOR,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Gregory Soto,DET,SP,TOR,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Eduardo Jimenez,DET,RP,TOR,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,J.A. Happ,TOR,SP,DET,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Aaron Sanchez,TOR,SP,DET,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Marco Estrada,TOR,SP,DET,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Jaime Garcia,TOR,SP,DET,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Marcus Stroman,TOR,SP,DET,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Joe Biagini,TOR,RP,DET,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Jake Petricka,TOR,RP,DET,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,John Axford,TOR,RP,DET,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Preston Guilmet,TOR,RP,DET,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Aaron Loup,TOR,RP,DET,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Tyler Clippard,TOR,RP,DET,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Ryan Tepera,TOR,RP,DET,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Seung Hwan Oh,TOR,RP,DET,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Danny Barnes,TOR,RP,DET,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Tim Mayza,TOR,RP,DET,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Ryan Borucki,TOR,RP,DET,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Lance Lynn,MIN,SP,CHC,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Jake Odorizzi,MIN,SP,CHC,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Kyle Gibson,MIN,SP,CHC,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Jose Berrios,MIN,SP,CHC,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Fernando Romero,MIN,SP,CHC,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Addison Reed,MIN,RP,CHC,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Zach Duke,MIN,RP,CHC,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Matt Magill,MIN,SP,CHC,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Trevor May,MIN,RP,CHC,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Ryan Pressly,MIN,RP,CHC,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Ervin Santana,MIN,SP,CHC,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Michael Pineda,MIN,SP,CHC,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Fernando Rodney,MIN,RP,CHC,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Matt Belisle,MIN,RP,CHC,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Taylor Rogers,MIN,RP,CHC,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Tyler Duffey,MIN,RP,CHC,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Stephen Gonsalves,MIN,SP,CHC,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Lewis Thorpe,MIN,SP,CHC,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Trevor Hildenberger,MIN,RP,CHC,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Alan Busenitz,MIN,RP,CHC,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Aaron Slegers,MIN,SP,CHC,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Gabriel Moya,MIN,RP,CHC,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,John Curtiss,MIN,RP,CHC,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Zack Littell,MIN,RP,CHC,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Kyle Hendricks,CHC,SP,MIN,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Jose Quintana,CHC,SP,MIN,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Mike Montgomery,CHC,SP,MIN,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Jon Lester,CHC,SP,MIN,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Carl Edwards Jr.,CHC,RP,MIN,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Pedro Strop,CHC,RP,MIN,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Eddie Butler,CHC,RP,MIN,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Steve Cishek,CHC,RP,MIN,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Brian Duensing,CHC,RP,MIN,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Cory Mazzoni,CHC,RP,MIN,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Justin Wilson,CHC,RP,MIN,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Brandon Morrow,CHC,RP,MIN,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Drew Smyly,CHC,RP,MIN,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Yu Darvish,CHC,SP,MIN,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Anthony Bass,CHC,RP,MIN,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Justin Hancock,CHC,RP,MIN,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Alec Mills,CHC,SP,MIN,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Randy Rosario,CHC,RP,MIN,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Oscar De La Cruz,CHC,P,MIN,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Luke Farrell,CHC,RP,MIN,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Jen-Ho Tseng,CHC,RP,MIN,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Dillon Maples,CHC,RP,MIN,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Duane Underwood,CHC,SP,MIN,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Rob Zastryzny,CHC,RP,MIN,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Adbert Alzolay,CHC,SP,MIN,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Jaime Barria,LAA,SP,BAL,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Felix Pena,LAA,SP,BAL,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Nick Tropeano,LAA,SP,BAL,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Andrew Heaney,LAA,SP,BAL,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Parker Bridwell,LAA,SP,BAL,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,J.C. Ramirez,LAA,SP,BAL,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Shohei Ohtani,LAA,SP,BAL,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Garrett Richards,LAA,SP,BAL,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Jim Johnson,LAA,RP,BAL,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Blake Parker,LAA,RP,BAL,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,John Lamb,LAA,SP,BAL,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Jose Alvarez,LAA,RP,BAL,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Matt Shoemaker,LAA,SP,BAL,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Alex Meyer,LAA,SP,BAL,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Blake Wood,LAA,RP,BAL,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Noe Ramirez,LAA,RP,BAL,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Miguel Almonte,LAA,RP,BAL,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Akeel Morris,LAA,RP,BAL,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Cam Bedrosian,LAA,RP,BAL,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Keynan Middleton,LAA,RP,BAL,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Jesus Castillo,LAA,SP,BAL,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Eduardo Paredes,LAA,RP,BAL,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Justin Anderson,LAA,RP,BAL,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Jake Jewell,LAA,RP,BAL,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,David Hess,BAL,RP,LAA,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Kevin Gausman,BAL,SP,LAA,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Alex Cobb,BAL,SP,LAA,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Dylan Bundy,BAL,SP,LAA,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Chris Tillman,BAL,SP,LAA,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Brad Brach,BAL,RP,LAA,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Zach Britton,BAL,RP,LAA,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Darren O'Day,BAL,RP,LAA,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Mike Wright,BAL,RP,LAA,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Hunter Harvey,BAL,RP,LAA,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Miguel Castro,BAL,RP,LAA,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Mychal Givens,BAL,RP,LAA,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Gabriel Ynoa,BAL,SP,LAA,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Chris Lee,BAL,RP,LAA,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Richard Bleier,BAL,RP,LAA,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Tanner Scott,BAL,RP,LAA,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Donnie Hart,BAL,RP,LAA,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Yefrey Ramirez,BAL,RP,LAA,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Jimmy Yacabonis,BAL,RP,LAA,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Pedro Araujo,BAL,RP,LAA,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Josh Tomlin,CLE,SP,OAK,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Trevor Bauer,CLE,SP,OAK,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Mike Clevinger,CLE,SP,OAK,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Corey Kluber,CLE,SP,OAK,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Carlos Carrasco,CLE,SP,OAK,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Evan Marshall,CLE,RP,OAK,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Oliver Perez,CLE,RP,OAK,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Neil Ramirez,CLE,RP,OAK,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Cody Allen,CLE,RP,OAK,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Zach McAllister,CLE,RP,OAK,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Danny Salazar,CLE,SP,OAK,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Andrew Miller,CLE,RP,OAK,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Dan Otero,CLE,RP,OAK,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,George Kontos,CLE,RP,OAK,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Nick Goody,CLE,RP,OAK,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Tyler Olson,CLE,RP,OAK,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Cody Anderson,CLE,RP,OAK,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Ryan Merritt,CLE,RP,OAK,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Shawn Morimando,CLE,RP,OAK,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Shane Bieber,CLE,SP,OAK,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Ben Taylor,CLE,RP,OAK,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Julian Merryweather,CLE,SP,OAK,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Sean Manaea,OAK,SP,CLE,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Daniel Mengden,OAK,SP,CLE,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Frankie Montas,OAK,SP,CLE,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Trevor Cahill,OAK,SP,CLE,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Daniel Gossett,OAK,SP,CLE,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Josh Lucas,OAK,RP,CLE,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Andrew Triggs,OAK,SP,CLE,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Brett Anderson,OAK,SP,CLE,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Chris Hatcher,OAK,RP,CLE,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Chris Bassitt,OAK,SP,CLE,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Kendall Graveman,OAK,SP,CLE,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Santiago Casilla,OAK,RP,CLE,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Yusmeiro Petit,OAK,RP,CLE,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Blake Treinen,OAK,RP,CLE,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Ryan Buchter,OAK,RP,CLE,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Emilio Pagan,OAK,RP,CLE,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Daniel Coulombe,OAK,RP,CLE,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Ryan Dull,OAK,RP,CLE,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Jharel Cotton,OAK,SP,CLE,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Paul Blackburn,OAK,SP,CLE,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Lou Trivino,OAK,RP,CLE,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Carlos Ramirez,OAK,RP,CLE,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Brent Suter,MIL,RP,CIN,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Junior Guerra,MIL,SP,CIN,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Chase Anderson,MIL,SP,CIN,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Freddy Peralta,MIL,SP,CIN,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Zach Davies,MIL,SP,CIN,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Brandon Woodruff,MIL,RP,CIN,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Wade Miley,MIL,SP,CIN,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Dan Jennings,MIL,RP,CIN,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Matt Albers,MIL,RP,CIN,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Jeremy Jeffress,MIL,RP,CIN,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Jimmy Nelson,MIL,SP,CIN,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Alec Asher,MIL,SP,CIN,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Taylor Williams,MIL,RP,CIN,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Corey Knebel,MIL,RP,CIN,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Adrian Houser,MIL,RP,CIN,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Jorge Lopez,MIL,RP,CIN,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Jacob Barnes,MIL,RP,CIN,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Marcos Diplan,MIL,RP,CIN,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Josh Hader,MIL,RP,CIN,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Aaron Wilkerson,MIL,RP,CIN,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Matt Harvey,CIN,SP,MIL,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Homer Bailey,CIN,SP,MIL,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Luis Castillo,CIN,SP,MIL,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Sal Romano,CIN,SP,MIL,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Anthony DeSclafani,CIN,SP,MIL,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,David Hernandez,CIN,RP,MIL,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Jared Hughes,CIN,RP,MIL,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Dylan Floro,CIN,RP,MIL,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Robert Stephenson,CIN,RP,MIL,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Michael Lorenzen,CIN,RP,MIL,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Amir Garrett,CIN,RP,MIL,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Raisel Iglesias,CIN,RP,MIL,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Brandon Finnegan,CIN,SP,MIL,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Rookie Davis,CIN,RP,MIL,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Austin Brice,CIN,RP,MIL,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Keury Mella,CIN,SP,MIL,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Cody Reed,CIN,SP,MIL,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Tanner Rainey,CIN,RP,MIL,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Zach Weiss,CIN,RP,MIL,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Jackson Stephens,CIN,RP,MIL,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Jose Lopez,CIN,RP,MIL,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Wandy Peralta,CIN,RP,MIL,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Jesus Reyes,CIN,SP,MIL,HOME,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Noah Syndergaard,NYM,SP,MIA,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Steven Matz,NYM,SP,MIA,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Jason Vargas,NYM,SP,MIA,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,A.J. Ramos,NYM,RP,MIA,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Anthony Swarzak,NYM,RP,MIA,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
31,Jeurys Familia,NYM,RP,MIA,AWAY,N,0,0.0,0,0,0,0,0,0,0,0,0
