P,Justin Verlander,"$13,300",26.73,OAK @ HOU
P,Trevor Bauer,"$13,600",19.85,CIN @ CLE
P,Garrett Richards,"$8,400",17.99,SEA @ LAA
P,Rich Hill,"$8,600",16.45,LAD @ SD
P,Julio Teheran,"$7,400",15.64,TOR @ ATL
P,Masahiro Tanaka,"$9,100",15.25,NYY @ BAL
P,Jhoulys Chacin,"$8,500",14.56,MIL @ MIA
P,Miles Mikolas,"$9,900",14.34,STL @ CWS
P,Derek Holland,"$7,400",13.68,CHC @ SF
P,Jose Quintana,"$8,300",13.60,CHC @ SF
P,Matthew Boyd,"$7,200",13.18,DET @ TB
P,Patrick Corbin,"$10,400",12.93,ARI @ COL
P,Tyler Anderson,"$8,200",12.83,ARI @ COL
P,Sean Manaea,"$9,200",12.46,OAK @ HOU
P,Eric Lauer,"$5,300",12.23,LAD @ SD
OF,Mookie Betts,"$6,000",11.80,TEX @ BOS
OF,Aaron Judge,"$5,700",11.79,NYY @ BAL
P,Mike Leake,"$5,900",11.51,SEA @ LAA
P,Joe Musgrove,"$7,600",11.48,WSH @ PIT
3B,Nolan Arenado,"$5,800",11.38,ARI @ COL
OF,J.D. Martinez,"$5,800",11.27,TEX @ BOS
1B,Paul Goldschmidt,"$5,900",11.15,ARI @ COL
P,Marcus Stroman,"$6,900",11.14,TOR @ ATL
OF,Andrew Benintendi,"$5,300",11.05,TEX @ BOS
OF,Eddie Rosario,"$4,800",10.79,KC @ MIN
OF,A.J. Pollock,"$5,400",10.65,ARI @ COL
3B,Jose Ramirez,"$5,900",10.30,CIN @ CLE
SS,Trevor Story,"$5,300",10.27,ARI @ COL
SS,Francisco Lindor,"$5,800",10.18,CIN @ CLE
OF,Giancarlo Stanton,"$5,000",10.15,NYY @ BAL
3B/SS,Eduardo Escobar,"$4,400",10.00,KC @ MIN
2B,Brian Dozier,"$4,100",9.94,KC @ MIN
2B,DJ LeMahieu,"$4,700",9.93,ARI @ COL
OF,Brett Gardner,"$4,500",9.91,NYY @ BAL
OF,Charlie Blackmon,"$5,700",9.91,ARI @ COL
OF,Starling Marte,"$4,900",9.81,WSH @ PIT
1B,Mitch Moreland,"$4,400",9.66,TEX @ BOS
P,Aaron Slegers,"$7,300",9.65,KC @ MIN
1B/3B,Matt Carpenter,"$4,800",9.61,STL @ CWS
OF,David Peralta,"$5,000",9.59,ARI @ COL
OF,Shin-Soo Choo,"$4,900",9.53,TEX @ BOS
OF,Aaron Hicks,"$4,900",9.50,NYY @ BAL
SS,Nick Ahmed,"$4,300",9.39,ARI @ COL
OF,Bryce Harper,"$5,200",9.34,WSH @ PIT
P,Dylan Covey,"$5,200",9.28,STL @ CWS
1B,Logan Morrison,"$3,500",9.27,KC @ MIN
1B/OF,Ian Desmond,"$4,100",9.25,ARI @ COL
SS,Paul DeJong,"$4,100",9.25,STL @ CWS
OF,Steven Souza Jr.,"$4,200",9.21,ARI @ COL
OF,Curtis Granderson,"$4,000",9.21,TOR @ ATL
OF,Adam Eaton,"$4,200",9.14,WSH @ PIT
SS,Didi Gregorius,"$4,500",9.14,NYY @ BAL
1B,Jose Martinez,"$4,300",9.13,STL @ CWS
SS,Xander Bogaerts,"$5,000",9.09,TEX @ BOS
2B,Ozzie Albies,"$5,100",9.00,TOR @ ATL
2B/OF,Whit Merrifield,"$4,300",8.99,KC @ MIN
3B,Mike Moustakas,"$4,400",8.97,KC @ MIN
2B/SS,Javier Baez,"$5,200",8.96,CHC @ SF
OF,Nomar Mazara,"$3,800",8.96,TEX @ BOS
1B,Edwin Encarnacion,"$4,900",8.96,CIN @ CLE
OF,Michael Brantley,"$4,800",8.94,CIN @ CLE
1B,Joe Mauer,"$3,600",8.93,KC @ MIN
OF,Corey Dickerson,"$3,900",8.87,WSH @ PIT
OF,Mike Trout,"$5,900",8.85,SEA @ LAA
1B,Freddie Freeman,"$5,200",8.84,TOR @ ATL
OF,Gregory Polanco,"$4,400",8.81,WSH @ PIT
OF,Marcell Ozuna,"$3,500",8.79,STL @ CWS
OF,Kevin Kiermaier,"$3,600",8.78,DET @ TB
OF,Scott Schebler,"$3,500",8.76,CIN @ CLE
P,Andrew Cashner,"$5,000",8.71,NYY @ BAL
1B,Joey Votto,"$4,500",8.69,CIN @ CLE
3B/SS,Jorge Polanco,"$3,800",8.68,KC @ MIN
OF,Ender Inciarte,"$4,400",8.65,TOR @ ATL
3B,Alex Bregman,"$5,300",8.59,OAK @ HOU
1B,Lucas Duda,"$3,600",8.59,KC @ MIN
3B,Rafael Devers,"$4,600",8.58,TEX @ BOS
OF,George Springer,"$4,800",8.57,OAK @ HOU
3B,Anthony Rendon,"$4,700",8.56,WSH @ PIT
P,Ryne Stanek,"$4,000",8.51,DET @ TB
P,Sal Romano,"$4,900",8.47,CIN @ CLE
2B/3B,Yangervis Solarte,"$3,900",8.46,TOR @ ATL
1B,Justin Smoak,"$4,100",8.44,TOR @ ATL
3B,Adrian Beltre,"$3,600",8.43,TEX @ BOS
P,Ian Kennedy,"$6,200",8.42,KC @ MIN
SS,Elvis Andrus,"$4,000",8.41,TEX @ BOS
OF/SS,Chris Taylor,"$4,200",8.41,LAD @ SD
1B/OF,Eric Thames,"$4,900",8.39,MIL @ MIA
2B,Scooter Gennett,"$4,400",8.38,CIN @ CLE
2B/SS,Ketel Marte,"$4,200",8.33,ARI @ COL
OF,Juan Soto,"$4,800",8.33,WSH @ PIT
OF,Wil Myers,"$4,800",8.33,LAD @ SD
1B/OF,Matt Adams,"$4,000",8.33,WSH @ PIT
SS,Manny Machado,"$4,900",8.30,NYY @ BAL
1B,Yonder Alonso,"$4,000",8.30,CIN @ CLE
1B,Greg Bird,"$4,000",8.29,NYY @ BAL
P,Jeremy Hellickson,"$6,700",8.29,WSH @ PIT
OF,Randal Grichuk,"$3,600",8.28,TOR @ ATL
OF,Andrew McCutchen,"$3,900",8.28,CHC @ SF
SS,Trea Turner,"$5,400",8.27,WSH @ PIT
1B,Brandon Belt,"$4,400",8.23,CHC @ SF
3B,Jake Lamb,"$4,900",8.21,ARI @ COL
C,Chris Iannetta,"$3,600",8.20,ARI @ COL
C,Yadier Molina,"$4,000",8.19,STL @ CWS
C,Salvador Perez,"$3,500",8.18,KC @ MIN
OF,Rhys Hoskins,"$5,100",8.16,PHI @ NYM
2B,Yoan Moncada,"$4,100",8.09,STL @ CWS
2B,Rougned Odor,"$4,000",8.09,TEX @ BOS
1B,Jesus Aguilar,"$5,100",8.03,MIL @ MIA
OF,Nick Markakis,"$4,900",8.01,TOR @ ATL
2B/3B,Jedd Gyorko,"$3,700",7.98,STL @ CWS
C,Wilson Ramos,"$4,300",7.96,DET @ TB
3B,Miguel Andujar,"$4,200",7.94,NYY @ BAL
OF,Max Kepler,"$3,900",7.94,KC @ MIN
3B,Justin Turner,"$4,100",7.93,LAD @ SD
1B/OF,Joey Gallo,"$4,100",7.93,TEX @ BOS
OF,Christian Yelich,"$4,700",7.89,MIL @ MIA
2B,Jose Altuve,"$5,000",7.88,OAK @ HOU
OF,Hunter Renfroe,"$3,600",7.86,LAD @ SD
OF,Dexter Fowler,"$3,000",7.84,STL @ CWS
C,Willson Contreras,"$4,000",7.83,CHC @ SF
2B,Daniel Murphy,"$4,100",7.83,WSH @ PIT
3B,Eugenio Suarez,"$5,100",7.83,CIN @ CLE
OF,Brandon Nimmo,"$4,000",7.83,PHI @ NYM
1B,C.J. Cron,"$3,900",7.76,DET @ TB
3B,Colin Moran,"$3,200",7.73,WSH @ PIT
3B,Matt Duffy,"$3,600",7.72,DET @ TB
OF,Derek Dietrich,"$3,600",7.71,MIL @ MIA
1B,Jose Abreu,"$3,900",7.69,STL @ CWS
OF,Jackie Bradley Jr.,"$3,600",7.67,TEX @ BOS
3B,Yolmer Sanchez,"$3,800",7.66,STL @ CWS
OF,Albert Almora Jr.,"$3,800",7.62,CHC @ SF
C,Kurt Suzuki,"$3,700",7.62,TOR @ ATL
OF/SS,Enrique Hernandez,"$3,700",7.62,LAD @ SD
OF,Nicholas Castellanos,"$4,800",7.60,DET @ TB
1B,Josh Bell,"$3,500",7.60,WSH @ PIT
OF,Justin Upton,"$4,400",7.59,SEA @ LAA
OF,Manuel Margot,"$3,500",7.57,LAD @ SD
