P,David Price,"$8,400",17.65,BAL @ BOS
P,Jeff Samardzija,"$7,000",17.43,COL @ SF
P,Tyler Skaggs,"$10,400",17.23,TB @ LAA
P,Marco Gonzales,"$6,600",16.99,DET @ SEA
P,Chris Archer,"$6,900",16.47,TB @ LAA
P,Chad Kuhl,"$8,200",16.34,SD @ PIT
P,James Shields,"$5,000",15.40,TEX @ CWS
P,Kevin Gausman,"$7,900",14.37,BAL @ BOS
P,Doug Fister,"$4,500",14.23,TEX @ CWS
P,Luke Weaver,"$8,000",14.15,PHI @ STL
P,Vince Velasquez,"$7,300",14.00,PHI @ STL
P,Max Fried,"$4,000",12.72,CHC @ ATL
P,Matthew Boyd,"$7,500",12.49,DET @ SEA
P,Aaron Sanchez,"$5,700",11.95,OAK @ TOR
P,Jon Lester,"$7,700",11.55,CHC @ ATL
P,Chad Bettis,"$7,400",11.34,COL @ SF
P,Andrew Triggs,"$6,800",10.96,OAK @ TOR
OF,Tommy Pham,"$5,000",9.79,PHI @ STL
OF,Mookie Betts,"$5,800",9.31,BAL @ BOS
OF,J.D. Martinez,"$5,200",9.27,BAL @ BOS
OF,Mike Trout,"$5,700",9.19,TB @ LAA
2B,Ozzie Albies,"$5,400",9.18,CHC @ ATL
1B/OF,Joey Gallo,"$4,300",9.18,TEX @ CWS
3B,Josh Donaldson,"$4,200",9.12,OAK @ TOR
OF,Charlie Blackmon,"$5,300",9.06,COL @ SF
3B,Kris Bryant,"$5,300",8.92,CHC @ ATL
2B,Yoan Moncada,"$4,200",8.81,TEX @ CWS
1B,Freddie Freeman,"$5,400",8.79,CHC @ ATL
OF,Curtis Granderson,"$3,700",8.71,OAK @ TOR
OF,Shin-Soo Choo,"$3,600",8.61,TEX @ CWS
OF,Andrew Benintendi,"$4,800",8.57,BAL @ BOS
OF,Khris Davis,"$3,900",8.51,OAK @ TOR
2B,Javier Baez,"$4,600",8.49,CHC @ ATL
OF,Matt Joyce,"$3,000",8.49,OAK @ TOR
OF,Mitch Haniger,"$4,500",8.43,DET @ SEA
OF,Marcell Ozuna,"$3,600",8.40,PHI @ STL
1B,Eric Hosmer,"$3,800",8.34,SD @ PIT
1B,Matt Olson,"$3,600",8.30,OAK @ TOR
OF,Dee Gordon,"$4,000",8.29,DET @ SEA
1B,Jose Abreu,"$4,200",8.27,TEX @ CWS
2B,Cesar Hernandez,"$4,000",8.26,PHI @ STL
1B,Brandon Belt,"$4,100",8.26,COL @ SF
1B,Anthony Rizzo,"$4,800",8.25,CHC @ ATL
SS,Jean Segura,"$4,400",8.24,DET @ SEA
SS,Paul DeJong,"$4,000",8.24,PHI @ STL
3B,Nolan Arenado,"$5,100",8.21,COL @ SF
SS,Marcus Semien,"$3,500",8.15,OAK @ TOR
1B,Justin Smoak,"$3,600",8.07,OAK @ TOR
OF,Nomar Mazara,"$4,400",8.05,TEX @ CWS
OF,Andrew McCutchen,"$3,700",8.01,COL @ SF
OF,Dexter Fowler,"$3,500",8.00,PHI @ STL
OF,Delino DeShields,"$3,800",7.97,TEX @ CWS
OF,Nick Markakis,"$4,500",7.96,CHC @ ATL
SS,Manny Machado,"$5,600",7.92,BAL @ BOS
OF,Nicholas Castellanos,"$4,100",7.91,DET @ SEA
2B,Jed Lowrie,"$4,100",7.88,OAK @ TOR
1B,Jose Martinez,"$3,400",7.86,PHI @ STL
OF,Travis Jankowski,"$3,900",7.79,SD @ PIT
OF,Odubel Herrera,"$4,700",7.78,PHI @ STL
2B/OF,Ben Zobrist,"$3,500",7.76,CHC @ ATL
