P,Patrick Corbin,"$12,200",18.84,NYM @ ARI
P,Carlos Martinez,"$8,900",16.62,CHC @ STL
P,Alex Wood,"$6,700",16.28,SF @ LAD
P,Madison Bumgarner,"$8,500",16.18,SF @ LAD
P,Kyle Hendricks,"$6,400",14.66,CHC @ STL
P,Wade LeBlanc,"$4,900",13.27,BOS @ SEA
P,Steven Matz,"$5,300",12.21,NYM @ ARI
1B,Paul Goldschmidt,"$5,600",11.43,NYM @ ARI
P,Steven Wright,"$7,500",11.10,BOS @ SEA
OF,Mookie Betts,"$6,000",9.78,BOS @ SEA
SS,Nick Ahmed,"$3,400",9.29,NYM @ ARI
OF,J.D. Martinez,"$5,500",8.98,BOS @ SEA
OF,David Peralta,"$4,800",8.77,NYM @ ARI
3B,Todd Frazier,"$3,900",8.61,NYM @ ARI
2B,Asdrubal Cabrera,"$3,400",8.59,NYM @ ARI
OF,Mitch Haniger,"$4,400",8.43,BOS @ SEA
OF,Nelson Cruz,"$4,400",8.42,BOS @ SEA
C,John Ryan Murphy,"$3,500",8.41,NYM @ ARI
1B,Anthony Rizzo,"$4,600",8.35,CHC @ STL
1B/3B,Wilmer Flores,"$3,000",8.33,NYM @ ARI
OF,Jon Jay,"$3,900",8.22,NYM @ ARI
2B/SS,Ketel Marte,"$4,100",8.20,NYM @ ARI
OF,Andrew Benintendi,"$5,400",8.19,BOS @ SEA
SS,Jean Segura,"$4,800",8.18,BOS @ SEA
OF,Tommy Pham,"$4,500",8.16,CHC @ STL
SS,Amed Rosario,"$2,800",7.93,NYM @ ARI
2B/OF,Chris Owings,"$3,200",7.93,NYM @ ARI
2B/OF,Dee Gordon,"$3,600",7.90,BOS @ SEA
OF/SS,Chris Taylor,"$3,900",7.82,SF @ LAD
3B,Justin Turner,"$3,600",7.77,SF @ LAD
2B/3B,Matt Carpenter,"$3,800",7.74,CHC @ STL
OF,Brandon Nimmo,"$3,900",7.61,NYM @ ARI
3B,Kris Bryant,"$4,800",7.60,CHC @ STL
1B,Brandon Belt,"$4,200",7.59,SF @ LAD
1B/OF,Cody Bellinger,"$4,500",7.54,SF @ LAD
OF,Andrew McCutchen,"$4,500",7.52,SF @ LAD
OF,Marcell Ozuna,"$4,200",7.51,CHC @ STL
2B/OF,Ben Zobrist,"$4,000",7.48,CHC @ STL
OF,Matt Kemp,"$4,000",7.37,SF @ LAD
3B,Kyle Seager,"$3,700",7.35,BOS @ SEA
OF,Kyle Schwarber,"$3,800",7.26,CHC @ STL
OF,Denard Span,"$3,700",7.23,BOS @ SEA
OF,Michael Conforto,"$3,500",7.08,NYM @ ARI
C,Willson Contreras,"$3,600",7.02,CHC @ STL
2B/OF,Enrique Hernandez,"$3,300",7.01,SF @ LAD
SS,Xander Bogaerts,"$4,300",6.93,BOS @ SEA
C,Yadier Molina,"$3,300",6.90,CHC @ STL
1B,Ryon Healy,"$3,500",6.89,BOS @ SEA
3B,Rafael Devers,"$3,500",6.87,BOS @ SEA
OF,Yasiel Puig,"$4,000",6.86,SF @ LAD
OF,Dexter Fowler,"$3,300",6.85,CHC @ STL
OF,Jason Heyward,"$3,600",6.84,CHC @ STL
1B/C,Buster Posey,"$4,100",6.82,SF @ LAD
C,Devin Mesoraco,"$3,100",6.82,NYM @ ARI
2B/3B,Jedd Gyorko,"$3,200",6.80,CHC @ STL
OF,Ian Happ,"$3,500",6.80,CHC @ STL
C,Mike Zunino,"$3,200",6.62,BOS @ SEA
3B,Deven Marrero,"$2,700",6.60,NYM @ ARI
SS,Brandon Crawford,"$4,200",6.53,SF @ LAD
3B/OF,Jose Bautista,"$3,400",6.52,NYM @ ARI
2B/SS,Eduardo Nunez,"$3,500",6.33,BOS @ SEA
OF,Gorkys Hernandez,"$3,200",6.30,SF @ LAD
OF,Mac Williamson,"$3,300",5.72,SF @ LAD
2B/3B,Logan Forsythe,"$3,000",5.70,SF @ LAD
OF,Jackie Bradley Jr.,"$2,800",5.69,BOS @ SEA
SS,Addison Russell,"$3,000",5.59,CHC @ STL
2B/C,Austin Barnes,"$2,800",5.59,SF @ LAD
2B,Alen Hanson,"$3,500",5.39,SF @ LAD
2B,Kolten Wong,"$2,700",5.34,CHC @ STL
OF,Blake Swihart,"$2,700",5.28,BOS @ SEA
C,Christian Vazquez,"$2,700",5.27,BOS @ SEA
2B,Joe Panik,"$3,100",5.24,SF @ LAD
OF,Guillermo Heredia,"$2,700",4.45,BOS @ SEA
