P,Max Scherzer,"$13,300",30.11,TB @ WSH
P,Corey Kluber,"$12,600",24.49,MIL @ CLE
P,James Paxton,"$10,400",19.52,SEA @ HOU
P,Andrew Heaney,"$8,600",19.16,KC @ LAA
P,Madison Bumgarner,"$10,100",19.14,ARI @ SF
P,Kyle Hendricks,"$8,300",17.81,PHI @ CHC
P,Dallas Keuchel,"$7,900",17.67,SEA @ HOU
P,Carlos Martinez,"$11,000",16.87,MIA @ STL
P,Anthony DeSclafani,"$6,200",16.80,COL @ CIN
P,Patrick Corbin,"$9,900",16.19,ARI @ SF
P,Jason Vargas,"$5,000",15.70,BAL @ NYM
P,Sean Newcomb,"$9,200",15.17,ATL @ SD
P,Ross Stripling,"$9,600",13.64,LAD @ PIT
P,Jordan Lyles,"$6,500",13.43,ATL @ SD
P,Marco Estrada,"$4,100",12.97,NYY @ TOR
P,Jose Urena,"$5,600",12.52,MIA @ STL
P,Nathan Eovaldi,"$7,100",12.25,TB @ WSH
P,CC Sabathia,"$5,900",11.80,NYY @ TOR
P,Kyle Freeland,"$8,100",11.74,COL @ CIN
P,Joe Musgrove,"$7,500",11.68,LAD @ PIT
P,Steven Wright,"$5,300",11.32,DET @ BOS
P,Alex Cobb,"$4,800",11.02,BAL @ NYM
SS,Marcus Semien,"$4,100",10.94,OAK @ TEX
OF,Khris Davis,"$4,900",10.74,OAK @ TEX
P,Zach Eflin,"$7,300",10.58,PHI @ CHC
OF,J.D. Martinez,"$5,200",10.56,DET @ BOS
OF,Shin-Soo Choo,"$4,200",10.40,OAK @ TEX
OF,Andrew Benintendi,"$5,000",10.38,DET @ BOS
2B,Jed Lowrie,"$4,500",10.31,OAK @ TEX
1B,Matt Olson,"$4,300",10.22,OAK @ TEX
OF,Mike Trout,"$6,000",10.14,KC @ LAA
P,Junior Guerra,"$6,800",10.12,MIL @ CLE
OF,Chad Pinder,"$3,700",10.07,OAK @ TEX
OF,Bryce Harper,"$5,300",9.97,TB @ WSH
OF,Nomar Mazara,"$4,300",9.93,OAK @ TEX
3B,Adrian Beltre,"$3,800",9.88,OAK @ TEX
OF,Charlie Blackmon,"$5,100",9.73,COL @ CIN
1B/OF,Joey Gallo,"$4,100",9.62,OAK @ TEX
OF,Giancarlo Stanton,"$4,800",9.56,NYY @ TOR
SS,Trea Turner,"$4,600",9.54,TB @ WSH
SS,Francisco Lindor,"$5,100",9.40,MIL @ CLE
3B,Eugenio Suarez,"$5,100",9.40,COL @ CIN
3B,Matt Chapman,"$4,100",9.35,OAK @ TEX
OF,Tommy Pham,"$4,500",9.33,MIA @ STL
OF,Brett Gardner,"$4,200",9.19,NYY @ TOR
3B,Jose Ramirez,"$5,500",9.04,MIL @ CLE
2B/3B,Matt Carpenter,"$3,900",8.97,MIA @ STL
1B,Mitch Moreland,"$4,600",8.96,DET @ BOS
OF/SS,Chris Taylor,"$4,300",8.95,LAD @ PIT
3B,Nolan Arenado,"$5,300",8.90,COL @ CIN
1B,Joey Votto,"$4,500",8.83,COL @ CIN
SS,Xander Bogaerts,"$4,500",8.78,DET @ BOS
C,Gary Sanchez,"$4,300",8.75,NYY @ TOR
OF,Michael Brantley,"$4,800",8.71,MIL @ CLE
OF,Brandon Nimmo,"$4,400",8.69,BAL @ NYM
2B/3B,Isiah Kiner-Falefa,"$3,200",8.67,OAK @ TEX
OF,Mark Canha,"$3,600",8.67,OAK @ TEX
1B/OF,Matt Adams,"$3,900",8.63,TB @ WSH
SS,Jurickson Profar,"$3,500",8.62,OAK @ TEX
OF,Marcell Ozuna,"$3,700",8.57,MIA @ STL
P,Matt Moore,"$4,500",8.56,OAK @ TEX
SS,Didi Gregorius,"$4,200",8.53,NYY @ TOR
1B,Jose Martinez,"$3,700",8.46,MIA @ STL
2B,Scooter Gennett,"$5,000",8.43,COL @ CIN
1B,Greg Bird,"$4,100",8.40,NYY @ TOR
OF,Michael Conforto,"$4,000",8.38,BAL @ NYM
P,Sean Manaea,"$7,700",8.37,OAK @ TEX
1B,Edwin Encarnacion,"$5,000",8.36,MIL @ CLE
OF,Leonys Martin,"$4,300",8.30,DET @ BOS
OF,Justin Upton,"$4,200",8.30,KC @ LAA
OF,Adam Duvall,"$3,400",8.28,COL @ CIN
OF,Stephen Piscotty,"$3,100",8.27,OAK @ TEX
C,Robinson Chirinos,"$3,000",8.21,OAK @ TEX
2B,Ozzie Albies,"$4,800",8.19,ATL @ SD
C,Yasmani Grandal,"$4,200",8.19,LAD @ PIT
2B/OF,Whit Merrifield,"$4,300",8.14,KC @ LAA
1B,Freddie Freeman,"$5,100",8.13,ATL @ SD
OF,Teoscar Hernandez,"$4,000",8.12,NYY @ TOR
SS,Trevor Story,"$4,200",8.11,COL @ CIN
OF,Carlos Gonzalez,"$4,000",8.08,COL @ CIN
SS,Manny Machado,"$5,200",8.08,BAL @ NYM
OF,Dexter Fowler,"$3,300",8.08,MIA @ STL
C,Buster Posey,"$3,800",8.05,ARI @ SF
C,Tucker Barnhart,"$3,100",8.04,COL @ CIN
1B,Justin Bour,"$3,200",8.02,MIA @ STL
2B,DJ LeMahieu,"$4,200",8.00,COL @ CIN
3B,Anthony Rendon,"$4,000",7.98,TB @ WSH
OF,Nicholas Castellanos,"$4,600",7.97,DET @ BOS
1B,Paul Goldschmidt,"$4,400",7.97,ARI @ SF
OF,Andrew McCutchen,"$3,700",7.95,ARI @ SF
OF,Christian Yelich,"$4,400",7.93,MIL @ CLE
2B,Ian Kinsler,"$3,500",7.93,KC @ LAA
OF,Matt Kemp,"$4,200",7.92,LAD @ PIT
2B,Asdrubal Cabrera,"$4,200",7.91,BAL @ NYM
OF,Jesse Winker,"$3,100",7.90,COL @ CIN
