P,Max Scherzer,"$14,500",30.98,BAL @ WSH
P,Madison Bumgarner,"$9,400",16.64,SD @ SF
P,Kevin Gausman,"$6,600",16.62,BAL @ WSH
P,Chad Kuhl,"$6,700",15.59,ARI @ PIT
P,Carlos Martinez,"$8,000",14.51,STL @ MIL
P,Zack Godley,"$7,200",12.88,ARI @ PIT
P,Matt Harvey,"$4,700",12.78,CHC @ CIN
P,John Lamb,"$4,500",12.68,TOR @ LAA
P,Aaron Sanchez,"$6,400",12.62,TOR @ LAA
P,Kyle Hendricks,"$7,600",12.30,CHC @ CIN
P,Tyson Ross,"$7,800",11.91,SD @ SF
P,Brent Suter,"$6,500",11.09,STL @ MIL
OF,Mike Trout,"$6,000",10.12,TOR @ LAA
1B,Anthony Rizzo,"$4,700",10.07,CHC @ CIN
3B,Kris Bryant,"$5,000",10.05,CHC @ CIN
OF,Bryce Harper,"$5,300",9.95,BAL @ WSH
2B/SS,Javier Baez,"$4,500",9.75,CHC @ CIN
1B,Eric Thames,"$5,000",9.51,STL @ MIL
SS,Trea Turner,"$4,700",9.26,BAL @ WSH
OF,Kyle Schwarber,"$4,300",9.21,CHC @ CIN
OF,Ian Happ,"$3,700",8.78,CHC @ CIN
OF,Christian Yelich,"$5,000",8.58,STL @ MIL
1B,Paul Goldschmidt,"$5,400",8.58,ARI @ PIT
OF,Jason Heyward,"$3,900",8.54,CHC @ CIN
OF,Justin Upton,"$4,500",8.49,TOR @ LAA
1B,Joey Votto,"$4,800",8.47,CHC @ CIN
2B,Ian Kinsler,"$3,900",8.45,TOR @ LAA
1B,Brandon Belt,"$4,500",8.45,SD @ SF
3B,Eugenio Suarez,"$4,900",8.43,CHC @ CIN
2B,Scooter Gennett,"$4,600",8.42,CHC @ CIN
3B,Anthony Rendon,"$3,900",8.40,BAL @ WSH
OF,Starling Marte,"$4,100",8.35,ARI @ PIT
OF,Teoscar Hernandez,"$4,400",8.33,TOR @ LAA
OF,Michael A. Taylor,"$3,700",8.26,BAL @ WSH
OF,Tommy Pham,"$4,700",8.26,STL @ MIL
1B,Jesus Aguilar,"$4,800",8.23,STL @ MIL
1B,Mark Reynolds,"$3,800",8.16,BAL @ WSH
2B/3B,Alen Hanson,"$3,600",8.11,SD @ SF
1B,Justin Smoak,"$3,600",8.09,TOR @ LAA
OF,Juan Soto,"$4,500",8.08,BAL @ WSH
OF,Wil Myers,"$4,100",8.08,SD @ SF
OF,Andrew McCutchen,"$4,000",8.08,SD @ SF
3B,Travis Shaw,"$4,100",8.08,STL @ MIL
OF,David Peralta,"$4,800",8.02,ARI @ PIT
C,Willson Contreras,"$3,800",8.02,CHC @ CIN
2B/3B,Daniel Descalso,"$3,800",8.02,ARI @ PIT
1B/C,Buster Posey,"$4,100",7.83,SD @ SF
2B/3B,Yangervis Solarte,"$4,100",7.77,TOR @ LAA
SS,Addison Russell,"$3,400",7.71,CHC @ CIN
2B,Josh Harrison,"$3,700",7.70,ARI @ PIT
OF,Marcell Ozuna,"$4,400",7.67,STL @ MIL
1B,Jose Martinez,"$5,100",7.67,STL @ MIL
1B,Kendrys Morales,"$3,100",7.62,TOR @ LAA
OF,Randal Grichuk,"$3,500",7.49,TOR @ LAA
OF,Lorenzo Cain,"$4,900",7.47,STL @ MIL
2B/3B,Matt Carpenter,"$4,400",7.43,STL @ MIL
1B,Albert Pujols,"$3,700",7.39,TOR @ LAA
SS,Brandon Crawford,"$3,900",7.37,SD @ SF
C,Tucker Barnhart,"$3,200",7.33,CHC @ CIN
OF,Hunter Renfroe,"$3,500",7.32,SD @ SF
OF,Jon Jay,"$4,200",7.30,ARI @ PIT
2B/3B,Jedd Gyorko,"$3,200",7.19,STL @ MIL
SS,Jose Peraza,"$3,300",7.14,CHC @ CIN
1B,Eric Hosmer,"$3,800",7.14,SD @ SF
OF,Kevin Pillar,"$3,400",7.14,TOR @ LAA
C,Yadier Molina,"$3,500",7.11,STL @ MIL
3B,Colin Moran,"$3,400",7.08,ARI @ PIT
3B,Christian Villanueva,"$3,700",7.08,SD @ SF
1B/3B,Luis Valbuena,"$2,900",7.05,TOR @ LAA
OF,Adam Duvall,"$3,300",7.03,CHC @ CIN
C,Francisco Cervelli,"$3,700",7.03,ARI @ PIT
OF,Austin Meadows,"$3,900",7.02,ARI @ PIT
1B,Josh Bell,"$3,400",6.90,ARI @ PIT
1B/3B,Pablo Sandoval,"$3,300",6.85,SD @ SF
OF,Gregory Polanco,"$3,700",6.76,ARI @ PIT
SS,Manny Machado,"$4,300",6.64,BAL @ WSH
SS,Andrelton Simmons,"$3,500",6.63,TOR @ LAA
2B/SS,Ketel Marte,"$3,900",6.62,ARI @ PIT
2B,Jonathan Villar,"$3,500",6.59,STL @ MIL
2B/OF,Jose Pirela,"$3,200",6.50,SD @ SF
OF,Billy Hamilton,"$3,500",6.49,CHC @ CIN
OF,Jesse Winker,"$3,300",6.42,CHC @ CIN
SS,Nick Ahmed,"$3,600",6.32,ARI @ PIT
2B,Joe Panik,"$3,200",6.24,SD @ SF
OF,Kole Calhoun,"$2,600",6.23,TOR @ LAA
OF,Jarrod Dyson,"$3,000",6.22,ARI @ PIT
OF,Adam Jones,"$3,200",6.18,BAL @ WSH
